,Unnamed: 0,Unnamed: 0.1,品番,日付,日量数,当月必要数,当月稼働日数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,平均日量数（箱）,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日,設計値MIN,設計値MAX,入庫数（箱）＞検収数,入庫数（箱）＞日量数（箱）,入庫数（箱）＜検収数,入庫数（箱）＜日量数（箱）
1000,1000,980,35300ECB010,13,846.0,18814,21.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12,0.91,3,1,4,8.04,70.5,71,74.6587301587302,74,73.0,76.0,130.0,0.14,16.872873015873026,45.989777777777796,0,0,0,0
1001,1001,981,35580ECB011,13,371.0,8235,21.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6,0.9,3,1,4,8.04,61.83333333333334,62,65.35714285714286,66,47.0,71.0,17.0,0.14,14.770714285714286,40.26000000000001,0,0,0,0
1002,1002,982,1040052001Z,13,475.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.53,3,1,6,5.76,2.375,3,2.5185714285714287,1,4.0,4.0,3.0,0.08,0.28375904761904763,0.9050066666666668,1,1,0,0
1003,1003,983,1040183011P,13,1113.0,24705,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,1,1,6,5.76,2.226,3,2.3528571428571428,2,3.0,0.0,1.0,0.08,0.26508857142857145,0.84546,0,0,0,0
1004,1004,984,3040052001B,13,3859.0,85834,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.52,3,1,6,5.76,7.718,8,8.174666666666667,8,6.0,2.0,2.0,0.08,0.9210124444444444,2.9374302222222224,0,0,0,0
1005,1005,985,9010506A089,13,1692.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.5,3,1,6,5.76,1.128,2,1.1945396825396826,1,1.0,1.0,3.0,0.08,0.13458480423280425,0.429237925925926,0,0,0,0
1006,1006,986,9010508A014,13,31985.0,711380,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,3,1,6,5.76,63.97,64,67.75047619047618,58,113.0,86.0,34.0,0.08,7.6332203174603155,24.34500444444444,1,1,0,0
1007,1007,987,9010508A042,13,1855.0,41180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300,0.53,1,1,6,5.76,6.183333333333334,7,6.536507936507936,5,8.0,7.0,3.0,0.08,0.7364465608465608,2.348785185185185,1,0,0,0
1008,1008,988,9010512A018,13,11636.0,258712,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200,0.74,3,1,6,5.76,58.18,59,61.59809523809525,51,77.0,63.0,18.0,0.08,6.9400520634920655,22.134248888888887,1,0,0,0
1009,1009,989,9011906908,13,1217.0,27050,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.54,3,1,6,5.76,0.6085,1,0.6440476190476191,1,0.0,0.0,3.0,0.08,0.07256269841269841,0.2314277777777778,0,0,1,1
1010,1010,990,9011906A065,13,2538.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,1,1,6,5.76,2.5380000000000003,3,2.6877142857142857,2,3.0,2.0,2.0,0.08,0.3028158095238096,0.9657853333333332,0,0,0,0
1011,1011,991,9014908A008,13,2538.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800,0.52,1,1,6,5.76,3.1725,4,3.3596428571428567,1,0.0,3.0,1.0,0.08,0.3785197619047619,1.2072316666666665,0,0,1,1
1012,1012,992,9015905A007,13,5070.0,112860,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,6,5.76,2.535,3,2.6871428571428573,3,3.0,2.0,5.0,0.08,0.3027514285714286,0.96558,0,0,0,0
1013,1013,993,9015906A021,13,7131.0,158714,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1200,0.52,3,1,6,5.76,5.9425,6,6.298174603174603,4,8.0,6.0,5.0,0.08,0.7095943386243387,2.2631440740740745,1,0,0,0
1014,1014,994,9015906A022,13,12690.0,282180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.51,3,1,6,5.76,8.46,9,8.958095238095238,7,11.0,9.0,7.0,0.08,1.0092787301587305,3.2189422222222217,1,0,0,0
1015,1015,995,9015906A023,13,2535.0,56430,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1300,0.52,3,1,6,5.76,1.95,2,2.0670329670329672,1,3.0,2.0,5.0,0.08,0.2328857142857143,0.7427538461538462,1,1,0,0
1016,1016,996,9034114A004,13,371.0,8236,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,0.742,1,0.7843809523809524,1,0.0,0.0,1.0,0.08,0.0883735873015873,0.28185422222222223,0,0,1,1
1017,1017,997,9034118A024,13,475.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.52,3,1,6,5.76,2.375,3,2.5185714285714287,2,4.0,3.0,5.0,0.08,0.28375904761904763,0.9050066666666668,1,1,0,0
1018,1018,998,9093003179,13,846.0,18814,26.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,1.692,2,1.4472307692307689,1,3.0,2.0,5.0,0.08,0.16305466666666668,0.5200382564102564,1,1,0,0
1019,1019,999,9155180614,13,4126.0,91728,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.54,3,1,6,5.76,2.7506666666666666,3,2.912,3,3.0,3.0,2.0,0.08,0.3280853333333333,1.0463786666666668,0,0,0,0
1020,1020,1000,9155180640,13,1692.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.54,3,1,6,5.76,1.692,2,1.7918095238095242,1,2.0,2.0,5.0,0.08,0.2018772063492064,0.643856888888889,1,0,0,0
1021,1021,1001,9161140614,13,13536.0,301024,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2500,0.52,3,1,6,5.76,5.4144,6,5.733790476190476,5,7.0,5.0,4.0,0.08,0.6460070603174604,2.0603420444444445,0,0,0,0
1022,1022,1002,9167180618,13,2538.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,3,1,6,5.76,2.5380000000000003,3,2.6877142857142857,2,2.0,3.0,2.0,0.08,0.3028158095238096,0.9657853333333332,0,0,0,0
1023,1023,1003,G1163ECB010,13,654.0,15168,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80,0.54,1,1,6,5.76,8.175,9,9.028571428571428,7,10.0,9.0,2.0,0.08,1.0172190476190477,3.244266666666667,0,0,0,0
1024,1024,1004,G1163ECE010,13,1884.0,41274,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100,0.53,1,1,6,5.76,18.84,19,19.654285714285713,16,24.0,20.0,11.0,0.08,2.214382857142857,7.06244,0,0,0,0
1025,1025,1005,35145ECE020,13,475.0,10578,21.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100,0.65,1,1,4,6.88,4.75,5,5.0371428571428565,4,6.0,5.0,5.0,0.13,0.9923171428571428,2.906431428571428,0,0,0,0
1026,1026,1006,35174ECB010,13,371.0,8236,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20,0.87,1,1,4,6.88,18.55,19,19.609523809523807,17,18.0,20.0,14.0,0.13,3.86307619047619,11.314695238095233,0,0,0,0
1027,1027,1007,35174ECE010,13,475.0,10578,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40,0.87,1,1,4,6.88,11.875,12,12.592857142857143,12,12.0,13.0,15.0,0.13,2.480792857142857,7.2660785714285705,0,0,0,0
1028,1028,1008,35174ECE020,13,475.0,10578,21.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90,0.63,3,1,4,6.88,5.277777777777779,6,5.5968253968253965,6,6.0,5.0,9.0,0.13,1.102574603174603,3.2293682539682536,0,0,0,0
1029,1029,1009,35312ECB010,13,371.0,8236,21.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63,0.59,1,1,1,1.9,5.8888888888888875,6,6.2252456538170815,4,7.0,6.0,4.0,0.0,1.8053212396069536,8.030566893424037,1,0,0,0
1030,1030,1010,01912ECB040,13,846.0,18814,26.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50,0.25,1,1,1,2.12,16.92,17,14.472307692307696,19,19.0,20.0,32.0,0.0,4.515360000000001,18.987667692307696,0,0,0,0
1031,1031,1011,019128GA010,13,846.0,18814,26.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,16.92,17,14.472307692307696,18,20.0,19.0,48.0,0.29,3.357575384615386,14.790698461538465,0,0,0,0
1032,1032,1012,01912ECB010,13,1690.0,37620,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300,0.85,1,1,2,3.64,5.633333333333334,6,4.823076923076923,6,6.0,6.0,15.0,0.29,1.1189538461538462,4.929184615384616,0,0,0,0
1033,1033,1013,82821CWA030,13,845.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200,0.83,1,1,2,3.64,4.225,5,3.6173076923076923,5,5.0,4.0,12.0,0.29,0.8392153846153847,3.6968884615384616,0,0,0,0
1034,1034,1014,82821ECB010,13,846.0,18814,26.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400,0.83,1,1,2,3.64,2.115,3,1.8090384615384616,2,2.0,2.0,6.0,0.29,0.4196969230769232,1.848837307692308,0,0,0,0
1035,1035,1015,82821ECB020,13,846.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200,0.87,1,1,2,3.64,4.23,5,3.618076923076924,4,4.0,4.0,12.0,0.29,0.8393938461538465,3.697674615384616,0,0,0,0
1036,1036,1016,82821ECB040,13,371.0,8236,21.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100,0.83,1,1,2,3.64,3.71,4,3.921904761904762,4,4.0,4.0,6.0,0.29,0.9098819047619048,4.008186666666667,0,0,0,0
1037,1037,1017,82821ECB050,13,845.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100,0.83,1,1,2,3.64,8.45,9,7.234615384615385,9,9.0,9.0,21.0,0.29,1.6784307692307696,7.393776923076923,0,0,0,0
1038,1038,1018,82821ECE010,13,475.0,10577,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,9.5,10,8.136153846153848,9,9.0,10.0,37.0,0.29,1.887587692307693,8.315149230769233,0,0,0,0
1039,1039,1019,82821XAE010,13,846.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100,0.87,1,1,2,3.64,8.46,9,7.236153846153848,9,9.0,12.0,22.0,0.29,1.678787692307693,7.395349230769233,0,0,0,0
1040,1040,1020,82821XAE020,13,371.0,8236,21.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400,0.81,1,1,2,3.64,0.9275,1,0.9804761904761904,1,1.0,1.0,2.0,0.29,0.2274704761904762,1.0020466666666663,0,0,0,0
1041,1041,1021,2030045013L,13,2167.0,48206,21.0,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,1,1.96,1.0835,2,1.1477619047619048,1,0.0,2.0,1.0,0.0,0.3397375238095238,1.4874994285714287,0,0,1,1
1042,1042,1022,36108ECB010,13,371.0,8236,21.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150,0.64,1,1,1,1.97,2.473333333333333,3,2.614603174603175,3,0.0,3.0,2.0,0.0,0.7765371428571428,3.3911403174603176,0,0,1,1
1043,1043,1023,35501ECB010,13,371.0,8236,21.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100,0.6,1,1,1,1.38,3.71,4,3.921904761904762,5,0.0,4.0,2.0,0.0,0.9334133333333334,4.855318095238095,0,0,1,1
1044,1044,1024,9036345A004,13,846.0,18814,21.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90,0.64,1,1,1,2.29,9.4,10,9.954497354497354,8,11.0,10.0,11.0,0.0,3.2750296296296297,13.229526984126984,0,0,0,0
1045,1045,1025,35557ECB010,13,371.0,8236,21.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46,0.89,1,1,2,4.94,8.065217391304348,9,8.525879917184268,5,8.0,9.0,8.0,0.05,2.532186335403728,7.221420289855075,1,0,0,0
1046,1046,1026,41310ECB010,13,371.0,8236,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.69,2,1,4,4.0,185.5,186,196.09523809523807,148,194.0,202.0,22.0,0.05,24.51190476190476,83.3404761904762,0,0,0,0
1047,1047,1027,41310ECE010,13,475.0,10578,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.7,3,1,4,4.0,237.5,238,251.85714285714286,182,370.0,255.0,166.0,0.05,31.482142857142854,107.03928571428571,1,1,0,0
1048,1048,1028,1040043104R,13,1692.0,37628,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,1000,0.75,3,1,2,3.8,1.692,2,1.7918095238095242,1,2.0,2.0,3.0,0.12,0.4300342857142858,1.5409561904761908,1,0,0,0
1049,1049,1029,35556ECB010,13,371.0,8236,21.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100,0.75,1,1,2,3.8,3.71,4,3.921904761904762,2,4.0,4.0,3.0,0.12,0.9412571428571428,3.3728380952380954,1,0,0,0
1050,1050,1030,9025006A007,13,742.0,16472,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,200,0.76,1,1,2,3.8,3.71,4,3.921904761904762,3,2.0,1.0,1.0,0.12,0.9412571428571428,3.3728380952380954,0,0,0,1
1051,1051,1031,33490ECB010,13,371.0,8236,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.82,3,1,2,3.92,92.75,93,98.04761904761904,94,138.0,102.0,84.0,0.23,24.119714285714284,95.6944761904762,0,0,0,0
1052,1052,1032,33490ECE010,13,475.0,10578,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.81,3,1,2,3.92,118.75,119,125.92857142857143,130,204.0,130.0,143.0,0.23,30.97842857142857,122.90628571428572,1,1,0,0
1053,1053,1033,9036628A005,13,371.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.62,1,1,1,1.9,6.183333333333334,7,6.536507936507936,7,7.0,6.0,9.0,0.0,1.8955873015873013,8.432095238095236,0,0,0,0
1054,1054,1034,9036628A006,13,371.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80,0.62,1,1,1,1.9,4.6375,5,4.902380952380953,5,5.0,5.0,6.0,0.0,1.4216904761904765,6.324071428571429,0,0,0,0
1055,1055,1035,9036628A007,13,475.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.57,1,1,1,1.9,6.597222222222222,7,6.996031746031746,7,15.0,8.0,11.0,0.0,2.0288492063492067,9.024880952380952,1,1,0,0
1056,1056,1036,9036628A008,13,475.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100,0.58,1,1,1,1.9,4.75,5,5.0371428571428565,5,10.0,5.0,8.0,0.0,1.4607714285714284,6.497914285714286,1,1,0,0
1057,1057,1037,9036630A017,13,846.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.6,1,1,1,1.9,11.75,12,12.443121693121693,12,12.0,13.0,16.0,0.0,3.6085052910052906,16.051626984126987,0,0,0,0
1058,1058,1038,9036630A018,13,846.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38,0.34,3,1,1,1.9,22.26315789473684,23,23.576441102756892,24,24.0,25.0,25.0,0.0,6.837167919799497,30.41360902255639,0,0,0,0
1059,1059,1039,9036652A003,13,475.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.57,1,1,1,1.9,7.916666666666668,8,8.395238095238097,9,18.0,8.0,14.0,0.0,2.4346190476190483,10.829857142857144,1,1,0,0
1060,1060,1040,9036652A004,13,475.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63,0.57,1,1,1,1.9,7.5396825396825395,8,7.995464852607711,8,17.0,8.0,11.0,0.0,2.318684807256236,10.314149659863947,1,1,0,0
1061,1061,1041,9036658A001,13,371.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45,0.57,1,1,1,1.9,8.244444444444444,9,8.715343915343915,10,9.0,9.0,9.0,0.0,2.527449735449736,11.24279365079365,0,0,0,0
1062,1062,1042,9036658A002,13,371.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,10.305555555555557,11,10.894179894179898,12,11.0,10.0,9.0,0.0,3.159312169312169,14.053492063492065,0,0,0,0
1063,1063,1043,9036659A009,13,846.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,23.5,24,24.886243386243386,25,25.0,26.0,31.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
1064,1064,1044,9036659A010,13,846.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,23.5,24,24.886243386243386,25,25.0,26.0,31.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
1065,1065,1045,35352ECB010,13,371.0,8236,21.0,五興商事（株）,TP-331 ﾊﾝﾖｳ,504,0.64,1,1,1,1.97,0.7361111111111112,1,0.7781557067271353,1,1.0,0.0,2.0,0.0,0.2311122448979592,1.0092679516250944,0,0,0,0
1066,1066,1046,G9201ECB030,13,371.0,8235,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.78,2,1,2,5.82,46.375,47,49.01785714285714,22,67.0,52.0,59.0,0.05,16.715089285714285,43.67491071428571,1,0,0,0
1067,1067,1047,G9201ECE010,13,475.0,10577,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.86,2,1,2,5.82,59.375,60,62.95833333333334,28,91.0,68.0,40.0,0.05,21.46879166666667,56.09587500000002,1,1,0,0
1068,1068,1048,35198ECE010,13,475.0,10578,21.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200,0.58,1,1,1,1.78,2.375,3,2.5185714285714287,2,2.0,3.0,6.0,0.0,0.7001628571428573,3.218734285714286,0,0,0,0
1069,1069,1049,3548255A010,13,475.0,10578,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.57,1,1,1,1.78,1.5833333333333333,2,1.6790476190476191,2,2.0,2.0,5.0,0.0,0.4667752380952382,2.145822857142857,0,0,0,0
1070,1070,1050,35595ECB010,13,371.0,8236,21.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40,0.57,1,1,1,1.78,9.275,10,9.804761904761904,10,10.0,10.0,10.0,0.0,2.7257238095238097,12.530485714285714,0,0,0,0
1071,1071,1051,5040056001E,13,1855.0,41180,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.58,3,1,1,1.78,6.183333333333334,7,6.536507936507936,6,6.0,7.0,6.0,0.0,1.8171492063492063,8.353657142857143,0,0,0,0
1072,1072,1052,9033904A002,13,846.0,18814,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,1000,0.61,1,1,1,1.78,0.846,1,0.8959047619047621,2,1.0,1.0,1.0,0.0,0.2490615238095239,1.1449662857142857,0,0,1,0
1073,1073,1053,35771ECB010,13,371.0,8236,21.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4,0.79,3,1,6,4.92,92.75,93,98.04761904761904,80,99.0,98.0,12.0,0.12,9.674031746031744,37.78101587301587,0,0,0,0
1074,1074,1054,35771ECE010,13,475.0,10578,21.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6,0.79,2,1,6,4.92,79.16666666666667,80,83.95238095238095,68,83.0,83.0,41.0,0.12,8.283301587301588,32.349650793650795,0,0,0,0
1075,1075,1055,01912ECB060,13,371.0,8236,21.0,新光ゴム工業（株）,TP-331 ﾊﾝﾖｳ,400,0.78,1,1,1,3.25,0.9275,1,0.9804761904761904,1,1.0,1.0,2.0,0.0,0.41670238095238094,1.3971785714285714,0,0,0,0
1076,1076,1056,2030052002N,13,846.0,18814,21.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300,0.5,3,1,2,1.06,2.82,3,2.9863492063492063,3,3.0,3.0,3.0,0.12,0.3075939682539683,2.1591304761904757,0,0,0,0
1077,1077,1057,9034108A006,13,3755.0,83492,21.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,3,1,2,1.06,3.755,4,3.975809523809524,4,4.0,4.0,4.0,0.12,0.40950838095238096,2.874510285714286,0,0,0,0
1078,1078,1058,9034108A010,13,742.0,16472,21.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,1000,0.47,1,1,2,1.06,0.742,1,0.7843809523809524,1,1.0,0.0,1.0,0.12,0.08079123809523811,0.5671074285714286,0,0,0,0
1079,1079,1059,9034118090,13,846.0,18814,21.0,（株）杉浦製作所,TP-331 ﾊﾝﾖｳ,300,0.54,3,1,2,1.06,2.82,3,2.9863492063492063,3,3.0,3.0,7.0,0.12,0.3075939682539683,2.1591304761904757,0,0,0,0
1080,1080,1060,3559850A010,13,371.0,8236,21.0,アイコー（株）,AW-131 ｾﾝﾖｳ,100,0.9,1,1,2,3.92,3.71,4,3.921904761904762,4,2.0,4.0,1.0,0.32,0.9647885714285714,4.180750476190476,0,0,1,1
1081,1081,1061,9034118060,13,475.0,10578,26.0,住友商事（株）鉄鋼部輸送機材,TP-331 ﾊﾝﾖｳ,300,0.74,1,1,1,3.0,1.5833333333333333,2,1.3561538461538465,2,0.0,2.0,6.0,0.0,0.5424615384615387,1.8986153846153853,0,0,1,1
1082,1082,1062,G1174ECB010,13,371.0,8236,21.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50,0.85,1,1,1,2.28,7.42,8,7.843809523809524,7,9.0,8.0,6.0,0.0,2.572769523809524,10.416579047619047,0,0,0,0
1083,1083,1062,G1174ECB010,13,371.0,8236,21.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50,0.85,1,1,1,2.28,7.42,8,7.843809523809524,7,9.0,8.0,6.0,0.0,2.572769523809524,10.416579047619047,0,0,0,0
1084,1084,1063,G1174ECE010,13,475.0,10578,21.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50,0.87,1,1,1,2.28,9.5,10,10.074285714285717,10,11.0,11.0,12.0,0.0,3.3043657142857152,13.378651428571432,0,0,0,0
1085,1085,1063,G1174ECE010,13,475.0,10578,21.0,住友電装（株）,TP-362 ﾊﾝﾖｳ,50,0.87,1,1,1,2.28,9.5,10,10.074285714285717,10,11.0,11.0,12.0,0.0,3.3043657142857152,13.378651428571432,0,0,0,0
1086,1086,1064,82824ECE010,13,475.0,10578,21.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45,0.36,1,1,1,3.25,10.555555555555557,11,11.193650793650797,23,12.0,11.0,20.0,0.0,4.757301587301588,15.950952380952385,0,0,1,0
1087,1087,1064,82824ECE010,13,475.0,10578,21.0,住友電装（株）,TP-332 ﾊﾝﾖｳ,45,0.36,1,1,1,3.25,10.555555555555557,11,11.193650793650797,23,12.0,11.0,20.0,0.0,4.757301587301588,15.950952380952385,0,0,1,0
1088,1088,1065,G1144ECB010,13,371.0,8236,21.0,住友電気工業（株）,TP-331 ﾊﾝﾖｳ,6,0.63,2,1,1,2.28,61.83333333333334,62,65.36507936507937,67,67.0,63.0,20.0,0.0,21.439746031746033,86.80482539682541,0,0,0,0
1089,1089,1066,G117362010,13,846.0,18814,21.0,多摩川精機販売（株）,TP-331-5 ﾊﾝﾖｳ,18,0.85,1,1,1,3.05,47.0,47,49.77248677248677,57,111.0,54.0,94.0,0.0,20.157857142857143,69.93034391534391,1,1,0,0
1090,1090,1067,35505ECB010,13,371.0,8236,21.0,中庸スプリング（株）,AW-131 ｾﾝﾖｳ,24,0.81,1,1,2,2.34,15.458333333333336,16,16.341269841269842,15,16.0,16.0,9.0,0.1,2.7289920634920635,12.533753968253968,0,0,0,0
1091,1091,1068,9094906A012,13,2909.0,64678,21.0,中庸スプリング（株）,TP-131 ﾊﾝﾖｳ,500,0.59,3,1,2,2.34,5.818,6,6.159809523809524,7,6.0,6.0,6.0,0.1,1.0286881904761904,4.724573904761905,0,0,0,0
1092,1092,1069,34989ECB010,13,218.0,5056,21.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,1,2.33,0.436,1,0.4815238095238095,1,0.0,0.0,2.0,0.0,0.1603474285714286,0.6418712380952379,0,0,1,1
1093,1093,1070,34989ECB020,13,846.0,18812,26.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.81,1,1,1,2.33,1.692,2,1.4470769230769231,2,2.0,3.0,4.0,0.0,0.4818766153846154,1.9289535384615384,0,0,0,0
1094,1094,1071,34989ECB030,13,846.0,18812,26.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,1000,0.8,1,1,1,2.33,0.846,1,0.7235384615384616,1,1.0,1.0,3.0,0.0,0.2409383076923077,0.9644767692307692,0,0,0,0
1095,1095,1072,34989ECC010,13,153.0,3179,21.0,（株）槌屋,TP-131 ﾊﾝﾖｳ,500,0.78,1,1,1,2.33,0.306,1,0.30276190476190473,1,0.0,0.0,2.0,0.0,0.10081971428571428,0.40358161904761897,0,0,1,1
1096,1096,1073,9050827A011,13,371.0,8236,21.0,（株）東郷製作所,TP-331 ﾊﾝﾖｳ,200,0.78,1,1,8,11.12,1.855,2,1.960952380952381,1,2.0,2.0,2.0,0.08,0.2970842857142857,0.6990795238095239,1,0,0,0
1097,1097,1074,2030044001J,13,371.0,8236,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,400,0.54,1,1,2,3.52,0.9275,1,0.9804761904761904,1,1.0,1.0,1.0,0.03,0.22158761904761906,0.74124,0,0,0,0
1098,1098,1075,9030106A018,13,4497.0,99964,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,2000,0.56,3,1,2,3.52,2.2485,3,2.380095238095238,3,3.0,3.0,2.0,0.03,0.5379015238095238,1.7993519999999998,0,0,0,0
1099,1099,1076,9030111A014,13,4230.0,94070,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,3,1,2,3.52,4.23,5,4.479523809523808,4,4.0,4.0,6.0,0.03,1.0123723809523806,3.3865199999999986,0,0,0,0
1100,1100,1077,9030115A011,13,950.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.56,1,1,2,3.52,0.95,1,1.0074285714285711,1,1.0,1.0,3.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
1101,1101,1078,9030117A010,13,1217.0,27050,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.54,3,1,2,3.52,1.217,2,1.2880952380952382,1,2.0,1.0,5.0,0.03,0.2911095238095238,0.9738,1,1,0,0
1102,1102,1079,9030119A010,13,950.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.58,1,1,2,3.52,0.95,1,1.0074285714285711,1,1.0,1.0,2.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
