,Unnamed: 0,Unnamed: 0.1,品番,日付,日量数,当月必要数,当月稼働日数,仕入先名/工場名,箱種類,収容数,基準在庫日数,基準在庫枚数,A,B,C,日量数（箱）,日量数（箱）_切り上げ,平均日量数（箱）,検収数,入庫数（箱）,出庫数（箱）,在庫数（箱）,不等ピッチ係数日,設計値MIN,設計値MAX,入庫数（箱）＞検収数,入庫数（箱）＞日量数（箱）,入庫数（箱）＜検収数,入庫数（箱）＜日量数（箱）
1537,1537,1505,9030119A010,18,1000.0,21156,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,1000,0.58,1,1,2,3.52,1.0,1,1.0074285714285711,1,1.0,0.0,1.0,0.03,0.2276788571428571,0.7616159999999997,0,0,0,0
1538,1538,1506,9030119A011,18,756.0,16472,21.0,ＮＯＫ（株）,TP-131 ﾊﾝﾖｳ,200,0.54,1,1,2,3.52,3.78,4,3.921904761904762,4,2.0,2.0,4.0,0.03,0.8863504761904761,2.96496,0,0,1,1
1539,1539,1507,9031150A014,18,878.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.54,1,1,2,3.52,10.452380952380953,11,10.665532879818594,11,5.0,4.0,9.0,0.03,2.4104104308390024,8.063142857142857,0,0,1,1
1540,1540,1508,9031150A015,18,878.0,18814,21.0,ＮＯＫ（株）,B-24,84,0.53,1,1,2,3.52,10.452380952380953,11,10.665532879818594,11,5.0,4.0,7.0,0.03,2.4104104308390024,8.063142857142857,0,0,1,1
1541,1541,1509,G1250ECB010,18,234.0,5056,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,3.9,4,4.0126984126984135,4,2.0,2.0,4.0,0.24,1.4445714285714288,4.413968253968255,0,0,1,1
1542,1542,1510,G1250ECC010,18,144.0,3180,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.87,1,1,2,6.2,2.4,3,2.5238095238095237,3,1.0,1.0,2.0,0.24,0.9085714285714288,2.776190476190477,0,0,1,1
1543,1543,1511,G1250ECE010,18,500.0,10578,21.0,（株）バルカー,TP-332.5ｾﾝﾖｳ,60,0.88,1,1,2,6.2,8.333333333333334,9,8.395238095238097,9,4.0,3.0,13.0,0.24,3.0222857142857147,9.234761904761909,0,0,1,1
1544,1544,1512,9036324A003,18,378.0,8236,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,22,0.74,1,1,8,9.0,17.181818181818183,18,17.826839826839823,11,8.0,8.0,10.0,0.09,2.2283549783549783,6.06112554112554,0,0,0,1
1545,1545,1513,9036324A004,18,878.0,18814,21.0,日本精工（株）,T-10 ﾊﾝﾖｳ,30,0.74,1,1,8,9.0,29.266666666666666,30,29.863492063492064,18,12.0,13.0,25.0,0.09,3.732936507936509,10.153587301587304,0,0,0,1
1546,1546,1514,9036324A005,18,500.0,10578,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,22,0.69,1,1,8,9.0,22.72727272727273,23,22.89610389610389,14,9.0,9.0,21.0,0.09,2.8620129870129865,7.784675324675324,0,0,1,1
1547,1547,1515,9036340A010,18,1756.0,37628,21.0,日本精工（株）,T-10 ｾﾝﾖｳ,80,0.74,3,1,8,9.0,21.95,22,22.39761904761905,13,9.0,10.0,20.0,0.09,2.799702380952382,7.615190476190477,0,0,0,1
1548,1548,1516,35165ECE010,18,500.0,10578,21.0,（株）松尾製作所,TP-131 ﾊﾝﾖｳ,200,0.63,1,1,1,1.21,2.5,3,2.5185714285714287,3,3.0,1.0,7.0,0.0,0.5566042857142858,3.0751757142857143,0,0,0,0
1549,1549,1517,3539450A010,18,1756.0,37628,21.0,ミズショー（株）,TP-331 ﾊﾝﾖｳ,2000,0.71,3,1,1,1.88,0.878,1,0.8959047619047621,2,2.0,1.0,4.0,0.0,0.2580205714285715,1.1539253333333337,0,1,0,0
1550,1550,1518,9025006027,18,878.0,18814,21.0,（株）水野鉄工所,TP-131 ﾊﾝﾖｳ,2000,0.62,3,1,1,1.81,0.439,1,0.44795238095238105,1,1.0,0.0,3.0,0.0,0.12587461904761907,0.5738270000000001,0,1,0,0
1551,1551,1519,82125ECB010,18,378.0,8236,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,3.78,4,3.921904761904762,4,4.0,1.0,5.0,0.0,1.0942114285714286,5.0161161904761915,0,0,0,0
1552,1552,1520,82125ECE010,18,500.0,10578,21.0,矢崎総業（株）,TP-332 ﾊﾝﾖｳ,100,0.58,1,1,1,1.79,5.0,5,5.0371428571428565,5,5.0,3.0,8.0,0.0,1.4053628571428571,6.442505714285714,0,0,0,0
1553,1553,1521,82824ECB010,18,378.0,8236,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,32,0.57,1,1,1,1.79,11.8125,12,12.25595238095238,12,12.0,5.0,14.0,0.0,3.419410714285714,15.675363095238097,0,0,0,0
1554,1554,1522,82824ECB020,18,878.0,18814,21.0,矢崎総業（株）,TP-331 ｾﾝﾖｳ,40,0.58,1,1,1,1.79,21.95,22,22.39761904761905,22,22.0,11.0,31.0,0.0,6.248935714285716,28.64655476190477,0,0,0,0
1555,1555,1523,G1144ECE010,18,500.0,10578,21.0,矢崎総業（株）,TP-331 ﾊﾝﾖｳ,8,0.58,2,1,1,1.79,62.5,63,62.964285714285715,63,63.0,27.0,101.0,0.0,17.567035714285716,80.53132142857143,0,0,0,0
1556,1556,1524,35847ECB010,18,378.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,80,0.51,1,1,1,1.9,4.725,5,4.902380952380953,6,5.0,3.0,5.0,0.0,1.4216904761904765,6.324071428571429,0,0,0,0
1557,1557,1525,35847ECB020,18,378.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,70,0.5,1,1,1,1.9,5.4,6,5.602721088435374,6,6.0,2.0,8.0,0.0,1.6247891156462586,7.227510204081633,0,0,0,0
1558,1558,1526,35847ECE010,18,500.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,40,0.5,1,1,1,1.9,12.5,13,12.592857142857143,13,13.0,5.0,21.0,0.0,3.651928571428572,16.244785714285715,0,0,0,0
1559,1559,1527,35847ECE020,18,500.0,10578,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,60,0.49,1,1,1,1.9,8.333333333333334,9,8.395238095238097,9,9.0,4.0,16.0,0.0,2.4346190476190483,10.829857142857144,0,0,0,0
1560,1560,1528,35882ECB010,18,378.0,8236,21.0,（株）メタルテック,TP-332 ﾊﾝﾖｳ,50,0.5,1,1,1,1.9,7.56,8,7.843809523809524,9,8.0,4.0,9.0,0.0,2.2747047619047622,10.118514285714287,0,0,0,0
1561,1561,1529,35441ECB010,18,878.0,18814,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,48,0.67,3,1,1,2.14,18.291666666666668,19,18.664682539682538,19,0.0,8.0,19.0,0.0,5.860710317460318,24.525392857142855,0,0,1,1
1562,1562,1530,35441TFA010,18,378.0,8236,21.0,（株）ニフコ,TP-331 ﾊﾝﾖｳ,100,0.67,1,1,1,2.14,3.78,4,3.921904761904762,4,0.0,2.0,2.0,0.0,1.2314780952380957,5.153382857142859,0,0,1,1
1563,1563,1531,35409ECB010,18,378.0,8236,21.0,サンコール（株）,AW-131 ｾﾝﾖｳ,200,0.66,1,1,1,2.26,1.89,2,1.960952380952381,3,0.0,1.0,2.0,0.0,0.6392704761904762,2.600222857142857,0,0,1,1
1564,1564,1532,35300ECB010,19,877.0,18814,21.0,アイシン精機（株）,TP-341 ﾊﾝﾖｳ,12,0.91,3,1,4,8.04,73.08333333333333,74,74.6587301587302,54,40.0,75.0,116.0,0.14,16.872873015873026,45.989777777777796,0,0,0,1
1565,1565,1533,35580ECB011,19,378.0,8235,21.0,アイシン精機（株）,TP-342 ｾﾝﾖｳ,6,0.9,3,1,4,8.04,63.0,63,65.35714285714286,48,72.0,61.0,86.0,0.14,14.770714285714286,40.26000000000001,0,0,0,0
1566,1566,1534,1040052001Z,19,499.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.53,3,1,6,5.76,2.495,3,2.5185714285714287,4,4.0,3.0,5.0,0.08,0.28375904761904763,0.9050066666666668,0,1,0,0
1567,1567,1535,1040183011P,19,1134.0,24705,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,1,1,6,5.76,2.268,3,2.3528571428571428,2,2.0,2.0,2.0,0.08,0.26508857142857145,0.84546,0,0,0,0
1568,1568,1536,3040052001B,19,4007.0,85834,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.52,3,1,6,5.76,8.014,9,8.174666666666667,9,9.0,9.0,3.0,0.08,0.9210124444444444,2.9374302222222224,0,0,0,0
1569,1569,1537,9010508A014,19,33190.0,711380,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.54,3,1,6,5.76,66.38,67,67.75047619047618,64,76.0,85.0,43.0,0.08,7.6332203174603155,24.34500444444444,0,0,0,0
1570,1570,1538,9010508A042,19,1890.0,41180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,300,0.53,1,1,6,5.76,6.3,7,6.536507936507936,6,6.0,7.0,3.0,0.08,0.7364465608465608,2.348785185185185,0,0,0,0
1571,1571,1539,9010512A018,19,12036.0,258712,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,200,0.74,3,1,6,5.76,60.18,61,61.59809523809525,57,49.0,64.0,26.0,0.08,6.9400520634920655,22.134248888888887,0,0,0,0
1572,1572,1540,9011906A065,19,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,1,1,6,5.76,2.631,3,2.6877142857142857,2,2.0,3.0,2.0,0.08,0.3028158095238096,0.9657853333333332,0,0,0,0
1573,1573,1541,9014908A008,19,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,800,0.52,1,1,6,5.76,3.28875,4,3.3596428571428567,1,2.0,3.0,1.0,0.08,0.3785197619047619,1.2072316666666665,1,0,0,1
1574,1574,1542,9015905A007,19,5262.0,112860,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,6,5.76,2.631,3,2.6871428571428573,2,2.0,3.0,5.0,0.08,0.3027514285714286,0.96558,0,0,0,0
1575,1575,1543,9015906A021,19,7394.0,158714,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1200,0.52,3,1,6,5.76,6.161666666666667,7,6.298174603174603,6,5.0,7.0,6.0,0.08,0.7095943386243387,2.2631440740740745,0,0,0,0
1576,1576,1544,9015906A022,19,13155.0,282180,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.51,3,1,6,5.76,8.77,9,8.958095238095238,9,8.0,9.0,8.0,0.08,1.0092787301587305,3.2189422222222217,0,0,0,0
1577,1577,1545,9015906A023,19,2631.0,56430,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1300,0.52,3,1,6,5.76,2.023846153846154,3,2.0670329670329672,3,2.0,2.0,6.0,0.08,0.2328857142857143,0.7427538461538462,0,0,0,0
1578,1578,1546,9034114A004,19,378.0,8236,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,0.7559999999999999,1,0.7843809523809524,1,1.0,1.0,1.0,0.08,0.0883735873015873,0.28185422222222223,0,0,0,0
1579,1579,1547,9034118A024,19,499.0,10578,21.0,（株）青山製作所,TP-131 ﾊﾝﾖｳ,200,0.52,3,1,6,5.76,2.495,3,2.5185714285714287,3,3.0,3.0,5.0,0.08,0.28375904761904763,0.9050066666666668,0,0,0,0
1580,1580,1548,9093003179,19,877.0,18814,26.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,500,0.5,1,1,6,5.76,1.754,2,1.4472307692307689,1,2.0,2.0,5.0,0.08,0.16305466666666668,0.5200382564102564,1,0,0,0
1581,1581,1549,9155180614,19,4264.0,91728,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1500,0.54,3,1,6,5.76,2.8426666666666667,3,2.912,2,3.0,3.0,3.0,0.08,0.3280853333333333,1.0463786666666668,0,0,0,0
1582,1582,1550,9155180640,19,1754.0,37628,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.54,3,1,6,5.76,1.754,2,1.7918095238095242,1,1.0,2.0,5.0,0.08,0.2018772063492064,0.643856888888889,0,0,0,1
1583,1583,1551,9161140614,19,14032.0,301024,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,2500,0.52,3,1,6,5.76,5.6128,6,5.733790476190476,5,4.0,6.0,3.0,0.08,0.6460070603174604,2.0603420444444445,0,0,0,0
1584,1584,1552,9167180618,19,2631.0,56442,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,1000,0.53,3,1,6,5.76,2.631,3,2.6877142857142857,1,2.0,3.0,3.0,0.08,0.3028158095238096,0.9657853333333332,1,0,0,0
1585,1585,1553,G1163ECB010,19,702.0,15168,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,80,0.54,1,1,6,5.76,8.775,9,9.028571428571428,8,8.0,9.0,3.0,0.08,1.0172190476190477,3.244266666666667,0,0,0,0
1586,1586,1554,G1163ECE010,19,1929.0,41274,21.0,（株）青山製作所,TP-331 ﾊﾝﾖｳ,100,0.53,1,1,6,5.76,19.29,20,19.654285714285713,18,16.0,21.0,14.0,0.08,2.214382857142857,7.06244,0,0,0,0
1587,1587,1555,35145ECE020,19,499.0,10578,21.0,（株）浅賀井製作所,TP-131 ﾊﾝﾖｳ,100,0.65,1,1,4,6.88,4.99,5,5.0371428571428565,4,4.0,5.0,6.0,0.13,0.9923171428571428,2.906431428571428,0,0,0,0
1588,1588,1556,35174ECB010,19,378.0,8236,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,20,0.87,1,1,4,6.88,18.9,19,19.609523809523807,16,16.0,20.0,15.0,0.13,3.86307619047619,11.314695238095233,0,0,0,0
1589,1589,1557,35174ECE010,19,499.0,10578,21.0,（株）浅賀井製作所,TP-332 ﾊﾝﾖｳ,40,0.87,1,1,4,6.88,12.475,13,12.592857142857143,11,11.0,14.0,17.0,0.13,2.480792857142857,7.2660785714285705,0,0,0,0
1590,1590,1558,35174ECE020,19,499.0,10578,21.0,（株）浅賀井製作所,TP-331 ﾊﾝﾖｳ,90,0.63,3,1,4,6.88,5.544444444444443,6,5.5968253968253965,5,6.0,6.0,10.0,0.13,1.102574603174603,3.2293682539682536,0,0,0,0
1591,1591,1559,35312ECB010,19,378.0,8236,21.0,（株）旭工業所,TP-331 ﾊﾝﾖｳ,63,0.59,1,1,1,1.9,6.0,6,6.2252456538170815,6,6.0,6.0,9.0,0.0,1.8053212396069536,8.030566893424037,0,0,0,0
1592,1592,1560,01912ECB040,19,877.0,18814,26.0,愛産樹脂工業（株）,TP-342 ﾊﾝﾖｳ,50,0.25,1,1,1,2.12,17.54,18,14.472307692307696,18,18.0,18.0,35.0,0.0,4.515360000000001,18.987667692307696,0,0,0,0
1593,1593,1561,019128GA010,19,877.0,18814,26.0,石黒ゴム工業（株）,TP-342 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,17.54,18,14.472307692307696,16,18.0,16.0,41.0,0.29,3.357575384615386,14.790698461538465,0,0,0,0
1594,1594,1562,01912ECB010,19,1754.0,37620,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,300,0.85,1,1,2,3.64,5.846666666666668,6,4.823076923076923,4,5.0,6.0,12.0,0.29,1.1189538461538462,4.929184615384616,0,0,0,0
1595,1595,1563,82821CWA030,19,877.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,200,0.83,1,1,2,3.64,4.385,5,3.6173076923076923,3,4.0,4.0,11.0,0.29,0.8392153846153847,3.6968884615384616,0,0,0,0
1596,1596,1564,82821ECB010,19,877.0,18814,26.0,石黒ゴム工業（株）,TP-332 ｾﾝﾖｳ,400,0.83,1,1,2,3.64,2.1925,3,1.8090384615384616,2,2.0,3.0,5.0,0.29,0.4196969230769232,1.848837307692308,0,0,0,0
1597,1597,1565,82821ECB020,19,877.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,200,0.87,1,1,2,3.64,4.385,5,3.618076923076924,3,5.0,5.0,11.0,0.29,0.8393938461538465,3.697674615384616,1,0,0,0
1598,1598,1566,82821ECB040,19,378.0,8236,21.0,石黒ゴム工業（株）,TP-342 ｾﾝﾖｳ,100,0.83,1,1,2,3.64,3.78,4,3.921904761904762,3,4.0,3.0,5.0,0.29,0.9098819047619048,4.008186666666667,0,0,0,0
1599,1599,1567,82821ECB050,19,877.0,18810,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,100,0.83,1,1,2,3.64,8.77,9,7.234615384615385,8,9.0,8.0,20.0,0.29,1.6784307692307696,7.393776923076923,0,0,0,0
1600,1600,1568,82821ECE010,19,499.0,10577,26.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,50,1.07,1,1,2,3.64,9.98,10,8.136153846153848,8,10.0,10.0,34.0,0.29,1.887587692307693,8.315149230769233,0,0,0,0
1601,1601,1569,82821XAE010,19,877.0,18814,26.0,石黒ゴム工業（株）,TP-131 ﾊﾝﾖｳ,100,0.87,1,1,2,3.64,8.77,9,7.236153846153848,8,9.0,9.0,22.0,0.29,1.678787692307693,7.395349230769233,0,0,0,0
1602,1602,1570,82821XAE020,19,378.0,8236,21.0,石黒ゴム工業（株）,TP-332 ﾊﾝﾖｳ,400,0.81,1,1,2,3.64,0.945,1,0.9804761904761904,1,1.0,1.0,2.0,0.29,0.2274704761904762,1.0020466666666663,0,0,0,0
1603,1603,1571,2030045013L,19,2253.0,48206,21.0,伊藤金属工業（株）,TP-331 ﾊﾝﾖｳ,2000,0.53,3,1,1,1.96,1.1265,2,1.1477619047619048,1,1.0,2.0,2.0,0.0,0.3397375238095238,1.4874994285714287,0,0,0,0
1604,1604,1572,36108ECB010,19,378.0,8236,21.0,（株）オーハシテクニカ,TP-331-5 ﾊﾝﾖｳ,150,0.64,1,1,1,1.97,2.52,3,2.614603174603175,3,3.0,2.0,6.0,0.0,0.7765371428571428,3.3911403174603176,0,0,0,0
1605,1605,1573,35501ECB010,19,378.0,8236,21.0,大橋鉄工（株）,TP-331 ﾊﾝﾖｳ,100,0.6,1,1,1,1.38,3.78,4,3.921904761904762,4,8.0,4.0,7.0,0.0,0.9334133333333334,4.855318095238095,1,1,0,0
1606,1606,1574,9036345A004,19,877.0,18814,21.0,岡谷鋼機（株）,ｻﾝﾎﾞｯｸｽ#9T,90,0.64,1,1,1,2.29,9.744444444444444,10,9.954497354497354,10,10.0,10.0,11.0,0.0,3.2750296296296297,13.229526984126984,0,0,0,0
1607,1607,1575,35557ECB010,19,378.0,8236,21.0,小川工業（株）,TP-131 ﾊﾝﾖｳ,46,0.89,1,1,2,4.94,8.217391304347826,9,8.525879917184268,10,9.0,10.0,10.0,0.05,2.532186335403728,7.221420289855075,0,0,0,0
1608,1608,1576,41310ECB010,19,378.0,8236,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.69,2,1,4,4.0,189.0,189,196.09523809523807,163,141.0,202.0,35.0,0.05,24.51190476190476,83.3404761904762,0,0,0,0
1609,1609,1577,41310ECE010,19,499.0,10578,21.0,（株）オンド,ｻﾝﾎﾞｯｸｽ#24-A,2,0.7,3,1,4,4.0,249.5,250,251.85714285714286,212,203.0,262.0,131.0,0.05,31.482142857142854,107.03928571428571,0,0,0,0
1610,1610,1578,1040043104R,19,1754.0,37628,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,1000,0.75,3,1,2,3.8,1.754,2,1.7918095238095242,2,2.0,2.0,4.0,0.12,0.4300342857142858,1.5409561904761908,0,0,0,0
1611,1611,1579,35556ECB010,19,378.0,8236,21.0,（株）ギフ加藤製作所,TP-131 ﾊﾝﾖｳ,100,0.75,1,1,2,3.8,3.78,4,3.921904761904762,4,4.0,4.0,3.0,0.12,0.9412571428571428,3.3728380952380954,0,0,0,0
1612,1612,1580,9025006A007,19,756.0,16472,21.0,（株）ギフ加藤製作所,AW-131 ｾﾝﾖｳ,200,0.76,1,1,2,3.8,3.78,4,3.921904761904762,3,3.0,4.0,3.0,0.12,0.9412571428571428,3.3728380952380954,0,0,0,0
1613,1613,1581,33490ECB010,19,378.0,8236,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.82,3,1,2,3.92,94.5,95,98.04761904761904,98,96.0,99.0,45.0,0.23,24.119714285714284,95.6944761904762,0,0,0,0
1614,1614,1582,33490ECE010,19,499.0,10578,21.0,マレリ（株）,TP-332 ﾊﾝﾖｳ,4,0.81,3,1,2,3.92,124.75,125,125.92857142857143,126,141.0,133.0,106.0,0.23,30.97842857142857,122.90628571428572,0,0,0,0
1615,1615,1583,9036628A005,19,378.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.62,1,1,1,1.9,6.3,7,6.536507936507936,7,7.0,7.0,9.0,0.0,1.8955873015873013,8.432095238095236,0,0,0,0
1616,1616,1584,9036628A006,19,378.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,80,0.62,1,1,1,1.9,4.725,5,4.902380952380953,5,4.0,5.0,6.0,0.0,1.4216904761904765,6.324071428571429,0,0,0,0
1617,1617,1585,9036628A007,19,499.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.57,1,1,1,1.9,6.9305555555555545,7,6.996031746031746,7,0.0,7.0,6.0,0.0,2.0288492063492067,9.024880952380952,0,0,1,1
1618,1618,1586,9036628A008,19,499.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,100,0.58,1,1,1,1.9,4.99,5,5.0371428571428565,5,0.0,6.0,4.0,0.0,1.4607714285714284,6.497914285714286,0,0,1,1
1619,1619,1587,9036630A017,19,877.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,72,0.6,1,1,1,1.9,12.180555555555555,13,12.443121693121693,13,13.0,13.0,19.0,0.0,3.6085052910052906,16.051626984126987,0,0,0,0
1620,1620,1588,9036630A018,19,877.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,38,0.34,3,1,1,1.9,23.078947368421048,24,23.576441102756892,24,24.0,25.0,29.0,0.0,6.837167919799497,30.41360902255639,0,0,0,0
1621,1621,1589,9036652A003,19,499.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,60,0.57,1,1,1,1.9,8.316666666666666,9,8.395238095238097,9,0.0,8.0,7.0,0.0,2.4346190476190483,10.829857142857144,0,0,1,1
1622,1622,1590,9036652A004,19,499.0,10578,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,63,0.57,1,1,1,1.9,7.920634920634921,8,7.995464852607711,8,0.0,8.0,5.0,0.0,2.318684807256236,10.314149659863947,0,0,1,1
1623,1623,1591,9036658A001,19,378.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,45,0.57,1,1,1,1.9,8.4,9,8.715343915343915,9,9.0,9.0,9.0,0.0,2.527449735449736,11.24279365079365,0,0,0,0
1624,1624,1592,9036658A002,19,378.0,8236,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,10.5,11,10.894179894179898,11,11.0,11.0,13.0,0.0,3.159312169312169,14.053492063492065,0,0,0,0
1625,1625,1593,9036659A009,19,877.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,24.36111111111111,25,24.886243386243386,25,25.0,26.0,35.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
1626,1626,1594,9036659A010,19,877.0,18814,21.0,（株）ジェイテクト,PT- 9 ｾﾝﾖｳ,36,0.59,1,1,1,1.9,24.36111111111111,25,24.886243386243386,25,25.0,26.0,35.0,0.0,7.217010582010581,32.10325396825397,0,0,0,0
1627,1627,1595,G9201ECB030,19,378.0,8235,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.78,2,1,2,5.82,47.25,48,49.01785714285714,48,43.0,47.0,47.0,0.05,16.715089285714285,43.67491071428571,0,0,0,0
1628,1628,1596,G9201ECE010,19,499.0,10577,21.0,佐藤工業（株）,ｻﾝﾎﾞｯｸｽ#20B,8,0.86,2,1,2,5.82,62.375,63,62.95833333333334,64,57.0,61.0,60.0,0.05,21.46879166666667,56.09587500000002,0,0,0,0
1629,1629,1597,35198ECE010,19,499.0,10578,21.0,サトープレス工業（株）,AW-331 ｾﾝﾖｳ,200,0.58,1,1,1,1.78,2.495,3,2.5185714285714287,3,3.0,3.0,7.0,0.0,0.7001628571428573,3.218734285714286,0,0,0,0
1630,1630,1598,3548255A010,19,499.0,10578,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.57,1,1,1,1.78,1.663333333333333,2,1.6790476190476191,2,2.0,2.0,5.0,0.0,0.4667752380952382,2.145822857142857,0,0,0,0
1631,1631,1599,35482TFA010,19,378.0,8236,21.0,サトープレス工業（株）,TP-131 ﾊﾝﾖｳ,1000,0.66,1,1,1,1.78,0.378,1,0.3921904761904762,1,1.0,0.0,1.0,0.0,0.1090289523809524,0.5012194285714286,0,1,0,0
1632,1632,1600,35595ECB010,19,378.0,8236,21.0,サトープレス工業（株）,TP-131 ｾﾝﾖｳ,40,0.57,1,1,1,1.78,9.45,10,9.804761904761904,10,10.0,10.0,12.0,0.0,2.7257238095238097,12.530485714285714,0,0,0,0
1633,1633,1601,5040056001E,19,1890.0,41180,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,300,0.58,3,1,1,1.78,6.3,7,6.536507936507936,5,5.0,7.0,6.0,0.0,1.8171492063492063,8.353657142857143,0,0,0,0
1634,1634,1602,9033904A002,19,877.0,18814,21.0,サトープレス工業（株）,AW-131 ｾﾝﾖｳ,1000,0.61,1,1,1,1.78,0.877,1,0.8959047619047621,1,1.0,1.0,3.0,0.0,0.2490615238095239,1.1449662857142857,0,0,0,0
1635,1635,1603,35145ECB010,19,378.0,8236,21.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100,0.62,3,1,1,1.74,3.78,4,3.921904761904762,5,4.0,4.0,9.0,0.0,1.0746019047619049,4.996506666666667,0,0,0,0
1636,1636,1604,35145ECE010,19,499.0,10578,21.0,三共鋼業（株）,AW-131 ｾﾝﾖｳ,100,0.65,1,1,1,1.74,4.99,5,5.0371428571428565,5,5.0,5.0,8.0,0.0,1.3801771428571428,6.417319999999999,0,0,0,0
1637,1637,1605,35195ECE010,19,998.0,21156,21.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400,0.62,3,1,1,1.74,2.495,3,2.5185714285714287,2,2.0,3.0,7.0,0.0,0.6900885714285715,3.20866,0,0,0,0
1638,1638,1606,35195TFG010,19,998.0,21156,21.0,三共鋼業（株）,TP-131 ﾊﾝﾖｳ,400,0.62,1,1,1,1.74,2.495,3,2.5185714285714287,3,3.0,3.0,6.0,0.0,0.6900885714285715,3.20866,0,0,0,0
1639,1639,1607,35771ECB010,19,378.0,8236,21.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,4,0.79,3,1,6,4.92,94.5,95,98.04761904761904,90,74.0,102.0,7.0,0.12,9.674031746031744,37.78101587301587,0,0,0,0
1640,1640,1608,35771ECE010,19,499.0,10578,21.0,アイシン機工（株）,TP-341 ﾊﾝﾖｳ,6,0.79,2,1,6,4.92,83.16666666666667,84,83.95238095238095,75,62.0,88.0,39.0,0.12,8.283301587301588,32.349650793650795,0,0,0,0
