,KOTEI_ID,WORK_ID,JISEKI_DT,JISEKI_DT2,TYOKU
1881,02,04,2024-03-28 21:20:14.857,2024-03-29 01:50:06.093,0
1884,02,05,2024-03-29 01:50:06.400,2024-03-29 02:18:33.637,0
1885,02,06,2024-03-29 05:03:22.303,2024-03-29 05:41:07.050,0
1888,02,01,2024-03-29 09:15:46.677,2024-03-29 09:48:49.613,0
1896,02,01,2024-04-01 09:17:27.427,2024-04-01 09:51:30.490,0
1899,02,03,2024-04-01 17:05:29.483,2024-04-01 17:37:51.053,0
1901,02,04,2024-04-01 21:15:56.037,2024-04-01 21:56:11.523,0
1904,02,05,2024-04-02 01:52:04.330,2024-04-02 02:32:42.497,0
1905,02,06,2024-04-02 05:05:09.837,2024-04-02 05:50:22.040,0
1908,02,01,2024-04-02 09:16:47.127,2024-04-02 09:48:41.937,0
1910,02,02,2024-04-02 13:58:17.157,2024-04-02 17:06:25.303,0
1912,02,03,2024-04-02 17:06:25.570,2024-04-02 17:41:10.477,0
1914,02,04,2024-04-02 21:17:44.097,2024-04-02 21:50:08.360,0
1917,02,05,2024-04-03 01:48:25.913,2024-04-03 02:31:48.047,0
1920,02,01,2024-04-03 09:16:42.063,2024-04-03 09:50:48.417,0
1922,02,02,2024-04-03 13:57:43.440,2024-04-03 14:29:18.240,0
1924,02,03,2024-04-03 17:05:35.157,2024-04-03 17:40:00.083,0
1926,02,04,2024-04-03 21:16:27.913,2024-04-03 21:50:31.803,0
1929,02,05,2024-04-04 01:49:58.737,2024-04-04 02:30:49.460,0
1930,02,06,2024-04-04 05:05:38.780,2024-04-04 05:45:22.727,0
