,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT
522,9011906A065    ,2023,39,3.0,0.0,0.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.5,1.565,2.634,（株）青山製作所,8,2.952830188679245,10.109042875820519,0.08,0.2809056392913871,99.44999999999999,464.0
523,9014908A008    ,2023,39,8.0,0.0,0.0,0.52,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,800,1.5,2.155,3.40125,（株）青山製作所,8,4.144230769230768,20.87641812855959,0.08,0.3701415059042896,99.44999999999999,464.0
524,9015905A007    ,2023,39,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2000,1.0,1.7799999999999998,2.55,（株）青山製作所,6,3.358490566037735,17.40341106856944,0.08,0.2784598331383,99.44999999999999,464.0
525,9015906A021    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1200,3.0,1.285,6.175833333333333,（株）青山製作所,24,2.471153846153846,8.623036762081632,0.08,0.6023410597081048,99.44999999999999,464.0
526,9015906A022    ,2023,39,8.0,0.0,0.0,0.51,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.1749999999999998,8.78,（株）青山製作所,36,2.303921568627451,8.087234300656414,0.08,0.8008354608641725,99.44999999999999,464.0
527,9015906A023    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1300,2.5,2.62,1.9615384615384615,（株）青山製作所,4,5.038461538461538,27.149321266968325,0.08,0.21759375115381302,99.44999999999999,464.0
528,9020150A002    ,2023,39,5.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,2.04,3.87,（株）ムロコーポレーション,11,2.7945205479452055,7.46814834729877,0.0,0.43358935768893997,99.44999999999999,464.0
529,9020156A001    ,2023,39,4.0,0.0,0.0,0.75,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.445,3.87,（株）ムロコーポレーション,12,1.9266666666666667,5.974518677839016,0.0,0.39848501266797004,99.44999999999999,464.0
530,9020156A002    ,2023,39,4.0,0.0,0.0,0.73,1.0,ＴＰ１３１フタナシ,1.0,1.0,0.73,100,1.0,1.345,4.91,（株）ムロコーポレーション,14,1.8424657534246576,4.709040179885334,0.0,0.4054927981495125,99.44999999999999,464.0
531,9025006A007    ,2023,39,3.0,0.0,0.0,0.76,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,200,1.0,1.72,3.87,（株）ギフ加藤製作所,14,2.263157894736842,3.229974160206718,0.12,0.5598608690284823,99.44999999999999,464.0
532,9030106A018    ,2023,39,3.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,2000,1.0,2.5799999999999996,2.175,ＮＯＫ（株）,7,4.607142857142856,6.103143118706135,0.03,0.4109930717818045,99.44999999999999,464.0
533,9030111A014    ,2023,39,6.0,0.0,0.0,0.56,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.8200000000000003,4.39,ＮＯＫ（株）,15,3.25,6.047533614207673,0.03,0.7090494169068364,99.44999999999999,464.0
534,9030115A011    ,2023,39,3.0,0.0,0.0,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.0,1.9000000000000001,0.517,ＮＯＫ（株）,2,3.392857142857143,25.675698806935863,0.03,0.11556218643157853,99.44999999999999,464.0
535,9030117A010    ,2023,39,5.0,0.0,0.0,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,2.24,1.359,ＮＯＫ（株）,3,4.148148148148148,16.279539223921805,0.03,0.29365144561055617,99.44999999999999,464.0
536,9030119A010    ,2023,39,1.0,0.0,0.0,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.0,1.81,0.9590000000000001,ＮＯＫ（株）,2,3.120689655172414,4.613950741461885,0.03,0.19449952460147352,99.44999999999999,464.0
537,9030119A011    ,2023,39,3.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,2.0,1.21,3.87,ＮＯＫ（株）,15,2.2407407407407405,3.4300610550867803,0.03,0.5397080234019601,99.44999999999999,464.0
538,9031150A014    ,2023,39,7.0,0.0,0.0,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.14,10.452380952380953,ＮＯＫ（株）,45,2.1111111111111107,2.9632914709617593,0.03,0.8034801254256776,99.44999999999999,464.0
539,9031150A015    ,2023,39,6.0,0.0,0.0,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,2.0,1.0799999999999998,10.452380952380953,ＮＯＫ（株）,45,2.0377358490566033,2.5399641179672225,0.03,0.7238706543702725,99.44999999999999,464.0
540,9033904A002    ,2023,39,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,2.425,0.85,サトープレス工業（株）,2,3.9754098360655736,8.463817181548878,0.0,0.21375932016756544,99.44999999999999,464.0
541,9034108A006    ,2023,39,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.0299999999999998,4.036,（株）杉浦製作所,8,1.943396226415094,9.622138616528911,0.12,0.3377825311825905,99.44999999999999,464.0
542,9034108A010    ,2023,39,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.2500000000000004,0.7749999999999999,（株）杉浦製作所,2,2.6595744680851077,12.527403695584091,0.12,0.07719829659649621,99.44999999999999,464.0
543,9034114A004    ,2023,39,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.5,1.9849999999999999,0.387,（株）青山製作所,2,3.9699999999999998,22.93472776478143,0.08,0.0434431705650384,99.44999999999999,464.0
544,9034118A024    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.5,2.135,2.3975,（株）青山製作所,6,4.10576923076923,22.212487119842535,0.08,0.2639457327732477,99.44999999999999,464.0
545,9036324A003    ,2023,39,9.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.9699999999999998,17.59090909090909,日本精工（株）,77,1.3108108108108105,4.093023255813954,0.09,1.2549794190155765,99.44999999999999,464.0
546,9036324A004    ,2023,39,21.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,4.0,1.13,29.266666666666666,日本精工（株）,122,1.527027027027027,5.740318906605923,0.09,1.9333481763843796,99.44999999999999,464.0
547,9036324A005    ,2023,39,20.0,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,4.0,1.25,22.318181818181817,日本精工（株）,89,1.8115942028985508,7.169042769857434,0.09,1.8059139837752791,99.44999999999999,464.0
548,9036340A010    ,2023,39,18.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,4.0,1.2800000000000002,21.95,日本精工（株）,86,1.72972972972973,6.560364464692482,0.09,1.7305005930665553,99.44999999999999,464.0
549,9036345A004    ,2023,39,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.51,9.755555555555556,岡谷鋼機（株）,34,2.359375,3.7388095353490587,0.0,0.8582375471844124,99.44999999999999,464.0
550,9036628A005    ,2023,39,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.2250000000000005,6.45,（株）ジェイテクト,28,1.9758064516129041,2.138465650895483,0.0,0.4488851328473061,99.44999999999999,464.0
551,9036628A006    ,2023,39,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6400000000000001,4.8375,（株）ジェイテクト,20,2.645161290322581,2.8512875345273097,0.0,0.504371480010076,99.44999999999999,464.0
552,9036628A007    ,2023,39,7.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.3200000000000003,6.819444444444445,（株）ジェイテクト,27,2.315789473684211,3.5395744083151905,0.0,0.6542061531590454,99.44999999999999,464.0
553,9036628A008    ,2023,39,5.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,1.6399999999999997,4.91,（株）ジェイテクト,19,2.827586206896551,3.5114825479317364,0.0,0.5769020500904534,99.44999999999999,464.0
554,9036630A017    ,2023,39,10.0,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.345,12.194444444444445,（株）ジェイテクト,50,2.2416666666666667,2.82774330374676,0.0,0.639717092724244,99.44999999999999,464.0
555,9036630A018    ,2023,39,14.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.0950000000000002,23.105263157894736,（株）ジェイテクト,102,3.220588235294118,2.089388107768439,0.0,0.531311023442392,99.44999999999999,464.0
556,9036652A003    ,2023,39,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6,8.183333333333334,（株）ジェイテクト,32,2.8070175438596494,3.792401151766276,0.0,0.7266913065928235,99.44999999999999,464.0
557,9036652A004    ,2023,39,8.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.6400000000000006,7.7936507936507935,（株）ジェイテクト,31,2.8771929824561417,3.539574408315191,0.0,0.6824245465634797,99.44999999999999,464.0
558,9036658A001    ,2023,39,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.6,（株）ジェイテクト,37,2.140350877192983,2.004811547714515,0.0,0.45311149885795554,99.44999999999999,464.0
559,9036658A002    ,2023,39,6.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2150000000000005,10.75,（株）ジェイテクト,46,2.0593220338983063,1.9246190858059342,0.0,0.4541285134529199,99.44999999999999,464.0
560,9036659A009    ,2023,39,19.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2550000000000001,24.38888888888889,（株）ジェイテクト,104,2.1271186440677967,2.686356138559422,0.0,0.6715041004028027,99.44999999999999,464.0
561,9036659A010    ,2023,39,20.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2400000000000002,24.38888888888889,（株）ジェイテクト,105,2.101694915254238,2.82774330374676,0.0,0.7033319066920922,99.44999999999999,464.0
562,9050827A011    ,2023,39,3.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,2.0,0.9799999999999995,1.8525,（株）東郷製作所,6,1.2564102564102557,10.689328042115953,0.08,0.27239258786424064,99.44999999999999,464.0
563,9052409A003    ,2023,39,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,8.0,3.43,0.708,（株）東郷製作所,1,4.397435897435898,9.322966194924577,0.08,0.10585520948071224,99.44999999999999,464.0
564,9056439A005    ,2023,39,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.5000000000000004,3.24,（株）ムロコーポレーション,5,2.688172043010753,19.62463426817955,0.0,0.47770767850344825,99.44999999999999,464.0
565,9056450A002    ,2023,39,6.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.455,0.825,（株）ムロコーポレーション,8,2.639784946236559,42.03888596952181,0.0,0.13984339786878136,99.44999999999999,464.0
566,9056451A087    ,2023,39,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.93,0.14,（株）ムロコーポレーション,1,3.150537634408602,165.15276630883562,0.0,0.024198461312562616,99.44999999999999,464.0
567,9056455A045    ,2023,39,7.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.5100000000000002,0.45,（株）ムロコーポレーション,1,3.774193548387097,89.9165061014772,0.0,0.0774430464711748,99.44999999999999,464.0
568,9056457A136    ,2023,39,5.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.18,0.88,（株）ムロコーポレーション,1,2.3440860215053765,32.84287966368891,0.0,0.1480740906414498,99.44999999999999,464.0
569,9056457A137    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.36,0.45,（株）ムロコーポレーション,3,2.53763440860215,25.690430314707772,0.0,0.07644403650288663,99.44999999999999,464.0
570,9056463A033    ,2023,39,3.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.165,0.125,（株）ムロコーポレーション,2,2.3279569892473115,138.72832369942196,0.0,0.02160456006075502,99.44999999999999,464.0
571,9056463A034    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.19,0.055,（株）ムロコーポレーション,4,2.354838709677419,210.19442984760903,0.0,0.009512386513422129,99.44999999999999,464.0
572,9056463A035    ,2023,39,2.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8600000000000003,0.0,（株）ムロコーポレーション,3,2.0000000000000004,inf,0.0,0.0,99.44999999999999,464.0
573,9056463A036    ,2023,39,1.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.0400000000000005,0.0,（株）ムロコーポレーション,1,2.1935483870967745,inf,0.0,0.0,99.44999999999999,464.0
574,9094906A012    ,2023,39,6.0,0.0,0.0,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.36,6.042,中庸スプリング（株）,21,2.305084745762712,5.9463991579898785,0.1,0.6472841625783287,99.44999999999999,464.0
575,G1144ECB010    ,2023,39,37.0,0.0,3.0,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.1799999999999997,64.5,住友電気工業（株）,281,1.8730158730158726,1.7489128379655892,0.0,0.5325740049548572,99.44999999999999,464.0
576,G1144ECE010    ,2023,39,57.0,0.0,3.0,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.3099999999999996,61.375,矢崎総業（株）,254,2.2586206896551717,3.3287344239318486,0.0,0.841049291382804,99.44999999999999,464.0
577,G1163ECB010    ,2023,39,6.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.9349999999999999,8.8875,（株）青山製作所,38,1.7314814814814812,5.9920605198112495,0.08,0.7577972104331614,99.44999999999999,464.0
578,G1163ECE010    ,2023,39,13.0,0.0,1.0,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,0.9200000000000002,19.23,（株）青山製作所,80,1.7358490566037739,6.000240009600383,0.08,1.2786793001221815,99.44999999999999,464.0
579,G117362010     ,2023,39,57.0,0.0,2.0,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.6100000000000003,48.77777777777778,多摩川精機販売（株）,188,1.894117647058824,2.885345482156416,0.0,1.0535652508303235,99.44999999999999,464.0
580,G1174ECB010    ,2023,39,6.0,0.0,0.0,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.635,7.74,住友電装（株）,30,1.923529411764706,2.3633957269805257,0.0,0.5719517314841079,99.44999999999999,464.0
581,G1174ECE010    ,2023,39,10.0,0.0,0.0,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9449999999999998,9.82,住友電装（株）,32,2.235632183908046,3.104664447866474,0.0,0.7453972957403779,99.44999999999999,464.0
582,G1250ECB010    ,2023,39,6.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.4600000000000004,3.95,（株）バルカー,16,1.6781609195402303,4.219409282700422,0.24,0.9386866638171608,99.44999999999999,464.0
583,G1250ECC010    ,2023,39,4.0,0.0,0.0,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7999999999999998,2.6,（株）バルカー,9,2.068965517241379,4.2735042735042725,0.24,0.7013232230897186,99.44999999999999,464.0
584,G1250ECE010    ,2023,39,15.0,0.0,0.0,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,8.183333333333334,（株）バルカー,29,2.090909090909091,5.091649694501018,0.24,1.5637244242679131,99.44999999999999,464.0
585,G9201ECB030    ,2023,39,26.5,0.0,2.0,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.21,48.375,佐藤工業（株）,207,1.551282051282051,1.6064622216160098,0.05,0.9392928900928652,99.44999999999999,464.0
586,G9201ECE010    ,2023,39,44.5,0.0,3.0,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,2.0,61.5,佐藤工業（株）,196,2.3255813953488373,2.1219273776315473,0.05,1.2379361254584087,99.44999999999999,464.0
