,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）
1021,9056455A038    ,2023,37,1.0,0.0,0.0
1022,9056455A038    ,2023,38,1.0,0.0,0.0
1023,9056455A038    ,2023,39,1.0,0.0,0.0
1024,9056455A039    ,2023,36,4.0,0.0,0.0
1025,9056455A039    ,2023,37,4.0,0.0,0.0
1026,9056455A039    ,2023,38,4.0,0.0,0.0
1027,9056455A039    ,2023,39,1.0,0.0,0.0
1028,9056455A040    ,2023,36,8.5,0.0,0.0
1029,9056455A040    ,2023,37,7.0,0.0,0.0
1030,9056455A040    ,2023,38,8.0,0.0,0.0
1031,9056455A040    ,2023,39,5.0,0.0,0.0
1032,9056455A041    ,2023,36,9.5,0.0,0.0
1033,9056455A041    ,2023,37,9.0,0.0,0.0
1034,9056455A041    ,2023,38,10.0,0.0,0.0
1035,9056455A041    ,2023,39,6.0,0.0,0.0
1036,9056455A042    ,2023,36,10.0,0.0,0.0
1037,9056455A042    ,2023,37,11.0,0.0,0.0
1038,9056455A042    ,2023,38,11.0,0.0,0.0
1039,9056455A042    ,2023,39,8.0,0.0,0.0
1040,9056455A043    ,2023,36,9.0,0.0,0.0
1041,9056455A043    ,2023,37,11.0,0.0,0.0
1042,9056455A043    ,2023,38,11.0,0.0,0.0
1043,9056455A043    ,2023,39,11.0,0.0,0.0
1044,9056455A044    ,2023,36,6.0,0.0,0.0
1045,9056455A044    ,2023,37,8.0,0.0,0.0
1046,9056455A044    ,2023,38,9.0,0.0,0.0
1047,9056455A044    ,2023,39,9.0,0.0,0.0
1048,9056455A045    ,2023,36,3.0,0.0,0.0
1049,9056455A045    ,2023,37,6.0,0.0,0.0
1050,9056455A045    ,2023,38,7.0,0.0,0.0
1051,9056455A045    ,2023,39,7.0,0.0,0.0
1052,9056455A046    ,2023,36,2.0,0.0,0.0
1053,9056455A046    ,2023,37,4.0,0.0,0.0
1054,9056455A046    ,2023,38,6.0,0.0,0.0
1055,9056455A046    ,2023,39,7.0,0.0,0.0
1056,9056455A047    ,2023,36,1.0,0.0,0.0
1057,9056455A047    ,2023,37,2.0,0.0,0.0
1058,9056455A047    ,2023,38,4.0,0.0,0.0
1059,9056455A047    ,2023,39,5.0,0.0,0.0
1060,9056455A048    ,2023,36,1.0,0.0,0.0
1061,9056455A048    ,2023,37,1.0,0.0,0.0
1062,9056455A048    ,2023,38,2.0,0.0,0.0
1063,9056455A048    ,2023,39,2.0,0.0,0.0
1064,9056455A049    ,2023,38,1.0,0.0,0.0
1065,9056455A049    ,2023,39,1.0,0.0,0.0
1066,9056457A132    ,2023,36,2.0,0.0,0.0
1067,9056457A132    ,2023,37,2.0,0.0,0.0
1068,9056457A132    ,2023,38,2.0,0.0,0.0
1069,9056457A132    ,2023,39,1.0,0.0,0.0
1070,9056457A133    ,2023,36,2.0,0.0,0.0
1071,9056457A133    ,2023,37,3.0,0.0,0.0
1072,9056457A133    ,2023,38,3.0,0.0,0.0
1073,9056457A133    ,2023,39,3.0,0.0,0.0
1074,9056457A134    ,2023,36,7.0,0.0,0.0
1075,9056457A134    ,2023,37,7.0,0.0,0.0
1076,9056457A134    ,2023,38,7.0,0.0,0.0
1077,9056457A134    ,2023,39,7.0,0.0,0.0
1078,9056457A135    ,2023,36,11.0,0.0,0.0
1079,9056457A135    ,2023,37,10.0,0.0,0.0
1080,9056457A135    ,2023,38,11.0,0.0,0.0
1081,9056457A135    ,2023,39,10.0,0.0,0.0
1082,9056457A136    ,2023,36,5.0,0.0,0.0
1083,9056457A136    ,2023,37,5.0,0.0,0.0
1084,9056457A136    ,2023,38,5.0,0.0,0.0
1085,9056457A136    ,2023,39,5.0,0.0,0.0
1086,9056457A137    ,2023,36,2.0,0.0,0.0
1087,9056457A137    ,2023,37,2.0,0.0,0.0
1088,9056457A137    ,2023,38,3.0,0.0,0.0
1089,9056457A137    ,2023,39,2.0,0.0,0.0
1090,9056457A138    ,2023,36,1.0,0.0,0.0
1091,9056457A138    ,2023,37,2.0,0.0,0.0
1092,9056457A138    ,2023,38,3.0,0.0,0.0
1093,9056457A138    ,2023,39,2.0,0.0,0.0
1094,9056457A139    ,2023,36,2.0,0.0,0.0
1095,9056457A139    ,2023,37,3.0,0.0,0.0
1096,9056457A139    ,2023,38,3.0,0.0,0.0
1097,9056457A139    ,2023,39,3.0,0.0,0.0
1098,9056457A140    ,2023,36,1.0,0.0,0.0
1099,9056457A140    ,2023,37,1.0,0.0,0.0
1100,9056457A140    ,2023,38,1.0,0.0,0.0
1101,9056457A140    ,2023,39,1.0,0.0,0.0
1102,9056457A141    ,2023,36,1.0,0.0,0.0
1103,9056457A141    ,2023,37,1.0,0.0,0.0
1104,9056457A141    ,2023,38,1.0,0.0,0.0
1105,9056457A142    ,2023,36,1.0,0.0,0.0
1106,9056457A142    ,2023,37,1.0,0.0,0.0
1107,9056457A142    ,2023,38,1.0,0.0,0.0
1108,9056457A142    ,2023,39,1.0,0.0,0.0
1109,9056463A028    ,2023,36,1.0,0.0,0.0
1110,9056463A028    ,2023,37,1.0,0.0,0.0
1111,9056463A028    ,2023,38,1.0,0.0,0.0
1112,9056463A028    ,2023,39,1.0,0.0,0.0
1113,9056463A029    ,2023,36,2.0,0.0,0.0
1114,9056463A029    ,2023,37,3.0,0.0,0.0
1115,9056463A029    ,2023,38,3.0,0.0,0.0
1116,9056463A029    ,2023,39,2.0,0.0,0.0
1117,9056463A030    ,2023,36,5.5,0.0,0.0
1118,9056463A030    ,2023,37,6.0,0.0,0.0
1119,9056463A030    ,2023,38,6.0,0.0,0.0
1120,9056463A030    ,2023,39,2.0,0.0,0.0
1121,9056463A031    ,2023,36,8.0,0.0,0.0
1122,9056463A031    ,2023,37,8.0,0.0,0.0
1123,9056463A031    ,2023,38,8.0,0.0,0.0
1124,9056463A031    ,2023,39,6.0,0.0,0.0
1125,9056463A032    ,2023,36,5.0,0.0,0.0
1126,9056463A032    ,2023,37,7.0,0.0,0.0
1127,9056463A032    ,2023,38,7.0,0.0,0.0
1128,9056463A032    ,2023,39,5.0,0.0,0.0
1129,9056463A033    ,2023,36,2.0,0.0,0.0
1130,9056463A033    ,2023,37,3.0,0.0,0.0
1131,9056463A033    ,2023,38,3.0,0.0,0.0
1132,9056463A033    ,2023,39,3.0,0.0,0.0
1133,9056463A034    ,2023,36,2.0,0.0,0.0
1134,9056463A034    ,2023,37,2.0,0.0,0.0
1135,9056463A034    ,2023,38,2.0,0.0,0.0
1136,9056463A034    ,2023,39,2.0,0.0,0.0
1137,9056463A035    ,2023,36,1.0,0.0,0.0
1138,9056463A035    ,2023,37,1.0,0.0,0.0
1139,9056463A035    ,2023,38,1.0,0.0,0.0
1140,9056463A035    ,2023,39,2.0,0.0,0.0
1141,9056463A036    ,2023,36,1.0,0.0,0.0
1142,9056463A036    ,2023,37,1.0,0.0,0.0
1143,9056463A036    ,2023,38,1.0,0.0,0.0
1144,9056463A036    ,2023,39,1.0,0.0,0.0
1145,9056463A037    ,2023,36,1.0,0.0,0.0
1146,9056463A037    ,2023,37,1.0,0.0,0.0
1147,9056463A037    ,2023,38,1.0,0.0,0.0
1148,9056463A037    ,2023,39,2.0,0.0,0.0
1149,9056463A038    ,2023,37,1.0,0.0,0.0
1150,9056463A038    ,2023,38,1.0,0.0,0.0
1151,9056463A038    ,2023,39,1.0,0.0,0.0
1152,9056463A039    ,2023,36,1.0,0.0,0.0
1153,9056463A039    ,2023,37,1.0,0.0,0.0
1154,9056463A039    ,2023,38,1.0,0.0,0.0
1155,9056463A039    ,2023,39,2.0,0.0,0.0
1156,9093003179     ,2023,36,5.0,0.0,0.0
1157,9093003179     ,2023,37,4.0,0.0,0.0
1158,9093003179     ,2023,38,4.0,0.0,0.0
1159,9093003179     ,2023,39,5.0,0.0,0.0
1160,9094906A012    ,2023,36,7.0,0.0,0.0
1161,9094906A012    ,2023,37,6.0,0.0,0.0
1162,9094906A012    ,2023,38,7.0,0.0,0.0
1163,9094906A012    ,2023,39,6.0,0.0,0.0
1164,9155180610     ,2023,36,2.0,0.0,0.0
1165,9155180610     ,2023,37,2.0,0.0,0.0
1166,9155180610     ,2023,38,2.0,0.0,0.0
1167,9155180610     ,2023,39,2.0,0.0,0.0
1168,9155180614     ,2023,36,2.0,0.0,0.0
1169,9155180614     ,2023,37,3.0,0.0,0.0
1170,9155180614     ,2023,38,3.0,0.0,0.0
1171,9155180614     ,2023,39,4.0,0.0,0.0
1172,9155180640     ,2023,36,5.0,0.0,0.0
1173,9155180640     ,2023,37,5.0,0.0,0.0
1174,9155180640     ,2023,38,4.0,0.0,0.0
1175,9155180640     ,2023,39,6.0,0.0,0.0
1176,9161140614     ,2023,36,3.0,0.0,0.0
1177,9161140614     ,2023,37,3.0,0.0,0.0
1178,9161140614     ,2023,38,3.0,0.0,0.0
1179,9161140614     ,2023,39,5.0,0.0,0.0
1180,9167180618     ,2023,36,3.0,0.0,0.0
1181,9167180618     ,2023,37,3.0,0.0,0.0
1182,9167180618     ,2023,38,3.0,0.0,0.0
1183,9167180618     ,2023,39,5.0,0.0,0.0
1184,9901400132     ,2023,36,3.0,0.0,0.0
1185,9901400132     ,2023,37,3.0,0.0,0.0
1186,9901400132     ,2023,38,3.0,0.0,0.0
1187,9909400005     ,2023,36,1.0,0.0,0.0
1188,9909400005     ,2023,37,1.0,0.0,0.0
1189,9909400005     ,2023,38,1.0,0.0,0.0
1190,9909400005     ,2023,39,1.0,0.0,0.0
1191,9915000049     ,2023,36,2.0,0.0,0.0
1192,9915000049     ,2023,37,2.0,0.0,0.0
1193,9915000049     ,2023,38,2.0,0.0,0.0
1194,9915000049     ,2023,39,2.0,0.0,0.0
1195,9915000052     ,2023,36,1.0,0.0,0.0
1196,9915000052     ,2023,37,1.0,0.0,0.0
1197,9915000052     ,2023,38,1.0,0.0,0.0
1198,9915000052     ,2023,39,1.0,0.0,0.0
1199,G11040LC010****,2023,39,5.0,1.0,0.0
1200,G11170LC010    ,2023,36,10.0,0.0,0.0
1201,G11170LC010    ,2023,37,10.0,0.0,0.0
1202,G11170LC010    ,2023,38,10.0,0.0,0.0
1203,G11170LC010    ,2023,39,12.0,0.0,0.0
1204,G11340LC010    ,2023,36,18.0,0.0,0.0
1205,G11340LC010    ,2023,37,16.0,0.0,0.0
1206,G11340LC010    ,2023,38,19.0,0.0,0.0
1207,G11340LC010    ,2023,39,18.0,0.0,0.0
1208,G11370LC010    ,2023,36,19.0,0.0,0.0
1209,G11370LC010    ,2023,37,18.0,0.0,0.0
1210,G11370LC010    ,2023,38,18.5,0.0,0.0
1211,G11370LC010    ,2023,39,17.0,0.0,0.0
1212,G114434010     ,2023,36,57.0,0.0,2.0
1213,G114434010     ,2023,37,56.0,0.0,2.0
1214,G114434010     ,2023,38,55.5,0.0,2.0
1215,G114434010     ,2023,39,52.0,0.0,2.0
1216,G1144ECB010    ,2023,36,44.0,0.0,3.0
1217,G1144ECB010    ,2023,37,33.0,0.0,2.0
1218,G1144ECB010    ,2023,38,43.0,0.0,2.0
1219,G1144ECB010    ,2023,39,37.0,0.0,3.0
1220,G1144ECE010    ,2023,36,79.0,0.0,3.0
1221,G1144ECE010    ,2023,37,61.0,0.0,2.0
1222,G1144ECE010    ,2023,38,66.5,0.0,3.0
1223,G1144ECE010    ,2023,39,57.0,0.0,3.0
1224,G115A34010     ,2023,36,21.0,0.0,1.0
1225,G115A34010     ,2023,37,21.0,0.0,0.0
1226,G115A34010     ,2023,38,20.0,0.0,0.0
1227,G115A34010     ,2023,39,18.0,0.0,1.0
1228,G1163ECB010    ,2023,36,2.0,0.0,0.0
1229,G1163ECB010    ,2023,37,3.0,0.0,0.0
1230,G1163ECB010    ,2023,38,3.0,0.0,0.0
1231,G1163ECB010    ,2023,39,6.0,0.0,0.0
1232,G1163ECE010    ,2023,36,9.0,0.0,1.0
1233,G1163ECE010    ,2023,37,11.0,0.0,1.0
1234,G1163ECE010    ,2023,38,14.0,0.0,1.0
1235,G1163ECE010    ,2023,39,13.0,0.0,1.0
1236,G117234010     ,2023,36,9.0,0.0,0.0
1237,G117234010     ,2023,37,8.0,0.0,0.0
1238,G117234010     ,2023,38,9.0,0.0,0.0
1239,G117234010     ,2023,39,9.0,0.0,0.0
1240,G117334010     ,2023,36,24.0,0.0,0.0
1241,G117334010     ,2023,37,20.0,0.0,0.0
1242,G117334010     ,2023,38,25.0,0.0,0.0
1243,G117334010     ,2023,39,24.0,0.0,0.0
1244,G117362010     ,2023,36,65.5,0.0,2.0
1245,G117362010     ,2023,37,54.0,0.0,2.0
1246,G117362010     ,2023,38,59.0,0.0,2.0
1247,G117362010     ,2023,39,57.0,0.0,2.0
1248,G1174ECB010    ,2023,36,10.0,0.0,0.0
1249,G1174ECB010    ,2023,37,7.0,0.0,0.0
1250,G1174ECB010    ,2023,38,9.0,0.0,0.0
1251,G1174ECB010    ,2023,39,6.0,0.0,0.0
1252,G1174ECE010    ,2023,36,18.0,0.0,0.0
1253,G1174ECE010    ,2023,37,13.0,0.0,0.0
1254,G1174ECE010    ,2023,38,15.0,0.0,0.0
1255,G1174ECE010    ,2023,39,10.0,0.0,0.0
1256,G118034010     ,2023,39,26.0,0.0,0.0
1257,G1250ECB010    ,2023,36,6.0,0.0,0.0
1258,G1250ECB010    ,2023,37,4.0,0.0,0.0
1259,G1250ECB010    ,2023,38,4.0,0.0,0.0
1260,G1250ECB010    ,2023,39,6.0,0.0,0.0
1261,G1250ECC010    ,2023,36,5.0,0.0,0.0
1262,G1250ECC010    ,2023,37,3.0,0.0,0.0
1263,G1250ECC010    ,2023,38,3.0,0.0,0.0
1264,G1250ECC010    ,2023,39,4.0,0.0,0.0
1265,G1250ECE010    ,2023,36,15.0,0.0,0.0
1266,G1250ECE010    ,2023,37,12.0,0.0,0.0
1267,G1250ECE010    ,2023,38,13.0,0.0,0.0
1268,G1250ECE010    ,2023,39,15.0,0.0,0.0
1269,G9201ECB030    ,2023,36,43.0,0.0,2.0
1270,G9201ECB030    ,2023,37,35.0,0.0,2.0
1271,G9201ECB030    ,2023,38,49.0,0.0,2.0
1272,G9201ECB030    ,2023,39,26.5,0.0,2.0
1273,G9201ECE010    ,2023,36,36.0,0.0,3.0
1274,G9201ECE010    ,2023,37,29.0,0.0,3.0
1275,G9201ECE010    ,2023,38,54.0,0.0,3.0
1276,G9201ECE010    ,2023,39,44.5,0.0,3.0
1277,G9351ECB010    ,2023,36,21.0,0.0,4.0
1278,G9351ECB010    ,2023,37,15.0,0.0,3.0
1279,G9351ECB010    ,2023,38,32.0,0.0,3.0
1280,G9351ECB010    ,2023,39,25.0,0.0,5.0
1281,G9351ECE010    ,2023,36,19.0,0.0,2.0
1282,G9351ECE010    ,2023,37,13.0,0.0,2.0
1283,G9351ECE010    ,2023,38,8.0,0.0,2.0
1284,G9351ECE010    ,2023,39,16.0,0.0,2.0
1285,Y021720076*****,2023,36,1.0,0.0,0.0
1286,Y021720076*****,2023,37,1.0,0.0,0.0
1287,Y021720076*****,2023,38,1.0,0.0,0.0
1288,Y021720076*****,2023,39,1.0,0.0,0.0
1289,Y021782011*****,2023,36,1.0,0.0,0.0
1290,Y021782011*****,2023,37,1.5,0.0,0.0
1291,Y021782011*****,2023,38,3.0,0.0,0.0
1292,Y021782011*****,2023,39,2.0,0.0,0.0
