,品番,Year,Week_Number,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数
680,9056457A137    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.36,0.45,（株）ムロコーポレーション,3
681,9056457A138    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.129999999999999,,（株）ムロコーポレーション,5
682,9056457A138    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.05,0.12,（株）ムロコーポレーション,4
683,9056457A138    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5
684,9056457A138    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.600000000000001,0.13,（株）ムロコーポレーション,1
685,9056457A139    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,13.58,,（株）ムロコーポレーション,3
686,9056463A032    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.959999999999999,,（株）ムロコーポレーション,3
687,9056463A032    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,16.49,0.36,（株）ムロコーポレーション,3
688,9056463A032    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
689,9056463A033    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.3999999999999995,,（株）ムロコーポレーション,6
690,9056463A033    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.94,0.13,（株）ムロコーポレーション,6
691,9056463A033    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.56,0.13,（株）ムロコーポレーション,3
692,9056463A033    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.155,0.125,（株）ムロコーポレーション,2
693,9056463A033    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.165,0.125,（株）ムロコーポレーション,2
694,9056463A034    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.51,,（株）ムロコーポレーション,6
695,9056463A034    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.1,0.06,（株）ムロコーポレーション,6
696,9056463A034    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6
697,9056463A034    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.575,0.055,（株）ムロコーポレーション,5
698,9056463A034    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.19,0.055,（株）ムロコーポレーション,4
699,9056463A035    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.33,,（株）ムロコーポレーション,4
700,9056463A035    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.695,0.0,（株）ムロコーポレーション,5
701,9056463A035    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.775,0.0,（株）ムロコーポレーション,5
702,9056463A035    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.6099999999999999,0.0,（株）ムロコーポレーション,6
703,9056463A035    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8600000000000003,0.0,（株）ムロコーポレーション,3
704,9056463A036    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.380000000000001,,（株）ムロコーポレーション,2
705,9056463A036    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.78,0.0,（株）ムロコーポレーション,2
706,9056463A036    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.25,0.0,（株）ムロコーポレーション,4
707,9056463A036    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.3800000000000003,0.0,（株）ムロコーポレーション,5
708,9056463A036    ,2023,39,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.0400000000000005,0.0,（株）ムロコーポレーション,1
709,9056463A037    ,2023,35,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1
710,9056463A037    ,2023,36,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,12.63,0.0,（株）ムロコーポレーション,1
711,9056463A037    ,2023,37,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.19,0.0,（株）ムロコーポレーション,2
712,9056463A037    ,2023,38,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,9.860000000000001,0.0,（株）ムロコーポレーション,1
713,9093003179,2023,35,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.5,4.405,1.89,（株）青山製作所,8
714,9093003179,2023,36,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.0,5.57,1.754,（株）青山製作所,7
715,9093003179,2023,37,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.5,3.0000000000000004,1.754,（株）青山製作所,10
716,9093003179,2023,38,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,4.0,4.45,1.814,（株）青山製作所,7
717,9093003179,2023,39,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0,1.915,1.7,（株）青山製作所,4
718,9094906A012    ,2023,35,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,2.0,2.17,6.492,中庸スプリング（株）,32
719,9094906A012    ,2023,36,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.6750000000000003,6.492,中庸スプリング（株）,30
720,9094906A012    ,2023,37,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.4,6.018,中庸スプリング（株）,33
721,9094906A012    ,2023,38,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.5,2.395,6.024,中庸スプリング（株）,30
722,9094906A012    ,2023,39,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.0,1.36,6.042,中庸スプリング（株）,21
723,9155180614,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,2.315,3.0693333333333337,（株）青山製作所,15
724,9155180614,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,4.0,1.85,3.068,（株）青山製作所,15
725,9155180614,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,1.685,2.8426666666666667,（株）青山製作所,15
726,9155180614,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,2.5,2.3600000000000003,2.8426666666666667,（株）青山製作所,14
727,9155180614,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1500,3.0,2.13,3.062666666666667,（株）青山製作所,9
728,9155180640,2023,35,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,7.45,1.79,（株）青山製作所,9
729,9155180640,2023,36,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,5.0,4.390000000000001,1.89,（株）青山製作所,10
730,9155180640,2023,37,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,6.4350000000000005,1.692,（株）青山製作所,9
731,9155180640,2023,38,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,5.5,4.03,1.755,（株）青山製作所,8
732,9155180640,2023,39,0.54,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,3.0,1.5700000000000003,1.874,（株）青山製作所,3
733,9161140614,2023,35,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500,4.0,1.3200000000000003,6.048,（株）青山製作所,29
734,9161140614,2023,36,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500,4.0,1.07,6.048,（株）青山製作所,29
735,9161140614,2023,37,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500,4.0,1.2199999999999998,5.6128,（株）青山製作所,31
736,9161140614,2023,38,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500,4.0,1.12,5.6128,（株）青山製作所,28
737,9161140614,2023,39,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,2500,4.0,1.08,5.6192,（株）青山製作所,21
738,9167180618,2023,35,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.0,2.16,2.838,（株）青山製作所,14
739,9167180618,2023,36,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,2.5,2.64,2.835,（株）青山製作所,14
740,9167180618,2023,37,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.0,3.29,2.631,（株）青山製作所,14
741,9167180618,2023,38,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,4.5,1.83,2.631,（株）青山製作所,14
742,9167180618,2023,39,0.53,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,1000,1.0,2.54,2.7225,（株）青山製作所,8
743,G1144ECB010    ,2023,35,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.8850000000000002,68.5,住友電気工業（株）,314
744,G1144ECB010    ,2023,36,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.4850000000000003,68.5,住友電気工業（株）,318
745,G1144ECB010    ,2023,37,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.2800000000000002,63.0,住友電気工業（株）,335
746,G1144ECB010    ,2023,38,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.4299999999999997,63.0,住友電気工業（株）,304
747,G1144ECB010    ,2023,39,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.1799999999999997,64.5,住友電気工業（株）,281
748,G1144ECE010    ,2023,35,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.73,66.75,矢崎総業（株）,343
749,G1144ECE010    ,2023,36,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.7200000000000002,66.125,矢崎総業（株）,311
750,G1144ECE010    ,2023,37,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.6,62.375,矢崎総業（株）,326
751,G1144ECE010    ,2023,38,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.7099999999999995,62.375,矢崎総業（株）,298
752,G1144ECE010    ,2023,39,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.3099999999999996,61.375,矢崎総業（株）,254
753,G1163ECB010    ,2023,35,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.5,0.73,9.075,（株）青山製作所,36
754,G1163ECB010    ,2023,36,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.6900000000000002,9.5625,（株）青山製作所,50
755,G1163ECB010    ,2023,37,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.73,8.775,（株）青山製作所,44
756,G1163ECB010    ,2023,38,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.0,0.73,8.775,（株）青山製作所,46
757,G1163ECB010    ,2023,39,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,4.0,0.9349999999999999,8.8875,（株）青山製作所,38
758,G1163ECE010    ,2023,35,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,4.0,0.9949999999999999,20.7,（株）青山製作所,101
759,G1163ECE010    ,2023,36,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,4.0,0.8400000000000003,20.55,（株）青山製作所,103
760,G1163ECE010    ,2023,37,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,4.0,0.96,19.29,（株）青山製作所,106
761,G1163ECE010    ,2023,38,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,1.06,19.29,（株）青山製作所,93
762,G1163ECE010    ,2023,39,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.0,0.9200000000000002,19.23,（株）青山製作所,80
763,G117362010     ,2023,35,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,2.4299999999999997,52.5,多摩川精機販売（株）,257
764,G117362010     ,2023,36,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,2.21,52.5,多摩川精機販売（株）,234
765,G117362010     ,2023,37,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.8900000000000006,48.72222222222222,多摩川精機販売（株）,260
766,G117362010     ,2023,38,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.9299999999999997,48.72222222222222,多摩川精機販売（株）,231
767,G117362010     ,2023,39,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,1.6100000000000003,48.77777777777778,多摩川精機販売（株）,188
768,G1174ECB010    ,2023,35,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,3.0500000000000003,8.22,住友電装（株）,38
769,G1174ECB010    ,2023,36,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.8800000000000008,8.22,住友電装（株）,35
770,G1174ECB010    ,2023,37,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9000000000000004,7.56,住友電装（株）,41
771,G1174ECB010    ,2023,38,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.5,7.56,住友電装（株）,35
772,G1174ECB010    ,2023,39,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.635,7.74,住友電装（株）,30
773,G1174ECE010    ,2023,35,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.7699999999999996,10.68,住友電装（株）,55
774,G1174ECE010    ,2023,36,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.7750000000000004,10.58,住友電装（株）,48
775,G1174ECE010    ,2023,37,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.6499999999999995,9.98,住友電装（株）,51
776,G1174ECE010    ,2023,38,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.71,9.98,住友電装（株）,47
777,G1174ECE010    ,2023,39,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,1.9449999999999998,9.82,住友電装（株）,32
778,G1250ECB010    ,2023,35,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.5199999999999996,4.25,（株）バルカー,19
779,G1250ECB010    ,2023,36,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7199999999999998,4.25,（株）バルカー,18
780,G1250ECB010    ,2023,37,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,1.5999999999999996,3.9,（株）バルカー,20
781,G1250ECB010    ,2023,38,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,3.9,（株）バルカー,19
782,G1250ECB010    ,2023,39,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.4600000000000004,3.95,（株）バルカー,16
783,G1250ECC010    ,2023,35,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,5.235000000000001,2.6,（株）バルカー,12
784,G1250ECC010    ,2023,36,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,2.0,3.8899999999999997,2.6,（株）バルカー,11
785,G1250ECC010    ,2023,37,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.08,2.45,（株）バルカー,13
786,G1250ECC010    ,2023,38,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.9749999999999996,2.4,（株）バルカー,12
787,G1250ECC010    ,2023,39,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7999999999999998,2.6,（株）バルカー,9
788,G1250ECE010    ,2023,35,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,2.0,2.76,8.9,（株）バルカー,43
789,G1250ECE010    ,2023,36,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,2.3600000000000003,8.816666666666666,（株）バルカー,41
790,G1250ECE010    ,2023,37,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,2.3200000000000003,8.316666666666666,（株）バルカー,42
791,G1250ECE010    ,2023,38,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.7849999999999997,8.316666666666666,（株）バルカー,40
792,G1250ECE010    ,2023,39,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.0,1.8399999999999999,8.183333333333334,（株）バルカー,29
793,G9201ECB030    ,2023,35,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.2899999999999998,51.375,佐藤工業（株）,279
794,G9201ECB030    ,2023,36,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,4.055,51.375,佐藤工業（株）,316
795,G9201ECB030    ,2023,37,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,2.26,47.25,佐藤工業（株）,200
796,G9201ECB030    ,2023,38,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.8900000000000006,47.25,佐藤工業（株）,185
797,G9201ECB030    ,2023,39,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.0,1.21,48.375,佐藤工業（株）,207
798,G9201ECE010    ,2023,35,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.72,66.75,佐藤工業（株）,400
799,G9201ECE010    ,2023,36,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,3.6700000000000004,66.0,佐藤工業（株）,405
800,G9201ECE010    ,2023,37,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.7700000000000005,61.375,佐藤工業（株）,279
801,G9201ECE010    ,2023,38,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,1.8950000000000005,62.375,佐藤工業（株）,244
802,G9201ECE010    ,2023,39,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.0,2.0,61.5,佐藤工業（株）,196
803,G9210ECB010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,156
804,G9210ECB010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,260
805,G9210ECB010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,54
806,G9210ECB010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,212
807,G9210ECB010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,253
808,G9210ECC010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,108
809,G9210ECC010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,165
810,G9210ECC010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,28
811,G9210ECC010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,134
812,G9210ECC010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,126
813,G9210ECE010    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,105
814,G9210ECE010    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,152
815,G9210ECE010    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,18
816,G9210ECE010    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,199
817,G9210ECE010    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,127
818,G9210ECE020    ,2023,35,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,310
819,G9210ECE020    ,2023,36,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,239
820,G9210ECE020    ,2023,37,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,66
821,G9210ECE020    ,2023,38,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,6.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,298
822,G9210ECE020    ,2023,39,1.0,3.0,TP341.5ﾌﾀｱﾘ,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,278
823,G9210ECE030    ,2023,36,1.0,3.0,TP341.5,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
824,G9210ECE030    ,2023,39,1.0,3.0,TP341.5,1.0,6.0,3.3,1,5.0,,,（株）ＢｌｕＥ　Ｎｅｘｕｓ,30
