,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
2089,9020150A002    ,2023,48,7.0,7.0,5.0,3.37,0.1,0.86,1.14,3.12,4.665,0.73,1.0202336380786532,1.0,1.0,6.0,5.76,100.0,4.0,3.37,0.76,0.2799999999999999,1.98,1.545,3.805,0.0,5.212328767123288,3.7295378803288,18.43625445542816,0.36522207017200936,94.615,369.5,17,0.0,0.0,-0.10526315789473684,1.1869436201780414,1.75,0.7142857142857143,3.4,4.25,1.25,0.5616666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2090,9020150A002    ,2023,49,5.0,16.0,16.0,3.24,0.11,0.86,0.99,1.94,2.43,0.73,1.0202336380786532,1.0,1.0,6.0,5.76,100.0,9.0,9.8,0.75,0.13,0.95,0.4900000000000002,1.5700000000000005,0.0,2.15068493150685,1.538863198979295,13.697129081744466,0.3472432236432348,98.915,386.0,15,-0.2857142857142857,-0.5873850197109065,-0.11764705882352945,0.9183673469387754,1.7777777777777777,1.0,0.9375,1.6666666666666667,1.7777777777777777,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2091,9020150A002    ,2023,50,4.0,14.0,17.0,3.56,0.1,0.855,0.995,1.93,2.425,0.73,1.0202336380786532,1.0,1.0,6.0,5.76,100.0,14.0,14.21,0.755,0.14,0.935,0.4949999999999999,1.5699999999999998,0.0,2.150684931506849,1.5388631989792942,9.972741174124062,0.3722982372491576,99.77,390.0,19,-0.2,-4.440892098500626e-16,0.2666666666666666,0.9852216748768472,1.0,1.2142857142857142,1.1176470588235294,1.3571428571428572,1.2142857142857142,0.5933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2092,9020150A002    ,2023,51,5.0,17.0,16.0,3.37,0.1,0.86,1.03,3.225,4.98,0.73,1.0202336380786532,1.0,1.0,6.0,5.76,100.0,14.0,13.64,0.76,0.17000000000000004,2.1949999999999994,1.7550000000000008,4.12,0.0,5.6438356164383565,4.0382906877673195,13.168753182448684,0.35974018515677986,100.0,371.5,15,0.25,1.6242038216560513,-0.21052631578947367,1.0263929618768328,1.2142857142857142,0.9411764705882352,0.9375,1.0714285714285714,1.1428571428571428,0.5616666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2113,9020156A001    ,2023,48,4.0,7.0,3.0,3.37,0.1,0.86,1.15,1.74,4.78,0.75,1.0402336380786532,1.0,1.0,4.0,4.0,100.0,3.0,3.37,0.76,0.2899999999999999,0.5900000000000001,3.04,3.92,0.0,5.226666666666668,3.768384194189657,9.495548961424332,0.3807149250135637,94.615,369.5,15,0.0,0.0,-0.31818181818181823,0.8902077151335311,2.333333333333333,0.42857142857142855,5.0,5.0,1.0,0.8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2114,9020156A001    ,2023,49,3.0,17.0,15.0,3.24,0.11,0.86,0.99,1.74,1.97,0.75,1.0402336380786532,1.0,1.0,4.0,4.0,100.0,11.0,9.8,0.75,0.13,0.75,0.23,1.11,0.0,1.4799999999999998,1.0670679733547241,7.4074074074074066,0.35802054419122725,98.915,386.0,18,-0.25,-0.7168367346938775,0.2,1.1224489795918366,1.5454545454545454,0.8823529411764706,1.2,1.6363636363636365,1.3636363636363635,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2115,9020156A001    ,2023,50,3.0,13.0,15.0,3.57,0.1,0.85,1.0,1.9,2.2,0.75,1.0402336380786532,1.0,1.0,4.0,4.0,100.0,13.0,14.21,0.75,0.15000000000000002,0.8999999999999999,0.3000000000000003,1.35,0.0,1.8,1.2977853729989888,6.722689075630252,0.3849268261651045,99.77,390.0,18,0.0,0.21621621621621626,0.0,0.9148486980999296,1.0,1.1538461538461535,1.2,1.3846153846153846,1.1538461538461535,0.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2116,9020156A001    ,2023,51,3.0,17.0,15.0,3.37,0.1,0.86,1.07,2.42,3.715,0.75,1.0402336380786532,1.0,1.0,4.0,4.0,100.0,14.0,13.64,0.76,0.21000000000000008,1.35,1.295,2.855,0.0,3.806666666666666,2.744575733268232,7.121661721068247,0.3688829196262132,100.0,371.5,16,0.0,1.1148148148148147,-0.11111111111111116,1.0263929618768328,1.2142857142857142,0.8823529411764706,1.0666666666666669,1.1428571428571428,1.0714285714285714,0.8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2137,9020156A002    ,2023,48,7.0,10.0,6.0,4.11,0.1,0.86,1.15,1.98,4.38,0.73,0.9763357556349304,1.0,1.0,4.0,4.0,100.0,5.0,4.11,0.76,0.2899999999999999,0.8300000000000001,2.4,3.52,0.0,4.821917808219178,3.605317104985953,13.62530413625304,0.4711170222260141,94.615,369.5,23,0.0,0.0,0.0,1.21654501216545,2.0,0.6,3.8333333333333335,4.6,1.2,1.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2138,9020156A002    ,2023,49,5.0,19.0,21.0,4.22,0.11,0.86,0.99,1.75,2.0,0.73,0.9763357556349304,1.0,1.0,4.0,4.0,100.0,12.0,12.59,0.75,0.13,0.76,0.25,1.14,0.0,1.5616438356164386,1.1676311078647692,9.47867298578199,0.46534687529497704,98.915,386.0,21,-0.2857142857142857,-0.6761363636363636,-0.08695652173913049,0.9531374106433678,1.5833333333333333,1.1052631578947372,1.0,1.75,1.75,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2139,9020156A002    ,2023,50,3.0,14.0,16.0,3.9,0.1,0.855,1.0,1.765,2.22,0.73,0.9763357556349304,1.0,1.0,4.0,4.0,100.0,14.0,15.7,0.755,0.14500000000000002,0.7650000000000001,0.4550000000000001,1.3650000000000002,0.0,1.8698630136986305,1.3980846159959734,6.1538461538461515,0.4096208381472535,99.77,390.0,22,-0.4,0.19736842105263186,0.04761904761904767,0.89171974522293,1.0,1.1428571428571428,1.375,1.5714285714285714,1.1428571428571428,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2140,9020156A002    ,2023,51,6.5,23.0,18.0,4.095,0.1,0.86,1.07,4.04,5.08,0.73,0.9763357556349304,1.0,1.0,4.0,4.0,100.0,20.0,16.31,0.76,0.21000000000000008,2.97,1.04,4.22,0.0,5.780821917808219,4.322283574727478,12.6984126984127,0.4667222478346424,100.0,371.5,17,1.1666666666666663,2.091575091575091,-0.2272727272727273,1.2262415695892093,1.15,0.7826086956521741,0.9444444444444444,0.85,0.9,1.02375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2188,9025006A007    ,2023,48,2.0,4.0,3.0,3.37,0.23,1.98,2.35,3.055,5.99,0.76,1.0502336380786534,1.0,1.0,6.0,5.76,200.0,2.0,3.37,1.75,0.3700000000000001,0.7050000000000001,2.935,4.01,0.12,5.276315789473684,3.818198022428687,5.267501272979474,0.3334629426179935,94.615,369.5,18,0.0,0.0,0.2,0.5934718100890207,2.0,0.75,6.0,9.0,1.5,0.5616666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2189,9025006A007    ,2023,49,1.0,14.0,8.0,3.25,0.14,3.0,3.445,3.795,5.15,0.76,1.0502336380786534,1.0,1.0,6.0,5.76,200.0,10.0,16.36,2.86,0.44499999999999984,0.3500000000000001,1.3550000000000004,2.1500000000000004,0.12,2.828947368421053,2.0471635282348326,2.7309968138370504,0.2911069606076985,98.915,386.0,15,-0.5,-0.4638403990024936,-0.16666666666666666,0.6112469437652812,1.4,0.5714285714285714,1.875,1.5,0.8,0.5416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2190,9025006A007    ,2023,50,2.0,16.0,11.0,3.555,0.15,2.07,4.33,4.565,5.32,0.76,1.0502336380786534,1.0,1.0,6.0,5.76,200.0,14.0,17.77,1.92,2.26,0.23499999999999946,0.7550000000000008,3.2500000000000004,0.12,4.276315789473685,3.0945495194247474,4.9933837665093765,0.34700331093577763,99.77,390.0,13,1.0,0.5116279069767442,-0.1333333333333333,0.7878446820483962,1.1428571428571428,0.6875,1.181818181818182,0.9285714285714286,0.7857142857142857,0.5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2191,9025006A007    ,2023,51,1.0,15.0,10.0,3.3,0.24,2.03,4.01,4.43,4.69,0.76,1.0502336380786534,1.0,1.0,6.0,5.76,200.0,15.0,13.64,1.7899999999999998,1.98,0.4199999999999999,0.2600000000000007,2.6600000000000006,0.12,3.5000000000000013,2.532769760513793,2.6896180742334588,0.2937187015389817,100.0,371.5,15,-0.5,-0.18153846153846145,0.15384615384615374,1.0997067448680349,1.0,0.6666666666666666,1.5,1.0,0.6666666666666666,0.5499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2212,9030106A018    ,2023,48,5.0,3.0,3.0,2.0015,0.235,1.885,2.1,6.575,6.8100000000000005,0.56,2.046749346449767,3.0,1.0,4.0,4.0,2000.0,2.0,2.0015,1.65,0.21499999999999966,4.4750000000000005,0.2350000000000003,4.925000000000002,0.03,8.794642857142858,2.4062545853710744,19.985011241568824,0.24288986976416896,94.615,369.5,11,0.0,0.0,-0.15384615384615385,0.9992505620784412,1.5,1.0,3.6666666666666665,5.5,1.5,0.500375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2213,9030106A018    ,2023,49,5.0,12.0,10.0,1.9805,0.14500000000000002,1.95,2.1500000000000004,6.63,6.9049999999999985,0.56,2.046749346449767,3.0,1.0,4.0,4.0,2000.0,10.0,9.918,1.805,0.2000000000000004,4.48,0.2749999999999995,4.954999999999999,0.03,8.848214285714283,2.420911973708359,20.19691996970462,0.24048786364942595,98.915,386.0,11,0.0,0.006091370558375164,0.0,1.0082677959265982,1.2,0.8333333333333334,1.1,1.1,1.0,0.495125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2214,9030106A018    ,2023,50,6.0,8.0,10.0,2.028,0.33,1.94,2.17,6.65,7.64,0.56,2.046749346449767,3.0,1.0,4.0,4.0,2000.0,9.0,10.1415,1.61,0.23,4.48,0.9899999999999992,5.6999999999999975,0.03,10.178571428571429,2.784903784084288,23.66863905325444,0.24714710829596306,99.77,390.0,10,0.2,0.150353178607467,-0.09090909090909094,0.8874426859931962,0.8888888888888888,1.25,1.0,1.1111111111111112,1.1111111111111112,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2215,9030106A018    ,2023,51,5.0,11.0,9.0,2.0175,0.32,3.85,4.03,4.56,4.97,0.56,2.046749346449767,3.0,1.0,4.0,4.0,2000.0,7.0,8.1815,3.53,0.18000000000000016,0.5299999999999994,0.41000000000000014,1.1199999999999997,0.03,1.9999999999999991,0.5472091645920004,19.826517967781907,0.2447169529276328,100.0,371.5,10,-0.16666666666666666,-0.8035087719298245,0.0,0.85558882845444,1.5714285714285714,0.8181818181818182,1.1111111111111112,1.4285714285714286,1.2857142857142858,0.504375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2235,9030111A014    ,2023,48,3.0,6.0,5.0,3.74,0.235,1.885,2.1,4.95,5.395,0.56,1.3594670219853433,3.0,1.0,4.0,4.0,1000.0,4.0,3.74,1.65,0.21499999999999966,2.8500000000000005,0.4449999999999994,3.51,0.03,6.2678571428571415,2.581894185909749,6.4171122994652405,0.3979248326374969,94.615,369.5,20,0.0,0.0,-0.04761904761904767,1.06951871657754,1.5,0.8333333333333334,4.0,5.0,1.25,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2236,9030111A014    ,2023,49,3.0,20.0,19.0,3.73,0.235,1.945,2.145,4.0600000000000005,4.915,0.56,1.3594670219853433,3.0,1.0,4.0,4.0,1000.0,16.0,18.66,1.71,0.20000000000000007,1.9150000000000005,0.8549999999999995,2.97,0.03,5.303571428571429,2.1846796957697885,6.434316353887397,0.3971765327234065,98.915,386.0,19,0.0,-0.15384615384615374,-0.05000000000000005,0.857449088960343,1.25,0.95,1.0,1.1875,1.1875,0.9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2237,9030111A014    ,2023,50,4.0,17.0,17.0,3.735,0.31,1.94,2.17,4.65,5.5150000000000015,0.56,1.3594670219853433,3.0,1.0,4.0,4.0,1000.0,20.0,18.69,1.63,0.23,2.4800000000000004,0.8650000000000002,3.5750000000000006,0.03,6.383928571428572,2.6297070412043757,8.56760374832664,0.41287749428683534,99.77,390.0,18,0.3333333333333333,0.20370370370370394,-0.05263157894736848,1.070090957731407,0.85,1.0,1.0588235294117647,0.9,0.85,0.93375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2238,9030111A014    ,2023,51,5.0,19.0,17.0,3.735,0.32,1.94,2.13,5.195,5.975,0.56,1.3594670219853433,3.0,1.0,4.0,4.0,1000.0,18.0,18.71,1.62,0.18999999999999995,3.0650000000000004,0.7799999999999994,4.035,0.03,7.205357142857142,2.9680749402124897,10.709504685408305,0.4226541014110706,100.0,371.5,18,0.25,0.12867132867132858,0.0,0.9620523784072688,1.0555555555555556,0.8947368421052632,1.0588235294117647,1.0,0.9444444444444444,0.93375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2279,9030117A010    ,2023,48,3.0,1.0,1.0,1.085,0.14,1.94,2.09,6.73,11.92,0.58,3.3196009314643167,3.0,1.0,4.0,4.0,1000.0,1.0,1.085,1.7999999999999998,0.1499999999999999,4.6400000000000015,5.19,9.98,0.03,17.206896551724142,3.006385468026032,22.11981566820277,0.13365817814048214,94.615,369.5,6,0.0,0.0,0.0,0.9216589861751152,1.0,1.0,6.0,6.0,1.0,0.27125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2280,9030117A010    ,2023,49,3.0,6.0,6.0,1.071,0.32,1.85,2.1,7.53,7.91,0.58,3.3196009314643167,3.0,1.0,4.0,4.0,1000.0,5.0,4.296,1.53,0.25,5.43,0.3799999999999999,6.0600000000000005,0.03,10.448275862068966,1.8255206348935624,22.408963585434176,0.13198263138146954,98.915,386.0,5,0.0,-0.3927855711422845,-0.16666666666666666,1.163873370577281,1.2,1.0,0.8333333333333334,1.0,1.2,0.26775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2281,9030117A010    ,2023,50,3.0,5.0,5.0,1.102,0.15,1.94,2.17,6.95,7.58,0.58,3.3196009314643167,3.0,1.0,4.0,4.0,1000.0,5.0,4.4060000000000015,1.79,0.23,4.78,0.6299999999999999,5.6400000000000015,0.03,9.724137931034484,1.6989994027722264,21.77858439201452,0.1356902157405477,99.77,390.0,6,0.0,-0.06930693069306915,0.2,1.134816159782115,1.0,1.0,1.2,1.2,1.0,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2282,9030117A010    ,2023,51,3.0,6.0,5.0,1.096,0.325,3.85,4.050000000000002,6.565,8.605,0.58,3.3196009314643167,3.0,1.0,4.0,4.0,1000.0,4.0,3.361,3.525,0.20000000000000065,2.5149999999999992,2.040000000000001,4.755000000000001,0.03,8.198275862068968,1.4324010922308401,21.897810218978105,0.13497334818237205,100.0,371.5,5,0.0,-0.15691489361702138,-0.16666666666666666,1.190121987503719,1.5,0.8333333333333334,1.0,1.25,1.25,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2325,9030119A011    ,2023,48,4.0,6.0,4.0,3.37,0.33,1.83,2.11,5.14,5.23,0.54,0.8302336380786534,1.0,1.0,4.0,4.0,200.0,3.0,3.37,1.5,0.2799999999999998,3.03,0.09000000000000075,3.4000000000000004,0.03,6.296296296296298,4.095232768294431,9.495548961424332,0.3807149250135637,94.615,369.5,17,0.0,0.0,-0.10526315789473684,0.8902077151335311,2.0,0.6666666666666666,4.25,5.666666666666668,1.3333333333333333,0.8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2326,9030119A011    ,2023,49,3.0,15.0,17.0,3.25,0.235,1.945,2.1500000000000004,4.02,4.6850000000000005,0.54,0.8302336380786534,1.0,1.0,4.0,4.0,200.0,14.0,16.36,1.71,0.2050000000000005,1.8699999999999992,0.6650000000000009,2.7400000000000007,0.03,5.074074074074075,3.3002758191549244,7.384615384615384,0.3588681849551415,98.915,386.0,16,-0.25,-0.1941176470588234,-0.058823529411764726,0.8557457212713937,1.0714285714285714,1.1333333333333333,0.9411764705882352,1.1428571428571428,1.2142857142857142,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
