,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,箱種類_アイコー（株）,箱種類_アイシン機工（株）,箱種類_アイシン精機（株）,箱種類_サトープレス工業（株）,箱種類_サンコール（株）,箱種類_マレリ（株）,箱種類_三共鋼業（株）,箱種類_中庸スプリング（株）,箱種類_住友商事（株）鉄鋼部輸送機材,箱種類_住友電気工業（株）,箱種類_住友電装（株）,箱種類_佐藤工業（株）,箱種類_多摩川精機販売（株）,箱種類_大橋鉄工（株）,箱種類_小川工業（株）,箱種類_岡谷鋼機（株）,箱種類_愛産樹脂工業（株）,箱種類_日本精工（株）,箱種類_矢崎総業（株）,箱種類_石黒ゴム工業（株）,箱種類_（株）オンド,箱種類_（株）オーハシテクニカ,箱種類_（株）ギフ加藤製作所,箱種類_（株）ジェイテクト,箱種類_（株）ニフコ,箱種類_（株）バルカー,箱種類_（株）ムロコーポレーション,箱種類_（株）メタルテック,箱種類_（株）旭工業所,箱種類_（株）杉浦製作所,箱種類_（株）東郷製作所,箱種類_（株）松尾製作所,箱種類_（株）槌屋,箱種類_（株）浅賀井製作所,箱種類_（株）青山製作所,箱種類_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
1840,9010508A042    ,2023,50,2.0,22.0,21.0,5.933333333333334,0.315,1.24,1.57,1.855,3.5650000000000004,1.07,1.244140182847192,1.0,1.0,6.0,4.92,300.0,26.0,29.61666666666667,0.925,0.3300000000000001,0.2849999999999999,1.7100000000000004,2.325,0.08,2.1728971962616823,1.8687604757522416,3.416337686000607,0.4253605722740889,99.77,390.0,28,0.0,0.5146579804560263,0.0,0.8778840742824985,0.8461538461538461,0.9545454545454546,1.3333333333333333,1.0769230769230769,0.8076923076923077,0.9888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1841,9010508A042    ,2023,51,2.0,26.0,19.0,5.7333333333333325,0.315,1.25,1.58,1.79,3.905,1.07,1.244140182847192,1.0,1.0,6.0,4.92,300.0,28.0,28.55,0.935,0.3300000000000001,0.21,2.115,2.655,0.08,2.481308411214953,2.1340038981170766,3.5355122564424897,0.4186084448458012,100.0,371.5,25,0.0,0.14193548387096766,-0.1071428571428571,0.9807355516637478,0.9285714285714286,0.7307692307692307,1.3157894736842106,0.8928571428571429,0.6785714285714286,0.9555555555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1862,9010512A018    ,2023,48,36.0,81.0,77.0,51.62,0.31,1.21,1.46,1.865,3.895,1.04,1.0977800889813372,3.0,1.0,1.0,1.74,200.0,52.0,51.62,0.8999999999999999,0.25,0.40500000000000025,2.03,2.685,0.08,2.581730769230769,2.4458450530756948,2.5452704632675047,0.6344029256213974,94.615,369.5,254,0.0,0.0,-0.1806451612903226,1.0073614877954282,1.5576923076923077,0.9506172839506172,3.2987012987012987,4.884615384615385,1.4807692307692308,51.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1863,9010512A018    ,2023,49,33.0,262.0,263.0,51.3,0.32,1.24,1.54,2.17,2.77,1.04,1.0977800889813372,3.0,1.0,1.0,1.74,200.0,239.0,256.64,0.92,0.30000000000000004,0.6299999999999999,0.6000000000000001,1.53,0.08,1.471153846153846,1.3937217620878264,2.347718444529816,0.5870557573650186,98.915,386.0,258,-0.08333333333333337,-0.4301675977653632,0.015748031496062964,0.9312655860349128,1.096234309623431,1.0038167938931295,0.9809885931558936,1.0794979079497908,1.1004184100418408,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1864,9010512A018    ,2023,50,26.0,229.0,247.0,51.94,0.31,1.24,1.56,2.045,2.365,1.04,1.0977800889813372,3.0,1.0,1.0,1.74,200.0,258.0,259.82,0.93,0.3200000000000001,0.4849999999999999,0.3200000000000003,1.1250000000000002,0.08,1.0817307692307694,1.0247954132998724,1.826925509220352,0.4612879561723706,99.77,390.0,268,-0.21212121212121213,-0.264705882352941,0.03875968992248069,0.9929951504888,0.8875968992248062,1.0786026200873362,1.0850202429149798,1.0387596899224807,0.9573643410852714,51.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1865,9010512A018    ,2023,51,41.0,248.0,236.0,51.64,0.32,1.25,1.59,3.8,4.08,1.04,1.0977800889813372,3.0,1.0,1.0,1.74,200.0,263.0,258.78000000000003,0.93,0.3400000000000001,2.21,0.28000000000000025,2.83,0.08,2.7211538461538463,2.5779297952343456,2.8976575618967924,0.7177914180520255,100.0,371.5,233,0.5769230769230769,1.515555555555555,-0.13059701492537312,1.016307288043898,0.9429657794676806,0.9516129032258064,0.9872881355932204,0.8859315589353612,0.8973384030418251,51.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1931,9011906A065    ,2023,48,1.0,3.0,3.0,2.244,0.34,1.21,1.35,2.97,4.66,1.07,1.5141483455474132,1.0,1.0,1.0,1.78,1000.0,2.0,2.244,0.87,0.14000000000000012,1.6199999999999997,1.6900000000000004,3.45,0.08,3.2242990654205608,2.278508582164527,1.6029956783236508,0.2525765537366434,94.615,369.5,11,0.0,0.0,-0.15384615384615385,0.89126559714795,1.5,1.0,3.6666666666666665,5.5,1.5,2.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1932,9011906A065    ,2023,49,2.0,13.0,11.0,2.238,0.31,1.205,1.485,2.74,3.585,1.07,1.5141483455474132,1.0,1.0,1.0,1.78,1000.0,10.0,11.196,0.895,0.2799999999999998,1.2550000000000003,0.8449999999999998,2.38,0.08,2.2242990654205603,1.5718407030584267,3.214586507737509,0.35942220314829904,98.915,386.0,12,1.0,-0.3101449275362319,0.09090909090909084,0.8931761343336906,1.3,0.8461538461538461,1.0909090909090908,1.2,1.1,2.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1933,9011906A065    ,2023,50,2.0,8.0,9.0,2.241,0.31,1.24,1.56,3.13,4.47,1.07,1.5141483455474132,1.0,1.0,1.0,1.78,1000.0,11.0,11.214,0.93,0.3200000000000001,1.5699999999999998,1.34,3.2299999999999995,0.08,3.0186915887850465,2.1332123827221507,3.2102831790792257,0.35949671458127824,99.77,390.0,11,0.0,0.3571428571428571,-0.08333333333333337,0.98091671125379,0.7272727272727273,1.125,1.2222222222222223,1.0,0.8181818181818182,2.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1934,9011906A065    ,2023,51,2.0,10.0,10.0,2.241,0.31,1.23,1.56,4.32,5.03,1.07,1.5141483455474132,1.0,1.0,1.0,1.78,1000.0,11.0,11.225999999999999,0.92,0.3300000000000001,2.76,0.71,3.8,0.08,3.5514018691588785,2.5096616267319423,3.2102831790792257,0.35949671458127824,100.0,371.5,10,0.0,0.17647058823529416,-0.09090909090909094,0.9798681631925884,0.9090909090909092,1.0,1.0,0.9090909090909092,0.9090909090909092,2.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1971,9014908A008    ,2023,48,1.0,4.0,1.0,2.805,0.31,1.21,1.43,1.79,4.41,1.02,1.3753186764379302,1.0,1.0,2.0,3.92,800.0,3.0,2.805,0.8999999999999999,0.22,0.3600000000000001,2.62,3.2,0.08,3.1372549019607843,2.3267334726290403,1.4492123530860974,0.3342288043726678,94.615,369.5,15,0.0,0.0,0.0,1.06951871657754,1.3333333333333333,0.25,15.0,5.0,0.3333333333333333,1.4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1972,9014908A008    ,2023,49,1.0,14.0,7.0,2.7975,0.315,1.23,1.6,1.945,3.745,1.02,1.3753186764379302,1.0,1.0,2.0,3.92,800.0,14.0,13.995,0.915,0.3700000000000001,0.3449999999999997,1.8000000000000005,2.515,0.08,2.465686274509804,1.8286670886443857,1.45309764089598,0.3342555845018152,98.915,386.0,14,0.0,-0.21406250000000004,-0.06666666666666665,1.0003572704537336,1.0,0.5,2.0,1.0,0.5,1.39875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1973,9014908A008    ,2023,50,1.0,12.0,6.0,2.80125,0.315,1.25,1.565,1.78,2.76,1.02,1.3753186764379302,1.0,1.0,2.0,3.92,800.0,14.0,14.0175,0.935,0.31499999999999995,0.21500000000000008,0.9799999999999998,1.5099999999999998,0.08,1.480392156862745,1.097927357396828,1.4511523963967887,0.33424248443385834,99.77,390.0,15,0.0,-0.3996023856858848,0.0714285714285714,0.9987515605493134,0.8571428571428571,0.5,2.5,1.0714285714285714,0.42857142857142855,1.400625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1974,9014908A008    ,2023,51,2.0,12.0,12.0,2.80125,0.32,1.26,1.625,3.775,4.6099999999999985,1.02,1.3753186764379302,1.0,1.0,2.0,3.92,800.0,14.0,14.0325,0.94,0.365,2.15,0.8349999999999995,3.35,0.08,3.2843137254901955,2.4357991041585256,2.902304792793577,0.4501470784101854,100.0,371.5,13,1.0,1.2185430463576163,-0.1333333333333333,0.9976839479779084,0.8571428571428571,1.0,1.0833333333333333,0.9285714285714286,0.8571428571428571,1.400625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1994,9015905A007    ,2023,48,3.0,3.0,4.0,2.244,0.34,1.235,1.535,5.575,6.619999999999999,1.03,2.362533813045506,3.0,1.0,2.0,5.82,2000.0,2.0,2.244,0.8949999999999999,0.30000000000000004,4.04,1.044999999999999,5.385,0.08,5.2281553398058245,2.2793324566467383,3.92052315460975,0.5819905182137995,94.615,369.5,11,0.0,0.0,-0.08333333333333337,0.89126559714795,1.5,1.3333333333333333,2.75,5.5,2.0,1.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1995,9015905A007    ,2023,49,3.0,11.0,11.0,2.238,0.305,1.225,1.54,3.52,5.2799999999999985,1.03,2.362533813045506,3.0,1.0,2.0,5.82,2000.0,10.0,11.196,0.9200000000000002,0.31499999999999995,1.98,1.7599999999999991,4.055,0.08,3.936893203883496,1.7163775509196888,3.931033940547042,0.5811775265923049,98.915,386.0,12,0.0,-0.2469823584029712,0.09090909090909084,0.8931761343336906,1.1,1.0,1.0909090909090908,1.2,1.1,1.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1996,9015905A007    ,2023,50,3.0,10.0,10.0,2.241,0.31,1.26,1.58,4.67,5.66,1.03,2.362533813045506,3.0,1.0,2.0,5.82,2000.0,11.0,11.210999999999999,0.95,0.3200000000000001,3.09,0.9900000000000002,4.4,0.08,4.271844660194175,1.8624072069165558,3.925771512246444,0.5815845314949171,99.77,390.0,11,0.0,0.0850801479654748,-0.08333333333333337,0.9811791990009812,0.9090909090909092,1.0,1.1,1.0,0.9090909090909092,1.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1997,9015905A007    ,2023,51,4.0,10.0,10.0,2.241,0.32,1.25,1.645,4.44,5.965,1.03,2.362533813045506,3.0,1.0,2.0,5.82,2000.0,10.0,11.225999999999999,0.93,0.395,2.7949999999999995,1.5250000000000004,4.715,0.08,4.577669902912621,1.995738631957172,5.234362016328592,0.6185332334660226,100.0,371.5,10,0.3333333333333333,0.07159090909090904,-0.09090909090909094,0.8907892392659896,1.0,1.0,1.0,1.0,1.0,1.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017,9015906A021    ,2023,48,6.0,9.0,7.0,5.2675,0.31,1.21,1.46,4.165,4.4350000000000005,1.02,1.587094350322535,3.0,1.0,2.0,5.82,1200.0,6.0,5.2675,0.8999999999999999,0.25,2.705,0.2700000000000005,3.2250000000000005,0.08,3.1617647058823533,2.032015298488464,3.340352713410263,0.961927284661924,94.615,369.5,27,0.0,0.0,-0.15625,1.1390602752728998,1.5,0.7777777777777778,3.8571428571428568,4.5,1.1666666666666667,2.63375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018,9015906A021    ,2023,49,4.0,25.0,27.0,5.25,0.32,1.22,1.53,2.85,3.3,1.02,1.587094350322535,3.0,1.0,2.0,5.82,1200.0,23.0,26.24333333333333,0.8999999999999999,0.31000000000000005,1.32,0.4499999999999997,2.08,0.08,2.0392156862745097,1.310571107242172,2.234324814969976,0.7809716545378267,98.915,386.0,27,-0.33333333333333337,-0.3550387596899226,0.0,0.8764130572843898,1.0869565217391304,1.08,1.0,1.173913043478261,1.173913043478261,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019,9015906A021    ,2023,50,4.0,23.0,24.0,5.276666666666666,0.31,1.23,1.53,2.73,3.0,1.02,1.587094350322535,3.0,1.0,2.0,5.82,1200.0,27.0,26.394166666666663,0.92,0.30000000000000004,1.2,0.27,1.77,0.08,1.7352941176470589,1.1152456056820403,2.223033217673855,0.7804573656183742,99.77,390.0,27,0.0,-0.14903846153846154,0.0,1.022953304076027,0.8518518518518519,1.0434782608695652,1.125,1.0,0.8888888888888888,2.638333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020,9015906A021    ,2023,51,6.0,24.0,23.0,5.26,0.32,1.25,1.59,4.06,4.16,1.02,1.587094350322535,3.0,1.0,2.0,5.82,1200.0,25.0,26.37416666666667,0.93,0.3400000000000001,2.47,0.10000000000000052,2.91,0.08,2.8529411764705883,1.833539385612846,3.3451155737430733,0.9618289255900728,100.0,371.5,24,0.5,0.6440677966101696,-0.11111111111111116,0.9478972479383232,0.96,0.9583333333333334,1.0434782608695652,0.96,0.92,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2041,9015906A022    ,2023,48,3.0,12.0,10.0,7.48,0.31,1.21,1.43,1.79,3.89,1.01,1.4097335109926716,3.0,1.0,2.0,5.82,1500.0,7.0,7.48,0.8999999999999999,0.22,0.3600000000000001,2.1,2.68,0.08,2.6534653465346536,1.9010685204701296,1.1761569463829251,0.5670909257335381,94.615,369.5,40,0.0,0.0,-0.06976744186046513,0.9358288770053476,1.7142857142857142,0.8333333333333334,4.0,5.7142857142857135,1.4285714285714286,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2042,9015906A022    ,2023,49,2.0,37.0,36.0,7.46,0.32,1.25,1.53,1.87,2.88,1.01,1.4097335109926716,3.0,1.0,2.0,5.82,1500.0,35.0,37.32,0.93,0.28,0.3400000000000001,1.0099999999999998,1.63,0.08,1.6138613861386135,1.156246898644146,0.7862067881094084,0.4090643097493885,98.915,386.0,38,-0.33333333333333337,-0.3917910447761195,-0.05000000000000005,0.9378349410503752,1.0571428571428572,0.972972972972973,1.0555555555555556,1.0857142857142856,1.0285714285714285,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2043,9015906A022    ,2023,50,2.0,30.0,23.0,7.47,0.32,1.26,1.57,1.775,2.895,1.01,1.4097335109926716,3.0,1.0,2.0,5.82,1500.0,34.0,37.38,0.94,0.31000000000000005,0.20499999999999985,1.12,1.635,0.08,1.6188118811881191,1.159793668271889,0.7851543024492889,0.4086925386206774,99.77,390.0,37,0.0,0.003067484662576669,-0.02631578947368418,0.909577314071696,0.8823529411764706,0.7666666666666667,1.608695652173913,1.088235294117647,0.6764705882352942,3.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2044,9015906A022    ,2023,51,4.0,35.0,34.0,7.47,0.32,1.25,1.59,2.85,4.01,1.01,1.4097335109926716,3.0,1.0,2.0,5.82,1500.0,38.0,37.42,0.93,0.3400000000000001,1.26,1.1599999999999997,2.76,0.08,2.7326732673267324,1.9578168345140143,1.5703086048985777,0.7043730962423305,100.0,371.5,33,1.0,0.6880733944954127,-0.10810810810810813,1.0154997327632282,0.9210526315789472,0.9714285714285714,0.9705882352941176,0.8684210526315791,0.8947368421052632,3.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2065,9015906A023    ,2023,48,4.0,3.0,2.0,1.7261538461538461,0.3,1.185,1.42,5.300000000000002,5.85,1.02,2.752293956959158,3.0,1.0,1.0,1.9,1300.0,2.0,1.7261538461538461,0.885,0.2349999999999999,3.8800000000000012,0.5499999999999989,4.664999999999999,0.08,4.573529411764706,1.694949766613619,7.990657077878175,0.4080334183994113,94.615,369.5,9,0.0,0.0,-0.09999999999999998,1.1586452762923352,1.5,0.6666666666666666,4.5,4.5,1.0,1.7261538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2066,9015906A023    ,2023,49,3.0,9.0,9.0,1.7215384615384617,0.35,1.26,1.43,2.84,5.24,1.02,2.752293956959158,3.0,1.0,1.0,1.9,1300.0,7.0,8.612307692307693,0.91,0.16999999999999993,1.41,2.4000000000000004,3.98,0.08,3.901960784313726,1.4460664675503117,6.0090598132569095,0.38379489029000496,98.915,386.0,10,-0.25,-0.14683815648445864,0.11111111111111116,0.8127902822436583,1.2857142857142858,1.0,1.1111111111111112,1.4285714285714286,1.2857142857142858,1.7215384615384617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2067,9015906A023    ,2023,50,3.0,8.0,8.0,1.7238461538461538,0.32,1.215,1.455,3.99,5.675,1.02,2.752293956959158,3.0,1.0,1.0,1.9,1300.0,8.0,8.623846153846152,0.8949999999999998,0.2400000000000002,2.535,1.685,4.46,0.08,4.372549019607844,1.6204664435362792,6.001015556478787,0.3840710860634296,99.77,390.0,8,0.0,0.12060301507537695,-0.2,0.9276603336009278,1.0,1.0,1.0,1.0,1.0,1.7238461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2068,9015906A023    ,2023,51,4.0,8.0,8.0,1.7226923076923075,0.315,1.23,1.545,3.235,5.115,1.02,2.752293956959158,3.0,1.0,1.0,1.9,1300.0,6.0,6.911538461538463,0.915,0.31499999999999995,1.69,1.8800000000000003,3.885,0.08,3.8088235294117654,1.4115498056364226,8.006713321169286,0.40751704954240975,100.0,371.5,8,0.3333333333333333,-0.1289237668161436,0.0,0.8681135225375625,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.7226923076923075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
