,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,年＆週番号
4130,9056463A033    ,2023,43,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,1.3333333333333335,,,,,,,,2023-43
4131,9056463A033    ,2023,44,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,-0.1428571428571429,,,,,,,,2023-44
4132,9056463A033    ,2023,45,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,0.16666666666666674,,,,,,,,2023-45
4133,9056463A033    ,2023,46,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-46
4134,9056463A033    ,2023,47,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.19999999999999996,,,,,,,,2023-47
4135,9056463A033    ,2023,48,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.16666666666666663,,,,,,,,2023-48
4136,9056463A033    ,2023,49,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-49
4137,9056463A033    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-50
4138,9056463A033    ,2023,51,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.19999999999999996,,,,,,,,2023-51
4139,9056463A033    ,2023,52,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.5,,,,,,,,2023-52
4164,9056463A034    ,2024,2,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
4143,9056463A034    ,2023,31,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,2.5,,,,,,,,2023-31
4144,9056463A034    ,2023,32,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-32
4145,9056463A034    ,2023,34,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-34
4146,9056463A034    ,2023,35,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-35
4147,9056463A034    ,2023,36,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,0.3999999999999999,,,,,,,,2023-36
4148,9056463A034    ,2023,37,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-37
4149,9056463A034    ,2023,38,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.19999999999999996,,,,,,,,2023-38
4150,9056463A034    ,2023,39,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,0.16666666666666674,,,,,,,,2023-39
4151,9056463A034    ,2023,40,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-40
4152,9056463A034    ,2023,41,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-41
4153,9056463A034    ,2023,42,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-42
4154,9056463A034    ,2023,43,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.19999999999999996,,,,,,,,2023-43
4155,9056463A034    ,2023,44,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.5,,,,,,,,2023-44
4156,9056463A034    ,2023,45,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,1.0,,,,,,,,2023-45
4157,9056463A034    ,2023,46,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.0,,,,,,,,2023-46
4158,9056463A034    ,2023,47,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.33333333333333337,,,,,,,,2023-47
4159,9056463A034    ,2023,48,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-48
4160,9056463A034    ,2023,49,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,,,,,,,2023-49
4161,9056463A034    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-50
4162,9056463A034    ,2023,51,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.0,,,,,,,,2023-51
4163,9056463A034    ,2023,52,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-52
4188,9056463A035    ,2024,2,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
4167,9056463A035    ,2023,31,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.5,,,,,,,,2023-31
4168,9056463A035    ,2023,32,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.5,,,,,,,,2023-32
4169,9056463A035    ,2023,34,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,,,,,,,2023-34
4170,9056463A035    ,2023,35,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.6666666666666667,,,,,,,,2023-35
4171,9056463A035    ,2023,36,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.19999999999999996,,,,,,,,2023-36
4172,9056463A035    ,2023,37,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.5,,,,,,,,2023-37
4173,9056463A035    ,2023,38,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.16666666666666663,,,,,,,,2023-38
4174,9056463A035    ,2023,39,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,0.0,0.19999999999999996,,,,,,,,2023-39
4175,9056463A035    ,2023,40,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0.0,0.16666666666666674,,,,,,,,2023-40
4176,9056463A035    ,2023,41,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-41
4177,9056463A035    ,2023,42,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,,,,,,,2023-42
4178,9056463A035    ,2023,43,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.4,,,,,,,,2023-43
4179,9056463A035    ,2023,44,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.33333333333333337,,,,,,,,2023-44
4180,9056463A035    ,2023,45,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.5,,,,,,,,2023-45
4181,9056463A035    ,2023,46,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,0.33333333333333326,,,,,,,,2023-46
4182,9056463A035    ,2023,47,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.5,,,,,,,,2023-47
4183,9056463A035    ,2023,48,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2023-48
4184,9056463A035    ,2023,49,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-49
4185,9056463A035    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,,,,,,,,2023-50
4186,9056463A035    ,2023,51,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2023-51
4187,9056463A035    ,2023,52,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2023-52
4210,9056463A036    ,2024,2,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
4191,9056463A036    ,2023,31,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,1.0,,,,,,,,2023-31
4192,9056463A036    ,2023,32,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.75,,,,,,,,2023-32
4193,9056463A036    ,2023,34,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-34
4194,9056463A036    ,2023,35,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,,,,,,,,2023-35
4195,9056463A036    ,2023,36,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.5,,,,,,,,2023-36
4196,9056463A036    ,2023,37,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.6666666666666667,,,,,,,,2023-37
4197,9056463A036    ,2023,38,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.19999999999999996,,,,,,,,2023-38
4198,9056463A036    ,2023,39,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-39
4199,9056463A036    ,2023,40,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.6666666666666667,,,,,,,,2023-40
4200,9056463A036    ,2023,41,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,0.0,-0.19999999999999996,,,,,,,,2023-41
4201,9056463A036    ,2023,42,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,-0.25,,,,,,,,2023-42
4202,9056463A036    ,2023,43,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.6666666666666667,,,,,,,,2023-43
4203,9056463A036    ,2023,44,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-44
4204,9056463A036    ,2023,45,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-45
4205,9056463A036    ,2023,46,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,,,,,,,,2023-46
4206,9056463A036    ,2023,47,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-47
4207,9056463A036    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-50
4208,9056463A036    ,2023,51,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-51
4209,9056463A036    ,2023,52,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-52
4223,9056463A037    ,2024,2,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2024-2
4212,9056463A037    ,2023,31,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.33333333333333337,,,,,,,,2023-31
4213,9056463A037    ,2023,35,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-35
4214,9056463A037    ,2023,36,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-36
4215,9056463A037    ,2023,37,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,2.0,,,,,,,,2023-37
4216,9056463A037    ,2023,38,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,-0.33333333333333337,,,,,,,,2023-38
4217,9056463A037    ,2023,39,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-39
4218,9056463A037    ,2023,40,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,2.0,,,,,,,,2023-40
4219,9056463A037    ,2023,41,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,,,,,,,2023-41
4220,9056463A037    ,2023,42,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.6666666666666667,,,,,,,,2023-42
4221,9056463A037    ,2023,44,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-44
4222,9056463A037    ,2023,47,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-47
4224,9056463A038    ,2023,37,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-37
4225,9056463A038    ,2023,40,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,,,,,,,,2023-40
4226,9056463A038    ,2023,41,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2023-41
4227,9056463A038    ,2023,42,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-42
4228,9056463A039    ,2023,36,,,,< NULL >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-36
4229,9056463A039    ,2023,42,,,,< NULL >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-42
4249,9093003179     ,2024,2,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2024-2
4250,9093003179     ,2024,4,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,-0.5,,,,,,,,2024-4
4232,9093003179     ,2023,31,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,4.0,,,,,,,,2023-31
4233,9093003179     ,2023,32,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-32
4234,9093003179     ,2023,34,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,,,,,,,,2023-34
4235,9093003179     ,2023,35,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,,,,,,,,2023-35
4236,9093003179     ,2023,36,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.11111111111111116,,,,,,,,2023-36
4237,9093003179     ,2023,37,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-37
4238,9093003179     ,2023,38,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.11111111111111116,,,,,,,,2023-38
4239,9093003179     ,2023,39,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.125,,,,,,,,2023-39
4240,9093003179     ,2023,40,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,,,,,,,,2023-40
4241,9093003179     ,2023,41,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.11111111111111116,,,,,,,,2023-41
4242,9093003179     ,2023,42,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.125,,,,,,,,2023-42
4243,9093003179     ,2023,43,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.11111111111111116,,,,,,,,2023-43
4244,9093003179     ,2023,44,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.125,,,,,,,,2023-44
4245,9093003179     ,2023,45,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0.0,0.11111111111111116,,,,,,,,2023-45
4246,9093003179     ,2023,46,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,-0.09999999999999998,,,,,,,,2023-46
4247,9093003179     ,2023,47,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0,0.0,0.0,,,,,,,,2023-47
101,9093003179     ,2023,48,2.0,1.0,2.0,（株）青山製作所,1.496,0.31,1.16,1.26,1.99,5.23,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500.0,1.0,1.496,0.8499999999999999,0.10000000000000007,0.73,3.24,4.07,0.08,4.07,2.3895706028075967,0.16854933333333333,11.865962092206436,4.059408084175886,94.615,369.5,7.ファイナル前半,9,0.0,0.0,0.0,0.6684491978609626,1.0,2.0,4.5,9.0,2.0,0.24933333333333332,2023-48
223,9093003179     ,2023,49,2.0,8.0,3.0,（株）青山製作所,1.492,0.3,1.26,1.55,3.06,4.47,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500.0,9.0,6.17,0.96,0.29000000000000004,1.51,1.4099999999999997,3.21,0.08,3.21,1.8846490503715936,0.16809866666666667,11.897774323016641,4.070291215768851,98.915,386.0,7.ファイナル前半,8,0.0,-0.21130221130221138,-0.11111111111111116,1.4586709886547813,0.8888888888888888,0.375,2.6666666666666665,0.8888888888888888,0.3333333333333333,0.24866666666666667,2023-49
346,9093003179     ,2023,50,1.0,7.0,5.0,（株）青山製作所,1.594,0.3,1.23,1.69,2.73,5.21,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500.0,7.0,7.776,0.93,0.46,1.04,2.48,3.98,0.08,3.98,2.336729975227085,0.17959066666666668,5.568218095966382,1.9049167170411307,99.77,390.0,7.ファイナル前半,8,-0.5,0.2398753894080996,0.0,0.9002057613168725,1.0,0.7142857142857143,1.6,1.1428571428571428,0.7142857142857143,0.26566666666666666,2023-50
469,9093003179     ,2023,51,1.0,8.0,4.0,（株）青山製作所,1.594,0.32,1.235,1.58,2.5,4.85,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500.0,8.0,7.7840000000000025,0.9149999999999998,0.3450000000000002,0.92,2.35,3.615,0.08,3.615,2.122431874483897,0.17959066666666668,5.568218095966382,1.9049167170411307,100.0,371.5,7.ファイナル前半,7,0.0,-0.09170854271356776,-0.125,1.0277492291880779,1.0,0.5,1.75,0.875,0.5,0.26566666666666666,2023-51
4248,9093003179     ,2023,52,,,,（株）青山製作所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,-0.2857142857142857,,,,,,,,2023-52
4270,9094906A012    ,2024,2,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0.0,0.0,,,,,,,,2024-2
4271,9094906A012    ,2024,3,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0,0.0,-0.1333333333333333,,,,,,,,2024-3
4272,9094906A012    ,2024,4,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,-0.3846153846153846,,,,,,,,2024-4
4253,9094906A012    ,2023,31,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.0,0.0,0.0,,,,,,,,2023-31
4254,9094906A012    ,2023,32,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.0,0.0,0.0,,,,,,,,2023-32
4255,9094906A012    ,2023,34,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.0,0.0,0.03125,,,,,,,,2023-34
4256,9094906A012    ,2023,35,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.0,0.0,0.0,,,,,,,,2023-35
4257,9094906A012    ,2023,36,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0,0.0,-0.09090909090909094,,,,,,,,2023-36
4258,9094906A012    ,2023,37,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.0,0.0,0.16666666666666674,,,,,,,,2023-37
4259,9094906A012    ,2023,38,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.0,0.0,-0.19999999999999996,,,,,,,,2023-38
4260,9094906A012    ,2023,39,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0,0.0,0.0714285714285714,,,,,,,,2023-39
4261,9094906A012    ,2023,40,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0,0.0,0.0,,,,,,,,2023-40
4262,9094906A012    ,2023,41,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.0,0.0,-0.06666666666666665,,,,,,,,2023-41
4263,9094906A012    ,2023,42,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.0,0.0,-0.0357142857142857,,,,,,,,2023-42
4264,9094906A012    ,2023,43,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0,0.0,0.11111111111111116,,,,,,,,2023-43
4265,9094906A012    ,2023,44,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0,0.0,0.03333333333333344,,,,,,,,2023-44
4266,9094906A012    ,2023,45,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0.0,0.0,-0.032258064516129004,,,,,,,,2023-45
4267,9094906A012    ,2023,46,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.0,0.0,-0.033333333333333326,,,,,,,,2023-46
4268,9094906A012    ,2023,47,,,,中庸スプリング（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.0,0.0,0.10344827586206895,,,,,,,,2023-47
102,9094906A012    ,2023,48,4.0,8.0,8.0,中庸スプリング（株）,5.162000000000001,0.15,1.37,1.62,4.09,5.64,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500.0,5.0,5.162000000000001,1.2200000000000002,0.25,2.47,1.5499999999999998,4.27,0.1,6.777777777777778,3.5353509307811497,0.8620540000000002,4.640080551798378,1.0807440057884647,94.615,369.5,4.TA・カバー・メイン,25,0.0,0.0,-0.21875,0.9686168151879115,1.6,1.0,3.125,5.0,1.6,2.5810000000000004,2023-48
224,9094906A012    ,2023,49,3.0,26.0,26.0,中庸スプリング（株）,5.13,0.33,1.335,1.57,2.13,4.09,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500.0,20.0,20.522,1.005,0.2350000000000001,0.5599999999999998,1.96,2.755,0.1,4.373015873015873,2.2810051087358474,0.8567100000000001,3.501768393038484,0.8156141166491311,98.915,386.0,4.TA・カバー・メイン,24,-0.25,-0.35480093676814983,-0.040000000000000036,0.9745638826625086,1.3,1.0,0.9230769230769231,1.2,1.3,2.565,2023-49
