,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
346,9093003179     ,2023,50,1.0,7.0,5.0,（株）青山製作所,1.594,0.3,1.23,1.69,2.73,5.21,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500,7,7.776,0.93,0.46,1.04,2.48,3.98,0.08,3.98,2.336729975227085,0.17959066666666668,5.568218095966382,1.9049167170411307,99.77000000000001,390.0
347,9094906A012    ,2023,50,3.0,24.0,24.0,中庸スプリング（株）,5.194,0.17,1.35,1.64,2.17,3.94,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500,27,25.982000000000006,1.1800000000000002,0.2899999999999998,0.53,1.77,2.59,0.1,4.111111111111111,2.1443931875229927,0.8673980000000001,3.458619918422684,0.8055641929938471,99.77000000000001,390.0
348,9155180614     ,2023,50,3.0,11.0,11.0,（株）青山製作所,2.468,0.32,1.24,1.51,3.46,5.08,1.08,2.2991487632413103,3.0,（株）青山製作所,1.0,6.0,5.76,1500,13,12.337333333333332,0.92,0.27,1.95,1.62,3.84,0.08,3.555555555555556,1.6701833571597242,0.2780613333333333,10.788986602476195,3.6909691008471186,99.77000000000001,390.0
349,9155180640     ,2023,50,4.0,6.0,7.0,（株）青山製作所,1.494,0.31,1.18,1.43,4.66,5.7,1.08,3.0786675549633578,3.0,（株）青山製作所,1.0,6.0,5.76,1000,7,7.476000000000001,0.8699999999999999,0.25,3.2300000000000004,1.04,4.5200000000000005,0.08,4.185185185185185,1.468167614497044,0.168324,23.763693828568712,8.129684730826138,99.77000000000001,390.0
350,9161140614     ,2023,50,6.0,19.0,22.0,（株）青山製作所,4.7808,0.32,1.25,1.57,3.545,4.475,1.06,1.6845836109260492,3.0,（株）青山製作所,1.0,6.0,5.76,2500,22,23.9232,0.93,0.3200000000000001,1.975,0.9299999999999996,3.225,0.08,3.042452830188678,1.914419669693422,0.5386368,11.139231482141582,3.810789717574752,99.77000000000001,390.0
351,9167180618     ,2023,50,4.0,8.0,11.0,（株）青山製作所,2.2425,0.32,1.26,1.585,4.949999999999998,6.0150000000000015,1.07,2.4024450366422387,3.0,（株）青山製作所,1.0,6.0,5.76,1000,10,11.214,0.94,0.325,3.3649999999999998,1.0650000000000013,4.755000000000001,0.08,4.44392523364486,1.9792336255258496,0.252655,15.83186558746116,5.416164543078819,99.77000000000001,390.0
352,G1144ECB010    ,2023,50,31.0,229.0,267.0,住友電気工業（株）,59.33333333333334,1.16,4.36,4.79,5.23,5.33,0.63,0.6648280365694385,2.0,住友電気工業（株）,1.0,1.0,2.28,6,293,296.16666666666663,3.2,0.4299999999999997,0.4400000000000004,0.09999999999999963,0.9699999999999998,0.0,1.539682539682539,1.459023907904473,19.461333333333336,1.5929021649767057,0.3791523295445279,99.77000000000001,390.0
353,G1144ECE010    ,2023,50,49.0,258.0,226.0,矢崎総業（株）,48.875,0.13,1.98,2.31,4.96,5.16,0.58,0.6194137209015889,2.0,矢崎総業（株）,1.0,1.0,1.79,8,256,245.125,1.85,0.3300000000000001,2.65,0.20000000000000015,3.18,0.0,5.482758620689657,5.133886920314495,13.636125000000002,3.593396217767144,0.7543698606147728,99.77000000000001,390.0
354,G1163ECB010    ,2023,50,3.0,21.0,26.0,（株）青山製作所,5.4,0.315,1.235,1.57,2.1950000000000003,2.815,1.04,1.2303402331667856,1.0,（株）青山製作所,1.0,6.0,5.76,80,26,27.15,0.92,0.3350000000000002,0.6250000000000002,0.6199999999999997,1.58,0.08,1.5192307692307692,1.284197620631507,0.6084,4.930966469428007,1.6869095816464237,99.77000000000001,390.0
355,G1163ECE010    ,2023,50,16.0,76.0,83.0,（株）青山製作所,18.09,0.32,1.24,1.57,2.78,3.31,1.03,1.0846089995631278,1.0,（株）青山製作所,1.0,6.0,5.76,100,89,90.42,0.92,0.3300000000000001,1.2099999999999995,0.5300000000000002,2.0700000000000003,0.08,2.009708737864078,1.9085218736279896,2.0381400000000003,7.850294876701307,2.6856271946609733,99.77000000000001,390.0
356,G117362010     ,2023,50,38.0,166.0,192.0,多摩川精機販売（株）,41.5,0.09,5.09,5.53,6.26,6.58,0.89,0.9139840106595604,1.0,多摩川精機販売（株）,1.0,1.0,3.05,18,208,207.66666666666669,5.0,0.4400000000000004,0.7299999999999995,0.3200000000000003,1.4900000000000002,0.0,1.6741573033707868,1.6302254553936542,16.8075,2.2608954335861964,0.629321409348735,99.77000000000001,390.0
357,G1174ECB010    ,2023,50,5.0,27.0,30.0,住友電装（株）,7.12,1.17,4.36,4.87,5.5,5.87,0.89,1.0351168190393267,1.0,住友電装（株）,1.0,1.0,2.28,50,35,35.54,3.1900000000000004,0.5099999999999998,0.6299999999999999,0.3700000000000001,1.5099999999999998,0.0,1.6966292134831458,1.4587725483983571,2.3353599999999997,2.1409975335708413,0.5096133461619999,99.77000000000001,390.0
358,G1174ECE010    ,2023,50,11.0,31.0,36.0,住友電装（株）,7.82,1.17,4.36,4.87,6.43,6.775,0.91,1.0331678778174649,1.0,住友電装（株）,1.0,1.0,2.28,50,40,39.22,3.1900000000000004,0.5099999999999998,1.5599999999999996,0.34500000000000064,2.415,0.0,2.6538461538461537,2.3374710459461943,2.5649599999999997,4.288565903561849,1.0207907230539088,99.77000000000001,390.0
359,G1250ECB010    ,2023,50,3.0,12.0,11.0,（株）バルカー,2.4,0.1,5.03,5.35,6.63,7.2,0.87,1.2982655246252677,1.0,（株）バルカー,1.0,2.0,6.2,60,14,12.066666666666665,4.9300000000000015,0.3199999999999994,1.2800000000000002,0.5700000000000003,2.17,0.24,2.494252873563218,1.6714608520674925,0.8640000000000001,3.4722222222222214,1.3736263736263736,99.77000000000001,390.0
360,G1250ECC010    ,2023,50,4.0,16.0,16.0,（株）バルカー,3.5,0.1,5.025,5.33,6.3450000000000015,6.79,0.87,1.163470286133529,1.0,（株）バルカー,1.0,2.0,6.2,60,18,17.55,4.925000000000002,0.3049999999999997,1.0150000000000006,0.4449999999999994,1.7649999999999997,0.24,2.028735632183908,1.5170133874802147,1.26,3.1746031746031744,1.2558869701726847,99.77000000000001,390.0
361,G1250ECE010    ,2023,50,11.0,29.0,30.0,（株）バルカー,6.516666666666668,0.36,5.03,5.42,6.31,6.68,0.88,1.0278014533809583,1.0,（株）バルカー,1.0,2.0,6.2,60,33,32.68333333333334,4.67,0.3899999999999997,0.8899999999999997,0.3700000000000001,1.6499999999999997,0.24,1.8749999999999996,1.6053684245846471,2.3460000000000005,4.688832054560954,1.8549225710351025,99.77000000000001,390.0
362,G9201ECB030    ,2023,50,23.0,198.0,202.0,佐藤工業（株）,44.5,1.06,5.02,5.16,5.75,5.95,0.78,0.8264373820925845,2.0,佐藤工業（株）,1.0,2.0,5.82,8,219,222.125,3.96,0.14000000000000054,0.5899999999999999,0.20000000000000015,0.9300000000000006,0.05,1.192307692307693,1.1253121169872422,15.174500000000002,1.5157006820653067,0.5800829770867224,99.77000000000001,390.0
363,G9201ECE010    ,2023,50,55.0,223.0,226.0,佐藤工業（株）,48.875,1.06,5.02,5.16,6.36,6.6850000000000005,0.86,0.8994137209015889,2.0,佐藤工業（株）,1.0,2.0,5.82,8,246,245.125,3.96,0.14000000000000054,1.2000000000000002,0.3250000000000002,1.665000000000001,0.05,1.9360465116279084,1.851205914816348,16.666375,3.3000577510106432,1.2629850652016041,99.77000000000001,390.0
364,019128GA010    ,2023,51,24.0,89.0,76.0,石黒ゴム工業（株）,15.94,0.11,1.96,2.23,4.95,5.48,1.07,1.140323488045007,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,73,77.84,1.85,0.27,2.72,0.5300000000000002,3.5200000000000005,0.29,3.2897196261682247,3.0868433711163465,3.698080000000001,6.4898541946090935,1.925378738042596,100.0,371.5
365,01912ECB010    ,2023,51,7.0,29.0,25.0,石黒ゴム工業（株）,5.3133333333333335,0.11,1.96,2.23,5.195,5.97,0.85,1.0609828283420266,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,300,26,25.94666666666667,1.85,0.27,2.9650000000000003,0.7749999999999995,4.01,0.29,4.7176470588235295,3.779514515108915,1.2326933333333336,5.678622420282957,1.6847063957872712,100.0,371.5
366,01912ECB040    ,2023,51,31.0,110.0,95.0,愛産樹脂工業（株）,19.925,0.26,4.39,4.36,5.98,6.23,0.25,0.3062587904360056,1.0,愛産樹脂工業（株）,1.0,1.0,2.12,40,95,97.3,4.13,-0.029999999999999364,1.62,0.25,1.8400000000000007,0.0,7.360000000000002,6.007990815154996,6.2166000000000015,4.986648650387672,1.1423159903971758,100.0,371.5
367,1040043104R    ,2023,51,1.0,6.0,4.0,（株）ギフ加藤製作所,1.493,0.195,3.0,3.235,5.05,6.675,0.75,2.7486675549633577,3.0,（株）ギフ加藤製作所,1.0,2.0,3.8,1000,6,7.484,2.805,0.2349999999999999,1.815,1.625,3.675,0.12,4.9,1.3370114524631884,0.35832,2.790801518196026,0.8478384359076536,100.0,371.5
368,1040052001Z    ,2023,51,1.0,11.0,5.0,（株）青山製作所,2.0475,0.305,1.24,1.525,4.88,6.375,1.07,2.5480145338095825,3.0,（株）青山製作所,1.0,6.0,5.76,200,8,10.145,0.935,0.2849999999999999,3.355,1.495,5.135,0.08,4.799065420560747,2.01529462719452,0.230685,4.334915577519128,1.4829974344144383,100.0,371.5
369,1040183011P    ,2023,51,1.0,7.0,0.0,（株）青山製作所,2.064,0.315,1.25,1.59,1.82,3.41,1.04,1.5237227301310887,1.0,（株）青山製作所,1.0,6.0,5.76,500,10,10.278,0.935,0.3400000000000001,0.22999999999999976,1.5900000000000003,2.16,0.08,2.0769230769230766,1.4175807430622047,0.232544,4.300261455896519,1.4711420770172297,100.0,371.5
370,2030052002N    ,2023,51,4.0,12.0,11.0,（株）杉浦製作所,2.49,0.4,0.91,1.11,3.33,4.07,0.54,1.7392005329780147,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,11,12.473333333333334,0.51,0.20000000000000007,2.22,0.7400000000000002,3.16,0.12,5.851851851851853,1.8169267661096935,0.25647000000000003,15.596366046711116,2.4600699889911866,100.0,371.5
371,3040052001B    ,2023,51,4.0,31.0,31.0,（株）青山製作所,6.772,0.31,1.22,1.59,2.64,3.99,1.02,1.4601473026306138,3.0,（株）青山製作所,1.0,6.0,5.76,500,31,33.994,0.91,0.3700000000000001,1.05,1.35,2.7700000000000005,0.08,2.7156862745098045,1.8970688744961173,0.7629786666666667,5.242610540443245,1.7935246585726892,100.0,371.5
372,33490ECB010    ,2023,51,48.0,453.0,384.0,マレリ（株）,86.0,0.32,4.09,4.39,4.81,5.06,0.82,0.8548280365694384,3.0,マレリ（株）,1.0,2.0,3.92,4,451,428.25,3.77,0.2999999999999998,0.4199999999999999,0.25,0.9699999999999998,0.23,1.1829268292682924,1.134731148843415,21.156,2.2688598979013044,0.7011803202056796,100.0,371.5
373,33490ECE010    ,2023,51,104.0,543.0,458.0,マレリ（株）,100.5,0.32,4.09,4.39,5.44,5.63,0.81,0.8395602906761918,3.0,マレリ（株）,1.0,2.0,3.92,4,538,507.25,3.77,0.2999999999999998,1.0500000000000007,0.1899999999999995,1.54,0.23,1.9012345679012344,1.8342935190034608,24.723000000000003,4.206609230271408,1.3000325008125202,100.0,371.5
374,34989ECB020    ,2023,51,6.0,7.0,8.0,（株）槌屋,1.594,0.27,4.49,4.8,5.99,9.35,0.81,1.5132348804500704,1.0,（株）槌屋,1.0,1.0,2.33,500,9,7.784000000000002,4.2200000000000015,0.3099999999999996,1.1900000000000004,3.3599999999999994,4.8599999999999985,0.0,5.999999999999999,3.211662685540612,0.530802,11.303649948568394,2.7217031329524772,100.0,371.5
375,35141ECB010    ,2023,51,11.0,94.0,95.0,（株）アイシン福井,21.5,0.26,1.06,1.15,1.94,2.2,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,103,107.0625,0.8,0.08999999999999986,0.79,0.26000000000000023,1.14,,1.838709677419355,1.5013588358732672,1.8525833333333332,5.937654626422563,2.877007911771757,100.0,371.5
