,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,設計値MIN,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数
78,9031150A014    ,2023,48,5.0,15.0,13.0,ＮＯＫ（株）,8.904761904761905,0.235,1.885,2.1,3.6,4.915,0.54,0.6519253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,10,8.904761904761905,1.65,0.21499999999999966,1.5,1.3150000000000004,3.03,0.03,5.6111111111111125,4.647771169293028,2.0124761904761903,2.484501443377029,0.7235790286123821,94.61500000000001,369.5
79,9031150A015    ,2023,48,3.0,14.0,10.0,ＮＯＫ（株）,8.904761904761905,0.235,1.885,2.1,2.5,4.67,0.53,0.6419253830779481,1.0,ＮＯＫ（株）,1.0,2.0,3.52,84,10,8.904761904761905,1.65,0.21499999999999966,0.4000000000000004,2.17,2.785,0.03,5.254716981132075,4.33851047709983,2.0124761904761903,1.4907008660262175,0.4341474171674293,94.61500000000001,369.5
80,9034108A006    ,2023,48,2.0,4.0,4.0,（株）杉浦製作所,3.329,0.4,0.92,1.41,1.63,2.855,0.53,1.4264455932228717,3.0,（株）杉浦製作所,1.0,2.0,1.06,1000,2,3.329,0.52,0.4899999999999999,0.22,1.225,1.935,0.12,3.650943396226415,1.3565186146554071,0.342887,5.832825391455494,0.9200321827257518,94.61500000000001,369.5
81,9034118090     ,2023,48,6.0,3.0,4.0,（株）杉浦製作所,2.493333333333333,0.4,0.92,1.41,1.65,1.74,0.58,1.7792005329780145,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,1,2.493333333333333,0.52,0.4899999999999999,0.24,0.09000000000000008,0.82,0.12,1.4137931034482758,0.460881156902246,0.2568133333333333,23.363272934946266,3.6851716880543113,94.61500000000001,369.5
82,9034118A024    ,2023,48,8.0,4.0,3.0,（株）青山製作所,2.055,0.3,1.185,1.415,5.46,5.55,1.06,2.5380145338095828,3.0,（株）青山製作所,1.0,6.0,5.76,200,2,2.055,0.885,0.23,4.045,0.08999999999999986,4.365,0.08,4.117924528301887,1.7198483073491686,0.23153,34.55275774197728,11.82068028015012,94.61500000000001,369.5
83,9036324A003    ,2023,48,5.0,21.0,22.0,日本精工（株）,15.318181818181818,0.11,1.24,1.5,1.88,2.27,0.74,0.8038514003773037,1.0,日本精工（株）,1.0,8.0,9.0,22,17,15.318181818181818,1.13,0.26,0.3799999999999999,0.3900000000000001,1.03,0.09,1.391891891891892,1.2813313499442172,1.9147727272727275,2.611275964391691,1.0880316518298714,94.61500000000001,369.5
84,9036324A004    ,2023,48,14.0,34.0,38.0,日本精工（株）,24.93333333333333,0.135,1.24,1.51,2.21,3.215,0.74,0.7799733510992671,1.0,日本精工（株）,1.0,8.0,9.0,30,28,24.93333333333333,1.105,0.27,0.7,1.005,1.975,0.09,2.668918918918919,2.5321377931906315,3.1166666666666667,4.4919786096256695,1.871657754010696,94.61500000000001,369.5
85,9036324A005    ,2023,48,15.0,26.0,28.0,日本精工（株）,18.681818181818183,0.16,1.24,1.5,4.22,4.44,0.69,0.7441938662396846,1.0,日本精工（株）,1.0,8.0,9.0,22,21,18.681818181818183,1.08,0.26,2.72,0.22000000000000064,3.2,0.09,4.637681159420291,4.299954817108594,2.335227272727273,6.423357664233576,2.6763990267639897,94.61500000000001,369.5
86,9036340A010    ,2023,48,11.0,25.0,27.0,日本精工（株）,18.7,0.11,1.24,1.5,2.27,4.36,0.74,0.8998934043970686,3.0,日本精工（株）,1.0,8.0,9.0,80,19,18.7,1.13,0.26,0.77,2.0900000000000003,3.12,0.09,4.216216216216217,3.4670773057731323,2.3375,4.705882352941177,1.9607843137254903,94.61500000000001,369.5
87,9036628A005    ,2023,48,5.0,6.0,8.0,（株）ジェイテクト,5.616666666666666,0.1,2.02,2.275,5.225,5.52,0.62,0.794140182847192,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,6,5.616666666666666,1.92,0.2549999999999999,2.95,0.29499999999999993,3.5,0.0,5.64516129032258,4.40728233578563,1.6288333333333331,3.069681776322521,0.6643341157712919,94.61500000000001,369.5
88,9036628A006    ,2023,48,3.0,5.0,6.0,（株）ジェイテクト,4.2125,0.1,2.02,2.29,5.07,5.72,0.62,0.8521869104629226,1.0,（株）ジェイテクト,1.0,1.0,1.9,80,5,4.2125,1.92,0.27,2.78,0.6499999999999995,3.7,0.0,5.96774193548387,4.341770513689416,1.2216250000000002,2.4557454210580167,0.5314672926170334,94.61500000000001,369.5
89,9036628A007    ,2023,48,8.0,6.0,8.0,（株）ジェイテクト,5.708333333333332,0.1,2.02,2.28,5.995,6.3,0.57,0.7473617440571498,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,6,5.708333333333332,1.92,0.2599999999999998,3.715,0.3049999999999997,4.2799999999999985,0.0,7.508771929824562,5.7268117267622864,1.6554166666666663,4.8326201862572375,1.0458655626974618,94.61500000000001,369.5
90,9036628A008    ,2023,48,6.0,5.0,6.0,（株）ジェイテクト,4.11,0.1,2.02,2.28,5.01,5.67,0.58,0.8263357556349303,1.0,（株）ジェイテクト,1.0,1.0,1.9,100,5,4.11,1.92,0.2599999999999998,2.73,0.6600000000000001,3.65,0.0,6.293103448275862,4.417090722639075,1.1919000000000002,5.03397936068462,1.0894432944765224,94.61500000000001,369.5
91,9036630A017    ,2023,48,10.0,11.0,15.0,（株）ジェイテクト,10.388888888888893,0.1,2.02,2.27,5.31,5.69,0.6,0.6959360426382412,1.0,（株）ジェイテクト,1.0,1.0,1.9,72,11,10.388888888888893,1.92,0.25,3.04,0.3800000000000008,3.67,0.0,6.116666666666667,5.273473099751102,3.0127777777777784,3.3191960169647787,0.7183334663580492,94.61500000000001,369.5
92,9036630A018    ,2023,48,12.0,21.0,27.0,（株）ジェイテクト,19.684210526315788,0.1,2.02,2.28,5.0,5.12,0.34,0.4918987341772152,3.0,（株）ジェイテクト,1.0,1.0,1.9,38,21,19.684210526315788,1.92,0.2599999999999998,2.72,0.1200000000000001,3.1,0.0,9.117647058823527,6.302110138960371,5.7084210526315795,2.1021574774110268,0.4549445286934313,94.61500000000001,369.5
93,9036652A003    ,2023,48,9.0,8.0,11.0,（株）ジェイテクト,6.85,0.1,2.02,2.28,5.865,6.12,0.57,0.7178014533809582,1.0,（株）ジェイテクト,1.0,1.0,1.9,60,8,6.85,1.92,0.2599999999999998,3.5850000000000004,0.2549999999999999,4.1,0.0,7.192982456140351,5.711885899211199,1.9865,4.530581424616159,0.9804989650288704,94.61500000000001,369.5
94,9036652A004    ,2023,48,9.0,7.0,9.0,（株）ジェイテクト,6.523809523809524,0.1,2.02,2.28,5.81,6.02,0.57,0.7251915260500061,1.0,（株）ジェイテクト,1.0,1.0,1.9,63,7,6.523809523809524,1.92,0.2599999999999998,3.53,0.21,4.0,0.0,7.0175438596491215,5.515784253281769,1.8919047619047615,4.757110495846966,1.0295239132803138,94.61500000000001,369.5
95,9036658A001    ,2023,48,4.0,9.0,9.0,（株）ジェイテクト,7.488888888888887,0.1,2.02,2.27,2.85,5.15,0.57,0.7006051371353941,1.0,（株）ジェイテクト,1.0,1.0,1.9,45,9,7.488888888888887,1.92,0.25,0.5800000000000001,2.3000000000000003,3.1300000000000003,0.0,5.491228070175438,4.46756644234414,2.1717777777777783,1.841809065793513,0.3986004694627752,94.61500000000001,369.5
96,9036658A002    ,2023,48,7.0,9.0,13.0,（株）ジェイテクト,9.361111111111107,0.1,2.02,2.28,5.17,5.35,0.59,0.6944841097083152,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,9,9.361111111111107,1.92,0.2599999999999998,2.89,0.17999999999999972,3.33,0.0,5.6440677966101696,4.794926123505701,2.7147222222222216,2.5785326921109184,0.5580406572478853,94.61500000000001,369.5
97,9036659A009    ,2023,48,15.0,21.0,30.0,（株）ジェイテクト,20.777777777777786,0.1,2.02,2.3,5.07,5.15,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,21,20.777777777777786,1.92,0.2799999999999998,2.7700000000000005,0.08000000000000007,3.1300000000000003,0.0,5.305084745762713,4.906202028007812,6.025555555555558,2.4893970127235843,0.5387500997685369,94.61500000000001,369.5
98,9036659A010    ,2023,48,14.0,21.0,31.0,（株）ジェイテクト,20.777777777777786,0.1,2.02,2.3,5.13,5.27,0.59,0.6379680213191206,1.0,（株）ジェイテクト,1.0,1.0,1.9,36,21,20.777777777777786,1.92,0.2799999999999998,2.83,0.13999999999999968,3.25,0.0,5.508474576271187,5.094299230359548,6.025555555555558,2.323437211875345,0.5028334264506344,94.61500000000001,369.5
99,9050827A011    ,2023,48,2.0,1.0,2.0,（株）東郷製作所,1.685,0.12,1.45,1.76,1.83,4.3,0.82,1.4004672761573067,1.0,（株）東郷製作所,1.0,8.0,11.12,200,1,1.685,1.33,0.31000000000000005,0.07000000000000006,2.47,2.85,0.08,3.475609756097561,2.0350350547425964,0.2552775,7.834611354310505,3.635355651387569,94.61500000000001,369.5
100,9056439A005    ,2023,48,14.0,6.0,4.0,（株）ムロコーポレーション,2.58,0.1,0.86,1.15,5.35,5.71,0.93,2.1078563015312133,3.0,（株）ムロコーポレーション,1.0,1.0,0.73,100,3,2.58,0.76,0.2899999999999999,4.199999999999998,0.3600000000000003,4.85,0.0,5.215053763440858,2.300915862469755,0.44633999999999996,31.36622305865484,4.436922803881672,94.61500000000001,369.5
101,9093003179     ,2023,48,2.0,1.0,2.0,（株）青山製作所,1.496,0.31,1.16,1.26,1.99,5.23,1.0,1.7032348804500703,1.0,（株）青山製作所,1.0,6.0,5.76,500,1,1.496,0.8499999999999999,0.10000000000000007,0.73,3.24,4.07,0.08,4.07,2.3895706028075967,0.16854933333333333,11.865962092206436,4.059408084175886,94.61500000000001,369.5
102,9094906A012    ,2023,48,4.0,8.0,8.0,中庸スプリング（株）,5.162000000000001,0.15,1.37,1.62,4.09,5.64,0.63,1.2078008898133703,3.0,中庸スプリング（株）,1.0,2.0,2.34,500,5,5.162000000000001,1.2200000000000002,0.25,2.47,1.5499999999999998,4.27,0.1,6.777777777777778,3.5353509307811497,0.8620540000000002,4.640080551798378,1.0807440057884647,94.61500000000001,369.5
103,9155180614     ,2023,48,5.0,3.0,3.0,（株）青山製作所,2.444,0.29,1.16,1.27,8.51,11.26,1.08,2.2991487632413103,3.0,（株）青山製作所,1.0,6.0,5.76,1500,3,2.444,0.8699999999999999,0.1100000000000001,7.24,2.75,10.1,0.08,9.351851851851851,4.39293018419615,0.2753573333333333,18.158223496256984,6.2120238276668625,94.61500000000001,369.5
104,9155180640     ,2023,48,3.0,3.0,3.0,（株）青山製作所,1.496,0.25,1.1549999999999998,1.255,5.1850000000000005,6.055,1.08,3.0786675549633578,3.0,（株）青山製作所,1.0,6.0,5.76,1000,2,1.496,0.9049999999999998,0.10000000000000007,3.9300000000000006,0.8699999999999992,4.9,0.08,4.537037037037037,1.5915976351848486,0.16854933333333333,17.798943138309653,6.089112126263831,94.61500000000001,369.5
105,9161140614     ,2023,48,8.0,8.0,7.0,（株）青山製作所,4.7872,0.31,1.21,1.46,4.58,4.87,1.06,1.6845836109260492,3.0,（株）青山製作所,1.0,6.0,5.76,2500,6,4.7872,0.8999999999999999,0.25,3.12,0.29000000000000004,3.66,0.08,3.452830188679245,2.172643718163698,0.5393578666666666,14.832452615258045,5.0742601052198575,94.61500000000001,369.5
106,9167180618     ,2023,48,5.0,3.0,3.0,（株）青山製作所,2.244,0.25,1.1549999999999998,1.26,4.67,5.4,1.07,2.4024450366422387,3.0,（株）青山製作所,1.0,6.0,5.76,1000,2,2.244,0.9049999999999998,0.1050000000000002,3.41,0.7300000000000004,4.245000000000001,0.08,3.9672897196261694,1.7669498928196072,0.25282400000000005,19.77660348701073,6.765680140293143,94.61500000000001,369.5
107,G1144ECB010    ,2023,48,43.0,95.0,77.0,住友電気工業（株）,56.16666666666666,1.09,2.37,2.98,5.41,5.53,0.63,0.6648280365694385,2.0,住友電気工業（株）,1.0,1.0,2.28,6,55,56.16666666666666,1.28,0.6099999999999999,2.43,0.1200000000000001,3.16,0.0,5.015873015873017,4.753108813379519,18.422666666666665,2.3340812043135277,0.5555723040746277,94.61500000000001,369.5
108,G1144ECE010    ,2023,48,57.0,53.0,78.0,矢崎総業（株）,51.375,0.14,1.98,2.18,5.58,5.75,0.58,0.6194137209015889,2.0,矢崎総業（株）,1.0,1.0,1.79,8,53,51.375,1.84,0.20000000000000015,3.4,0.16999999999999993,3.77,0.0,6.500000000000001,6.086400531316241,14.333625,3.976663265573084,0.8348299857749365,94.61500000000001,369.5
109,G1163ECB010    ,2023,48,7.0,10.0,7.0,（株）青山製作所,4.7625,0.31,1.21,1.46,2.805,4.17,1.04,1.2303402331667856,1.0,（株）青山製作所,1.0,6.0,5.76,80,6,4.7625,0.8999999999999999,0.25,1.3450000000000002,1.3649999999999998,2.96,0.08,2.8461538461538463,2.405838580423583,0.5365749999999999,13.045706564785911,4.463004877426759,94.61500000000001,369.5
110,G1163ECE010    ,2023,48,17.0,27.0,28.0,（株）青山製作所,18.63,0.31,1.21,1.455,3.945,4.380000000000001,1.03,1.0846089995631278,1.0,（株）青山製作所,1.0,6.0,5.76,100,20,18.63,0.8999999999999999,0.2450000000000001,2.49,0.43500000000000094,3.1700000000000013,0.08,3.077669902912622,2.9227122412563906,2.09898,8.099171978770642,2.770769361158377,94.61500000000001,369.5
111,G117362010     ,2023,48,72.0,82.0,60.0,多摩川精機販売（株）,41.55555555555557,0.09,3.09,3.59,7.1,7.225,0.89,0.9139840106595604,1.0,多摩川精機販売（株）,1.0,1.0,3.05,18,40,41.55555555555557,3.0,0.5,3.51,0.125,4.135,0.0,4.646067415730337,4.524149166478361,16.830000000000005,4.278074866310159,1.190804344230663,94.61500000000001,369.5
112,G1174ECB010    ,2023,48,9.0,10.0,9.0,住友電装（株）,6.74,1.1,2.37,2.87,5.45,5.85,0.89,1.0351168190393267,1.0,住友電装（株）,1.0,1.0,2.28,50,7,6.74,1.27,0.5,2.58,0.39999999999999947,3.4799999999999995,0.0,3.910112359550561,3.3619393830637634,2.2107200000000002,4.07107186798871,0.9690214605952806,94.61500000000001,369.5
113,G1174ECE010    ,2023,48,18.0,15.0,12.0,住友電装（株）,8.22,1.1,2.37,2.87,6.76,6.87,0.91,1.0331678778174649,1.0,住友電装（株）,1.0,1.0,2.28,50,9,8.22,1.27,0.5,3.89,0.11000000000000032,4.5,0.0,4.945054945054945,4.355536110458747,2.6961600000000003,6.676161652127469,1.5891008867182947,94.61500000000001,369.5
114,G1250ECB010    ,2023,48,4.0,4.0,3.0,（株）バルカー,2.1166666666666667,0.37,3.23,3.43,8.37,9.09,0.87,1.2982655246252677,1.0,（株）バルカー,1.0,2.0,6.2,60,1,2.1166666666666667,2.86,0.20000000000000015,4.94,0.7200000000000006,5.8599999999999985,0.24,6.735632183908045,4.513714559039403,0.762,5.2493438320209975,2.0766634939863287,94.61500000000001,369.5
115,G1250ECC010    ,2023,48,6.0,2.0,4.0,（株）バルカー,3.5,0.37,3.23,3.43,3.79,4.1,0.87,1.163470286133529,1.0,（株）バルカー,1.0,2.0,6.2,60,1,3.5,2.86,0.20000000000000015,0.3599999999999999,0.3099999999999996,0.8699999999999997,0.24,0.9999999999999996,0.7477629728656014,1.26,4.761904761904762,1.8838304552590268,94.61500000000001,369.5
116,G1250ECE010    ,2023,48,11.0,8.0,10.0,（株）バルカー,6.85,0.37,3.23,3.43,6.33,6.59,0.88,1.0278014533809583,1.0,（株）バルカー,1.0,2.0,6.2,60,3,6.85,2.86,0.20000000000000015,2.9,0.2599999999999998,3.36,0.24,3.8181818181818183,3.2691138827905553,2.4659999999999997,4.4606650446066505,1.7646586989652682,94.61500000000001,369.5
117,G9201ECB030    ,2023,48,27.0,42.0,61.0,佐藤工業（株）,42.125,1.06,3.03,3.16,3.99,6.23,0.78,0.8264373820925845,2.0,佐藤工業（株）,1.0,2.0,5.82,8,21,42.125,1.97,0.13000000000000034,0.8300000000000001,2.24,3.2000000000000006,0.05,4.102564102564103,3.8720416928593258,14.364625000000002,1.8796174630385405,0.7193597698048735,94.61500000000001,369.5
118,G9201ECE010    ,2023,48,59.0,81.0,75.0,佐藤工業（株）,51.375,1.06,3.03,3.16,6.35,6.47,0.86,0.8994137209015889,2.0,佐藤工業（株）,1.0,2.0,5.82,8,25,51.375,1.97,0.13000000000000034,3.1899999999999995,0.1200000000000001,3.44,0.05,4.0,3.824713721902842,17.518875,3.3677961627102198,1.2889096425187259,94.61500000000001,369.5
119,019128GA010    ,2023,49,22.0,88.0,84.0,石黒ゴム工業（株）,15.92,0.11,1.95,2.24,4.26,5.17,1.07,1.140323488045007,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,50,77,77.64,1.84,0.29000000000000026,2.02,0.91,3.22,0.29,3.009345794392523,2.8237601292598398,3.6934400000000007,5.956506671287472,1.7671477592566414,98.91499999999999,386.0
120,01912ECB010    ,2023,49,7.0,29.0,30.0,石黒ゴム工業（株）,5.306666666666667,0.11,1.95,2.24,4.9350000000000005,5.51,0.85,1.0609828283420266,1.0,石黒ゴム工業（株）,1.0,2.0,3.64,300,26,25.88,1.84,0.29000000000000026,2.6950000000000003,0.5749999999999993,3.56,0.29,4.188235294117646,3.355379469772503,1.2311466666666668,5.685756368047131,1.6868228611086118,98.91499999999999,386.0
121,01912ECB040    ,2023,49,30.0,120.0,103.0,愛産樹脂工業（株）,19.9,0.26,2.41,2.4,5.635,6.12,0.25,0.3062587904360056,1.0,愛産樹脂工業（株）,1.0,1.0,2.12,40,52,77.125,2.1500000000000004,-0.010000000000000231,3.235,0.4850000000000003,3.71,0.0,14.84,12.113938002296212,6.2088,4.831851565519908,1.10685586522923,98.91499999999999,386.0
122,1040043104R    ,2023,49,1.0,5.0,2.0,（株）ギフ加藤製作所,1.493,0.14,2.03,2.495,3.49,5.82,0.75,2.7486675549633577,3.0,（株）ギフ加藤製作所,1.0,2.0,3.8,1000,4,4.478,1.89,0.4650000000000003,0.995,2.33,3.790000000000001,0.12,5.053333333333334,1.3788499060776829,0.35832,2.790801518196026,0.8478384359076536,98.91499999999999,386.0
123,1040052001Z    ,2023,49,3.0,10.0,10.0,（株）青山製作所,2.11,0.31,1.21,1.43,5.24,7.0,1.07,2.5480145338095825,3.0,（株）青山製作所,1.0,6.0,5.76,200,9,8.395,0.8999999999999999,0.22,3.810000000000001,1.7599999999999998,5.79,0.08,5.411214953271028,2.2723575251131973,0.23772666666666664,12.619535040242296,4.3172093558723645,98.91499999999999,386.0
124,1040183011P    ,2023,49,1.0,9.0,2.0,（株）青山製作所,1.95,0.29,1.215,1.485,1.755,2.75,1.04,1.5237227301310887,1.0,（株）青山製作所,1.0,6.0,5.76,500,8,7.8359999999999985,0.9249999999999998,0.27,0.27,0.995,1.535,0.08,1.4759615384615383,1.0074011299076318,0.2197,4.551661356395084,1.5571473061351604,98.91499999999999,386.0
125,2030052002N    ,2023,49,3.0,12.0,12.0,（株）杉浦製作所,2.486666666666667,0.13,0.68,0.92,2.705,4.02,0.54,1.7392005329780147,3.0,（株）杉浦製作所,1.0,2.0,1.06,300,10,12.44,0.55,0.24,1.785,1.3149999999999995,3.3399999999999994,0.12,6.1851851851851825,1.92042259455898,0.2561266666666667,11.712954527707643,1.8475257524561828,98.91499999999999,386.0
126,3040052001B    ,2023,49,3.0,32.0,33.0,（株）青山製作所,6.81,0.32,1.25,1.535,1.935,4.0600000000000005,1.02,1.4601473026306138,3.0,（株）青山製作所,1.0,6.0,5.76,500,30,34.048,0.93,0.2850000000000001,0.3999999999999999,2.1250000000000004,2.8100000000000005,0.08,2.7549019607843137,1.924463370878733,0.7672599999999999,3.910017464744677,1.3376375537284415,98.91499999999999,386.0
127,33490ECB010    ,2023,49,33.0,430.0,407.0,マレリ（株）,81.5,0.31,4.11,4.37,4.51,4.78,0.82,0.8548280365694384,3.0,マレリ（株）,1.0,2.0,3.92,4,431,409.0,3.8,0.2599999999999998,0.13999999999999968,0.2700000000000005,0.6699999999999999,0.23,0.8170731707317073,0.7837833708506065,20.049000000000003,1.6459673799191976,0.5086783611308073,98.91499999999999,386.0
128,33490ECE010    ,2023,49,65.0,548.0,535.0,マレリ（株）,105.0,0.31,4.11,4.39,4.98,5.17,0.81,0.8395602906761918,3.0,マレリ（株）,1.0,2.0,3.92,4,547,524.0,3.8,0.27999999999999936,0.5900000000000007,0.1899999999999995,1.0599999999999996,0.23,1.3086419753086411,1.262565668924459,25.83,2.5164537359659307,0.7776980138789185,98.91499999999999,386.0
129,34989ECB020    ,2023,49,7.0,8.0,9.0,（株）槌屋,1.594,0.27,2.5,2.91,8.67,9.99,0.81,1.5132348804500704,1.0,（株）槌屋,1.0,1.0,2.33,500,5,4.678,2.23,0.41000000000000014,5.76,1.3200000000000005,7.49,0.0,9.246913580246913,4.949661217016293,0.530802,13.187591606663124,3.1753203217778894,98.91499999999999,386.0
130,35141ECB010    ,2023,49,16.0,107.0,101.0,（株）アイシン福井,20.375,0.27,1.035,1.25,2.18,2.405,0.62,0.7593121462777536,3.0,（株）アイシン福井,1.0,24.0,19.68,16,92,102.25,0.7650000000000001,0.21499999999999986,0.9300000000000002,0.2250000000000001,1.37,,2.2096774193548385,1.8042645659178735,1.7556458333333336,9.113455399840987,4.4157979772425415,98.91499999999999,386.0
131,35141ECE010    ,2023,49,29.0,104.0,106.0,（株）アイシン福井,21.0,0.27,1.04,1.18,3.305,4.16,0.63,0.7778014533809583,3.0,（株）アイシン福井,1.0,24.0,19.68,20,94,104.8,0.77,0.1399999999999999,2.125,0.8550000000000004,3.12,,4.9523809523809526,4.011306467014095,1.8095,16.026526664824537,7.765430445842817,98.91499999999999,386.0
132,35145ECB010    ,2023,49,7.0,15.0,16.0,三共鋼業（株）,3.25,0.11,1.87,1.96,6.199999999999998,6.5950000000000015,0.62,1.49070091423596,3.0,三共鋼業（株）,1.0,1.0,1.74,100,12,13.06,1.76,0.08999999999999986,4.239999999999998,0.39500000000000135,4.7250000000000005,0.0,7.620967741935486,3.1696498974925094,0.8905000000000002,7.860752386299829,1.6267720195212645,98.91499999999999,386.0
133,35145ECE010    ,2023,49,7.0,19.0,20.0,三共鋼業（株）,4.2,0.11,1.87,1.96,4.38,5.1850000000000005,0.65,0.8963357556349304,1.0,三共鋼業（株）,1.0,1.0,1.74,100,14,16.79,1.76,0.08999999999999986,2.42,0.8050000000000006,3.3150000000000004,0.0,5.1000000000000005,3.698390897785596,1.1508,6.082725060827251,1.2588116817724069,98.91499999999999,386.0
134,35145ECE020    ,2023,49,4.0,19.0,20.0,（株）浅賀井製作所,4.22,0.58,1.83,2.01,4.07,4.61,0.65,0.8963357556349304,1.0,（株）浅賀井製作所,1.0,4.0,6.88,100,15,16.79,1.25,0.17999999999999972,2.0600000000000005,0.54,2.78,0.13,4.276923076923077,3.1015163486708763,0.83134,4.811509129838574,1.907177663135209,98.91499999999999,386.0
135,35165ECE010    ,2023,49,3.0,10.0,11.0,（株）松尾製作所,2.1,0.09,1.31,1.65,4.94,6.43,0.63,1.1226715112698609,1.0,（株）松尾製作所,1.0,1.0,1.21,200,7,8.395,1.22,0.33999999999999986,3.2900000000000005,1.489999999999999,5.119999999999999,0.0,8.126984126984128,4.560550391279401,0.4641,6.464124111182934,1.1239743733842866,98.91499999999999,386.0
136,35174ECB010    ,2023,49,11.0,86.0,82.0,（株）浅賀井製作所,16.3,0.58,1.81,2.0,3.03,3.56,0.91,0.9680467276157309,1.0,（株）浅賀井製作所,1.0,4.0,6.88,20,71,81.80000000000003,1.23,0.18999999999999995,1.0299999999999998,0.5300000000000002,1.75,0.13,1.9230769230769231,1.80776397468973,3.2111000000000005,3.4256173896795485,1.3578402932935032,98.91499999999999,386.0
137,35174ECE010    ,2023,49,14.0,53.0,54.0,（株）浅賀井製作所,10.5,0.58,1.81,1.98,4.24,4.58,0.87,0.9685343022539722,1.0,（株）浅賀井製作所,1.0,4.0,6.88,40,43,52.4,1.23,0.16999999999999993,2.26,0.33999999999999986,2.77,0.13,3.183908045977012,2.85999163225676,2.0685,6.7681895093062625,2.682763246143528,98.91499999999999,386.0
138,35174ECE020    ,2023,49,7.0,24.0,23.0,（株）浅賀井製作所,4.688888888888889,0.58,1.81,1.99,4.67,5.02,0.63,1.295106540214312,3.0,（株）浅賀井製作所,1.0,4.0,6.88,90,19,23.288888888888888,1.23,0.17999999999999994,2.68,0.34999999999999964,3.2099999999999995,0.13,5.095238095238094,2.478560566506609,0.9237111111111111,7.578126879495753,3.003804819437955,98.91499999999999,386.0
139,35195ECE010    ,2023,49,6.0,9.0,11.0,三共鋼業（株）,2.1,0.11,1.87,1.96,5.92,7.02,0.66,2.1380145338095824,3.0,三共鋼業（株）,1.0,1.0,1.74,400,7,8.395,1.76,0.08999999999999986,3.96,1.0999999999999996,5.15,0.0,7.803030303030303,2.408776890222334,0.5754,10.427528675703856,2.157962883038412,98.91499999999999,386.0
140,35195TFG010    ,2023,49,4.0,9.0,10.0,三共鋼業（株）,2.1,0.11,1.87,1.96,5.52,5.97,0.62,1.1126715112698609,1.0,三共鋼業（株）,1.0,1.0,1.74,400,7,8.395,1.76,0.08999999999999986,3.56,0.4500000000000002,4.1,0.0,6.612903225806451,3.684825178386013,0.5754,6.9516857838025725,1.4386419220256077,98.91499999999999,386.0
141,35198ECE010    ,2023,49,5.0,10.0,10.0,サトープレス工業（株）,2.085,0.12,1.95,3.09,7.53,7.7,0.58,1.0726715112698608,1.0,サトープレス工業（株）,1.0,1.0,1.78,200,7,8.38,1.83,1.14,4.44,0.16999999999999993,5.75,0.0,9.913793103448276,5.360448133085009,0.5796300000000001,8.626192571122958,1.8057842882320647,98.91499999999999,386.0
142,35300ECB010    ,2023,49,94.0,321.0,312.0,アイシン精機（株）,62.16666666666666,0.21,1.18,1.475,4.65,4.97,0.91,0.9579680213191206,3.0,アイシン精機（株）,1.0,4.0,8.04,12,254,248.75,0.97,0.2950000000000001,3.1750000000000003,0.3199999999999994,3.79,0.14,4.164835164835165,3.956290727514239,14.049666666666665,6.690550190989112,2.8746470402348647,98.91499999999999,386.0
143,35312ECB010    ,2023,49,7.0,27.0,27.0,（株）旭工業所,5.158730158730159,0.675,2.03,2.25,4.77,5.15,0.59,0.7728471919895515,1.0,（株）旭工業所,1.0,1.0,1.9,63,22,20.73015873015873,1.3549999999999998,0.2200000000000002,2.52,0.3800000000000008,3.120000000000001,0.0,5.28813559322034,4.0370205550830045,1.496031746031746,4.679045092838196,1.012629161882893,98.91499999999999,386.0
144,35409ECB010    ,2023,49,3.0,12.0,5.0,サンコール（株）,1.625,0.12,3.39,3.66,5.86,6.255,0.7,1.2804672761573066,1.0,サンコール（株）,1.0,1.0,2.26,200,8,6.53,3.27,0.2700000000000005,2.2,0.3949999999999996,2.865,0.0,4.092857142857143,2.2374644423541152,0.5297499999999999,5.6630486078338835,1.3416815742397141,98.91499999999999,386.0
