,仕入先名,品番,検収日,納入便,かんばん数
519,サトープレス工業（株）,9033904A002    ,22,1,1
520,サトープレス工業（株）,9033904A002    ,25,1,1
521,サトープレス工業（株）,9033904A002    ,27,1,1
522,サトープレス工業（株）,9033904A002    ,28,1,1
523,サトープレス工業（株）,9033904A003    ,12,1,1
524,サトープレス工業（株）,9033904A003    ,13,1,1
525,サトープレス工業（株）,9033904A003    ,18,1,1
526,サトープレス工業（株）,9033904A003    ,20,1,1
527,サトープレス工業（株）,9033904A003    ,26,1,1
528,サトープレス工業（株）,9033904A003    ,28,1,1
529,サンコール（株）,35409ECB010    ,1,1,1
530,サンコール（株）,35409ECB010    ,5,1,2
531,サンコール（株）,35409ECB010    ,6,1,2
532,サンコール（株）,35409ECB010    ,7,1,2
533,サンコール（株）,35409ECB010    ,8,1,2
534,サンコール（株）,35409ECB010    ,11,1,2
535,サンコール（株）,35409ECB010    ,12,1,1
536,サンコール（株）,35409ECB010    ,13,1,2
537,サンコール（株）,35409ECB010    ,14,1,1
538,サンコール（株）,35409ECB010    ,15,1,2
539,サンコール（株）,35409ECB010    ,18,1,2
540,サンコール（株）,35409ECB010    ,19,1,2
541,サンコール（株）,35409ECB010    ,20,1,2
542,サンコール（株）,35409ECB010    ,21,1,1
543,サンコール（株）,35409ECB010    ,22,1,3
544,サンコール（株）,35409ECB010    ,25,1,2
545,サンコール（株）,35409ECB010    ,26,1,1
546,サンコール（株）,35409ECB010    ,27,1,1
547,サンコール（株）,35409ECB010    ,28,1,2
548,ナミコー（株）,9033114006     ,12,1,1
549,ナミコー（株）,9033114006     ,21,1,1
550,マレリ（株）,33490ECB010    ,1,1,45
551,マレリ（株）,33490ECB010    ,1,2,40
552,マレリ（株）,33490ECB010    ,4,1,43
553,マレリ（株）,33490ECB010    ,4,2,41
554,マレリ（株）,33490ECB010    ,5,1,48
555,マレリ（株）,33490ECB010    ,5,2,37
556,マレリ（株）,33490ECB010    ,6,1,47
557,マレリ（株）,33490ECB010    ,6,2,41
558,マレリ（株）,33490ECB010    ,7,1,47
559,マレリ（株）,33490ECB010    ,7,2,39
560,マレリ（株）,33490ECB010    ,8,1,47
561,マレリ（株）,33490ECB010    ,8,2,41
562,マレリ（株）,33490ECB010    ,11,1,48
563,マレリ（株）,33490ECB010    ,11,2,42
564,マレリ（株）,33490ECB010    ,12,1,37
565,マレリ（株）,33490ECB010    ,12,2,39
566,マレリ（株）,33490ECB010    ,13,1,50
567,マレリ（株）,33490ECB010    ,13,2,37
568,マレリ（株）,33490ECB010    ,14,1,50
569,マレリ（株）,33490ECB010    ,14,2,47
570,マレリ（株）,33490ECB010    ,15,1,48
571,マレリ（株）,33490ECB010    ,15,2,40
572,マレリ（株）,33490ECB010    ,18,1,50
573,マレリ（株）,33490ECB010    ,18,2,44
574,マレリ（株）,33490ECB010    ,19,1,48
575,マレリ（株）,33490ECB010    ,19,2,45
576,マレリ（株）,33490ECB010    ,20,1,46
577,マレリ（株）,33490ECB010    ,20,2,41
578,マレリ（株）,33490ECB010    ,21,1,48
579,マレリ（株）,33490ECB010    ,21,2,40
580,マレリ（株）,33490ECB010    ,22,1,50
581,マレリ（株）,33490ECB010    ,22,2,41
582,マレリ（株）,33490ECB010    ,25,1,43
583,マレリ（株）,33490ECB010    ,25,2,40
584,マレリ（株）,33490ECB010    ,26,1,50
585,マレリ（株）,33490ECB010    ,26,2,28
586,マレリ（株）,33490ECB010    ,27,1,42
587,マレリ（株）,33490ECB010    ,27,2,13
588,マレリ（株）,33490ECB010    ,28,1,47
589,マレリ（株）,33490ECB010    ,28,2,34
590,マレリ（株）,33490ECE010    ,1,1,53
591,マレリ（株）,33490ECE010    ,1,2,53
592,マレリ（株）,33490ECE010    ,4,1,53
593,マレリ（株）,33490ECE010    ,4,2,51
594,マレリ（株）,33490ECE010    ,5,1,61
595,マレリ（株）,33490ECE010    ,5,2,59
596,マレリ（株）,33490ECE010    ,6,1,57
597,マレリ（株）,33490ECE010    ,6,2,46
598,マレリ（株）,33490ECE010    ,7,1,59
599,マレリ（株）,33490ECE010    ,7,2,52
600,マレリ（株）,33490ECE010    ,8,1,59
601,マレリ（株）,33490ECE010    ,8,2,50
602,マレリ（株）,33490ECE010    ,11,1,51
603,マレリ（株）,33490ECE010    ,11,2,51
604,マレリ（株）,33490ECE010    ,12,1,45
605,マレリ（株）,33490ECE010    ,12,2,47
606,マレリ（株）,33490ECE010    ,13,1,52
607,マレリ（株）,33490ECE010    ,13,2,48
608,マレリ（株）,33490ECE010    ,14,1,56
609,マレリ（株）,33490ECE010    ,14,2,51
610,マレリ（株）,33490ECE010    ,15,1,52
611,マレリ（株）,33490ECE010    ,15,2,47
612,マレリ（株）,33490ECE010    ,18,1,59
613,マレリ（株）,33490ECE010    ,18,2,55
614,マレリ（株）,33490ECE010    ,19,1,59
615,マレリ（株）,33490ECE010    ,19,2,57
616,マレリ（株）,33490ECE010    ,20,1,60
617,マレリ（株）,33490ECE010    ,20,2,47
618,マレリ（株）,33490ECE010    ,21,1,53
619,マレリ（株）,33490ECE010    ,21,2,46
620,マレリ（株）,33490ECE010    ,22,1,59
621,マレリ（株）,33490ECE010    ,22,2,48
622,マレリ（株）,33490ECE010    ,25,1,51
623,マレリ（株）,33490ECE010    ,25,2,49
624,マレリ（株）,33490ECE010    ,26,1,54
625,マレリ（株）,33490ECE010    ,26,2,36
626,マレリ（株）,33490ECE010    ,27,1,48
627,マレリ（株）,33490ECE010    ,27,2,16
628,マレリ（株）,33490ECE010    ,28,1,49
629,マレリ（株）,33490ECE010    ,28,2,52
630,ミズショー（株）,3539450A010    ,1,1,1
631,ミズショー（株）,3539450A010    ,4,1,1
632,ミズショー（株）,3539450A010    ,5,1,1
633,ミズショー（株）,3539450A010    ,6,1,1
634,ミズショー（株）,3539450A010    ,8,1,1
635,ミズショー（株）,3539450A010    ,13,1,1
636,ミズショー（株）,3539450A010    ,14,1,1
637,ミズショー（株）,3539450A010    ,18,1,1
638,ミズショー（株）,3539450A010    ,19,1,1
639,ミズショー（株）,3539450A010    ,20,1,1
640,ミズショー（株）,3539450A010    ,22,1,1
641,ミズショー（株）,3539450A010    ,26,1,1
642,三共鋼業（株）,35145ECB010    ,1,1,3
643,三共鋼業（株）,35145ECB010    ,5,1,3
644,三共鋼業（株）,35145ECB010    ,6,1,2
645,三共鋼業（株）,35145ECB010    ,7,1,4
646,三共鋼業（株）,35145ECB010    ,8,1,3
647,三共鋼業（株）,35145ECB010    ,11,1,3
648,三共鋼業（株）,35145ECB010    ,12,1,3
649,三共鋼業（株）,35145ECB010    ,13,1,4
650,三共鋼業（株）,35145ECB010    ,14,1,3
651,三共鋼業（株）,35145ECB010    ,15,1,5
652,三共鋼業（株）,35145ECB010    ,18,1,4
653,三共鋼業（株）,35145ECB010    ,19,1,3
654,三共鋼業（株）,35145ECB010    ,20,1,4
655,三共鋼業（株）,35145ECB010    ,21,1,3
656,三共鋼業（株）,35145ECB010    ,22,1,4
657,三共鋼業（株）,35145ECB010    ,25,1,3
658,三共鋼業（株）,35145ECB010    ,26,1,3
659,三共鋼業（株）,35145ECB010    ,27,1,2
660,三共鋼業（株）,35145ECB010    ,28,1,4
661,三共鋼業（株）,35145ECE010    ,1,1,4
662,三共鋼業（株）,35145ECE010    ,5,1,4
663,三共鋼業（株）,35145ECE010    ,6,1,2
664,三共鋼業（株）,35145ECE010    ,7,1,4
665,三共鋼業（株）,35145ECE010    ,8,1,4
666,三共鋼業（株）,35145ECE010    ,11,1,5
667,三共鋼業（株）,35145ECE010    ,12,1,3
668,三共鋼業（株）,35145ECE010    ,13,1,4
669,三共鋼業（株）,35145ECE010    ,14,1,4
670,三共鋼業（株）,35145ECE010    ,15,1,5
671,三共鋼業（株）,35145ECE010    ,18,1,4
672,三共鋼業（株）,35145ECE010    ,19,1,5
673,三共鋼業（株）,35145ECE010    ,20,1,4
674,三共鋼業（株）,35145ECE010    ,21,1,4
675,三共鋼業（株）,35145ECE010    ,22,1,4
676,三共鋼業（株）,35145ECE010    ,25,1,4
677,三共鋼業（株）,35145ECE010    ,26,1,4
678,三共鋼業（株）,35145ECE010    ,27,1,2
679,三共鋼業（株）,35145ECE010    ,28,1,4
680,三共鋼業（株）,35195ECE010    ,1,1,2
681,三共鋼業（株）,35195ECE010    ,5,1,2
682,三共鋼業（株）,35195ECE010    ,6,1,1
683,三共鋼業（株）,35195ECE010    ,7,1,2
684,三共鋼業（株）,35195ECE010    ,8,1,2
685,三共鋼業（株）,35195ECE010    ,11,1,2
686,三共鋼業（株）,35195ECE010    ,12,1,2
687,三共鋼業（株）,35195ECE010    ,13,1,3
688,三共鋼業（株）,35195ECE010    ,14,1,3
689,三共鋼業（株）,35195ECE010    ,15,1,3
690,三共鋼業（株）,35195ECE010    ,18,1,2
691,三共鋼業（株）,35195ECE010    ,19,1,2
692,三共鋼業（株）,35195ECE010    ,20,1,2
693,三共鋼業（株）,35195ECE010    ,21,1,2
694,三共鋼業（株）,35195ECE010    ,22,1,2
695,三共鋼業（株）,35195ECE010    ,25,1,2
696,三共鋼業（株）,35195ECE010    ,26,1,2
697,三共鋼業（株）,35195ECE010    ,28,1,2
698,三共鋼業（株）,35195TFG010    ,1,1,3
699,三共鋼業（株）,35195TFG010    ,5,1,2
700,三共鋼業（株）,35195TFG010    ,6,1,2
701,三共鋼業（株）,35195TFG010    ,7,1,1
702,三共鋼業（株）,35195TFG010    ,8,1,2
703,三共鋼業（株）,35195TFG010    ,11,1,3
704,三共鋼業（株）,35195TFG010    ,12,1,2
705,三共鋼業（株）,35195TFG010    ,13,1,2
706,三共鋼業（株）,35195TFG010    ,14,1,2
707,三共鋼業（株）,35195TFG010    ,15,1,2
708,三共鋼業（株）,35195TFG010    ,18,1,2
709,三共鋼業（株）,35195TFG010    ,19,1,2
710,三共鋼業（株）,35195TFG010    ,20,1,3
711,三共鋼業（株）,35195TFG010    ,21,1,2
712,三共鋼業（株）,35195TFG010    ,22,1,2
713,三共鋼業（株）,35195TFG010    ,25,1,2
714,三共鋼業（株）,35195TFG010    ,26,1,2
715,三共鋼業（株）,35195TFG010    ,27,1,1
716,三共鋼業（株）,35195TFG010    ,28,1,2
717,中庸スプリング（株）,3519510A010    ,6,2,1
718,中庸スプリング（株）,3519510A010    ,8,1,2
719,中庸スプリング（株）,3519510A010    ,12,1,1
720,中庸スプリング（株）,3519510A010    ,13,2,1
721,中庸スプリング（株）,3519510A010    ,15,2,1
722,中庸スプリング（株）,3519510A010    ,19,1,1
723,中庸スプリング（株）,3519510A010    ,20,2,1
724,中庸スプリング（株）,3519510A010    ,22,2,1
725,中庸スプリング（株）,3519510A010    ,26,2,1
726,中庸スプリング（株）,3519510A010    ,28,2,1
727,中庸スプリング（株）,35505ECB010    ,1,1,8
728,中庸スプリング（株）,35505ECB010    ,1,2,8
729,中庸スプリング（株）,35505ECB010    ,5,1,7
730,中庸スプリング（株）,35505ECB010    ,5,2,8
731,中庸スプリング（株）,35505ECB010    ,6,1,7
732,中庸スプリング（株）,35505ECB010    ,6,2,7
733,中庸スプリング（株）,35505ECB010    ,7,1,8
734,中庸スプリング（株）,35505ECB010    ,7,2,6
735,中庸スプリング（株）,35505ECB010    ,8,1,8
736,中庸スプリング（株）,35505ECB010    ,8,2,7
737,中庸スプリング（株）,35505ECB010    ,11,1,7
738,中庸スプリング（株）,35505ECB010    ,11,2,6
739,中庸スプリング（株）,35505ECB010    ,12,1,8
740,中庸スプリング（株）,35505ECB010    ,12,2,6
741,中庸スプリング（株）,35505ECB010    ,13,1,9
742,中庸スプリング（株）,35505ECB010    ,13,2,8
743,中庸スプリング（株）,35505ECB010    ,14,1,8
744,中庸スプリング（株）,35505ECB010    ,14,2,7
745,中庸スプリング（株）,35505ECB010    ,15,1,7
746,中庸スプリング（株）,35505ECB010    ,15,2,7
747,中庸スプリング（株）,35505ECB010    ,18,1,8
748,中庸スプリング（株）,35505ECB010    ,18,2,7
749,中庸スプリング（株）,35505ECB010    ,19,1,8
750,中庸スプリング（株）,35505ECB010    ,19,2,7
751,中庸スプリング（株）,35505ECB010    ,20,1,7
752,中庸スプリング（株）,35505ECB010    ,20,2,7
753,中庸スプリング（株）,35505ECB010    ,21,1,9
754,中庸スプリング（株）,35505ECB010    ,21,2,7
755,中庸スプリング（株）,35505ECB010    ,22,1,8
756,中庸スプリング（株）,35505ECB010    ,22,2,6
757,中庸スプリング（株）,35505ECB010    ,25,1,6
758,中庸スプリング（株）,35505ECB010    ,25,2,6
759,中庸スプリング（株）,35505ECB010    ,26,1,7
760,中庸スプリング（株）,35505ECB010    ,26,2,3
761,中庸スプリング（株）,35505ECB010    ,27,1,7
762,中庸スプリング（株）,35505ECB010    ,27,2,9
763,中庸スプリング（株）,35505ECB010    ,28,1,6
764,中庸スプリング（株）,35505ECB010    ,28,2,9
765,中庸スプリング（株）,9094906A012    ,1,1,2
766,中庸スプリング（株）,9094906A012    ,1,2,3
767,中庸スプリング（株）,9094906A012    ,5,1,3
768,中庸スプリング（株）,9094906A012    ,5,2,2
769,中庸スプリング（株）,9094906A012    ,6,1,2
770,中庸スプリング（株）,9094906A012    ,6,2,2
771,中庸スプリング（株）,9094906A012    ,7,1,3
772,中庸スプリング（株）,9094906A012    ,7,2,2
773,中庸スプリング（株）,9094906A012    ,8,1,3
774,中庸スプリング（株）,9094906A012    ,8,2,3
775,中庸スプリング（株）,9094906A012    ,11,1,2
776,中庸スプリング（株）,9094906A012    ,11,2,2
777,中庸スプリング（株）,9094906A012    ,12,1,3
778,中庸スプリング（株）,9094906A012    ,12,2,3
779,中庸スプリング（株）,9094906A012    ,13,1,2
780,中庸スプリング（株）,9094906A012    ,13,2,3
781,中庸スプリング（株）,9094906A012    ,14,1,3
782,中庸スプリング（株）,9094906A012    ,14,2,3
783,中庸スプリング（株）,9094906A012    ,15,1,3
784,中庸スプリング（株）,9094906A012    ,15,2,3
785,中庸スプリング（株）,9094906A012    ,18,1,2
786,中庸スプリング（株）,9094906A012    ,18,2,3
787,中庸スプリング（株）,9094906A012    ,19,1,3
788,中庸スプリング（株）,9094906A012    ,19,2,3
789,中庸スプリング（株）,9094906A012    ,20,1,2
790,中庸スプリング（株）,9094906A012    ,20,2,3
791,中庸スプリング（株）,9094906A012    ,21,1,3
792,中庸スプリング（株）,9094906A012    ,21,2,2
793,中庸スプリング（株）,9094906A012    ,22,1,3
794,中庸スプリング（株）,9094906A012    ,22,2,2
795,中庸スプリング（株）,9094906A012    ,25,1,3
796,中庸スプリング（株）,9094906A012    ,25,2,2
797,中庸スプリング（株）,9094906A012    ,26,1,3
798,中庸スプリング（株）,9094906A012    ,26,2,1
799,中庸スプリング（株）,9094906A012    ,27,1,3
800,中庸スプリング（株）,9094906A012    ,27,2,2
801,中庸スプリング（株）,9094906A012    ,28,1,3
802,中庸スプリング（株）,9094906A012    ,28,2,3
803,五興商事（株）,35352ECB010    ,1,1,1
804,五興商事（株）,35352ECB010    ,5,1,1
805,五興商事（株）,35352ECB010    ,6,1,1
806,五興商事（株）,35352ECB010    ,8,1,2
807,五興商事（株）,35352ECB010    ,11,1,1
808,五興商事（株）,35352ECB010    ,13,1,1
809,五興商事（株）,35352ECB010    ,14,1,1
810,五興商事（株）,35352ECB010    ,18,1,1
811,五興商事（株）,35352ECB010    ,19,1,1
812,五興商事（株）,35352ECB010    ,21,1,1
813,五興商事（株）,35352ECB010    ,22,1,1
814,五興商事（株）,35352ECB010    ,26,1,1
815,五興商事（株）,35352ECB010    ,27,1,1
816,伊藤金属工業（株）,2030045013L    ,4,1,1
817,伊藤金属工業（株）,2030045013L    ,5,1,1
818,伊藤金属工業（株）,2030045013L    ,7,1,1
819,伊藤金属工業（株）,2030045013L    ,8,1,1
820,伊藤金属工業（株）,2030045013L    ,11,1,1
821,伊藤金属工業（株）,2030045013L    ,13,1,1
822,伊藤金属工業（株）,2030045013L    ,14,1,1
823,伊藤金属工業（株）,2030045013L    ,15,1,2
824,伊藤金属工業（株）,2030045013L    ,18,1,1
825,伊藤金属工業（株）,2030045013L    ,19,1,1
826,伊藤金属工業（株）,2030045013L    ,20,1,1
827,伊藤金属工業（株）,2030045013L    ,21,1,1
828,伊藤金属工業（株）,2030045013L    ,22,1,1
