,仕入先名,品番,検収日,納入便,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,かんばん数,最大日量数（箱数）,日量数（箱数）2,ユニークな納入便の数,不等ピッチ係数,日在庫数（箱）,合計入庫数（箱）,合計出庫数（箱）,不等ピッチ在庫,最大便Ave,便Ave+不等ピッチ在庫,差分,設計値MIN,設計値MAX,在庫数/設計値MAX
7872,,351980LC020    ,1,,,,,,,,,,9.333333333333334,2.0,2.0,,,,,,,
7873,,351980LC020    ,2,,,,,,,,,,9.041666666666666,0.0,1.0,,,,,,,
7874,,351980LC020    ,3,,,,,,,,,,9.0,0.0,0.0,,,,,,,
7875,,351980LC020    ,4,,,,,,,,,,9.083333333333334,2.0,1.0,,,,,,,
7876,,351980LC020    ,5,,,,,,,,,,8.625,2.0,3.0,,,,,,,
7877,,351980LC020    ,6,,,,,,,,,,8.625,1.0,2.0,,,,,,,
7878,,351980LC020    ,7,,,,,,,,,,7.833333333333333,2.0,2.0,,,,,,,
7879,,351980LC020    ,8,,,,,,,,,,7.75,2.0,2.0,,,,,,,
7880,,351980LC020    ,9,,,,,,,,,,7.208333333333333,0.0,1.0,,,,,,,
7881,,351980LC020    ,10,,,,,,,,,,7.0,0.0,0.0,,,,,,,
7882,,351980LC020    ,11,,,,,,,,,,7.166666666666667,2.0,1.0,,,,,,,
7883,,351980LC020    ,12,,,,,,,,,,7.875,2.0,1.0,,,,,,,
7884,,351980LC020    ,13,,,,,,,,,,8.583333333333334,2.0,1.0,,,,,,,
7885,,351980LC020    ,14,,,,,,,,,,8.625,0.0,2.0,,,,,,,
7886,,351980LC020    ,15,,,,,,,,,,7.842105263157895,2.0,1.0,,,,,,,
7887,,351980LC020    ,18,,,,,,,,,,8.142857142857142,1.0,1.0,,,,,,,
7888,,351980LC020    ,19,,,,,,,,,,7.791666666666667,1.0,1.0,,,,,,,
7889,,351980LC020    ,20,,,,,,,,,,7.5,1.0,2.0,,,,,,,
7890,,351980LC020    ,21,,,,,,,,,,7.208333333333333,2.0,1.0,,,,,,,
7891,,351980LC020    ,22,,,,,,,,,,7.458333333333333,2.0,2.0,,,,,,,
7892,,351980LC020    ,23,,,,,,,,,,8.0,0.0,0.0,,,,,,,
7893,,351980LC030    ,1,,,,,,,,,,18.541666666666668,6.0,8.0,,,,,,,
7894,,351980LC030    ,2,,,,,,,,,,20.041666666666668,9.0,4.0,,,,,,,
7895,,351980LC030    ,3,,,,,,,,,,21.0,0.0,0.0,,,,,,,
7896,,351980LC030    ,4,,,,,,,,,,18.916666666666668,0.0,5.0,,,,,,,
7897,,351980LC030    ,5,,,,,,,,,,17.541666666666668,8.0,8.0,,,,,,,
7898,,351980LC030    ,6,,,,,,,,,,18.125,9.0,8.0,,,,,,,
7899,,351980LC030    ,7,,,,,,,,,,15.708333333333334,5.0,9.0,,,,,,,
7900,,351980LC030    ,8,,,,,,,,,,15.041666666666666,9.0,8.0,,,,,,,
7901,,351980LC030    ,9,,,,,,,,,,11.375,1.0,4.0,,,,,,,
7902,,351980LC030    ,10,,,,,,,,,,11.0,0.0,0.0,,,,,,,
7903,,351980LC030    ,11,,,,,,,,,,9.708333333333334,0.0,3.0,,,,,,,
7904,,351980LC030    ,12,,,,,,,,,,15.5,13.0,6.0,,,,,,,
7905,,351980LC030    ,13,,,,,,,,,,16.5,6.0,5.0,,,,,,,
7906,,351980LC030    ,14,,,,,,,,,,17.958333333333332,6.0,5.0,,,,,,,
7907,,351980LC030    ,15,,,,,,,,,,15.68421052631579,2.0,5.0,,,,,,,
7908,,351980LC030    ,18,,,,,,,,,,14.5,1.0,3.0,,,,,,,
7909,,351980LC030    ,19,,,,,,,,,,14.166666666666666,5.0,6.0,,,,,,,
7910,,351980LC030    ,20,,,,,,,,,,12.583333333333334,5.0,7.0,,,,,,,
7911,,351980LC030    ,21,,,,,,,,,,11.708333333333334,5.0,6.0,,,,,,,
7912,,351980LC030    ,22,,,,,,,,,,10.791666666666666,6.0,7.0,,,,,,,
7913,,351980LC030    ,23,,,,,,,,,,8.083333333333334,1.0,2.0,,,,,,,
7914,,351980LC040    ,1,,,,,,,,,,7.0,1.0,3.0,,,,,,,
7915,,351980LC040    ,2,,,,,,,,,,6.708333333333333,2.0,1.0,,,,,,,
7916,,351980LC040    ,3,,,,,,,,,,7.0,0.0,0.0,,,,,,,
7917,,351980LC040    ,4,,,,,,,,,,6.416666666666667,0.0,1.0,,,,,,,
7918,,351980LC040    ,5,,,,,,,,,,5.791666666666667,2.0,3.0,,,,,,,
7919,,351980LC040    ,6,,,,,,,,,,6.75,3.0,2.0,,,,,,,
7920,,351980LC040    ,7,,,,,,,,,,6.666666666666667,2.0,2.0,,,,,,,
7921,,351980LC040    ,8,,,,,,,,,,6.5,2.0,2.0,,,,,,,
7922,,351980LC040    ,9,,,,,,,,,,7.958333333333333,3.0,1.0,,,,,,,
7923,,351980LC040    ,10,,,,,,,,,,8.0,0.0,0.0,,,,,,,
7924,,351980LC040    ,11,,,,,,,,,,7.5,0.0,1.0,,,,,,,
7925,,351980LC040    ,12,,,,,,,,,,7.208333333333333,1.0,1.0,,,,,,,
7926,,351980LC040    ,13,,,,,,,,,,7.666666666666667,2.0,1.0,,,,,,,
7927,,351980LC040    ,14,,,,,,,,,,8.291666666666666,2.0,2.0,,,,,,,
7928,,351980LC040    ,15,,,,,,,,,,7.526315789473684,0.0,1.0,,,,,,,
7929,,351980LC040    ,18,,,,,,,,,,7.571428571428571,0.0,1.0,,,,,,,
7930,,351980LC040    ,19,,,,,,,,,,7.291666666666667,1.0,1.0,,,,,,,
7931,,351980LC040    ,20,,,,,,,,,,8.0,2.0,2.0,,,,,,,
7932,,351980LC040    ,21,,,,,,,,,,7.375,1.0,1.0,,,,,,,
7933,,351980LC040    ,22,,,,,,,,,,6.708333333333333,1.0,2.0,,,,,,,
7934,,351980LC040    ,23,,,,,,,,,,6.0,0.0,0.0,,,,,,,
7935,,351988LA010    ,1,,,,,,,,,,5.041666666666667,2.0,1.0,,,,,,,
7936,,351988LA010    ,2,,,,,,,,,,5.041666666666667,0.0,1.0,,,,,,,
7937,,351988LA010    ,3,,,,,,,,,,5.0,0.0,0.0,,,,,,,
7938,,351988LA010    ,4,,,,,,,,,,5.0,1.0,1.0,,,,,,,
7939,,351988LA010    ,5,,,,,,,,,,4.416666666666667,0.0,1.0,,,,,,,
7940,,351988LA010    ,6,,,,,,,,,,3.125,0.0,1.0,,,,,,,
7941,,351988LA010    ,7,,,,,,,,,,1.9583333333333333,3.0,4.0,,,,,,,
7942,,351988LA010    ,8,,,,,,,,,,1.6666666666666667,1.0,1.0,,,,,,,
7943,,351988LA010    ,9,,,,,,,,,,1.0416666666666667,0.0,1.0,,,,,,,
7944,,351988LA010    ,10,,,,,,,,,,1.0,0.0,0.0,,,,,,,
7945,,351988LA010    ,11,,,,,,,,,,1.0,1.0,0.0,,,,,,,
7946,,351988LA010    ,12,,,,,,,,,,1.5833333333333333,2.0,0.0,,,,,,,
7947,,351988LA010    ,13,,,,,,,,,,10.125,9.0,1.0,,,,,,,
7948,,351988LA010    ,14,,,,,,,,,,9.0,0.0,1.0,,,,,,,
7949,,351988LA010    ,15,,,,,,,,,,7.631578947368421,2.0,1.0,,,,,,,
7950,,351988LA010    ,18,,,,,,,,,,7.642857142857143,2.0,1.0,,,,,,,
7951,,351988LA010    ,19,,,,,,,,,,6.916666666666667,1.0,1.0,,,,,,,
7952,,351988LA010    ,20,,,,,,,,,,6.208333333333333,2.0,2.0,,,,,,,
7953,,351988LA010    ,21,,,,,,,,,,6.666666666666667,1.0,1.0,,,,,,,
7954,,351988LA010    ,22,,,,,,,,,,6.083333333333333,2.0,2.0,,,,,,,
7955,,351988LA010    ,23,,,,,,,,,,6.291666666666667,0.0,1.0,,,,,,,
7956,,351988LA020    ,7,,,,,,,,,,,0.0,0.0,,,,,,,
7957,,351988LA020    ,8,,,,,,,,,,,0.0,0.0,,,,,,,
7958,,351988LA020    ,9,,,,,,,,,,,0.0,0.0,,,,,,,
7959,,351988LA020    ,10,,,,,,,,,,,0.0,0.0,,,,,,,
7960,,351988LA020    ,11,,,,,,,,,,1.0,1.0,0.0,,,,,,,
7961,,351988LA020    ,12,,,,,,,,,,1.0,0.0,0.0,,,,,,,
7962,,351988LA020    ,13,,,,,,,,,,1.9166666666666667,1.0,0.0,,,,,,,
7963,,351988LA020    ,14,,,,,,,,,,1.4166666666666667,0.0,1.0,,,,,,,
7964,,351988LA020    ,15,,,,,,,,,,1.0,0.0,0.0,,,,,,,
7965,,351988LA020    ,18,,,,,,,,,,3.857142857142857,2.0,1.0,,,,,,,
7966,,351988LA020    ,19,,,,,,,,,,3.8333333333333335,1.0,1.0,,,,,,,
7967,,351988LA020    ,20,,,,,,,,,,3.8333333333333335,1.0,1.0,,,,,,,
7968,,351988LA020    ,21,,,,,,,,,,3.875,1.0,1.0,,,,,,,
7969,,351988LA020    ,22,,,,,,,,,,4.416666666666667,2.0,1.0,,,,,,,
7970,,351988LA020    ,23,,,,,,,,,,5.0,0.0,0.0,,,,,,,
7971,,351988LA030    ,12,,,,,,,,,,,0.0,0.0,,,,,,,
7972,,351988LA030    ,13,,,,,,,,,,3.0,3.0,0.0,,,,,,,
7973,,351988LA030    ,14,,,,,,,,,,1.75,0.0,2.0,,,,,,,
7974,,351988LA030    ,15,,,,,,,,,,1.0,1.0,0.0,,,,,,,
7975,,351988LA030    ,18,,,,,,,,,,3.2142857142857144,2.0,1.0,,,,,,,
7976,,351988LA030    ,19,,,,,,,,,,4.041666666666667,4.0,1.0,,,,,,,
7977,,351988LA030    ,20,,,,,,,,,,4.083333333333333,1.0,2.0,,,,,,,
7978,,351988LA030    ,21,,,,,,,,,,4.458333333333333,2.0,1.0,,,,,,,
7979,,351988LA030    ,22,,,,,,,,,,5.291666666666667,3.0,2.0,,,,,,,
7980,,351988LA030    ,23,,,,,,,,,,6.0,0.0,0.0,,,,,,,
7981,,351988LA040    ,12,,,,,,,,,,,0.0,0.0,,,,,,,
7982,,351988LA040    ,13,,,,,,,,,,3.0,3.0,0.0,,,,,,,
7983,,351988LA040    ,14,,,,,,,,,,1.75,0.0,2.0,,,,,,,
7984,,351988LA040    ,15,,,,,,,,,,1.0,0.0,0.0,,,,,,,
7985,,351988LA040    ,18,,,,,,,,,,3.142857142857143,3.0,1.0,,,,,,,
7986,,351988LA040    ,19,,,,,,,,,,3.9166666666666665,3.0,1.0,,,,,,,
7987,,351988LA040    ,20,,,,,,,,,,4.666666666666667,2.0,2.0,,,,,,,
7988,,351988LA040    ,21,,,,,,,,,,5.458333333333333,2.0,1.0,,,,,,,
7989,,351988LA040    ,22,,,,,,,,,,5.75,2.0,2.0,,,,,,,
7990,,351988LA040    ,23,,,,,,,,,,6.0,0.0,0.0,,,,,,,
7991,,35198ECE010    ,2,,,,,,,,,,5.291666666666667,0.0,1.0,,,,,,,
7992,,35198ECE010    ,3,,,,,,,,,,5.0,0.0,0.0,,,,,,,
7993,,35198ECE010    ,5,,,,,,,,,,6.375,2.0,2.0,,,,,,,
7994,,35198ECE010    ,9,,,,,,,,,,5.041666666666667,0.0,1.0,,,,,,,
7995,,35198ECE010    ,10,,,,,,,,,,5.0,0.0,0.0,,,,,,,
7996,,35198ECE010    ,23,,,,,,,,,,7.0,0.0,0.0,,,,,,,
7997,,352400LC020    ,1,,,,,,,,,,9.75,4.0,4.0,,,,,,,
7998,,352400LC020    ,2,,,,,,,,,,9.291666666666666,0.0,2.0,,,,,,,
7999,,352400LC020    ,3,,,,,,,,,,9.0,0.0,0.0,,,,,,,
8000,,352400LC020    ,4,,,,,,,,,,9.166666666666666,4.0,2.0,,,,,,,
8001,,352400LC020    ,5,,,,,,,,,,8.0,5.0,5.0,,,,,,,
8002,,352400LC020    ,6,,,,,,,,,,9.791666666666666,3.0,4.0,,,,,,,
8003,,352400LC020    ,7,,,,,,,,,,8.875,4.0,4.0,,,,,,,
8004,,352400LC020    ,8,,,,,,,,,,8.875,4.0,4.0,,,,,,,
8005,,352400LC020    ,9,,,,,,,,,,8.166666666666666,0.0,2.0,,,,,,,
8006,,352400LC020    ,10,,,,,,,,,,8.0,0.0,0.0,,,,,,,
8007,,352400LC020    ,11,,,,,,,,,,8.208333333333334,4.0,2.0,,,,,,,
8008,,352400LC020    ,12,,,,,,,,,,9.166666666666666,5.0,4.0,,,,,,,
8009,,352400LC020    ,13,,,,,,,,,,8.958333333333334,4.0,5.0,,,,,,,
8010,,352400LC020    ,14,,,,,,,,,,9.166666666666666,3.0,3.0,,,,,,,
8011,,352400LC020    ,15,,,,,,,,,,7.052631578947368,0.0,5.0,,,,,,,
8012,,352400LC020    ,18,,,,,,,,,,9.714285714285714,6.0,2.0,,,,,,,
8013,,352400LC020    ,19,,,,,,,,,,10.5,3.0,4.0,,,,,,,
8014,,352400LC020    ,20,,,,,,,,,,7.791666666666667,0.0,5.0,,,,,,,
8015,,352400LC020    ,21,,,,,,,,,,10.0,9.0,4.0,,,,,,,
8016,,352400LC020    ,22,,,,,,,,,,9.833333333333334,5.0,5.0,,,,,,,
8017,,352400LC020    ,23,,,,,,,,,,9.375,0.0,2.0,,,,,,,
8018,,352450LC010    ,1,,,,,,,,,,5.208333333333333,3.0,2.0,,,,,,,
8019,,352450LC010    ,2,,,,,,,,,,5.125,1.0,1.0,,,,,,,
8020,,352450LC010    ,3,,,,,,,,,,5.0,0.0,0.0,,,,,,,
8021,,352450LC010    ,4,,,,,,,,,,5.625,2.0,1.0,,,,,,,
8022,,352450LC010    ,5,,,,,,,,,,5.375,2.0,3.0,,,,,,,
8023,,352450LC010    ,6,,,,,,,,,,4.958333333333333,2.0,3.0,,,,,,,
8024,,352450LC010    ,7,,,,,,,,,,4.416666666666667,2.0,2.0,,,,,,,
8025,,352450LC010    ,8,,,,,,,,,,4.708333333333333,3.0,2.0,,,,,,,
8026,,352450LC010    ,9,,,,,,,,,,4.25,1.0,2.0,,,,,,,
8027,,352450LC010    ,10,,,,,,,,,,4.0,0.0,0.0,,,,,,,
8028,,352450LC010    ,11,,,,,,,,,,4.25,1.0,1.0,,,,,,,
8029,,352450LC010    ,12,,,,,,,,,,4.75,3.0,2.0,,,,,,,
8030,,352450LC010    ,13,,,,,,,,,,4.666666666666667,3.0,3.0,,,,,,,
8031,,352450LC010    ,14,,,,,,,,,,5.125,3.0,2.0,,,,,,,
8032,,352450LC010    ,15,,,,,,,,,,4.842105263157895,2.0,3.0,,,,,,,
8033,,352450LC010    ,18,,,,,,,,,,3.7142857142857144,1.0,2.0,,,,,,,
8034,,352450LC010    ,19,,,,,,,,,,4.666666666666667,4.0,2.0,,,,,,,
8035,,352450LC010    ,20,,,,,,,,,,3.625,3.0,3.0,,,,,,,
8036,,352450LC010    ,21,,,,,,,,,,3.8333333333333335,2.0,3.0,,,,,,,
8037,,352450LC010    ,22,,,,,,,,,,3.7083333333333335,2.0,2.0,,,,,,,
8038,,352450LC010    ,23,,,,,,,,,,3.2083333333333335,1.0,2.0,,,,,,,
8039,,35246TFG010    ,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,
8040,,35246TFG010    ,2,,,,,,,,,,1.0,0.0,0.0,,,,,,,
8041,,35246TFG010    ,3,,,,,,,,,,1.0,0.0,0.0,,,,,,,
8042,,35246TFG010    ,4,,,,,,,,,,1.0,0.0,0.0,,,,,,,
8043,,35246TFG010    ,5,,,,,,,,,,1.4166666666666667,1.0,0.0,,,,,,,
8044,,35246TFG010    ,6,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8045,,35246TFG010    ,7,,,,,,,,,,2.0,0.0,1.0,,,,,,,
8046,,35246TFG010    ,8,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8047,,35246TFG010    ,9,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8048,,35246TFG010    ,10,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8049,,35246TFG010    ,11,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8050,,35246TFG010    ,12,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8051,,35246TFG010    ,13,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8052,,35246TFG010    ,14,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8053,,35246TFG010    ,15,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8054,,35246TFG010    ,18,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8055,,35246TFG010    ,19,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8056,,35246TFG010    ,20,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8057,,35246TFG010    ,21,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8058,,35246TFG010    ,22,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8059,,35246TFG010    ,23,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8060,,35275TBG010    ,1,,,,,,,,,,5.5,3.0,3.0,,,,,,,
8061,,35275TBG010    ,2,,,,,,,,,,6.083333333333333,2.0,1.0,,,,,,,
8062,,35275TBG010    ,3,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8063,,35275TBG010    ,4,,,,,,,,,,5.666666666666667,1.0,2.0,,,,,,,
8064,,35275TBG010    ,5,,,,,,,,,,5.5,3.0,3.0,,,,,,,
8065,,35275TBG010    ,6,,,,,,,,,,5.083333333333333,2.0,3.0,,,,,,,
8066,,35275TBG010    ,7,,,,,,,,,,5.125,3.0,3.0,,,,,,,
8067,,35275TBG010    ,8,,,,,,,,,,6.333333333333333,4.0,3.0,,,,,,,
8068,,35275TBG010    ,9,,,,,,,,,,6.041666666666667,1.0,1.0,,,,,,,
8069,,35275TBG010    ,10,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8070,,35275TBG010    ,11,,,,,,,,,,5.666666666666667,1.0,2.0,,,,,,,
8071,,35275TBG010    ,12,,,,,,,,,,6.0,3.0,3.0,,,,,,,
8072,,35275TBG010    ,13,,,,,,,,,,6.125,5.0,3.0,,,,,,,
8073,,35275TBG010    ,14,,,,,,,,,,6.833333333333333,3.0,3.0,,,,,,,
8074,,35275TBG010    ,15,,,,,,,,,,6.473684210526316,3.0,2.0,,,,,,,
8075,,35275TBG010    ,18,,,,,,,,,,5.642857142857143,1.0,2.0,,,,,,,
8076,,35275TBG010    ,19,,,,,,,,,,5.916666666666667,5.0,3.0,,,,,,,
8077,,35275TBG010    ,20,,,,,,,,,,5.083333333333333,2.0,4.0,,,,,,,
8078,,35275TBG010    ,21,,,,,,,,,,3.4166666666666665,2.0,3.0,,,,,,,
8079,,35275TBG010    ,22,,,,,,,,,,3.1666666666666665,2.0,3.0,,,,,,,
8080,,35275TBG010    ,23,,,,,,,,,,3.9166666666666665,2.0,1.0,,,,,,,
8081,,352800LA010    ,1,,,,,,,,,,14.125,8.0,11.0,,,,,,,
8082,,352800LA010    ,2,,,,,,,,,,16.333333333333332,11.0,4.0,,,,,,,
8083,,352800LA010    ,3,,,,,,,,,,17.0,0.0,0.0,,,,,,,
8084,,352800LA010    ,4,,,,,,,,,,15.0,5.0,5.0,,,,,,,
8085,,352800LA010    ,5,,,,,,,,,,13.916666666666666,11.0,11.0,,,,,,,
8086,,352800LA010    ,6,,,,,,,,,,14.083333333333334,8.0,11.0,,,,,,,
8087,,352800LA010    ,7,,,,,,,,,,14.333333333333334,10.0,11.0,,,,,,,
8088,,352800LA010    ,8,,,,,,,,,,15.291666666666666,14.0,9.0,,,,,,,
8089,,352800LA010    ,9,,,,,,,,,,17.291666666666668,5.0,5.0,,,,,,,
8090,,352800LA010    ,10,,,,,,,,,,18.0,0.0,0.0,,,,,,,
8091,,352800LA010    ,11,,,,,,,,,,15.708333333333334,0.0,5.0,,,,,,,
8092,,352800LA010    ,12,,,,,,,,,,15.333333333333334,10.0,11.0,,,,,,,
8093,,352800LA010    ,13,,,,,,,,,,16.083333333333332,14.0,10.0,,,,,,,
8094,,352800LA010    ,14,,,,,,,,,,16.208333333333332,10.0,10.0,,,,,,,
8095,,352800LA010    ,15,,,,,,,,,,15.368421052631579,7.0,10.0,,,,,,,
8096,,352800LA010    ,18,,,,,,,,,,13.428571428571429,2.0,6.0,,,,,,,
8097,,352800LA010    ,19,,,,,,,,,,16.0,13.0,12.0,,,,,,,
8098,,352800LA010    ,20,,,,,,,,,,16.208333333333332,11.0,11.0,,,,,,,
8099,,352800LA010    ,21,,,,,,,,,,15.541666666666666,17.0,12.0,,,,,,,
8100,,352800LA010    ,22,,,,,,,,,,16.541666666666668,6.0,10.0,,,,,,,
8101,,352800LA010    ,23,,,,,,,,,,17.708333333333332,9.0,5.0,,,,,,,
8102,,35300ECB010    ,3,,,,,,,,,,90.0,0.0,0.0,,,,,,,
8103,,35300ECB010    ,4,,,,,,,,,,89.5,32.0,36.0,,,,,,,
8104,,35300ECB010    ,10,,,,,,,,,,100.0,0.0,0.0,,,,,,,
8105,,35312ECB010    ,2,,,,,,,,,,7.25,0.0,2.0,,,,,,,
8106,,35312ECB010    ,3,,,,,,,,,,7.0,0.0,0.0,,,,,,,
8107,,35312ECB010    ,4,,,,,,,,,,5.666666666666667,0.0,3.0,,,,,,,
8108,,35312ECB010    ,9,,,,,,,,,,7.25,0.0,2.0,,,,,,,
8109,,35312ECB010    ,10,,,,,,,,,,7.0,0.0,0.0,,,,,,,
8110,,35312ECB010    ,23,,,,,,,,,,10.0,7.0,1.0,,,,,,,
8111,,35352ECB010    ,2,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8112,,35352ECB010    ,3,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8113,,35352ECB010    ,4,,,,,,,,,,1.7083333333333333,0.0,1.0,,,,,,,
8114,,35352ECB010    ,7,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8115,,35352ECB010    ,9,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8116,,35352ECB010    ,10,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8117,,35352ECB010    ,12,,,,,,,,,,2.6666666666666665,0.0,1.0,,,,,,,
8118,,35352ECB010    ,15,,,,,,,,,,2.6315789473684212,0.0,1.0,,,,,,,
8119,,35352ECB010    ,20,,,,,,,,,,2.4166666666666665,0.0,1.0,,,,,,,
8120,,35352ECB010    ,23,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8121,,3539450A010    ,2,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8122,,3539450A010    ,3,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8123,,3539450A010    ,7,,,,,,,,,,1.25,0.0,1.0,,,,,,,
8124,,3539450A010    ,9,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8125,,3539450A010    ,10,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8126,,3539450A010    ,11,,,,,,,,,,2.0416666666666665,1.0,0.0,,,,,,,
8127,,3539450A010    ,12,,,,,,,,,,3.0,0.0,0.0,,,,,,,
8128,,3539450A010    ,15,,,,,,,,,,2.0,0.0,0.0,,,,,,,
8129,,3539450A010    ,21,,,,,,,,,,1.0416666666666667,1.0,0.0,,,,,,,
8130,,3539450A010    ,23,,,,,,,,,,2.0,0.0,1.0,,,,,,,
8131,,35409ECB010    ,2,,,,,,,,,,1.25,2.0,4.0,,,,,,,
8132,,35409ECB010    ,3,,,,,,,,,,1.0,0.0,0.0,,,,,,,
8133,,35409ECB010    ,4,,,,,,,,,,1.4090909090909092,2.0,0.0,,,,,,,
8134,,35409ECB010    ,9,,,,,,,,,,4.0,2.0,1.0,,,,,,,
8135,,35409ECB010    ,10,,,,,,,,,,4.0,0.0,0.0,,,,,,,
8136,,35409ECB010    ,23,,,,,,,,,,5.0,0.0,0.0,,,,,,,
8137,,354110LC030    ,1,,,,,,,,,,67.41666666666667,51.0,54.0,,,,,,,
8138,,354110LC030    ,2,,,,,,,,,,63.666666666666664,22.0,24.0,,,,,,,
8139,,354110LC030    ,3,,,,,,,,,,64.0,0.0,0.0,,,,,,,
8140,,354110LC030    ,4,,,,,,,,,,65.875,25.0,24.0,,,,,,,
8141,,354110LC030    ,5,,,,,,,,,,61.25,44.0,54.0,,,,,,,
8142,,354110LC030    ,6,,,,,,,,,,63.416666666666664,78.0,54.0,,,,,,,
8143,,354110LC030    ,7,,,,,,,,,,67.5,37.0,54.0,,,,,,,
8144,,354110LC030    ,8,,,,,,,,,,67.125,58.0,48.0,,,,,,,
8145,,354110LC030    ,9,,,,,,,,,,69.83333333333333,22.0,24.0,,,,,,,
8146,,354110LC030    ,10,,,,,,,,,,70.0,0.0,0.0,,,,,,,
8147,,354110LC030    ,11,,,,,,,,,,70.5,33.0,26.0,,,,,,,
8148,,354110LC030    ,12,,,,,,,,,,67.70833333333333,51.0,54.0,,,,,,,
8149,,354110LC030    ,13,,,,,,,,,,66.04166666666667,47.0,54.0,,,,,,,
8150,,354110LC030    ,14,,,,,,,,,,67.25,47.0,48.0,,,,,,,
8151,,354110LC030    ,15,,,,,,,,,,63.0,48.0,54.0,,,,,,,
8152,,354110LC030    ,18,,,,,,,,,,70.42857142857143,36.0,24.0,,,,,,,
8153,,354110LC030    ,19,,,,,,,,,,69.25,53.0,60.0,,,,,,,
8154,,354110LC030    ,20,,,,,,,,,,65.125,54.0,54.0,,,,,,,
8155,,354110LC030    ,21,,,,,,,,,,77.58333333333333,73.0,60.0,,,,,,,
8156,,354110LC030    ,22,,,,,,,,,,71.20833333333333,50.0,54.0,,,,,,,
8157,,354110LC030    ,23,,,,,,,,,,80.25,26.0,24.0,,,,,,,
8158,,35419TRA010    ,1,,,,,,,,,,5.458333333333333,0.0,1.0,,,,,,,
8159,,35419TRA010    ,2,,,,,,,,,,5.958333333333333,1.0,0.0,,,,,,,
8160,,35419TRA010    ,3,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8161,,35419TRA010    ,4,,,,,,,,,,5.541666666666667,0.0,1.0,,,,,,,
8162,,35419TRA010    ,5,,,,,,,,,,5.583333333333333,1.0,1.0,,,,,,,
8163,,35419TRA010    ,6,,,,,,,,,,5.541666666666667,1.0,0.0,,,,,,,
8164,,35419TRA010    ,7,,,,,,,,,,5.541666666666667,1.0,1.0,,,,,,,
8165,,35419TRA010    ,8,,,,,,,,,,5.708333333333333,1.0,1.0,,,,,,,
8166,,35419TRA010    ,9,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8167,,35419TRA010    ,10,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8168,,35419TRA010    ,11,,,,,,,,,,6.0,1.0,1.0,,,,,,,
8169,,35419TRA010    ,12,,,,,,,,,,5.583333333333333,0.0,1.0,,,,,,,
8170,,35419TRA010    ,13,,,,,,,,,,5.916666666666667,2.0,1.0,,,,,,,
8171,,35419TRA010    ,14,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8172,,35419TRA010    ,15,,,,,,,,,,5.315789473684211,1.0,2.0,,,,,,,
8173,,35419TRA010    ,18,,,,,,,,,,5.0,0.0,0.0,,,,,,,
8174,,35419TRA010    ,19,,,,,,,,,,5.291666666666667,2.0,1.0,,,,,,,
8175,,35419TRA010    ,20,,,,,,,,,,5.291666666666667,0.0,1.0,,,,,,,
8176,,35419TRA010    ,21,,,,,,,,,,4.458333333333333,1.0,1.0,,,,,,,
8177,,35419TRA010    ,22,,,,,,,,,,4.458333333333333,0.0,1.0,,,,,,,
8178,,35419TRA010    ,23,,,,,,,,,,4.0,0.0,0.0,,,,,,,
8179,,354210LC040    ,1,,,,,,,,,,6.208333333333333,2.0,2.0,,,,,,,
8180,,354210LC040    ,2,,,,,,,,,,6.125,1.0,1.0,,,,,,,
8181,,354210LC040    ,3,,,,,,,,,,6.0,0.0,0.0,,,,,,,
8182,,354210LC040    ,4,,,,,,,,,,6.125,1.0,1.0,,,,,,,
