,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程
9596,9056463A031,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,76.0,75.0,0.76,0.75,79.15,0.7915000000000001,3.7902716361339226,4.720271636133923,,,,,,0.0,0.0,,0.0,8.0,0.0,0.0,100.0,415.0,,,
9597,9056463A031,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,78.0,77.0,0.78,0.77,79.15,0.7915000000000001,3.7902716361339226,4.720271636133923,,,,,,0.0,0.0,,0.0,7.0,0.0,1.0,100.0,384.5,,,
9598,9056463A031,2023-12-29,2023,12,52,29,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,79.15,0.7915000000000001,3.7902716361339226,4.720271636133923,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,,
9599,9056463A031,2023-12-30,2023,12,52,30,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,79.15,0.7915000000000001,3.7902716361339226,4.720271636133923,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,,
9600,9056463A032,2023-12-01,2023,12,48,1,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,31.0,30.0,0.31,0.3,31.05,0.3105,9.661835748792269,10.591835748792269,0.75,0.15000000000000002,13.03,3.330000000000002,16.51,1.0,1.0,（株）ムロコーポレーション,1.0,5.708333333333332,3.0,1.0,94.61500000000001,369.5,,0.0,
9601,9056463A032,2023-12-02,2023,12,48,2,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9602,9056463A032,2023-12-03,2023,12,48,3,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9603,9056463A032,2023-12-04,2023,12,49,4,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,,,3.4499999999999997,2.99,,1.0,1.0,（株）ムロコーポレーション,1.0,5.458333333333332,1.0,1.0,96.84,378.5,,0.0,
9604,9056463A032,2023-12-05,2023,12,49,5,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,0.75,0.10999999999999999,5.430000000000001,1.04,6.58,1.0,1.0,（株）ムロコーポレーション,1.0,5.833333333333332,1.0,1.0,99.01,386.0,,0.0,
9605,9056463A032,2023-12-06,2023,12,49,6,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.14,11.32,1.58,13.040000000000001,1.0,1.0,（株）ムロコーポレーション,1.0,5.708333333333332,1.0,1.0,99.455,388.5,,0.0,
9606,9056463A032,2023-12-07,2023,12,49,7,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,0.75,0.13,5.47,1.5699999999999994,7.169999999999999,1.0,1.0,（株）ムロコーポレーション,1.0,5.375,1.0,1.0,43.725,130.0,,0.0,
9607,9056463A032,2023-12-08,2023,12,49,8,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.13,,,37.28,1.0,1.0,（株）ムロコーポレーション,1.0,5.5,1.0,1.0,99.77000000000001,390.0,,0.0,
9608,9056463A032,2023-12-09,2023,12,49,9,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9609,9056463A032,2023-12-10,2023,12,49,10,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9610,9056463A032,2023-12-11,2023,12,50,11,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,0.7599999999999998,0.14000000000000012,9.9,3.4799999999999986,13.52,1.0,1.0,（株）ムロコーポレーション,1.0,5.375,1.0,1.0,99.22,388.0,,0.0,
9611,9056463A032,2023-12-12,2023,12,50,12,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.12,12.37,,,1.0,1.0,（株）ムロコーポレーション,1.0,5.458333333333332,1.0,1.0,99.85,390.0,,0.0,
9612,9056463A032,2023-12-13,2023,12,50,13,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,0.75,0.16000000000000003,5.8999999999999995,1.0700000000000003,7.13,1.0,1.0,（株）ムロコーポレーション,1.0,5.458333333333332,1.0,1.0,99.92,361.5,,0.0,
9613,9056463A032,2023-12-14,2023,12,50,14,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,31.0,30.0,0.31,0.3,31.05,0.3105,9.661835748792269,10.591835748792269,0.75,0.15000000000000002,5.97,0.7999999999999998,6.92,1.0,1.0,（株）ムロコーポレーション,1.0,6.0,1.0,1.0,99.60499999999999,389.0,,0.0,
9614,9056463A032,2023-12-15,2023,12,50,15,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,99.85,390.0,,,
9615,9056463A032,2023-12-16,2023,12,50,16,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
9616,9056463A032,2023-12-17,2023,12,50,17,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
9617,9056463A032,2023-12-18,2023,12,51,18,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,0.7599999999999998,0.25,,,22.650000000000002,1.0,1.0,（株）ムロコーポレーション,1.0,5.173913043478262,0.0,1.0,100.0,364.5,,0.0,
9618,9056463A032,2023-12-19,2023,12,51,19,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,31.0,30.0,0.31,0.3,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.16000000000000003,8.450000000000001,11.609999999999998,20.22,1.0,1.0,（株）ムロコーポレーション,1.0,5.875,2.0,1.0,100.0,390.0,,0.0,
9619,9056463A032,2023-12-20,2023,12,51,20,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,32.0,31.0,0.32,0.31,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.17000000000000004,,,22.52,1.0,1.0,（株）ムロコーポレーション,1.0,5.958333333333332,1.0,1.0,100.0,362.5,,0.0,
9620,9056463A032,2023-12-21,2023,12,51,21,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,34.0,33.0,0.34,0.33,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.2500000000000001,,,25.04,1.0,1.0,（株）ムロコーポレーション,1.0,5.791666666666668,0.0,1.0,100.0,327.5,,0.0,
9621,9056463A032,2023-12-22,2023,12,51,22,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,28.0,27.0,0.28,0.27,31.05,0.3105,9.661835748792269,10.591835748792269,0.8300000000000001,0.09999999999999998,,,26.21,1.0,0.0,（株）ムロコーポレーション,1.0,6.083333333333332,2.0,0.0,100.0,230.5,,0.0,
9622,9056463A032,2023-12-23,2023,12,51,23,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,,
9623,9056463A032,2023-12-24,2023,12,51,24,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,,
9624,9056463A032,2023-12-25,2023,12,52,25,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,31.0,30.0,0.31,0.3,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,1.0,,0.0,6.25,0.0,1.0,100.0,421.0,,,
9625,9056463A032,2023-12-26,2023,12,52,26,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,33.0,32.0,0.33,0.32,31.05,0.3105,9.661835748792269,10.591835748792269,0.76,0.15000000000000002,,,,1.0,0.0,（株）ムロコーポレーション,1.0,6.083333333333332,1.0,0.0,100.0,423.0,,0.0,
9626,9056463A032,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,7.0,0.0,0.0,100.0,415.0,,,
9627,9056463A032,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,30.0,29.0,0.3,0.29,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.375,0.0,1.0,100.0,384.5,,,
9628,9056463A032,2023-12-29,2023,12,52,29,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9629,9056463A032,2023-12-30,2023,12,52,30,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,31.05,0.3105,9.661835748792269,10.591835748792269,,,,,,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,
9630,9056463A033,2023-12-01,2023,12,48,1,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.75,0.15000000000000002,3.6800000000000006,1.04,4.87,1.0,1.0,（株）ムロコーポレーション,1.0,2.9166666666666665,2.0,1.0,94.61500000000001,369.5,,0.0,
9631,9056463A033,2023-12-02,2023,12,48,2,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,
9632,9056463A033,2023-12-03,2023,12,48,3,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,
9633,9056463A033,2023-12-04,2023,12,49,4,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,,,1.7200000000000002,0.6199999999999992,,1.0,1.0,（株）ムロコーポレーション,1.0,3.0,1.0,1.0,96.84,378.5,,0.0,
9634,9056463A033,2023-12-05,2023,12,49,5,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.75,0.10999999999999999,5.8100000000000005,1.2399999999999993,7.159999999999999,1.0,1.0,（株）ムロコーポレーション,1.0,2.708333333333333,1.0,1.0,99.01,386.0,,0.0,
9635,9056463A033,2023-12-06,2023,12,49,6,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.14,1.47,3.3200000000000003,4.930000000000001,1.0,1.0,（株）ムロコーポレーション,1.0,2.708333333333333,1.0,1.0,99.455,388.5,,0.0,
9636,9056463A033,2023-12-07,2023,12,49,7,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.75,0.13,6.0,1.0399999999999991,7.169999999999999,1.0,1.0,（株）ムロコーポレーション,1.0,2.2916666666666665,1.0,1.0,43.725,130.0,,0.0,
9637,9056463A033,2023-12-08,2023,12,49,8,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.14,6.04,0.8600000000000003,7.04,1.0,1.0,（株）ムロコーポレーション,1.0,2.458333333333333,1.0,1.0,99.77000000000001,390.0,,0.0,
9638,9056463A033,2023-12-09,2023,12,49,9,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,
9639,9056463A033,2023-12-10,2023,12,49,10,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,
9640,9056463A033,2023-12-11,2023,12,50,11,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.7599999999999998,0.14000000000000012,3.83,2.869999999999999,6.84,1.0,1.0,（株）ムロコーポレーション,1.0,2.75,1.0,1.0,99.22,388.0,,0.0,
9641,9056463A033,2023-12-12,2023,12,50,12,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.12,0.050000000000000044,0.97,1.1400000000000001,1.0,1.0,（株）ムロコーポレーション,1.0,3.0416666666666665,1.0,1.0,99.85,390.0,,0.0,
9642,9056463A033,2023-12-13,2023,12,50,13,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.75,0.16000000000000003,11.2,1.200000000000001,12.56,1.0,1.0,（株）ムロコーポレーション,1.0,2.958333333333333,1.0,1.0,99.92,361.5,,0.0,
9643,9056463A033,2023-12-14,2023,12,50,14,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.75,0.15000000000000002,3.46,1.2400000000000002,4.8500000000000005,1.0,1.0,（株）ムロコーポレーション,1.0,3.0,1.0,1.0,99.60499999999999,389.0,,0.0,
9644,9056463A033,2023-12-15,2023,12,50,15,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,1.0,,0.0,3.0,0.0,0.0,99.85,390.0,,,
9645,9056463A033,2023-12-16,2023,12,50,16,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
9646,9056463A033,2023-12-17,2023,12,50,17,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,,
9647,9056463A033,2023-12-18,2023,12,51,18,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.7599999999999998,0.26000000000000023,0.97,1.0050000000000001,2.2350000000000003,2.0,1.0,（株）ムロコーポレーション,1.0,1.3478260869565215,0.0,1.0,100.0,364.5,,0.0,
9648,9056463A033,2023-12-19,2023,12,51,19,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.16000000000000003,1.44,3.8,5.3999999999999995,1.0,1.0,（株）ムロコーポレーション,1.0,2.458333333333333,3.0,1.0,100.0,390.0,,0.0,
9649,9056463A033,2023-12-20,2023,12,51,20,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.16000000000000003,,,19.22,1.0,1.0,（株）ムロコーポレーション,1.0,2.708333333333333,1.0,1.0,100.0,362.5,,0.0,
9650,9056463A033,2023-12-21,2023,12,51,21,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,12.0,11.0,0.12,0.11,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.2600000000000001,4.25,,,1.0,1.0,（株）ムロコーポレーション,1.0,2.375,0.0,1.0,100.0,327.5,,0.0,
9651,9056463A033,2023-12-22,2023,12,51,22,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.8300000000000001,0.09999999999999998,,,18.6,1.0,0.0,（株）ムロコーポレーション,1.0,3.083333333333333,2.0,0.0,100.0,230.5,,0.0,
9652,9056463A033,2023-12-23,2023,12,51,23,5,土曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,,
9653,9056463A033,2023-12-24,2023,12,51,24,6,日曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,,
9654,9056463A033,2023-12-25,2023,12,52,25,0,月曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,1.0,,0.0,3.125,0.0,1.0,100.0,421.0,,,
9655,9056463A033,2023-12-26,2023,12,52,26,1,火曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,11.0,10.0,0.11,0.1,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.14,0.49,,,1.0,1.0,（株）ムロコーポレーション,1.0,2.333333333333333,1.0,1.0,100.0,423.0,,0.0,
9656,9056463A033,2023-12-27,2023,12,52,27,2,水曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,0.76,0.10999999999999999,0.3800000000000001,11.0,11.49,1.0,0.0,（株）ムロコーポレーション,1.0,2.5,1.0,1.0,100.0,415.0,,0.0,
9657,9056463A033,2023-12-28,2023,12,52,28,3,木曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,10.0,9.0,0.1,0.09,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,2.25,0.0,1.0,100.0,384.5,,,
9658,9056463A033,2023-12-29,2023,12,52,29,4,金曜日,SHIM,（株）ムロコーポレーション,手配,,1Y,安城第１工場,1.0,1.0,0.73,7.43,TP-131 ﾊﾝﾖｳ,0.93,3.0,100.0,0.0,0.0,0.0,0.0,10.65,0.1065,28.16901408450704,29.09901408450704,,,,,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,
