,Unnamed: 0,Unnamed: 0.1,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave,箱種類_AW131ﾌﾀﾅｼ,箱種類_TP131ﾌﾀﾅｼ,箱種類_TP341ﾌﾀﾅｼ,箱種類_サンボックス＃２０Ｂフタナシ,箱種類_サンボックス＃２４Ａフタアリ,箱種類_サンボックス＃２４Ｂフタナシ,箱種類_サンボックス＃９Ｂフタナシ,箱種類_サンボックス＃９Ｆフタナシ,箱種類_サンボックス＃Ｋ１０Ｂフタナシ,箱種類_サンボックスＣ３フタナシ,箱種類_テンバコ１０フタナシ,箱種類_ＡＷ１３１フタナシ,箱種類_Ｔ２０３フタナシ,箱種類_ＴＰ１３１フタナシ,箱種類_ＴＰ３３１フタアリ,箱種類_ＴＰ３３１フタナシ,箱種類_ＴＰ３３１．５フタアリ,箱種類_ＴＰ３３１．５フタナシ,箱種類_ＴＰ３３２,箱種類_ＴＰ３３２フタアリ,箱種類_ＴＰ３３２フタナシ,箱種類_ＴＰ３４１フタナシ,箱種類_ＴＰ３４２フタアリ,箱種類_ＴＰ３４２フタナシ,箱種類_ＴＰ３６２フタナシ,箱種類_ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,箱種類_ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,仕入先名_アイコー（株）,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_ミズショー（株）,仕入先名_三共鋼業（株）,仕入先名_中庸スプリング（株）,仕入先名_五興商事（株）,仕入先名_伊藤金属工業（株）,仕入先名_住友電気工業（株）,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_多摩川精機販売（株）,仕入先名_大橋鉄工（株）,仕入先名_小川工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_新光ゴム工業（株）,仕入先名_日本精工（株）,仕入先名_矢崎総業（株）,仕入先名_石黒ゴム工業（株）,仕入先名_（株）オンド,仕入先名_（株）オーハシテクニカ,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）ムロコーポレーション,仕入先名_（株）メタルテック,仕入先名_（株）旭工業所,仕入先名_（株）杉浦製作所,仕入先名_（株）東郷製作所,仕入先名_（株）松尾製作所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,仕入先名_（株）青山製作所,仕入先名_ＮＯＫ（株）,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半
312,322,478,9015906A021    ,2023,38,5.0,26.0,27.0,0.52,0.9963284902403065,3.0,1.0,6.0,5.76,1200.0,0.9,0.22,0.8400000000000001,0.20000000000000007,1.38,29.0,30.39416666666667,2.6538461538461537,1.385085354396676,1.4601057733068976,0.08,0.6214647549316086,99.905,450.0,0.0,0.3596059113300489,0.03571428571428581,28.0,0.9212294025717652,0.9285714285714286,1.0384615384615383,1.0740740740740742,1.0357142857142858,5.065694444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
313,323,479,9015906A021    ,2023,39,6.0,29.0,29.0,0.52,0.9963284902403065,3.0,1.0,6.0,5.76,1200.0,0.92,0.2200000000000002,0.93,0.2599999999999998,1.56,31.0,31.31833333333333,3.0,1.5657486614918947,1.7004237518968381,0.08,0.7070416816348716,99.955,464.0,0.2,0.1304347826086958,0.06896551724137923,31.0,0.9898355595763928,0.9354838709677421,1.0,1.0689655172413792,1.0,5.219722222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
314,324,482,9015906A022    ,2023,36,6.0,42.0,43.0,0.51,0.8448926217308101,3.0,1.0,6.0,5.76,1500.0,0.91,0.16999999999999993,0.7699999999999999,0.1850000000000005,1.13,44.0,47.27000000000001,2.215686274509804,1.3374480625539509,1.1266011819298174,0.08,0.5277771527772321,99.895,480.0,-0.1428571428571429,-0.1535580524344573,2.142857142857143,44.0,0.930822932092236,0.9545454545454546,1.0238095238095235,1.0232558139534884,1.0,7.878333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
315,325,483,9015906A022    ,2023,37,6.0,42.0,40.0,0.51,0.8448926217308101,3.0,1.0,6.0,5.76,1500.0,0.92,0.24,0.7,0.22999999999999954,1.1700000000000002,41.0,44.28000000000001,2.2941176470588243,1.3847913568036485,1.2026747486409772,0.08,0.5557266602622483,99.44,462.0,0.0,0.03539823008849585,-0.06818181818181822,44.0,0.9936766034327008,0.9545454545454546,0.9523809523809524,1.025,0.9318181818181818,7.380000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
316,326,484,9015906A022    ,2023,38,7.0,38.0,39.0,0.51,0.8448926217308101,3.0,1.0,6.0,5.76,1500.0,0.91,0.22,0.8649999999999997,0.1399999999999999,1.19,42.0,43.24999999999999,2.333333333333333,1.4084630039284969,1.43653589629579,0.08,0.6477061948442581,99.905,450.0,0.16666666666666674,0.017094017094016808,0.024390243902439046,40.0,0.92485549132948,0.95,1.0263157894736843,1.0769230769230769,1.05,7.208333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
317,327,485,9015906A022    ,2023,39,8.0,40.0,42.0,0.51,0.8448926217308101,3.0,1.0,6.0,5.76,1500.0,0.92,0.2200000000000002,0.8550000000000001,0.1299999999999999,1.2150000000000003,44.0,44.52,2.382352941176471,1.4380525628345582,1.5949217690872262,0.08,0.7116854083977499,99.955,464.0,0.1428571428571428,0.02100840336134491,0.04761904761904767,43.0,0.9658580413297394,0.9302325581395348,1.05,1.0476190476190477,1.0232558139534884,7.420000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
318,328,488,9015906A023    ,2023,36,5.0,11.0,12.0,0.52,1.9713556618819776,3.0,1.0,6.0,5.76,1300.0,0.91,0.16500000000000006,3.78,0.16999999999999948,4.26,10.0,10.90846153846154,8.192307692307693,2.1609494838354744,4.068282045857674,0.08,0.7773895266274143,99.895,480.0,-0.16666666666666666,0.6904761904761905,2.333333333333333,10.0,0.9167195543332628,1.1,1.0909090909090908,0.8333333333333334,1.0,1.8180769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
319,329,489,9015906A023    ,2023,37,4.0,11.0,9.0,0.52,1.9713556618819776,3.0,1.0,6.0,5.76,1300.0,0.92,0.18000000000000016,2.03,0.4400000000000004,4.1,9.0,8.263846153846151,7.884615384615383,2.0797870619073806,4.296178549180504,0.08,0.6571728682038829,99.44,462.0,-0.2,-0.03755868544600938,-0.09999999999999998,11.0,1.3310993204877597,1.0,0.8181818181818182,1.0,0.8181818181818182,1.3773076923076921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
320,330,490,9015906A023    ,2023,38,6.0,7.0,9.0,0.52,1.9713556618819776,3.0,1.0,6.0,5.76,1300.0,0.925,0.205,3.495,0.20999999999999952,4.195,10.0,9.98076923076923,8.067307692307693,2.1279772499271865,5.335704757670075,0.08,0.8001915383628956,99.905,450.0,0.5,0.02317073170731732,0.11111111111111116,8.0,0.8015414258188825,0.875,1.2857142857142858,1.1111111111111112,1.25,1.6634615384615383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
321,331,491,9015906A023    ,2023,39,6.0,9.0,9.0,0.52,1.9713556618819776,3.0,1.0,6.0,5.76,1300.0,0.93,0.23,3.25,0.14999999999999947,4.13,9.0,10.273846153846154,7.9423076923076925,2.095005016018899,5.183495749533485,0.08,0.8097717041510917,99.955,464.0,0.0,-0.015494636471990562,-0.09999999999999998,10.0,0.9733453129679543,0.9,1.0,1.0,0.9,1.7123076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
322,332,494,9020150A002    ,2023,36,5.0,17.0,20.0,0.73,0.9849781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,1.65,0.3999999999999999,2.1,17.0,20.67,2.8767123287671237,2.1320270010403983,1.3982454815697258,0.0,0.2164338622806201,99.895,480.0,-0.2857142857142857,0.0714285714285714,2.4,17.0,0.822447992259313,1.0,1.1764705882352942,0.85,1.0,20.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,333,495,9020150A002    ,2023,37,5.5,16.0,18.0,0.73,0.9849781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,0.8300000000000001,0.26,3.29,11.0,15.660000000000002,4.506849315068493,3.3401756349632903,2.030134579466849,0.0,0.2977296558058602,99.44,462.0,0.10000000000000007,0.5666666666666667,-0.3529411764705882,9.0,0.5747126436781609,1.7777777777777777,1.125,0.6111111111111112,1.2222222222222223,15.660000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,334,496,9020150A002    ,2023,38,5.0,13.0,18.0,0.73,0.9849781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.15500000000000005,0.975,0.3400000000000001,1.51,14.0,18.73,2.068493150684932,1.5330289388433338,1.5430717620953678,0.0,0.23574261923268705,99.905,450.0,-0.09090909090909094,-0.5410334346504561,0.2727272727272727,13.0,0.6940736785904965,1.0,1.3846153846153846,0.7777777777777778,1.0769230769230769,18.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,335,497,9020150A002    ,2023,39,5.0,17.0,19.0,0.73,0.9849781447304516,1.0,1.0,1.0,0.73,100.0,0.77,0.16000000000000014,1.2999999999999998,0.4650000000000003,2.18,14.0,19.66,2.986301369863013,2.2132470772705086,1.4700780317419249,0.0,0.22611053932983985,99.955,464.0,0.0,0.443708609271523,0.0,17.0,0.8646998982706002,1.0,1.1176470588235294,0.7368421052631579,0.8235294117647058,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,336,500,9020156A001    ,2023,36,5.0,14.0,20.0,0.75,1.0049781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,1.64,0.3999999999999999,2.63,17.0,20.67,3.5066666666666664,2.6169723329708834,1.3982454815697258,0.0,0.2164338622806201,99.895,480.0,-0.375,-0.001897533206831059,1.8333333333333333,14.0,0.6773101112723754,1.0,1.4285714285714286,0.85,1.2142857142857142,20.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
327,337,501,9020156A001    ,2023,37,5.5,16.0,18.0,0.75,1.0049781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,0.99,0.21,3.91,9.0,15.660000000000002,5.213333333333334,3.8906318714510095,2.030134579466849,0.0,0.2977296558058602,99.44,462.0,0.10000000000000007,0.4866920152091256,-0.4705882352941176,9.0,0.5747126436781609,1.7777777777777777,1.125,0.5,1.0,15.660000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,338,502,9020156A001    ,2023,38,4.0,12.0,18.0,0.75,1.0049781447304516,1.0,1.0,1.0,0.73,100.0,0.76,0.14000000000000012,1.7400000000000002,0.4600000000000002,2.2900000000000005,13.0,18.73,3.0533333333333337,2.278656518062101,1.2344574096762944,0.0,0.1913787929230535,99.905,450.0,-0.2727272727272727,-0.4143222506393861,0.4444444444444444,12.0,0.6406833956219968,1.0,1.5,0.7222222222222222,1.0833333333333333,18.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
329,339,503,9020156A001    ,2023,39,4.0,17.0,19.0,0.75,1.0049781447304516,1.0,1.0,1.0,0.73,100.0,0.77,0.16000000000000014,0.93,0.4650000000000001,1.705,16.0,19.66,2.273333333333333,1.6965543071161049,1.17606242539354,0.0,0.18332593408526604,99.955,464.0,0.0,-0.2554585152838429,0.23076923076923084,17.0,0.8646998982706002,1.0,1.1176470588235294,0.8421052631578947,0.9411764705882352,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,340,506,9020156A002    ,2023,36,4.0,19.0,23.0,0.73,0.928525241066364,1.0,1.0,1.0,0.73,100.0,0.76,0.17999999999999972,0.7,0.7599999999999998,1.8600000000000003,21.0,26.6,2.5479452054794525,2.0031765618604886,0.8692250858359772,0.0,0.13889262603691646,99.895,480.0,-0.33333333333333337,0.18849840255591066,1.625,19.0,0.7142857142857143,1.0,1.2105263157894737,0.9130434782608696,1.1052631578947372,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,341,507,9020156A002    ,2023,37,5.0,21.0,18.0,0.73,0.928525241066364,1.0,1.0,1.0,0.73,100.0,0.755,0.14,0.5650000000000001,1.4300000000000002,3.62,10.0,20.17,4.9589041095890405,3.898655459104821,1.4329069957385343,0.0,0.2211273275007754,99.44,462.0,0.25,0.9462365591397848,-0.5238095238095238,9.0,0.4462072384729797,2.333333333333333,0.8571428571428571,0.5555555555555556,1.1111111111111112,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,342,508,9020156A002    ,2023,38,5.0,18.0,22.0,0.73,0.928525241066364,1.0,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,0.74,0.3299999999999992,1.3600000000000003,17.0,19.53,1.8630136986301369,1.464688238779712,1.4798634973910003,0.0,0.2274136876065622,99.905,450.0,0.0,-0.6243093922651932,0.7,18.0,0.9216589861751152,1.0,1.2222222222222223,0.7727272727272727,0.9444444444444444,19.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333,343,509,9020156A002    ,2023,39,4.0,20.0,23.0,0.73,0.928525241066364,1.0,1.0,1.0,0.73,100.0,0.76,0.16000000000000014,0.91,0.6399999999999997,1.48,19.0,24.86,2.0273972602739727,1.5939254363190982,0.9300638488832259,0.0,0.14796694974569988,99.955,464.0,-0.2,0.08823529411764675,0.11764705882352945,20.0,0.8045052292839904,1.0,1.15,0.8260869565217391,0.95,24.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
334,344,512,9025006A007    ,2023,36,2.0,17.0,14.0,0.76,1.0149781447304518,1.0,1.0,2.0,3.8,200.0,2.835,0.405,0.4950000000000001,0.7700000000000005,1.76,18.0,8.22,2.3157894736842106,1.7340274853577309,1.0137875101378748,0.12,0.3613508190398765,99.895,480.0,-0.33333333333333337,-0.09278350515463918,2.6,20.0,2.4330900243309,0.85,0.8235294117647058,1.2857142857142858,0.9,4.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
335,345,513,9025006A007    ,2023,37,3.0,17.0,15.0,0.76,1.0149781447304518,1.0,1.0,2.0,3.8,200.0,1.88,0.45,0.7400000000000002,0.6499999999999999,2.24,16.0,19.37,2.947368421052632,2.206944072273476,0.6453278265358802,0.12,0.26551426803356937,99.44,462.0,0.5,0.2727272727272729,-0.11111111111111116,12.0,0.619514713474445,1.4166666666666667,0.8823529411764706,1.0666666666666669,1.3333333333333333,9.685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
336,346,514,9025006A007    ,2023,38,2.0,16.0,17.0,0.76,1.0149781447304518,1.0,1.0,2.0,3.8,200.0,1.75,0.3900000000000001,0.28000000000000025,0.3700000000000001,1.1500000000000004,11.0,15.13,1.5131578947368425,1.1330293228189718,0.5507821105970478,0.12,0.2254211458866036,99.905,450.0,-0.33333333333333337,-0.4866071428571428,-0.3125,13.0,0.8592200925313946,1.2307692307692308,1.0625,0.6470588235294118,0.8461538461538461,7.564999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
337,347,515,9025006A007    ,2023,39,3.0,22.0,17.0,0.76,1.0149781447304518,1.0,1.0,2.0,3.8,200.0,1.93,0.4200000000000004,0.3999999999999999,0.7300000000000004,1.95,17.0,19.66,2.5657894736842106,1.9212236343452127,0.6358087487283826,0.12,0.26203599569546565,99.955,464.0,0.5,0.695652173913043,0.5454545454545454,19.0,0.9664292980671414,1.1578947368421053,0.7727272727272727,1.0,0.8947368421052632,9.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,348,518,9030106A018    ,2023,36,3.0,12.0,11.0,0.56,1.820453763354808,3.0,1.0,2.0,3.52,2000.0,1.66,0.2349999999999999,1.415,0.7649999999999999,3.85,12.0,12.5545,6.874999999999999,2.1148573380435987,1.0573369137110868,0.03,0.3767749910467593,99.895,480.0,-0.25,0.09686609686609704,3.0,11.0,0.8761798558285873,1.0909090909090908,0.9166666666666666,1.0909090909090908,1.0909090909090908,6.27725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
339,349,519,9030106A018    ,2023,37,2.0,11.0,10.0,0.56,1.820453763354808,3.0,1.0,2.0,3.52,2000.0,1.7999999999999998,0.2349999999999997,0.8899999999999999,0.47,2.135,12.0,11.7635,3.812499999999999,1.1727845238241772,0.7522894990541841,0.03,0.2769233730543338,99.44,462.0,-0.33333333333333337,-0.4454545454545456,0.0,12.0,1.0201045607174737,0.9166666666666666,0.9090909090909092,1.2,1.0,5.88175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
340,350,520,9030106A018    ,2023,38,3.0,12.0,10.0,0.56,1.820453763354808,3.0,1.0,2.0,3.52,2000.0,1.7999999999999998,0.2599999999999997,0.6049999999999998,0.4950000000000006,3.53,12.0,11.4615,6.303571428571429,1.9390769878685463,1.1581674547996197,0.03,0.4020373939229024,99.905,450.0,0.5,0.6533957845433258,0.0,14.0,1.2214806089953325,0.8571428571428571,0.8333333333333334,1.2,0.8571428571428571,5.73075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
341,351,521,9030106A018    ,2023,39,3.0,14.0,11.0,0.56,1.820453763354808,3.0,1.0,2.0,3.52,2000.0,3.79,0.21999999999999967,0.8200000000000003,0.4900000000000002,4.2200000000000015,11.0,11.852999999999998,7.5357142857142865,2.3181033679335035,1.1199136322606802,0.03,0.39271828910164347,99.955,464.0,0.0,0.19546742209631773,-0.08333333333333337,14.0,1.181135577490931,1.0,0.7857142857142857,1.0,0.7857142857142857,5.926499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
342,352,524,9030111A014    ,2023,36,6.0,22.0,20.0,0.56,1.2297140427341342,3.0,1.0,2.0,3.52,1000.0,1.7999999999999998,0.2400000000000002,1.44,0.3200000000000003,2.82,23.0,23.635,5.035714285714286,2.2932160665011514,1.1232778746084908,0.03,0.4248531178888776,99.895,480.0,-0.1428571428571429,0.11462450592885375,2.2857142857142856,22.0,0.9308229320922362,1.0,0.9090909090909092,1.15,1.0454545454545454,11.8175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
343,353,525,9030111A014    ,2023,37,6.0,22.0,21.0,0.56,1.2297140427341342,3.0,1.0,2.0,3.52,1000.0,1.67,0.24,0.7,0.3400000000000003,2.615,24.0,22.145,4.669642857142857,2.126510643227132,1.1988562910982925,0.03,0.4484772082718521,99.44,462.0,0.0,-0.07269503546099276,0.04347826086956519,23.0,1.0386091668548203,0.9565217391304348,0.9545454545454546,1.1428571428571428,1.0434782608695652,11.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
344,354,526,9030111A014    ,2023,38,6.0,18.0,21.0,0.56,1.2297140427341342,3.0,1.0,2.0,3.52,1000.0,1.7999999999999998,0.2499999999999996,1.3100000000000005,0.3099999999999996,2.0699999999999994,21.0,21.63,3.6964285714285694,1.6833181764742489,1.2274004885053944,0.03,0.45718115626182304,99.905,450.0,0.0,-0.20841300191204606,-0.125,23.0,1.0633379565418402,0.7826086956521741,1.1666666666666667,1.0,0.9130434782608696,10.815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
