,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave
787,9056455A041    ,2023,37,9.0,1.0,0.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999998,0.14000000000000012,45.83,7.149999999999999,53.12,（株）ムロコーポレーション,1.0,0.0,57.118279569892465,7.614607665915537,inf,0.0,0.0,99.44,462.0,-0.052631578947368474,-0.10790158703501562,-0.5,,,,,0.0,inf,,0.0
788,9056455A041    ,2023,39,6.0,1.0,1.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.33,37.79,11.720000000000004,49.84,（株）ムロコーポレーション,1.0,0.49,53.59139784946237,7.144428578110513,70.779756989501,0.0,0.08415825135653743,99.955,464.0,-0.33333333333333337,-0.06174698795180711,0.0,,1.0,2.0408163265306123,1.0,1.0,1.0,1.0,0.49
791,9056455A042    ,2023,36,10.0,2.0,2.0,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999998,0.31999999999999995,23.56,2.0700000000000003,27.03,（株）ムロコーポレーション,3.0,1.14,29.064516129032256,4.180309689413646,50.704796673765344,0.0,0.19267155745794579,99.89500000000001,480.0,-0.09090909090909094,0.23990825688073403,2.0,,2.0,1.7543859649122808,1.0,1.0,1.5,1.5,1.14
792,9056455A042    ,2023,37,11.0,2.0,1.0,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7600000000000001,1.295,23.604999999999993,3.584999999999999,28.485,（株）ムロコーポレーション,2.0,0.57,30.629032258064512,4.405331909099064,111.55055268228375,0.0,0.09808375315628215,99.44,462.0,0.10000000000000009,0.05382907880133181,-0.33333333333333337,,1.0,1.7543859649122808,2.0,0.5,2.0,2.0,0.57
793,9056455A042    ,2023,39,8.0,2.0,3.0,0.93,6.466028119507907,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.13,7.01,2.2299999999999995,11.4,（株）ムロコーポレーション,3.0,1.56,12.258064516129032,1.763060690318741,29.642804209278196,0.0,0.25574790042089524,99.955,464.0,-0.2727272727272727,-0.5997893628225381,0.5,,2.0,1.282051282051282,1.0,1.5,1.0,1.5,1.56
796,9056455A043    ,2023,36,9.0,3.0,3.0,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.765,0.22000000000000003,31.95,1.3349999999999973,33.35,（株）ムロコーポレーション,4.0,1.6300000000000001,35.86021505376344,4.946744169499133,31.91602539097131,0.0,0.26763789173783276,99.89500000000001,480.0,0.0,-0.14289385762014895,3.0,,3.0,1.840490797546012,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6300000000000001
797,9056455A043    ,2023,37,11.0,3.0,3.0,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.765,4.82,29.880000000000003,2.4699999999999953,37.17,（株）ムロコーポレーション,2.0,1.03,39.96774193548387,5.513357744536215,61.7318592513609,0.0,0.17512198250663813,99.44,462.0,0.22222222222222232,0.11454272863568216,-0.5,,1.0,0.970873786407767,3.0,1.0,0.6666666666666666,2.0,1.03
798,9056455A043    ,2023,38,11.0,3.0,4.0,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2500000000000001,23.13,1.7399999999999984,24.67,（株）ムロコーポレーション,3.0,1.47,26.526881720430108,3.6592557319803185,43.25429593802839,0.0,0.2455477946999221,99.905,450.0,0.0,-0.33629270917406506,0.5,,3.0,2.0408163265306123,1.0,1.3333333333333333,0.75,1.0,1.47
799,9056455A043    ,2023,39,11.0,3.0,4.0,0.93,6.74180811808118,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14,26.78,1.2199999999999989,28.14,（株）ムロコーポレーション,3.0,1.53,30.258064516129032,4.1739544506658355,41.55804903849786,0.0,0.2548387564570465,99.955,464.0,0.0,0.14065666801783538,0.0,,3.0,1.9607843137254901,1.0,1.3333333333333333,0.75,1.0,1.53
802,9056455A044    ,2023,36,6.0,3.0,4.0,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7600000000000002,0.14000000000000012,42.15000000000001,1.0399999999999991,43.51000000000001,（株）ムロコーポレーション,3.0,1.48,46.78494623655915,5.9181027490422675,23.433838462740198,0.0,0.24011680758008358,99.89500000000001,480.0,0.19999999999999996,0.2467048710601718,2.0,,3.0,2.027027027027027,1.0,1.3333333333333333,0.75,1.0,1.48
803,9056455A044    ,2023,37,8.0,4.0,3.0,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2249999999999999,27.689999999999998,1.5250000000000004,29.884999999999998,（株）ムロコーポレーション,4.0,1.42,32.134408602150536,4.064870159851255,32.565334201742246,0.0,0.23490490645909676,99.44,462.0,0.33333333333333326,-0.3131464031257185,0.33333333333333326,,2.0,1.4084507042253522,2.0,0.75,1.3333333333333333,2.0,1.42
804,9056455A044    ,2023,38,9.0,4.0,4.0,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14500000000000002,19.045,1.08,20.14,（株）ムロコーポレーション,4.0,1.78,21.655913978494624,2.7393838052335377,29.22647268948496,0.0,0.28943120080124657,99.905,450.0,0.125,-0.32608331939099877,0.0,,4.0,2.247191011235955,1.0,1.0,1.0,1.0,1.78
805,9056455A044    ,2023,39,9.0,4.0,4.0,0.93,7.352018348623853,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.755,0.17000000000000004,16.990000000000002,1.9449999999999985,19.104999999999997,（株）ムロコーポレーション,2.0,0.96,20.54301075268817,2.5986061369904037,54.190751445086704,0.0,0.16304716618370357,99.955,464.0,0.0,-0.05139026812313818,-0.5,,4.0,4.166666666666667,1.0,1.0,0.5,0.5,0.96
807,9056455A045    ,2023,36,3.0,2.0,3.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2700000000000001,42.75,1.4199999999999946,43.54,（株）ムロコーポレーション,3.0,1.06,46.817204301075265,6.241340696045981,16.359472134365795,0.0,0.17169865700340362,99.89500000000001,480.0,0.0,0.18106605181066038,-0.25,,2.0,1.8867924528301885,1.0,1.5,1.0,1.5,1.06
808,9056455A045    ,2023,37,6.0,3.0,4.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.15000000000000002,43.82,1.2900000000000065,46.64,（株）ムロコーポレーション,3.0,1.51,50.1505376344086,6.685717272934878,22.96826551314933,0.0,0.24436170479785704,99.44,462.0,1.0,0.07119889756545716,0.0,,2.0,1.3245033112582782,1.5,1.3333333333333333,0.75,1.5,1.51
809,9056455A045    ,2023,38,7.0,2.0,4.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,4.81,1.3600000000000003,6.34,（株）ムロコーポレーション,3.0,1.41,6.817204301075268,0.9088217733792264,28.696757266428897,0.0,0.23196276381907133,99.905,450.0,0.16666666666666674,-0.864065180102916,0.0,,2.0,1.4184397163120568,1.0,2.0,0.75,1.5,1.41
810,9056455A045    ,2023,39,7.0,4.0,4.0,0.93,6.976065259117083,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000014,1.7399999999999998,1.6100000000000003,4.94,（株）ムロコーポレーション,3.0,0.98,5.311827956989247,0.7081355773648863,41.28819157720891,0.0,0.1654174045843355,99.955,464.0,0.0,-0.2208201892744479,0.0,,4.0,4.081632653061225,1.0,1.0,0.75,0.75,0.98
812,9056455A046    ,2023,36,2.0,1.0,1.0,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7799999999999998,0.20000000000000015,44.61,5.510000000000005,50.32,（株）ムロコーポレーション,1.0,0.19,54.107526881720425,2.838127467569092,60.8457560085184,0.0,0.03276257863053134,99.89500000000001,480.0,-0.33333333333333337,0.15254237288135597,0.0,,1.0,5.2631578947368425,1.0,1.0,1.0,1.0,0.19
813,9056455A046    ,2023,37,4.0,2.0,3.0,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,47.05,1.759999999999998,50.9,（株）ムロコーポレーション,3.0,0.51,54.73118279569892,2.8708403835307386,45.33605349654312,0.0,0.08720001166521295,99.44,462.0,1.0,0.01152623211446735,2.0,,1.0,1.9607843137254901,2.0,1.5,1.0,3.0,0.51
814,9056455A046    ,2023,38,6.0,2.0,2.0,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.30999999999999994,49.54,3.509999999999998,53.36,（株）ムロコーポレーション,1.0,0.17,57.376344086021504,3.009588268471517,204.01224073444402,0.0,0.02938429028867266,99.905,450.0,0.5,0.048330058939096254,-0.6666666666666667,,2.0,11.76470588235294,1.0,1.0,0.5,0.5,0.17
815,9056455A046    ,2023,39,7.0,2.0,2.0,0.93,17.73,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,50.76,2.759999999999998,55.93,（株）ムロコーポレーション,3.0,0.37,60.13978494623655,3.1545403271291597,109.35791282612092,0.0,0.06378340594230264,99.955,464.0,0.16666666666666674,0.048163418290854576,2.0,,2.0,5.405405405405405,1.0,1.0,1.5,1.5,0.37
816,9056455A047    ,2023,36,1.0,1.0,1.0,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.35,20.46,32.79,53.6,（株）ムロコーポレーション,1.0,0.14,57.634408602150536,2.264117567223424,41.288191577208906,0.0,0.024134074489233014,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,7.142857142857142,1.0,1.0,1.0,1.0,0.14
817,9056455A047    ,2023,37,2.0,1.0,2.0,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7699999999999999,0.16499999999999998,52.114999999999995,4.68,56.96,（株）ムロコーポレーション,2.0,0.26,61.247311827956985,2.4060473251687733,44.46420631391729,0.0,0.04470551839929756,99.44,462.0,1.0,0.0626865671641792,1.0,,,,,2.0,1.0,,0.26
818,9056455A047    ,2023,38,4.0,0.0,1.0,0.93,23.673682310469317,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.75,0.2200000000000002,72.63,6.480000000000004,79.33,（株）ムロコーポレーション,1.0,0.13,85.3010752688172,3.3509784814894448,177.85682525566915,0.0,0.02247275280831127,99.905,450.0,1.0,0.3927317415730336,-0.5,,,,,inf,1.0,,0.13
819,9056455A048    ,2023,37,1.0,0.0,1.0,0.93,42.37736842105263,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.15000000000000002,63.13,21.19,84.47,（株）ムロコーポレーション,1.0,0.08,90.82795698924731,1.9932809220413081,72.25433526011561,0.0,0.01382392885327234,99.44,462.0,0.0,0.0,0.0,,,,,inf,1.0,,0.08
820,9056457A132    ,2023,38,2.0,0.0,1.0,0.93,17.00142857142857,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.75,0.4700000000000001,50.11,27.010000000000005,77.59,（株）ムロコーポレーション,1.0,0.18,83.43010752688171,4.563734139988237,64.22607578676943,0.0,0.031048632258394254,99.905,450.0,0.0,0.0,0.0,,,,,inf,1.0,,0.18
822,9056457A133    ,2023,36,2.0,1.0,1.0,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2600000000000001,3.01,9.03,12.3,（株）ムロコーポレーション,1.0,0.3,13.225806451612904,1.0728193998372264,38.53564547206165,0.0,0.05147919618062057,99.89500000000001,480.0,0.0,1.303370786516854,0.0,,1.0,3.3333333333333335,1.0,1.0,1.0,1.0,0.3
823,9056457A133    ,2023,38,3.0,1.0,1.0,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,33.13,13.229999999999995,46.51,（株）ムロコーポレーション,1.0,0.28,50.01075268817204,4.056652868815398,61.932287365813366,0.0,0.04821113595229813,99.905,450.0,0.5,2.7813008130081296,0.0,,1.0,3.571428571428571,1.0,1.0,1.0,1.0,0.28
824,9056457A133    ,2023,39,3.0,1.0,1.0,0.93,11.465117056856187,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,2.3000000000000003,22.18,7.349999999999998,31.83,（株）ムロコーポレーション,1.0,0.29,34.2258064516129,2.776247276164139,59.79669124975086,0.0,0.049915815936717164,99.955,464.0,0.0,-0.315631047086648,0.0,,1.0,3.4482758620689657,1.0,1.0,1.0,1.0,0.29
827,9056457A134    ,2023,36,7.0,1.0,1.0,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.75,0.31999999999999995,29.54,5.719999999999999,35.58,（株）ムロコーポレーション,1.0,1.22,38.258064516129025,10.066823631789296,33.16592438169241,0.0,0.20321117561718532,99.89500000000001,480.0,0.0,0.5564304461942258,0.0,,1.0,0.819672131147541,1.0,1.0,1.0,1.0,1.22
828,9056457A134    ,2023,37,7.0,1.0,2.0,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,1.235,14.815,3.6800000000000006,19.73,（株）ムロコーポレーション,2.0,2.44,21.21505376344086,5.582305515885409,16.582962190846207,0.0,0.3656314350595539,99.44,462.0,0.0,-0.4454749859471613,1.0,,1.0,0.4098360655737705,1.0,2.0,1.0,2.0,2.44
829,9056457A134    ,2023,38,7.0,2.0,3.0,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,0.17999999999999972,16.700000000000006,1.4399999999999975,21.3,（株）ムロコーポレーション,3.0,3.42,22.903225806451612,6.02651330402226,11.831119223878579,0.0,0.4538935212718151,99.905,450.0,0.0,0.07957425240750138,0.5,,2.0,0.5847953216374269,1.0,1.5,1.0,1.5,3.42
830,9056457A134    ,2023,39,7.0,1.0,2.0,0.93,3.53438197602315,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2500000000000001,34.779999999999994,1.8300000000000052,36.86,（株）ムロコーポレーション,1.0,1.18,39.634408602150536,10.428980299824438,34.29019300480063,0.0,0.19702108063794682,99.955,464.0,0.0,0.7305164319248825,-0.6666666666666667,,1.0,0.8474576271186441,1.0,2.0,0.5,1.0,1.18
833,9056457A135    ,2023,36,11.0,3.0,3.0,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2650000000000008,25.235,1.3699999999999992,28.215,（株）ムロコーポレーション,4.0,5.66,30.338709677419352,10.839988859848322,11.233889581078044,0.0,0.6403953374723637,99.89500000000001,480.0,0.0,10.06470588235294,3.0,,3.0,0.5300353356890459,1.0,1.0,1.3333333333333333,1.3333333333333333,5.66
834,9056457A135    ,2023,37,10.0,3.0,4.0,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.8200000000000001,0.13,28.92,1.75,31.809999999999995,（株）ムロコーポレーション,3.0,5.279999999999999,34.20430107526881,12.221160575288856,10.947626554562971,0.0,0.606368326793888,99.44,462.0,-0.09090909090909094,0.1274144958355483,-0.25,,1.0,0.18939393939393942,3.0,1.3333333333333333,0.75,3.0,5.279999999999999
835,9056457A135    ,2023,38,11.0,4.0,5.0,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.2600000000000001,22.67,0.75,25.71,（株）ムロコーポレーション,5.0,6.96,27.64516129032258,9.877586871759716,9.135605607600823,0.0,0.6689530424468102,99.905,450.0,0.10000000000000009,-0.19176359635334783,0.6666666666666667,,4.0,0.5747126436781609,1.0,1.25,1.0,1.25,6.96
836,9056457A135    ,2023,39,10.0,4.0,6.0,0.93,2.6028624535315985,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000006,14.78,1.0599999999999996,18.32,（株）ムロコーポレーション,3.0,5.35,19.698924731182796,7.038404958795721,10.804386580951867,0.0,0.6089434335516138,99.955,464.0,-0.09090909090909094,-0.2874367950213925,-0.4,,4.0,0.7476635514018692,1.0,1.5,0.5,0.75,5.35
839,9056457A136    ,2023,36,5.0,5.0,6.0,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16499999999999987,7.574999999999999,0.7500000000000004,8.379999999999999,（株）ムロコーポレーション,6.0,4.02,9.010752688172042,2.0531286041178713,7.1894860955338915,0.0,0.43819342647961507,99.89500000000001,480.0,0.0,0.4612031386224933,2.0,,5.0,1.2437810945273633,1.0,1.2,1.0,1.2,4.02
840,9056457A136    ,2023,37,5.0,5.0,6.0,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17999999999999972,6.72,0.79,7.85,（株）ムロコーポレーション,5.0,3.71,8.440860215053762,1.9232767950268843,7.790224825888475,0.0,0.42787247470717726,99.44,462.0,0.0,-0.0632458233890214,-0.16666666666666663,,2.0,0.5390835579514824,2.5,1.2,0.8333333333333334,2.5,3.71
841,9056457A136    ,2023,38,5.0,5.0,6.0,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14500000000000002,6.165,0.9099999999999997,7.220000000000001,（株）ムロコーポレーション,2.0,1.7999999999999998,7.763440860215054,1.7689246445979754,16.056518946692357,0.0,0.27860556216232274,99.905,450.0,0.0,-0.08025477707006357,-0.6,,5.0,2.777777777777778,1.0,1.2,0.3333333333333333,0.4,1.7999999999999998
842,9056457A136    ,2023,39,5.0,6.0,7.0,0.93,4.0815757878939465,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14500000000000007,4.605,0.7000000000000002,6.285,（株）ムロコーポレーション,6.0,4.7,6.758064516129032,1.5398464530884037,6.149305128520477,0.0,0.4510882677827722,99.955,464.0,0.0,-0.1295013850415513,2.0,,6.0,1.276595744680851,1.0,1.1666666666666667,0.8571428571428571,1.0,4.7
845,9056457A137    ,2023,36,2.0,5.0,7.0,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16499999999999998,1.76,0.6399999999999999,3.46,（株）ムロコーポレーション,6.0,2.06,3.7204301075268815,0.4885388399849979,5.611987204669173,0.0,0.2572351500204302,99.89500000000001,480.0,0.0,-0.42333333333333334,2.0,,5.0,2.4271844660194173,1.0,1.4,0.8571428571428571,1.2,2.06
846,9056457A137    ,2023,37,2.0,6.0,7.0,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.16000000000000003,0.69,0.97,2.855,（株）ムロコーポレーション,4.0,1.3800000000000001,3.0698924731182795,0.40311514108588703,8.377314233056882,0.0,0.20353511525936788,99.44,462.0,0.0,-0.17485549132947975,-0.33333333333333337,,3.0,2.1739130434782608,2.0,1.1666666666666667,0.5714285714285714,1.3333333333333333,1.3800000000000001
847,9056457A137    ,2023,38,3.0,4.0,3.0,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.17000000000000004,3.21,1.0449999999999997,4.425000000000001,（株）ムロコーポレーション,2.0,0.48,4.758064516129033,0.6247931696339931,36.127167630057805,0.0,0.08189747130905928,99.905,450.0,0.5,0.5499124343257447,-0.5,,4.0,8.333333333333334,1.0,0.75,0.6666666666666666,0.5,0.48
848,9056457A137    ,2023,39,2.0,5.0,5.0,0.93,7.08234375,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.765,0.1600000000000001,2.4250000000000003,0.9049999999999998,4.239999999999999,（株）ムロコーポレーション,6.0,1.93,4.559139784946235,0.5986718732764136,5.989996705501811,0.0,0.24948553881739607,99.955,464.0,-0.33333333333333337,-0.04180790960452008,2.0,,5.0,2.5906735751295336,1.0,1.0,1.2,1.2,1.93
851,9056457A138    ,2023,36,1.0,3.0,3.0,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15500000000000003,2.03,1.9949999999999997,5.129999999999999,（株）ムロコーポレーション,4.0,0.56,5.516129032258063,0.21519276970598325,10.322047894302226,0.0,0.09165862603795259,99.89500000000001,480.0,-0.5,0.633757961783439,3.0,,3.0,5.357142857142857,1.0,1.0,1.3333333333333333,1.3333333333333333,0.56
852,9056457A138    ,2023,37,2.0,4.0,4.0,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.14,1.83,1.21,5.05,（株）ムロコーポレーション,3.0,0.24,5.43010752688172,0.21183693704000303,48.16955684007707,0.0,0.04130391772832591,99.44,462.0,1.0,-0.015594541910331272,-0.25,,2.0,8.333333333333334,2.0,1.0,0.75,1.5,0.24
853,9056457A138    ,2023,39,2.0,3.0,3.0,0.93,23.83909090909091,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999999,0.15500000000000008,6.78,2.3900000000000006,9.325000000000001,（株）ムロコーポレーション,2.0,0.26,10.026881720430108,0.3911642451283225,44.46420631391729,0.0,0.04470551839929756,99.955,464.0,0.0,0.8465346534653468,-0.33333333333333337,,3.0,11.538461538461538,1.0,1.0,0.6666666666666666,0.6666666666666666,0.26
855,9056457A139    ,2023,36,2.0,1.0,1.0,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7550000000000001,0.22999999999999993,15.560000000000002,5.030000000000001,20.82,（株）ムロコーポレーション,2.0,0.12,22.387096774193548,0.3705077411559752,96.33911368015414,0.0,0.02073288387583647,99.89500000000001,480.0,0.0,0.07209062821833156,1.0,,1.0,8.333333333333334,1.0,1.0,2.0,2.0,0.12
856,9056457A139    ,2023,37,3.0,1.0,1.0,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.13,7.15,6.299999999999999,13.58,（株）ムロコーポレーション,1.0,0.05,14.602150537634408,0.24166643251191847,346.82080924855484,0.0,0.008648690804429482,99.44,462.0,0.5,-0.3477425552353506,-0.5,,1.0,20.0,1.0,1.0,1.0,1.0,0.05
857,9056457A139    ,2023,39,3.0,1.0,1.0,0.93,56.19315789473684,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.15000000000000002,12.41,12.05,24.610000000000007,（株）ムロコーポレーション,1.0,0.05,26.462365591397855,0.4379536748246182,346.82080924855484,0.0,0.008648690804429482,99.955,464.0,0.0,0.8122238586156116,0.0,,1.0,20.0,1.0,1.0,1.0,1.0,0.05
859,9056463A028    ,2023,36,1.0,1.0,0.0,0.93,4.339090909090909,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.77,2.24,70.58,15.47,88.28999999999998,（株）ムロコーポレーション,1.0,0.93,94.93548387096772,20.34758013827781,6.215426689042203,0.0,0.13904479887477506,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,1.075268817204301,1.0,0.0,inf,1.0,0.93
860,9056463A029    ,2023,36,2.0,1.0,1.0,0.93,4.776153846153846,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.7599999999999998,0.3600000000000003,72.21,11.829999999999998,84.39999999999998,（株）ムロコーポレーション,1.0,0.83,90.75268817204298,17.671122564019964,13.928546556166864,0.0,0.13513471004364122,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,1.2048192771084338,1.0,1.0,1.0,1.0,0.83
861,9056463A030    ,2023,36,5.5,1.0,1.0,0.93,2.8258772193800783,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.75,0.4800000000000001,53.36,6.6699999999999955,60.51,（株）ムロコーポレーション,1.0,1.68,65.06451612903226,21.412819914827818,18.923754472887424,0.0,0.26585775692611247,99.89500000000001,480.0,0.0,0.0,0.0,,1.0,0.5952380952380952,1.0,1.0,1.0,1.0,1.68
862,9056463A030    ,2023,39,2.0,0.0,1.0,0.93,2.8258772193800783,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.76,0.30999999999999994,53.07,25.139999999999993,78.52,（株）ムロコーポレーション,1.0,1.47,84.43010752688171,27.786062133734593,7.8644174432778895,0.0,0.21258689949804277,99.955,464.0,-0.6363636363636364,0.29763675425549496,0.0,,,,,inf,1.0,,1.47
865,9056463A031    ,2023,36,8.0,1.0,1.0,0.93,3.988252427184466,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100.0,0.78,9.32,10.72,5.27,25.31,（株）ムロコーポレーション,1.0,1.03,27.215053763440856,6.346137929355631,44.895897637353386,0.0,0.1739985386537094,99.89500000000001,480.0,0.1428571428571428,0.2623441396508728,0.0,,1.0,0.970873786407767,1.0,1.0,1.0,1.0,1.03
