,品番,Year,Week_Number,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）
118,35145ECB010    ,2023,35,0.62,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,3.75,0.2999999999999998,2.95,0.4700000000000002,3.75,三共鋼業（株）,13,0.0
119,35145ECB010    ,2023,35,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,2.755,0.09999999999999998,2.3600000000000003,0.355,2.8100000000000005,三共鋼業（株）,6,3.93
120,35145ECB010    ,2023,36,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.2899999999999996,2.1500000000000004,0.41000000000000014,2.8249999999999997,三共鋼業（株）,20,20.67
121,35145ECB010    ,2023,37,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,3.75,0.10000000000000007,1.74,0.2999999999999998,2.41,三共鋼業（株）,17,19.37
122,35145ECB010    ,2023,38,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.29500000000000004,1.7950000000000004,0.2799999999999998,2.93,三共鋼業（株）,20,18.73
123,35145ECB010    ,2023,39,0.62,1.3849344341913552,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.755,0.10000000000000007,1.9500000000000002,0.38500000000000023,3.02,三共鋼業（株）,20,19.66
124,35145ECE010    ,2023,35,0.65,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.1200000000000001,2.06,0.4500000000000002,3.1,三共鋼業（株）,19,0.0
125,35145ECE010    ,2023,35,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.7599999999999998,0.09000000000000008,1.0200000000000002,0.5499999999999998,1.66,三共鋼業（株）,7,4.87
126,35145ECE010    ,2023,36,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.2899999999999998,1.59,0.4800000000000004,2.74,三共鋼業（株）,27,26.6
127,35145ECE010    ,2023,37,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.10000000000000007,1.3200000000000005,0.4900000000000002,1.93,三共鋼業（株）,21,24.92
128,35145ECE010    ,2023,38,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.2899999999999998,1.5700000000000003,0.5349999999999999,2.5349999999999997,三共鋼業（株）,24,24.53
129,35145ECE010    ,2023,39,0.65,0.8485252410663642,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.76,0.09999999999999988,1.3,0.5099999999999998,1.95,三共鋼業（株）,25,24.86
130,35145ECE020    ,2023,35,0.65,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.44,0.29000000000000026,1.3199999999999998,0.16999999999999993,1.755,（株）浅賀井製作所,20,0.0
131,35145ECE020    ,2023,35,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.33,0.28,1.09,0.18000000000000016,1.53,（株）浅賀井製作所,7,4.87
132,35145ECE020    ,2023,36,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.36,0.31000000000000005,0.8200000000000003,0.17999999999999972,2.06,（株）浅賀井製作所,27,26.6
133,35145ECE020    ,2023,37,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.35,0.31000000000000005,1.1900000000000002,0.3700000000000001,1.8150000000000004,（株）浅賀井製作所,26,24.92
134,35145ECE020    ,2023,38,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.44,0.29000000000000004,0.9499999999999996,0.3700000000000001,1.7799999999999998,（株）浅賀井製作所,25,24.53
135,35145ECE020    ,2023,39,0.65,0.8485252410663642,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,1.44,0.33999999999999986,1.19,0.4399999999999995,2.08,（株）浅賀井製作所,25,24.86
136,35165ECE010    ,2023,35,0.63,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.2400000000000002,0.34999999999999976,4.889999999999999,0.16999999999999993,6.33,（株）松尾製作所,10,0.0
137,35165ECE010    ,2023,35,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.2400000000000002,0.33999999999999986,2.5000000000000004,0.09999999999999963,3.03,（株）松尾製作所,3,2.435
138,35165ECE010    ,2023,36,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.25,0.33999999999999986,5.23,0.17999999999999972,5.71,（株）松尾製作所,13,13.3
139,35165ECE010    ,2023,37,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.24,0.3500000000000001,1.35,0.4900000000000002,2.6,（株）松尾製作所,13,12.46
140,35165ECE010    ,2023,38,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.24,0.3500000000000001,2.49,0.45,3.35,（株）松尾製作所,13,12.265
141,35165ECE010    ,2023,39,0.63,1.0270504821327284,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.24,0.365,2.695,0.4750000000000001,4.01,（株）松尾製作所,12,12.43
142,35174ECB010    ,2023,35,0.87,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.44,0.26000000000000023,1.29,0.20000000000000015,1.83,（株）浅賀井製作所,66,0.0
143,35174ECB010    ,2023,35,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.33,0.23999999999999974,1.0999999999999996,0.18000000000000016,1.6,（株）浅賀井製作所,27,19.649999999999995
144,35174ECB010    ,2023,36,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.36,0.23,0.8400000000000003,0.13000000000000078,1.2800000000000002,（株）浅賀井製作所,103,103.35000000000004
145,35174ECB010    ,2023,37,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.34,0.22,0.5900000000000001,0.16999999999999993,1.18,（株）浅賀井製作所,99,96.85000000000002
146,35174ECB010    ,2023,38,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.34,0.27,0.7599999999999998,0.19999999999999987,1.27,（株）浅賀井製作所,94,93.64999999999999
147,35174ECB010    ,2023,39,0.87,0.9209956289460904,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,1.44,0.21,1.0,0.17999999999999972,1.4550000000000003,（株）浅賀井製作所,100,98.29999999999998
148,35174ECE010    ,2023,35,0.87,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.34,0.27,1.48,0.29000000000000004,2.7200000000000006,（株）浅賀井製作所,49,0.0
149,35174ECE010    ,2023,35,0.87,0.9494100964265456,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.3250000000000002,0.3200000000000001,1.0800000000000003,0.29499999999999993,1.6949999999999998,（株）浅賀井製作所,18,12.175
150,35174ECE010    ,2023,36,0.87,0.9494100964265456,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.3650000000000002,0.22999999999999987,1.4849999999999999,0.3100000000000005,2.175,（株）浅賀井製作所,66,66.49999999999999
151,35174ECE010    ,2023,37,0.87,0.9494100964265456,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.36,0.22,1.1,0.3200000000000003,1.77,（株）浅賀井製作所,63,62.29999999999999
152,35174ECE010    ,2023,38,0.87,0.9494100964265456,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.34,0.27,0.77,0.3300000000000001,1.94,（株）浅賀井製作所,61,61.32499999999999
153,35174ECE010    ,2023,39,0.87,0.9494100964265456,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,1.34,0.21,0.8800000000000001,0.29499999999999993,1.6050000000000002,（株）浅賀井製作所,64,62.15000000000001
154,35174ECE020    ,2023,35,0.63,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.34,0.26000000000000023,2.33,0.1200000000000001,2.98,（株）浅賀井製作所,23,0.0
155,35174ECE020    ,2023,35,0.63,1.1660181508791831,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.3699999999999999,0.24,1.54,0.09999999999999987,2.065,（株）浅賀井製作所,8,5.411111111111111
156,35174ECE020    ,2023,36,0.63,1.1660181508791831,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.3650000000000002,0.23999999999999988,2.425,0.10999999999999943,2.9299999999999997,（株）浅賀井製作所,30,29.55555555555556
157,35174ECE020    ,2023,37,0.63,1.1660181508791831,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.34,0.22,1.5900000000000007,0.11999999999999965,2.01,（株）浅賀井製作所,29,27.68888888888889
158,35174ECE020    ,2023,38,0.63,1.1660181508791831,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.34,0.3000000000000003,1.9049999999999998,0.14500000000000002,2.305,（株）浅賀井製作所,28,27.25555555555555
159,35174ECE020    ,2023,39,0.63,1.1660181508791831,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,1.3900000000000001,0.2350000000000001,1.815,0.1000000000000003,2.07,（株）浅賀井製作所,28,27.62222222222222
160,3519510A010    ,2023,35,0.63,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.205,0.2799999999999999,9.735,1.7149999999999994,11.73,中庸スプリング（株）,2,0.0
161,3519510A010    ,2023,35,0.63,2.15986886838271,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,3.19,0.27,2.11,0.91,3.29,中庸スプリング（株）,1,0.655
162,3519510A010    ,2023,36,0.63,2.15986886838271,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.05,0.1649999999999996,12.265,0.7050000000000001,14.04,中庸スプリング（株）,4,2.065
163,3519510A010    ,2023,37,0.63,2.15986886838271,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.1900000000000002,0.14000000000000012,1.9399999999999995,0.7099999999999991,2.7500000000000004,中庸スプリング（株）,3,1.9916666666666667
164,3519510A010    ,2023,38,0.63,2.15986886838271,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,0.92,0.08000000000000007,7.689999999999999,0.7699999999999996,8.4,中庸スプリング（株）,3,1.8616666666666668
165,3519510A010    ,2023,39,0.63,2.15986886838271,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,3.17,0.27,2.03,0.6300000000000008,3.64,中庸スプリング（株）,3,1.9866666666666668
166,35195ECE010    ,2023,35,0.62,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.76,0.3200000000000001,5.225,0.5150000000000006,5.92,三共鋼業（株）,10,0.0
167,35195ECE010    ,2023,35,0.62,1.8111514463981848,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.7599999999999998,0.09999999999999998,1.8050000000000002,0.36000000000000054,2.3500000000000005,三共鋼業（株）,4,2.435
168,35195ECE010    ,2023,36,0.62,1.8111514463981848,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,2.755,0.2899999999999996,2.515,0.4249999999999998,3.27,三共鋼業（株）,14,13.3
169,35195ECE010    ,2023,37,0.62,1.8111514463981848,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.76,0.10000000000000007,4.17,0.3250000000000002,4.604999999999999,三共鋼業（株）,10,10.09
170,35195ECE010    ,2023,38,0.62,1.8111514463981848,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,3.755,0.2050000000000001,3.355,0.3600000000000003,4.07,三共鋼業（株）,12,12.265
171,35195ECE010    ,2023,39,0.62,1.8111514463981848,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.76,0.2899999999999998,3.99,0.31000000000000005,4.335,三共鋼業（株）,12,9.965
172,35195TFG010    ,2023,35,0.62,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.7599999999999998,0.11500000000000021,2.0700000000000003,0.44499999999999984,2.7,三共鋼業（株）,10,0.0
173,35195TFG010    ,2023,35,0.62,1.0170504821327282,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.75,0.10999999999999988,1.81,0.2599999999999998,2.18,三共鋼業（株）,3,2.435
174,35195TFG010    ,2023,36,0.62,1.0170504821327282,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,3.75,0.2899999999999996,3.0,0.5300000000000011,3.76,三共鋼業（株）,13,13.3
175,35195TFG010    ,2023,37,0.62,1.0170504821327282,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.76,0.10000000000000007,2.0200000000000005,0.5099999999999998,3.29,三共鋼業（株）,13,12.46
176,35195TFG010    ,2023,38,0.62,1.0170504821327282,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.76,0.2899999999999998,1.75,0.54,2.73,三共鋼業（株）,11,12.265
177,35195TFG010    ,2023,39,0.62,1.0170504821327282,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.75,0.09999999999999998,1.8650000000000002,0.32499999999999973,3.015,三共鋼業（株）,12,12.43
178,35198ECE010    ,2023,35,0.58,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.82,0.19000000000000014,3.5249999999999995,0.20499999999999963,3.9650000000000003,サトープレス工業（株）,10,0.0
179,35198ECE010    ,2023,35,0.58,0.9770504821327284,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,2.825,0.21499999999999994,2.9600000000000004,0.21499999999999986,3.46,サトープレス工業（株）,4,2.435
180,35198ECE010    ,2023,36,0.58,0.9770504821327284,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.83,0.2500000000000002,3.55,0.21,4.04,サトープレス工業（株）,13,13.3
181,35198ECE010    ,2023,37,0.58,0.9770504821327284,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.84,0.2100000000000002,1.885,0.2200000000000002,2.27,サトープレス工業（株）,12,12.46
182,35198ECE010    ,2023,38,0.58,0.9770504821327284,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,3.82,0.18000000000000016,3.08,0.2600000000000007,3.62,サトープレス工業（株）,13,12.265
183,35198ECE010    ,2023,39,0.58,0.9770504821327284,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.82,0.18500000000000005,3.015,0.1900000000000004,3.39,サトープレス工業（株）,12,12.43
184,35300ECB010    ,2023,35,0.91,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,1.02,0.52,2.0,0.17999999999999972,4.3100000000000005,アイシン精機（株）,273,0.0
185,35300ECB010    ,2023,35,0.91,0.950182842564048,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,0.96,0.3400000000000001,1.9449999999999998,0.18000000000000016,2.53,アイシン精機（株）,106,73.33333333333327
186,35300ECB010    ,2023,36,0.91,0.950182842564048,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,0.98,0.4500000000000002,1.7299999999999998,0.16000000000000014,2.38,アイシン精機（株）,392,393.91666666666663
187,35300ECB010    ,2023,37,0.91,0.950182842564048,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,0.97,0.31999999999999984,1.84,0.19999999999999973,2.39,アイシン精機（株）,377,369.08333333333337
188,35300ECB010    ,2023,38,0.91,0.950182842564048,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,0.98,0.3200000000000001,2.0600000000000005,0.21,2.845,アイシン精機（株）,358,360.4999999999999
189,35300ECB010    ,2023,39,0.91,0.950182842564048,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,0.9949999999999999,0.3700000000000001,1.93,0.1900000000000004,2.6000000000000005,アイシン精機（株）,380,371.0
190,35312ECB010    ,2023,35,0.59,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.35,0.23,2.03,0.37999999999999895,2.99,（株）旭工業所,21,0.0
191,35312ECB010    ,2023,35,0.59,0.7506362311801845,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.3299999999999996,0.54,0.7799999999999998,0.29000000000000004,1.79,（株）旭工業所,7,6.238095238095237
192,35312ECB010    ,2023,36,0.59,0.7506362311801845,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.35,0.2400000000000002,1.08,0.33999999999999986,1.91,（株）旭工業所,33,32.80952380952381
193,35312ECB010    ,2023,37,0.59,0.7506362311801845,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.35,0.25,0.8199999999999998,0.3400000000000001,1.405,（株）旭工業所,32,30.746031746031747
194,35312ECB010    ,2023,38,0.59,0.7506362311801845,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.3499999999999996,0.23000000000000045,0.6100000000000001,0.3550000000000002,1.3200000000000003,（株）旭工業所,30,29.73015873015873
195,35312ECB010    ,2023,39,0.59,0.7506362311801845,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.35,0.2700000000000005,0.9649999999999999,0.34499999999999975,1.54,（株）旭工業所,32,31.20634920634921
196,35352ECB010    ,2023,35,0.64,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,2.02,0.21000000000000085,1.879999999999999,4.09,5.84,五興商事（株）,3,0.0
197,35352ECB010    ,2023,35,0.64,1.9250898494414763,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,4.01,0.21,0.6900000000000004,2.22,3.12,五興商事（株）,1,0.7797619047619048
198,35352ECB010    ,2023,36,0.64,1.9250898494414763,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,2.0149999999999997,0.4550000000000003,14.83,3.1100000000000003,18.395,五興商事（株）,4,3.2857142857142856
199,35352ECB010    ,2023,37,0.64,1.9250898494414763,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,2.0,0.2450000000000001,2.425,2.9200000000000004,5.23,五興商事（株）,4,3.0277777777777777
200,35352ECB010    ,2023,38,0.64,1.9250898494414763,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,2.0149999999999997,0.2549999999999999,2.68,0.8250000000000006,4.775,五興商事（株）,4,2.9662698412698414
201,35352ECB010    ,2023,39,0.64,1.9250898494414763,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,3.005,0.2100000000000002,3.2849999999999997,0.7749999999999995,4.355,五興商事（株）,4,2.4365079365079367
202,3539450A010    ,2023,35,0.71,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,3.79,0.3899999999999988,1.31,2.24,3.94,ミズショー（株）,3,0.0
203,3539450A010    ,2023,35,0.71,4.05857021367067,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.25,0.3799999999999999,0.73,1.41,2.52,ミズショー（株）,1,0.0
204,3539450A010    ,2023,36,0.71,4.05857021367067,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,3.76,0.5099999999999998,1.58,3.99,30.74,ミズショー（株）,5,2.8369999999999997
205,3539450A010    ,2023,37,0.71,4.05857021367067,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.84,0.4000000000000004,7.71,1.7599999999999998,9.07,ミズショー（株）,5,3.484
206,3539450A010    ,2023,38,0.71,4.05857021367067,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,2.84,0.3799999999999999,3.08,2.08,6.17,ミズショー（株）,4,2.6319999999999997
207,3539450A010    ,2023,39,0.71,4.05857021367067,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.81,0.3800000000000003,6.210000000000001,3.660000000000004,8.049999999999999,ミズショー（株）,7,4.452
208,35409ECB010    ,2023,35,0.66,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,3.27,0.25,4.404999999999999,0.6350000000000016,5.280000000000001,サンコール（株）,6,0.0
209,35409ECB010    ,2023,35,0.66,1.1699562894609032,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,2.28,0.22999999999999954,1.2800000000000002,0.6500000000000004,2.33,サンコール（株）,3,1.965
210,35409ECB010    ,2023,36,0.66,1.1699562894609032,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,2.28,0.28500000000000014,3.215,0.585,4.085,サンコール（株）,10,10.335
211,35409ECB010    ,2023,37,0.66,1.1699562894609032,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,3.2700000000000005,0.2599999999999998,2.0599999999999996,0.6399999999999997,3.18,サンコール（株）,10,9.685
212,35409ECB010    ,2023,38,0.66,1.1699562894609032,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,2.26,0.2799999999999998,1.62,0.5900000000000001,2.725,サンコール（株）,10,9.365
213,35409ECB010    ,2023,39,0.66,1.1699562894609032,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,2.27,0.28500000000000014,1.4249999999999998,0.5650000000000004,2.255,サンコール（株）,10,9.83
214,35441ECB010    ,2023,35,0.67,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.1500000000000004,0.33999999999999986,2.21,0.09999999999999963,2.76,（株）ニフコ,69,0.0
215,35441ECB010    ,2023,35,0.67,0.8307313702561923,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.14,0.3100000000000003,1.585,0.07999999999999985,2.015,（株）ニフコ,26,18.33333333333332
216,35441ECB010    ,2023,36,0.67,0.8307313702561923,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.15,0.33999999999999986,1.6700000000000008,0.08999999999999986,2.1100000000000003,（株）ニフコ,99,98.47916666666666
217,35441ECB010    ,2023,37,0.67,0.8307313702561923,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.1500000000000004,0.33999999999999986,1.2000000000000002,0.08000000000000007,1.6099999999999994,（株）ニフコ,95,92.27083333333334
218,35441ECB010    ,2023,38,0.67,0.8307313702561923,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.15,0.3200000000000003,1.6999999999999995,0.10000000000000052,2.145,（株）ニフコ,90,90.12499999999999
219,35441ECB010    ,2023,39,0.67,0.8307313702561923,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,2.1500000000000004,0.31999999999999984,1.395,0.08999999999999986,1.9650000000000003,（株）ニフコ,94,92.74999999999999
220,35441TFA010    ,2023,35,0.67,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,4.14,0.3799999999999999,3.99,0.28999999999999915,4.5299999999999985,（株）ニフコ,13,0.0
221,35441TFA010    ,2023,35,0.67,0.9249781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,4.14,0.3100000000000005,1.7549999999999994,0.4049999999999996,2.6600000000000006,（株）ニフコ,6,3.93
222,35441TFA010    ,2023,36,0.67,0.9249781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,2.14,0.31999999999999984,2.37,0.4699999999999989,3.33,（株）ニフコ,19,20.67
223,35441TFA010    ,2023,37,0.67,0.9249781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,2.15,0.31999999999999984,1.09,0.4399999999999995,2.0699999999999994,（株）ニフコ,21,19.37
224,35441TFA010    ,2023,38,0.67,0.9249781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,2.15,0.32499999999999996,0.875,0.4650000000000001,1.87,（株）ニフコ,18,18.73
225,35441TFA010    ,2023,39,0.67,0.9249781447304516,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,2.1500000000000004,0.3099999999999996,0.96,0.5499999999999998,2.09,（株）ニフコ,21,19.66
226,3548255A010    ,2023,35,0.57,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.82,0.20500000000000007,7.3199999999999985,0.21500000000000075,7.790000000000001,サトープレス工業（株）,6,0.0
227,3548255A010    ,2023,35,0.57,1.1655757231990924,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.82,0.19000000000000014,1.81,0.18000000000000016,2.23,サトープレス工業（株）,3,1.6233333333333333
228,3548255A010    ,2023,36,0.57,1.1655757231990924,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.8250000000000002,0.2350000000000001,4.704999999999999,0.16000000000000014,5.285,サトープレス工業（株）,8,8.866666666666667
