,品番,Year,Week_Number,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）
547,9030111A014    ,2023,39,0.56,1.2297140427341342,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.8,0.2200000000000002,1.4149999999999998,0.2999999999999998,2.185,ＮＯＫ（株）,24,22.26
548,9030115A011    ,2023,35,0.56,0.56,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.645,0.23,3.9099999999999997,0.7150000000000003,5.885,ＮＯＫ（株）,4,0.0
549,9030115A011    ,2023,35,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.51,0.2799999999999999,3.9399999999999995,0.6200000000000003,4.84,ＮＯＫ（株）,2,0.9740000000000001
550,9030115A011    ,2023,36,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.55,0.24,1.2599999999999998,0.39000000000000057,2.6100000000000003,ＮＯＫ（株）,5,4.25
551,9030115A011    ,2023,37,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.53,0.23999999999999974,2.3,0.3100000000000005,2.6899999999999995,ＮＯＫ（株）,5,4.984
552,9030115A011    ,2023,38,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.82,0.2400000000000002,6.249999999999999,0.16000000000000014,6.880000000000001,ＮＯＫ（株）,5,4.906000000000001
553,9030115A011    ,2023,39,0.56,1.5526262053318212,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.5299999999999998,0.26000000000000023,3.3600000000000003,0.17999999999999972,3.83,ＮＯＫ（株）,5,4.036
554,9030117A010    ,2023,35,0.54,0.54,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.49,0.27999999999999947,5.285,0.29000000000000004,5.745000000000001,ＮＯＫ（株）,4,0.0
555,9030117A010    ,2023,35,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.795,0.22500000000000012,3.7800000000000002,1.3049999999999997,5.3100000000000005,ＮＯＫ（株）,2,1.273
556,9030117A010    ,2023,36,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2100000000000002,4.3100000000000005,0.44,6.039999999999999,ＮＯＫ（株）,7,6.7940000000000005
557,9030117A010    ,2023,37,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.535,0.19500000000000017,3.144999999999999,0.48999999999999977,4.760000000000001,ＮＯＫ（株）,6,6.366
558,9030117A010    ,2023,38,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2499999999999996,5.48,0.4400000000000004,6.08,ＮＯＫ（株）,7,6.199
559,9030117A010    ,2023,39,0.54,2.8690203327171906,3.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.6550000000000002,0.21999999999999997,2.165,0.16999999999999993,2.69,ＮＯＫ（株）,6,5.242
560,9030119A010    ,2023,35,0.58,0.58,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,6.300000000000001,0.21000000000000033,6.539999999999999,1.0600000000000005,7.8100000000000005,ＮＯＫ（株）,4,0.0
561,9030119A010    ,2023,35,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,3.8,0.16999999999999993,2.92,1.1799999999999995,4.27,ＮＯＫ（株）,1,0.9740000000000001
562,9030119A010    ,2023,36,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.79,0.2100000000000002,5.88,1.1499999999999997,7.26,ＮＯＫ（株）,5,5.319999999999999
563,9030119A010    ,2023,37,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,2.535,0.23999999999999988,2.0600000000000005,1.0899999999999999,4.545,ＮＯＫ（株）,6,4.984
564,9030119A010    ,2023,38,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.7999999999999998,0.2350000000000001,0.6399999999999997,1.5700000000000003,2.375,ＮＯＫ（株）,6,4.906000000000001
565,9030119A010    ,2023,39,0.58,1.5726262053318207,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,1000,1.81,0.20500000000000018,0.5799999999999998,1.085,2.61,ＮＯＫ（株）,4,3.9859999999999998
566,9030119A011    ,2023,35,0.54,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.77,0.20000000000000015,4.06,0.2699999999999996,4.85,ＮＯＫ（株）,13,0.0
567,9030119A011    ,2023,35,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.6600000000000001,0.22000000000000008,1.9050000000000002,0.2650000000000001,2.460000000000001,ＮＯＫ（株）,6,3.93
568,9030119A011    ,2023,36,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.55,0.25,0.8800000000000008,0.25,2.0700000000000003,ＮＯＫ（株）,21,20.67
569,9030119A011    ,2023,37,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.7999999999999998,0.23999999999999974,1.0499999999999998,0.20000000000000015,1.36,ＮＯＫ（株）,19,19.37
570,9030119A011    ,2023,38,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.7999999999999998,0.25,0.8400000000000007,0.2999999999999998,1.4,ＮＯＫ（株）,19,18.73
571,9030119A011    ,2023,39,0.54,0.7949781447304517,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,200,1.8,0.23,0.79,0.25,1.3400000000000003,ＮＯＫ（株）,20,19.66
572,9031150A014    ,2023,35,0.54,0.54,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.2,1.0700000000000005,0.2599999999999998,1.69,ＮＯＫ（株）,39,0.0
573,9031150A014    ,2023,35,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.53,0.2599999999999998,0.81,0.2599999999999998,1.2999999999999998,ＮＯＫ（株）,17,10.476190476190478
574,9031150A014    ,2023,36,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.25,0.54,0.23999999999999974,1.11,ＮＯＫ（株）,57,56.27380952380953
575,9031150A014    ,2023,37,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2200000000000002,0.5,0.2999999999999998,1.12,ＮＯＫ（株）,55,52.726190476190474
576,9031150A014    ,2023,38,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2699999999999998,0.52,0.29000000000000004,1.12,ＮＯＫ（株）,53,51.49999999999999
577,9031150A014    ,2023,39,0.54,0.6337599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.23,0.51,0.29000000000000004,1.2199999999999998,ＮＯＫ（株）,54,52.999999999999986
578,9031150A015    ,2023,35,0.53,0.53,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.78,0.2,0.9400000000000004,0.2549999999999999,1.69,ＮＯＫ（株）,38,0.0
579,9031150A015    ,2023,35,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.6600000000000001,0.2599999999999998,0.78,0.2649999999999999,1.2899999999999998,ＮＯＫ（株）,18,10.476190476190478
580,9031150A015    ,2023,36,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.805,0.2549999999999999,0.34999999999999987,0.2450000000000001,0.97,ＮＯＫ（株）,56,56.27380952380953
581,9031150A015    ,2023,37,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2200000000000002,0.4700000000000002,0.3099999999999996,1.0799999999999998,ＮＯＫ（株）,55,52.726190476190474
582,9031150A015    ,2023,38,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.7999999999999998,0.2599999999999997,0.3650000000000002,0.2749999999999997,0.9049999999999998,ＮＯＫ（株）,52,51.49999999999999
583,9031150A015    ,2023,39,0.53,0.6237599659827788,1.0,サンボックス＃２４Ｂフタナシ,1.0,2.0,3.52,84,1.8,0.23,0.5,0.28500000000000014,1.18,ＮＯＫ（株）,54,52.999999999999986
584,9033106A003    ,2023,37,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.3200000000000001,28.66,12.979999999999995,41.96,サトープレス工業（株）,1,0.095
585,9033106A003    ,2023,38,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.22,0.1499999999999999,56.18,56.55,サトープレス工業（株）,1,0.1
586,9033106A003    ,2023,39,0.67,30.448786159954626,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.82,0.18000000000000016,4.91,8.18,13.27,サトープレス工業（株）,1,0.1034
587,9033114006,2023,38,0.94,9.71742946708464,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,2000,5.24,12.829999999999998,2.5,87.64,102.6,ナミコー（株）,3,0.1115
588,9033114006,2023,39,0.94,9.71742946708464,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,2000,5.25,0.3899999999999997,5.760000000000002,57.24,63.39,ナミコー（株）,1,0.1175
589,9033904A002    ,2023,35,0.61,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.82,0.19000000000000014,4.01,0.3500000000000005,4.550000000000002,サトープレス工業（株）,3,0.0
590,9033904A002    ,2023,35,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,2.825,0.20999999999999996,2.355,0.2650000000000001,2.83,サトープレス工業（株）,2,0.88
591,9033904A002    ,2023,36,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,3.83,0.25,3.5799999999999987,0.46,4.53,サトープレス工業（株）,3,2.836
592,9033904A002    ,2023,37,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.84,0.2200000000000002,3.3,0.5800000000000001,5.085,サトープレス工業（株）,4,2.738
593,9033904A002    ,2023,38,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.82,0.18500000000000005,2.5549999999999997,0.9600000000000001,5.04,サトープレス工業（株）,6,3.4490000000000003
594,9033904A002    ,2023,39,0.61,1.7261900712235567,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,2.82,0.16500000000000004,3.07,0.6600000000000001,3.8950000000000005,サトープレス工業（株）,4,3.575
595,9033904A003    ,2023,35,0.6,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.8250000000000002,0.19000000000000017,4.720000000000001,15.190000000000001,20.1,サトープレス工業（株）,2,0.0
596,9033904A003    ,2023,36,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,7.325,4.35,6.8149999999999995,6.595000000000002,22.320000000000004,サトープレス工業（株）,4,0.8220000000000001
597,9033904A003    ,2023,37,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,3.825,0.20999999999999996,6.82,4.85,11.879999999999999,サトープレス工業（株）,2,0.8230000000000001
598,9033904A003    ,2023,38,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,3.82,7.510000000000002,14.079999999999998,8.940000000000007,65.55,サトープレス工業（株）,5,0.7559999999999999
599,9033904A003    ,2023,39,0.6,8.24934434191355,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,2.82,5.5649999999999995,4.904999999999999,6.265000000000001,21.924999999999997,サトープレス工業（株）,4,0.841
600,9034108A006    ,2023,35,0.53,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.18999999999999995,0.8700000000000001,0.3300000000000001,2.09,（株）杉浦製作所,13,0.0
601,9034108A006    ,2023,35,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.20000000000000007,1.27,0.28,1.8200000000000005,（株）杉浦製作所,5,3.9130000000000003
602,9034108A006    ,2023,36,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.55,0.2399999999999999,0.98,0.3500000000000001,1.97,（株）杉浦製作所,19,20.974999999999998
603,9034108A006    ,2023,37,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.535,0.21,0.53,0.535,1.775,（株）杉浦製作所,22,19.653000000000002
604,9034108A006    ,2023,38,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.54,0.17999999999999994,1.48,0.5499999999999998,2.43,（株）杉浦製作所,19,19.177
605,9034108A006    ,2023,39,0.53,1.2845633114549897,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.54,0.19000000000000009,1.04,0.6600000000000001,3.65,（株）杉浦製作所,17,19.773999999999997
606,9034108A010    ,2023,35,0.47,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.53,0.2149999999999999,3.374999999999999,2.400000000000001,5.99,（株）杉浦製作所,2,0.0
607,9034108A010    ,2023,35,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.525,0.18499999999999983,5.585000000000001,1.2099999999999995,6.9799999999999995,（株）杉浦製作所,2,0.7859999999999999
608,9034108A010    ,2023,36,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.5599999999999999,0.26,3.39,1.6100000000000003,5.75,（株）杉浦製作所,3,1.6560000000000001
609,9034108A010    ,2023,37,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.53,0.2399999999999999,0.6100000000000001,3.43,4.94,（株）杉浦製作所,3,0.8220000000000001
610,9034108A010    ,2023,38,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.525,0.19,0.91,1.0700000000000003,3.5,（株）杉浦製作所,4,2.2699999999999996
611,9034108A010    ,2023,39,0.47,1.7448907236522584,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,0.54,0.18999999999999972,1.0599999999999998,1.4350000000000007,3.4800000000000004,（株）杉浦製作所,4,2.3899999999999997
612,9034114A004    ,2023,35,0.5,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.9,0.09999999999999998,10.274999999999999,2.040000000000001,12.415000000000003,（株）青山製作所,2,0.0
613,9034114A004    ,2023,35,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.8999999999999999,0.19000000000000006,3.414999999999999,1.4900000000000002,5.095000000000001,（株）青山製作所,2,0.7859999999999999
614,9034114A004    ,2023,36,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,1.9000000000000001,0.30000000000000004,2.7749999999999995,0.8800000000000003,4.75,（株）青山製作所,4,2.49
615,9034114A004    ,2023,37,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.93,0.31500000000000006,1.245,1.86,3.825,（株）青山製作所,4,1.6460000000000001
616,9034114A004    ,2023,38,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.8599999999999999,0.08999999999999986,0.03000000000000025,0.8300000000000001,0.9500000000000002,（株）青山製作所,1,0.758
617,9034114A004    ,2023,39,0.5,1.7748907236522584,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,0.9099999999999999,0.16499999999999992,0.5850000000000002,1.4600000000000002,3.6,（株）青山製作所,4,1.6139999999999999
618,9034118060,2023,35,0.74,0.74,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,2.69,0.2649999999999999,10.175,0.7750000000000004,12.184999999999999,住友商事（株）鉄鋼部輸送機材,6,0.0
619,9034118060,2023,35,0.74,1.477379466817924,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,4.71,0.25,10.47,0.7899999999999991,11.51,住友商事（株）鉄鋼部輸送機材,3,1.6233333333333333
620,9034118060,2023,36,0.74,1.477379466817924,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,4.71,0.2599999999999998,6.285,0.8399999999999999,7.4350000000000005,住友商事（株）鉄鋼部輸送機材,8,8.866666666666667
621,9034118060,2023,37,0.74,1.477379466817924,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,4.69,0.2799999999999998,4.47,0.7000000000000002,5.449999999999998,住友商事（株）鉄鋼部輸送機材,9,8.306666666666667
622,9034118060,2023,38,0.74,1.477379466817924,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,4.68,0.27,4.300000000000002,0.9899999999999992,5.51,住友商事（株）鉄鋼部輸送機材,9,8.176666666666666
623,9034118060,2023,39,0.74,1.477379466817924,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.0,300,4.69,0.29000000000000004,3.78,1.0099999999999998,9.9,住友商事（株）鉄鋼部輸送機材,7,6.643333333333334
624,9034118090,2023,35,0.54,0.54,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.55,0.18999999999999995,3.01,0.21,3.33,（株）杉浦製作所,11,0.0
625,9034118090,2023,35,0.54,1.5445710641012012,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.53,0.22500000000000003,2.04,0.12499999999999989,2.395,（株）杉浦製作所,4,2.933333333333333
626,9034118090,2023,36,0.54,1.5445710641012012,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.55,0.18000000000000005,1.82,0.21,2.29,（株）杉浦製作所,15,15.756666666666668
627,9034118090,2023,37,0.54,1.5445710641012012,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.545,0.20500000000000002,1.545,0.2450000000000001,2.6399999999999997,（株）杉浦製作所,16,14.763333333333334
628,9034118090,2023,38,0.54,1.5445710641012012,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.54,0.18999999999999995,3.225,0.22999999999999998,3.600000000000001,（株）杉浦製作所,14,14.42
629,9034118090,2023,39,0.54,1.5445710641012012,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,0.55,0.19500000000000006,2.665,0.2050000000000003,3.23,（株）杉浦製作所,16,14.840000000000002
630,9034118A024    ,2023,35,0.52,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.9000000000000001,0.17000000000000004,2.6550000000000002,0.40999999999999887,3.7700000000000005,（株）青山製作所,10,0.0
631,9034118A024    ,2023,35,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.91,0.3400000000000001,1.68,0.23000000000000045,2.52,（株）青山製作所,3,2.435
632,9034118A024    ,2023,36,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.92,0.18000000000000016,2.7099999999999995,0.29000000000000004,4.15,（株）青山製作所,13,13.3
633,9034118A024    ,2023,37,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.8999999999999999,0.29000000000000004,2.26,0.23999999999999974,3.1000000000000005,（株）青山製作所,11,12.46
634,9034118A024    ,2023,38,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.93,0.23,2.3,0.39000000000000057,2.8000000000000003,（株）青山製作所,11,12.265
635,9034118A024    ,2023,39,0.52,1.7111514463981852,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,0.89,0.21,3.02,0.3500000000000001,3.74,（株）青山製作所,13,12.43
636,9036324A003    ,2023,35,0.74,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.15,0.21,0.7849999999999999,0.21,1.2200000000000004,日本精工（株）,60,0.0
637,9036324A003    ,2023,35,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.13,0.17999999999999994,0.6300000000000001,0.20000000000000015,1.0499999999999998,日本精工（株）,25,17.863636363636367
638,9036324A003    ,2023,36,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.14,0.21,0.3900000000000002,0.19000000000000017,0.8099999999999998,日本精工（株）,88,93.95454545454544
639,9036324A003    ,2023,37,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.13,0.23,0.3400000000000001,0.21,0.7999999999999998,日本精工（株）,69,88.04545454545455
640,9036324A003    ,2023,38,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.14,0.18999999999999995,0.33999999999999986,0.25,0.8199999999999998,日本精工（株）,77,85.13636363636365
641,9036324A003    ,2023,39,0.74,0.7960951918406993,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,1.15,0.21,0.47,0.2200000000000002,1.0099999999999998,日本精工（株）,85,89.36363636363635
642,9036324A004    ,2023,35,0.74,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.15,0.20000000000000015,0.8049999999999999,0.11499999999999999,1.13,日本精工（株）,112,0.0
643,9036324A004    ,2023,35,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.13,0.15999999999999992,0.81,0.1200000000000001,1.06,日本精工（株）,43,29.333333333333343
644,9036324A004    ,2023,36,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.14,0.21,0.53,0.1299999999999999,0.9000000000000001,日本精工（株）,149,157.56666666666663
645,9036324A004    ,2023,37,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.13,0.24,0.5599999999999998,0.15000000000000013,0.9900000000000002,日本精工（株）,121,147.63333333333338
646,9036324A004    ,2023,38,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.14,0.18999999999999995,0.6299999999999998,0.15000000000000036,1.0300000000000002,日本精工（株）,132,144.2
647,9036324A004    ,2023,39,0.74,0.7734857021367068,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,1.15,0.21999999999999972,0.79,0.14000000000000012,1.2000000000000002,日本精工（株）,139,148.39999999999998
648,9036324A005    ,2023,35,0.69,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.15,0.21,0.825,0.15000000000000013,1.23,日本精工（株）,92,0.0
649,9036324A005    ,2023,35,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.13,0.17999999999999994,0.7999999999999999,0.1499999999999999,1.0750000000000002,日本精工（株）,34,22.13636363636363
650,9036324A005    ,2023,36,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.1349999999999998,0.18999999999999995,0.7000000000000003,0.125,1.045,日本精工（株）,116,120.9090909090909
651,9036324A005    ,2023,37,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.13,0.245,0.6550000000000001,0.15499999999999992,1.0499999999999998,日本精工（株）,92,113.27272727272728
652,9036324A005    ,2023,38,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.14,0.18999999999999995,0.75,0.15999999999999992,1.08,日本精工（株）,103,111.50000000000001
653,9036324A005    ,2023,39,0.69,0.7336755530346001,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,1.15,0.20500000000000002,0.915,0.13000000000000012,1.29,日本精工（株）,106,113.0
654,9036340A010    ,2023,35,0.74,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.14,0.2,0.8400000000000002,0.26500000000000035,1.325,日本精工（株）,82,0.0
655,9036340A010    ,2023,35,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.13,0.14000000000000012,0.7999999999999998,0.27,1.23,日本精工（株）,31,22.0
656,9036340A010    ,2023,36,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.13,0.18999999999999995,0.5499999999999998,0.27000000000000024,1.0299999999999998,日本精工（株）,112,118.175
657,9036340A010    ,2023,37,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.13,0.24,0.6399999999999999,0.2799999999999998,1.2000000000000002,日本精工（株）,89,110.72500000000001
658,9036340A010    ,2023,38,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.14,0.18999999999999995,0.7599999999999999,0.2999999999999998,1.2400000000000002,日本精工（株）,98,108.15000000000002
659,9036340A010    ,2023,39,0.74,0.8739428085468268,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,1.15,0.2,0.7950000000000003,0.29499999999999993,1.4049999999999998,日本精工（株）,104,111.30000000000001
660,9036345A004    ,2023,35,0.64,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.27,0.2400000000000002,3.2300000000000004,0.17999999999999972,3.84,岡谷鋼機（株）,37,0.0
661,9036345A004    ,2023,35,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.3000000000000003,0.25,1.3000000000000005,0.16999999999999993,1.75,岡谷鋼機（株）,13,9.777777777777777
662,9036345A004    ,2023,36,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.33,0.25,1.8050000000000002,0.13500000000000023,2.1749999999999994,岡谷鋼機（株）,52,52.522222222222226
663,9036345A004    ,2023,37,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.31,0.25,1.34,0.13999999999999968,1.79,岡谷鋼機（株）,51,49.211111111111116
664,9036345A004    ,2023,38,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.31,0.28500000000000014,1.5150000000000001,0.13999999999999968,2.1500000000000004,岡谷鋼機（株）,48,48.06666666666666
665,9036345A004    ,2023,39,0.64,0.7404571064101202,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,2.31,0.27,1.4400000000000004,0.10999999999999943,1.7699999999999996,岡谷鋼機（株）,51,49.46666666666666
666,9036628A005    ,2023,35,0.62,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.92,0.32499999999999996,2.115,0.2549999999999999,3.105,（株）ジェイテクト,22,0.0
