,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
330,90564-63A043,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
331,90564-63A044,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
332,90564-63A045,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
333,90564-63A046,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP341ﾌﾀﾅｼ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,  10.500
334,90564-63A047,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
335,90564-63A048,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
336,90564-63A049,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
337,90564-63A050,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,Aﾊﾟﾚﾌﾀﾅｼ,100,  0.62,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,19.68, 164.536
338,90564-63A051,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
339,90564-63A052,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３４１フタナシ,100,  0.78,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 4.92,   9.600
340,90564-63A053,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.60,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.880
341,90564-63A054,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.60,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.880
342,90564-63A055,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,100,  0.34,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   9.510
343,90564-63A056,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.65,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.74,   3.610
344,82125-ECB010,, A,"WIRE, TRANSMISSION",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,1.79,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
345,82125-ECE010,,,"WIRE, TRANSMISSION",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.57,3,1,1,1.79,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 1.78,   2.470
346,82824-ECB010,, A,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,32,  0.61,3,1,1,1.79,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,  10.492
347,82824-ECB020,,,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,40,  0.58,3,1,1,1.79,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
348,G1144-ECE010,,,"TERMINAL, MOTOR CABLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,8,  0.34,3,1,1,1.79,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 1.90,   9.510
349,35847-ECB010,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,1,,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,80,  0.58,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 1.82,   7.806
350,35847-ECB020,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,70,  0.60,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,   7.144
351,35847-ECE010,, A,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,40,  0.59,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,01, 1.90,  10.100
352,35847-ECE020,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,60,  0.66,3,1,1,1.9,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 1.82,   7.806
353,35882-ECB010,,,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,1,,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃９Ｆフタナシ,50,  0.60,3,1,1,1.9,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,01, 1.90,   5.668
354,35441-ECB010,,,"STRAINER, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,9407,（株）ニフコ,1,名古屋事業所,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,48,  0.66,3,1,1,2.14,,,,,"18,034",20,"17,549",18,"22,219",22,"22,736",21,0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,,"18,034","17,549","22,219","22,736",0,0,895,895,838,895,895,0,0,895,895,895,895,895,0,0,895,957,895,957,838,0,0,895,957,895,957,895,0,0,1,02, 1.82,   7.806
355,35441-TFA010,, A,"STRAINER, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,9407,（株）ニフコ,1,名古屋事業所,――,Ｍ,1,第１,1Y,安城第１工場,Ｔ２０３フタナシ,100,  0.58,3,1,1,2.14,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 1.82,   7.806
356,35409-ECB010,,,"SPRING SUB-ASSY, MANUAL DETENT",使用中,かんばん,1Y,第１工場,手配,Ｐ,9470,サンコール（株）,1,豊田,――,Ｍ,1,第１,1Y,安城第１工場,サンボックス＃２０Ｂフタナシ,200,  0.66,3,1,1,2.26,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 1.82,   7.806
357,35312-ECF010,,,"(CA), TRANSMISSION OIL PUMP COVER",使用中,かんばん,1Y,第１工場,直送,Ｐ,3008,ダイキャスト東和産業（株）,1,,――,Ｐ,38,（株）旭工業所,2,丸共通運,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,200,  0.70,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
358,35351-ECB010,,,"ROTOR, TRANSMISSION OIL PUMP DRIVE",使用中,かんばん,1Y,第１工場,直送,Ｐ,1821,五興商事（株）,1,,――,Ｐ,810,（株）オーハシテクニカ,1,,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,704,  0.70,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
359,90501-13A083,,,"SPRING, COMPRESSION",使用中,かんばん,1Y,第１工場,直送,Ｐ,3836,（株）東郷製作所,1,,――,Ｐ,816,大橋鉄工（株）,1,,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,250,  0.70,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
360,90208-43A001,,,"WASHER, CONICAL SPRING",使用中,かんばん,1Y,第１工場,直送,Ｐ,3236,中庸スプリング（株）,1,,――,Ｐ,930,（株）オンド,1,本社工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,400,  0.70,3,1,1,1,,,,,"36,068",20,"35,098",18,"44,438",22,"45,472",21,0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,,"36,068","35,098","44,438","45,472",0,0,"1,790","1,790","1,676","1,790","1,790",0,0,"1,790","1,790","1,790","1,790","1,790",0,0,"1,790","1,914","1,790","1,914","1,676",0,0,"1,790","1,914","1,790","1,914","1,790",0,0,1,04, 4.00,  14.510
361,35288-ECB020,,,"DAMPER, RUBBER",使用中,かんばん,1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,Ｐ,2017,佐藤工業（株）,3,藤塗装,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,120,  0.70,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,04, 4.00,  14.510
362,35288-ECE010,,,"DAMPER, RUBBER",使用中,かんばん,1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,Ｐ,2017,佐藤工業（株）,3,藤塗装,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,30,  0.70,3,1,1,1,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,04, 4.00,  14.510
363,35771-ECF010,, A,"(FO), OUTPUT SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,8,愛知製鋼（株）,1,,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,ＴＰ３３１．５フタアリ,64,  0.82,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
364,35771-ECF020,, A,"(FO), OUTPUT SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,8,愛知製鋼（株）,1,,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,ＴＰ３３１．５フタアリ,64,  0.82,3,1,1,1,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
365,G1131-ECF010,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,ＴＰ３３１．５フタアリ,130,  0.82,3,1,1,1,,,,,"4,075",20,"3,960",18,"5,004",22,"4,208",21,0,0,168,168,156,168,168,0,0,162,162,174,162,168,0,0,234,254,234,248,216,0,0,241,255,235,261,241,0,0,,"4,075","3,960","5,004","4,208",0,0,168,168,156,168,168,0,0,162,162,174,162,168,0,0,234,254,234,248,216,0,0,241,255,235,261,241,0,0,1,02, 3.92,   0.019
366,G1131-ECF020,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,AW131ﾌﾀﾅｼ,130,  0.75,3,1,1,1,,,,,"3,420",20,"3,581",18,"4,632",22,"5,229",21,0,0,186,192,180,192,192,0,0,174,174,174,174,174,0,0,156,168,150,174,144,0,0,156,174,156,174,156,0,0,,"3,420","3,581","4,632","5,229",0,0,186,192,180,192,192,0,0,174,174,174,174,174,0,0,156,168,150,174,144,0,0,156,174,156,174,156,0,0,1,02, 3.80,   7.000
367,G1131-ECF030,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,1,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,6,吉良工場,ＴＰ３３１．５フタアリ,170,  0.82,3,1,1,1,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
368,35141-ECD020,, D,"(CA), TRANSAXLE CASE",使用中,かんばん,1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,1,本社工場,ＴＰ３３１．５フタアリ,20,  0.81,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
369,35141-ECD030,, D,"(CA), TRANSAXLE CASE",使用中,かんばん,1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,1,本社工場,ＴＰ３３１．５フタアリ,36,  0.81,3,1,1,1,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
370,39171-ECD010,, A,"(CA), MOTOR HOUSING COVER",使用中,かんばん,1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,1,本社工場,ＴＰ３３１．５フタアリ,30,  0.81,3,1,1,1,,,,,"7,495",20,"7,541",18,"9,636",22,"9,437",21,0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,,"7,495","7,541","9,636","9,437",0,0,354,360,336,360,360,0,0,336,336,348,336,342,0,0,390,422,384,422,360,0,0,397,429,391,435,397,0,0,1,02, 3.92,   0.019
371,39171-ECD020,, B,"(CA), MOTOR HOUSING COVER",使用中,かんばん,1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,1,本社工場,ＴＰ３３１．５フタアリ,35,  0.81,3,1,1,1,,,,,"10,539",20,"10,008",18,"12,583",22,"13,299",21,0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,,"10,539","10,008","12,583","13,299",0,0,541,535,502,535,535,0,0,559,559,547,559,553,0,0,505,535,511,535,478,0,0,498,528,504,522,498,0,0,1,02, 3.92,   0.019
