,品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(土),2(日),3(月),4(火),5(水),6(木),7(金),8(土),9(日),10(月),11(火),12(水),13(木),14(金),15(土),16(日),17(月),18(火),19(水),20(木),21(金),22(土),23(日),24(月),25(火),26(水),27(木),28(金),29(土),30(日),Unnamed: 69,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(土).1,2(日).1,3(月).1,4(火).1,5(水).1,6(木).1,7(金).1,8(土).1,9(日).1,10(月).1,11(火).1,12(水).1,13(木).1,14(金).1,15(土).1,16(日).1,17(月).1,18(火).1,19(水).1,20(木).1,21(金).1,22(土).1,23(日).1,24(月).1,25(火).1,26(水).1,27(木).1,28(金).1,29(土).1,30(日).1,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量
170,90564-51A080,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.82,3,1,1,0.73,,,,,158,20,151,18,193,22,189,21,0,0,8,8,7,8,8,0,0,7,7,7,7,7,0,0,8,9,8,9,8,0,0,8,9,8,9,8,0,0,,149,150,192,188,0,0,7,7,6,7,7,0,0,6,6,6,6,6,0,0,7,8,7,8,7,0,0,7,8,7,8,7,0,0,1,02, 3.92,   0.019
171,90564-51A081,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,0.73,,,,,417,20,408,18,521,22,510,21,0,0,20,20,19,20,20,0,0,19,19,19,19,19,0,0,22,23,21,23,20,0,0,22,24,22,24,22,0,0,,404,407,520,509,0,0,19,19,18,19,19,0,0,18,18,18,18,18,0,0,21,22,20,22,19,0,0,21,23,21,23,21,0,0,1,02, 3.92,   0.019
172,90564-51A082,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.82,3,1,1,0.73,,,,,941,20,943,18,"1,205",22,"1,180",21,0,0,45,45,42,45,45,0,0,42,42,44,42,43,0,0,49,53,48,53,45,0,0,50,54,49,55,50,0,0,,936,942,"1,204","1,179",0,0,44,45,42,45,45,0,0,42,42,43,42,42,0,0,48,52,48,52,45,0,0,49,53,48,54,49,0,0,1,02, 3.92,   0.019
173,90564-51A083,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,0.73,,,,,"1,614",20,"1,614",18,"2,063",22,"2,020",21,0,0,76,78,72,78,78,0,0,72,72,75,72,74,0,0,84,91,83,91,78,0,0,85,92,84,94,85,0,0,,"1,603","1,613","2,062","2,019",0,0,75,77,71,77,77,0,0,71,71,74,71,73,0,0,83,90,82,90,77,0,0,84,91,83,93,84,0,0,1,02, 3.92,   0.019
174,90564-51A084,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,0.73,,,,,"1,689",20,"1,690",18,"2,159",22,"2,114",21,0,0,80,81,76,81,81,0,0,76,76,78,76,77,0,0,88,95,87,95,81,0,0,89,97,88,98,89,0,0,,"1,678","1,689","2,158","2,113",0,0,79,80,75,80,80,0,0,75,75,77,75,76,0,0,87,94,86,94,80,0,0,88,96,87,97,88,0,0,1,02, 3.92,   0.019
175,90564-51A085,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.82,3,1,1,0.73,,,,,"1,411",20,"1,411",18,"1,802",22,"1,765",21,0,0,67,68,63,68,68,0,0,63,63,66,63,64,0,0,73,79,72,79,68,0,0,75,81,74,82,75,0,0,,"1,401","1,410","1,801","1,764",0,0,66,67,62,67,67,0,0,62,62,65,62,63,0,0,72,78,71,78,67,0,0,74,80,73,81,74,0,0,1,02, 3.92,   0.019
176,90564-51A086,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１．５フタアリ,100,  0.81,3,1,1,0.73,,,,,941,20,943,18,"1,205",22,"1,180",21,0,0,45,45,42,45,45,0,0,42,42,44,42,43,0,0,49,53,48,53,45,0,0,50,54,49,55,50,0,0,,936,942,"1,204","1,179",0,0,44,45,42,45,45,0,0,42,42,43,42,42,0,0,48,52,48,52,45,0,0,49,53,48,54,49,0,0,1,02, 3.92,   0.019
177,90564-51A087,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,288,20,280,18,357,22,350,21,0,0,14,14,13,14,14,0,0,13,13,13,13,13,0,0,15,16,15,16,14,0,0,15,16,15,17,15,0,0,,277,279,356,349,0,0,13,13,12,13,13,0,0,12,12,12,12,12,0,0,14,15,14,15,13,0,0,14,15,14,16,14,0,0,1,04, 4.00,  14.510
178,90564-51A088,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,104,20,91,18,116,22,114,21,0,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,5,6,5,6,5,0,0,5,6,5,6,5,0,0,,89,90,115,113,0,0,4,4,4,4,4,0,0,4,4,4,4,4,0,0,4,5,4,5,4,0,0,4,5,4,5,4,0,0,1,04, 4.00,  14.510
179,90564-51A089,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
180,90564-51A090,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,20,20,16,18,20,22,19,21,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,,14,15,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
181,90564-51A091,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
182,90564-51A092,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
183,90564-51A093,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
184,90564-51A094,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
185,90564-51A095,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
186,90564-51A096,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
187,90564-51A097,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
188,90564-51A098,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
189,90564-51A099,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
190,90564-51A100,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  14.510
191,90564-51A101,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
192,90564-51A102,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
193,90564-51A103,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
194,90564-51A104,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP332ﾌﾀﾅｼ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 6.88,   3.520
195,90564-51A105,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,100,  0.70,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 4.00,  16.990
196,90564-51A106,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.60,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.38,   5.837
197,90564-51A107,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.83,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.64,   3.100
198,90564-51A108,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.65,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,04, 6.88,   1.200
199,90564-51A109,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタアリ,100,  0.59,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01, 1.90,   4.718
200,90564-51A110,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.52,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.670
201,90564-51A111,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP342ﾌﾀﾅｼ,100,  1.07,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.64,   2.110
202,90564-51A112,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３２フタナシ,100,  0.85,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.64,   3.210
203,90564-55A018,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.64,   3.010
204,90564-55A019,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ１３１フタナシ,100,  0.87,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02, 3.64,   0.370
205,90564-55A020,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.850
206,90564-55A021,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.850
207,90564-55A022,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.51,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,  10.130
208,90564-55A023,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
209,90564-55A024,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
210,90564-55A025,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
211,90564-55A026,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
212,90564-55A027,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   9.850
213,90564-55A028,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
214,90564-55A029,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,ＴＰ３３１フタナシ,100,  0.54,3,1,1,0.73,,,,,0,20,0,18,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,06, 5.76,   8.830
