,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,回収かんばん数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave,仕入先名_アイシン機工（株）,仕入先名_アイシン精機（株）,仕入先名_サトープレス工業（株）,仕入先名_サンコール（株）,仕入先名_マレリ（株）,仕入先名_ミズショー（株）,仕入先名_三共鋼業（株）,仕入先名_住友商事（株）鉄鋼部輸送機材,仕入先名_住友電装（株）,仕入先名_佐藤工業（株）,仕入先名_岡谷鋼機（株）,仕入先名_愛産樹脂工業（株）,仕入先名_新光ゴム工業（株）,仕入先名_日本精工（株）,仕入先名_（株）オンド,仕入先名_（株）ギフ加藤製作所,仕入先名_（株）ジェイテクト,仕入先名_（株）ニフコ,仕入先名_（株）バルカー,仕入先名_（株）旭工業所,仕入先名_（株）槌屋,仕入先名_（株）浅賀井製作所,箱種類_TP341ﾌﾀﾅｼ,箱種類_サンボックス＃２０Ｂフタナシ,箱種類_サンボックス＃９Ｆフタナシ,箱種類_ＴＰ３４１フタナシ,箱種類_ＴＰ３４２フタアリ,箱種類_ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,箱種類_ﾃﾝﾊﾞｺ10ﾌﾀﾅｼ,使用工程_1.デフ・大物ギヤ・Brg,使用工程_2.MGケース,使用工程_3.ギヤサブ・共通部品,使用工程_4.TA・カバー・メイン,使用工程_7.ファイナル前半,使用工程_8.ファイナル後半,年＆週番号_2023-36,年＆週番号_2023-37,年＆週番号_2023-38
113,9034118060,2023,36,7.0,7.0,8.0,1.7833333333333334,0.23,4.91,5.18,9.87,10.73,0.94,2.6479419299743805,3.0,1.0,4.0,4.0,5.0,4.68,0.2699999999999996,4.69,0.8600000000000012,5.82,0.0,6.1914893617021285,2.1979333965440517,31.401869158878498,0.21918241156253068,97.81,480.0,0.0,0.0,0.0,7.0,3.925233644859813,1.0,1.1428571428571428,0.625,0.7142857142857143,0.44583333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
114,9034118060,2023,37,6.0,8.0,7.0,1.8333333333333333,0.205,4.9,5.15,7.525,9.32,0.94,2.6479419299743805,3.0,1.0,4.0,4.0,8.0,4.695,0.25,2.375,1.795,4.42,0.0,4.702127659574468,1.669220895657166,26.181818181818183,0.2244516238734909,93.505,462.0,-0.1428571428571429,-0.2405498281786942,0.6000000000000001,6.0,3.272727272727273,1.3333333333333333,0.875,1.1428571428571428,1.3333333333333333,0.4583333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
115,9034118060,2023,38,7.0,7.0,8.0,1.7033333333333334,0.2,4.88,5.14,7.51,8.85,0.94,2.6479419299743805,3.0,1.0,4.0,4.0,9.0,4.68,0.2599999999999998,2.37,1.34,3.97,0.0,4.223404255319149,1.499277591800667,32.87671232876712,0.20965797030570266,97.085,450.0,0.16666666666666674,-0.1018099547511312,0.125,3.0,1.761252446183953,2.333333333333333,1.1428571428571428,1.125,3.0,0.4258333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
116,9036324A003    ,2023,36,7.0,86.0,84.0,16.363636363636363,0.15,1.34,1.55,1.94,2.1900000000000004,0.74,0.9161174116077384,3.0,1.0,4.0,4.0,88.0,1.1900000000000002,0.21,0.3899999999999999,0.25000000000000044,0.8500000000000003,0.09,1.1486486486486491,0.9278286704629864,3.4222222222222225,0.8402036857419981,97.81,480.0,0.0,0.0,0.0,84.0,5.133333333333334,1.0238095238095235,0.9767441860465116,1.0476190476190477,1.0476190476190477,4.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
117,9036324A003    ,2023,37,7.0,84.0,80.0,15.272727272727273,0.12,1.32,1.55,1.83,2.13,0.74,0.9161174116077384,3.0,1.0,4.0,4.0,69.0,1.2000000000000002,0.23,0.28,0.2999999999999998,0.8099999999999998,0.09,1.0945945945945943,0.8841661447941394,3.666666666666666,0.8486407053637032,93.505,462.0,0.0,-0.04705882352941226,-0.2159090909090909,72.0,4.714285714285714,1.1666666666666667,0.9523809523809524,0.8625,0.9583333333333334,3.8181818181818175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
118,9036324A003    ,2023,38,7.0,76.0,78.0,16.363636363636363,0.11,1.33,1.54,1.8,2.08,0.74,0.9161174116077384,3.0,1.0,4.0,4.0,77.0,1.22,0.21,0.26,0.28,0.75,0.09,1.0135135135135136,0.81867235629087,3.4222222222222225,0.8402036857419981,97.085,450.0,0.0,-0.07407407407407385,0.11594202898550733,68.0,4.155555555555557,1.1176470588235294,1.0263157894736843,0.9871794871794872,1.1323529411764706,4.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
119,9036324A004    ,2023,36,19.0,147.0,145.0,27.93333333333333,0.16,1.34,1.55,2.14,2.29,0.74,0.8398114672285683,3.0,1.0,4.0,4.0,149.0,1.1800000000000002,0.21,0.5900000000000001,0.1499999999999999,0.95,0.09,1.2837837837837838,1.1312062731592138,5.441527446300716,1.374667168575879,97.81,480.0,0.0,0.0,0.0,143.0,5.119331742243436,1.027972027972028,0.9863945578231292,1.0275862068965518,1.041958041958042,6.9833333333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
120,9036324A004    ,2023,37,17.0,145.0,140.0,29.83333333333333,0.12,1.32,1.55,2.11,2.26,0.74,0.8398114672285683,3.0,1.0,4.0,4.0,120.0,1.2000000000000002,0.23,0.5599999999999998,0.1499999999999999,0.9399999999999996,0.09,1.2702702702702695,1.119298838704906,4.558659217877096,1.2584520584768717,93.505,462.0,-0.10526315789473684,-0.01052631578947405,-0.19463087248322156,124.0,4.156424581005587,1.1693548387096775,0.9655172413793104,0.8571428571428571,0.967741935483871,7.458333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
121,9036324A004    ,2023,38,17.5,129.0,134.0,27.93333333333333,0.11,1.32,1.54,2.135,2.29,0.74,0.8398114672285683,3.0,1.0,4.0,4.0,132.0,1.21,0.22,0.5949999999999998,0.15500000000000025,0.97,0.09,1.3108108108108107,1.1550211420678291,5.0119331742243425,1.3067568193726142,97.085,450.0,0.02941176470588225,0.03191489361702171,0.10000000000000007,112.0,4.0095465393794765,1.1517857142857142,1.0387596899224807,0.9850746268656716,1.1785714285714286,6.9833333333333325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
122,9036324A005    ,2023,36,18.0,112.0,113.0,24.318181818181817,0.15,1.34,1.54,2.29,2.46,0.74,0.8652490748647879,3.0,1.0,8.0,9.0,115.0,1.1900000000000002,0.2,0.75,0.16999999999999993,1.12,0.09,1.5135135135135136,1.294424961014864,5.921495327102805,1.7686633280565343,97.81,480.0,0.0,0.0,0.0,108.0,4.441121495327104,1.037037037037037,1.0089285714285714,1.0176991150442478,1.0648148148148149,3.039772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
123,9036324A005    ,2023,37,16.0,111.0,108.0,24.863636363636363,0.15,1.32,1.55,2.2300000000000004,2.43,0.74,0.8652490748647879,3.0,1.0,8.0,9.0,92.0,1.1700000000000002,0.23,0.6800000000000004,0.19999999999999973,1.11,0.09,1.5000000000000002,1.2828675952915172,5.148080438756856,1.6843493872009512,93.505,462.0,-0.11111111111111116,-0.008928571428571397,-0.2,95.0,3.8208409506398535,1.168421052631579,0.972972972972973,0.8518518518518519,0.9684210526315791,3.1079545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
124,9036324A005    ,2023,38,16.5,101.0,103.0,21.727272727272727,0.14,1.31,1.54,2.24,2.43,0.74,0.8652490748647879,3.0,1.0,8.0,9.0,103.0,1.17,0.23,0.7000000000000002,0.18999999999999995,1.12,0.09,1.5135135135135136,1.294424961014864,6.075313807531381,1.6704485394141098,97.085,450.0,0.03125,0.009009009009008915,0.11956521739130445,85.0,3.9121338912133883,1.188235294117647,1.0198019801980198,1.0,1.2117647058823529,2.715909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
125,9036340A010    ,2023,36,15.0,109.0,106.0,21.6625,0.16,1.34,1.55,2.255,2.545,0.76,0.8930819563047576,3.0,1.0,4.0,4.0,112.0,1.1800000000000002,0.21,0.7049999999999998,0.29000000000000004,1.2049999999999998,0.09,1.5855263157894737,1.34926026832503,5.539526832083093,1.2460255075729485,97.81,480.0,0.0,0.0,0.0,106.0,4.893248701673398,1.028301886792453,0.9724770642201837,1.0566037735849056,1.0566037735849056,5.415625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
126,9036340A010    ,2023,37,15.0,107.0,102.0,22.375,0.12,1.32,1.55,2.24,2.62,0.76,0.8930819563047576,3.0,1.0,4.0,4.0,89.0,1.2000000000000002,0.23,0.6900000000000002,0.3799999999999999,1.3,0.09,1.7105263157894737,1.4556334845000325,5.363128491620111,1.242171371072674,93.505,462.0,0.0,0.07883817427385909,-0.2053571428571429,93.0,4.156424581005586,1.1505376344086022,0.9532710280373832,0.8725490196078431,0.956989247311828,5.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
127,9036340A010    ,2023,38,15.0,96.0,100.0,20.95,0.11,1.32,1.54,2.2350000000000003,2.62,0.76,0.8930819563047576,3.0,1.0,4.0,4.0,98.0,1.21,0.22,0.6950000000000003,0.3849999999999998,1.3,0.09,1.7105263157894737,1.4556334845000325,5.727923627684962,1.2486552370507895,97.085,450.0,0.0,0.0,0.101123595505618,78.0,3.7231503579952263,1.2307692307692308,1.0416666666666667,0.98,1.2564102564102564,5.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
128,9036345A004    ,2023,36,16.0,35.0,47.0,9.944444444444443,0.13,2.46,2.71,5.6850000000000005,5.8,0.87,1.1694344016857048,3.0,1.0,6.0,4.92,52.0,2.33,0.25,2.9750000000000005,0.11499999999999932,3.34,0.0,3.839080459770115,2.8560815341035712,16.30680960289899,0.8666713249424441,97.81,480.0,0.0,0.0,0.0,47.0,4.726256983240225,0.7446808510638298,1.3428571428571427,1.1063829787234043,1.1063829787234043,1.6574074074074072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
129,9036345A004    ,2023,37,12.0,39.0,46.0,9.944444444444443,0.14,2.45,2.815,5.805,5.9700000000000015,0.87,1.1694344016857048,3.0,1.0,6.0,4.92,50.0,2.31,0.36499999999999977,2.99,0.16500000000000092,3.5200000000000005,0.0,4.045977011494252,3.0100020958217284,12.230107202174244,0.8342175557545587,93.505,462.0,-0.25,0.05389221556886237,-0.038461538461538436,50.0,5.027932960893856,0.78,1.1794871794871795,1.0869565217391304,1.0,1.6574074074074072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
130,9036345A004    ,2023,38,12.0,37.0,44.0,9.944444444444443,0.13,2.44,2.85,5.725,5.93,0.87,1.1694344016857048,3.0,1.0,6.0,4.92,48.0,2.31,0.41000000000000014,2.875,0.20500000000000007,3.49,0.0,4.011494252873564,2.9843486688687015,12.230107202174244,0.8342175557545587,97.085,450.0,0.0,-0.008522727272727293,-0.040000000000000036,31.0,3.1173184357541905,1.1935483870967742,1.1891891891891893,1.0909090909090908,1.5483870967741935,1.6574074074074072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
131,9036628A005    ,2023,36,8.0,30.0,31.0,6.0,0.09,2.03,2.35,5.14,5.68,0.81,1.2903202134756504,3.0,1.0,6.0,4.92,35.0,1.94,0.3200000000000003,2.79,0.54,3.65,0.0,4.5061728395061715,2.8287551895108547,13.513513513513516,0.5400474365991607,97.81,480.0,0.0,0.0,0.0,30.0,5.0,1.0,1.0333333333333334,1.1290322580645162,1.1666666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
132,9036628A005    ,2023,37,6.0,33.0,30.0,5.6,0.09,2.02,2.29,4.82,5.12,0.81,1.2903202134756504,3.0,1.0,6.0,4.92,33.0,1.93,0.27,2.53,0.2999999999999998,3.1,0.0,3.82716049382716,2.4025044075297672,10.85907335907336,0.4970011492218766,93.505,462.0,-0.25,-0.15068493150684925,-0.05714285714285716,32.0,5.7142857142857135,1.03125,0.9090909090909092,1.1,1.03125,0.9333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
133,9036628A005    ,2023,38,5.0,30.0,28.0,6.2,0.09,2.02,2.65,4.87,5.125,0.81,1.2903202134756504,3.0,1.0,6.0,4.92,30.0,1.93,0.6299999999999999,2.22,0.2549999999999999,3.105,0.0,3.833333333333333,2.4063794146386863,8.173496076721882,0.5253850609865025,97.085,450.0,-0.16666666666666666,0.001612903225806317,-0.09090909090909094,25.0,4.032258064516129,1.2,0.9333333333333332,1.0714285714285714,1.2,1.0333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
134,9036628A006    ,2023,36,7.0,20.0,23.0,4.5,0.09,2.03,2.35,5.69,6.05,0.81,1.4504269513008672,3.0,1.0,6.0,4.92,25.0,1.94,0.3200000000000003,3.3400000000000003,0.35999999999999943,4.02,0.0,4.962962962962962,2.7715976984532165,15.765765765765765,0.4181409678591129,97.81,480.0,0.0,0.0,0.0,21.0,4.666666666666667,0.9523809523809524,1.15,1.0869565217391304,1.1904761904761905,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
135,9036628A006    ,2023,37,4.0,24.0,23.0,4.2,0.09,2.02,2.28,4.82,5.33,0.81,1.4504269513008672,3.0,1.0,6.0,4.92,25.0,1.93,0.2599999999999998,2.5400000000000005,0.5099999999999998,3.31,0.0,4.086419753086419,2.282086662159241,9.652509652509652,0.37869787878012495,93.505,462.0,-0.4285714285714286,-0.1766169154228855,0.0,25.0,5.9523809523809526,0.96,0.9583333333333334,1.0869565217391304,1.0,0.7000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
136,9036628A006    ,2023,38,4.0,22.0,21.0,4.8,0.09,2.02,2.34,4.84,5.41,0.81,1.4504269513008672,3.0,1.0,6.0,4.92,24.0,1.93,0.31999999999999984,2.5,0.5700000000000003,3.39,0.0,4.185185185185185,2.337242835262788,8.445945945945946,0.4216764488005014,97.085,450.0,0.0,0.024169184290030232,-0.040000000000000036,18.0,3.75,1.2222222222222223,0.9545454545454546,1.1428571428571428,1.3333333333333333,0.7999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
137,9036628A007    ,2023,36,11.0,33.0,33.0,7.430555555555554,0.09,2.03,2.35,5.31,5.71,0.81,1.2199060631938514,3.0,1.0,6.0,4.92,37.0,1.94,0.3200000000000003,2.9599999999999995,0.4000000000000004,3.68,0.0,4.5432098765432105,3.016625714905741,15.003788835564539,0.6621024717338913,97.81,480.0,0.0,0.0,0.0,33.0,4.441121495327104,1.0,1.0,1.1212121212121209,1.1212121212121209,1.2384259259259256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
138,9036628A007    ,2023,37,8.0,37.0,31.0,7.680555555555554,0.09,2.02,2.62,5.11,5.37,0.81,1.2199060631938514,3.0,1.0,6.0,4.92,35.0,1.93,0.6000000000000001,2.49,0.2599999999999998,3.35,0.0,4.135802469135802,2.7461130828625637,10.556668784516887,0.6546222096304388,93.505,462.0,-0.2727272727272727,-0.08967391304347827,-0.054054054054054064,36.0,4.687160940325499,1.0277777777777777,0.8378378378378378,1.1290322580645162,0.9722222222222222,1.2800925925925923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
139,9036628A007    ,2023,38,9.0,32.0,31.0,7.097222222222222,0.09,2.02,2.34,5.64,5.9,0.81,1.2199060631938514,3.0,1.0,6.0,4.92,33.0,1.93,0.31999999999999984,3.3,0.2600000000000007,3.88,0.0,4.790123456790123,3.1805727646288786,12.852382715396411,0.6254293660819353,97.085,450.0,0.125,0.15820895522388054,-0.05714285714285716,23.0,3.2407045009784734,1.391304347826087,0.96875,1.064516129032258,1.4347826086956519,1.1828703703703705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
140,9036628A008    ,2023,36,8.0,24.0,24.0,5.35,0.09,2.03,2.475,5.7650000000000015,6.035,0.81,1.379313976658127,3.0,1.0,6.0,4.92,26.0,1.94,0.44499999999999984,3.2900000000000014,0.2699999999999996,4.005000000000001,0.0,4.9444444444444455,2.903617354551515,15.155342258145998,0.4903610667577518,97.81,480.0,0.0,0.0,0.0,24.0,4.485981308411216,1.0,1.0,1.0833333333333333,1.0833333333333333,0.8916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
141,9036628A008    ,2023,37,6.0,26.0,23.0,5.53,0.09,2.02,2.435,5.24,5.8000000000000025,0.81,1.379313976658127,3.0,1.0,6.0,4.92,26.0,1.93,0.4149999999999996,2.8050000000000006,0.5600000000000005,3.7800000000000007,0.0,4.666666666666667,2.7404927840710926,10.996529983871756,0.4920171589290897,93.505,462.0,-0.25,-0.0561797752808989,0.0,26.0,4.701627486437613,1.0,0.8846153846153846,1.1304347826086956,1.0,0.9216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
142,9036628A008    ,2023,38,7.0,22.0,23.0,4.945,0.09,2.02,2.475,5.285,5.76,0.81,1.379313976658127,3.0,1.0,6.0,4.92,24.0,1.93,0.4549999999999996,2.8100000000000005,0.4749999999999997,3.74,0.0,4.617283950617284,2.7114928604301283,14.34700625802749,0.4540023343625369,97.085,450.0,0.16666666666666674,-0.010582010582010692,-0.07692307692307687,16.0,3.2355915065722947,1.375,1.0454545454545454,1.0434782608695652,1.5,0.8241666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143,9036630A017    ,2023,36,15.0,60.0,58.0,12.430555555555555,0.09,2.03,2.62,5.15,5.61,0.81,1.049547521348564,3.0,1.0,6.0,4.92,65.0,1.94,0.5900000000000003,2.53,0.46,3.5800000000000005,0.0,4.419753086419753,3.4109937160349415,12.230107202174239,1.0051332665719868,97.81,480.0,0.0,0.0,0.0,60.0,4.826815642458102,1.0,0.9666666666666668,1.1206896551724137,1.0833333333333333,2.071759259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
144,9036630A017    ,2023,37,11.0,63.0,56.0,12.430555555555555,0.09,2.02,2.285,4.75,5.16,0.81,1.049547521348564,3.0,1.0,6.0,4.92,62.0,1.93,0.2650000000000001,2.465,0.41000000000000014,3.14,0.0,3.8765432098765427,2.9917654380865124,8.968745281594444,0.943231822675212,93.505,462.0,-0.2666666666666667,-0.122905027932961,-0.0461538461538461,63.0,5.068156424581006,1.0,0.8888888888888888,1.1071428571428572,0.984126984126984,2.071759259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
145,9036630A017    ,2023,38,13.5,59.0,55.0,12.430555555555555,0.09,2.02,2.32,4.855,5.18,0.81,1.049547521348564,3.0,1.0,6.0,4.92,60.0,1.93,0.2999999999999998,2.5350000000000006,0.3249999999999993,3.16,0.0,3.9012345679012346,3.01082126890235,11.007096481956816,0.9853738752118838,97.085,450.0,0.2272727272727273,0.006369426751592354,-0.032258064516129004,46.0,3.7005586592178767,1.2826086956521738,0.9322033898305084,1.0909090909090908,1.3043478260869563,2.071759259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
146,9036630A018    ,2023,36,22.0,116.0,112.0,23.552631578947373,0.09,2.03,2.62,4.67,4.82,0.54,0.6664278584895198,3.0,1.0,6.0,4.92,123.0,1.94,0.5900000000000003,2.05,0.15000000000000036,2.7900000000000005,0.0,5.166666666666667,4.1864996555270455,9.467008908349689,1.5099437603244568,97.81,480.0,0.0,0.0,0.0,114.0,4.840223463687151,1.0175438596491229,0.9655172413793104,1.0982142857142858,1.0789473684210529,3.925438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
147,9036630A018    ,2023,37,16.0,121.0,108.0,23.552631578947373,0.09,2.02,2.29,4.57,4.78,0.54,0.6664278584895198,3.0,1.0,6.0,4.92,119.0,1.93,0.27,2.28,0.21,2.76,0.0,5.111111111111111,4.141483530198795,6.885097387890682,1.3346493461555002,93.505,462.0,-0.2727272727272727,-0.010752688172043223,-0.03252032520325199,121.0,5.137430167597763,1.0,0.8925619834710744,1.101851851851852,0.9834710743801652,3.925438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
148,9036630A018    ,2023,38,19.0,112.0,103.0,23.552631578947373,0.09,2.02,2.31,4.81,5.05,0.54,0.6664278584895198,3.0,1.0,6.0,4.92,113.0,1.93,0.29000000000000004,2.5,0.2400000000000002,3.03,0.0,5.611111111111112,4.5466286581530255,8.176053148120186,1.4308173466761682,97.085,450.0,0.1875,0.09782608695652173,-0.05042016806722693,94.0,3.9910614525139656,1.1914893617021276,0.9196428571428572,1.0970873786407769,1.2021276595744679,3.925438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
149,9036652A003    ,2023,36,12.0,41.0,40.0,8.641666666666666,0.09,2.03,2.63,5.42,5.855,0.81,1.1515883859948761,3.0,1.0,6.0,4.92,44.0,1.94,0.6000000000000001,2.79,0.4350000000000005,3.8250000000000006,0.0,4.722222222222221,3.321499284395371,14.073861711277333,0.752529306385462,97.81,480.0,0.0,0.0,0.0,41.0,4.744455159112826,1.0,0.975609756097561,1.1,1.0731707317073171,1.4402777777777775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
150,9036652A003    ,2023,37,9.0,43.0,38.0,9.216666666666667,0.09,2.02,2.615,5.24,5.67,0.81,1.1515883859948761,3.0,1.0,6.0,4.92,42.0,1.93,0.5950000000000002,2.625,0.4299999999999997,3.65,0.0,4.5061728395061715,3.1695352648478696,9.89687698548458,0.7566954029890548,93.505,462.0,-0.25,-0.04575163398692828,-0.04545454545454541,43.0,4.665461121157325,1.0,0.8837209302325582,1.1052631578947372,0.9767441860465116,1.5361111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
151,9036652A003    ,2023,38,10.0,39.0,37.0,8.516666666666667,0.09,2.02,2.48,5.305,5.745,0.81,1.1515883859948761,3.0,1.0,6.0,4.92,40.0,1.93,0.46,2.825,0.4400000000000004,3.725,0.0,4.598765432098765,3.2346627017967986,11.900354366107788,0.7275038277849064,97.085,450.0,0.11111111111111116,0.02054794520547953,-0.04761904761904767,28.0,3.287671232876712,1.3928571428571428,0.9487179487179488,1.0810810810810811,1.4285714285714286,1.4194444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
152,9036652A004    ,2023,36,10.0,38.0,37.0,8.492063492063492,0.09,2.03,2.485,4.91,5.305,0.81,1.16866780529462,3.0,1.0,4.0,4.0,42.0,1.94,0.4550000000000001,2.4250000000000003,0.3949999999999996,3.275,0.0,4.0432098765432105,2.802336117383139,9.42056074766355,0.8355489448731059,97.81,480.0,0.0,0.0,0.0,38.0,4.474766355140186,1.0,0.9736842105263158,1.135135135135135,1.1052631578947372,2.123015873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
153,9036652A004    ,2023,37,7.0,42.0,36.0,8.777777777777779,0.09,2.02,2.62,5.045,5.38,0.81,1.16866780529462,3.0,1.0,4.0,4.0,40.0,1.93,0.6000000000000001,2.425,0.335,3.36,0.0,4.148148148148148,2.875068505162549,6.3797468354430364,0.7766490332849586,93.505,462.0,-0.30000000000000004,0.025954198473282508,-0.04761904761904767,41.0,4.670886075949367,1.024390243902439,0.8571428571428571,1.1111111111111112,0.975609756097561,2.1944444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
