,ROWID,かんばんシリアル,伝票番号,品番,品名,収容数,仕入先名,仕入先工場名,納入日,納入便,ステータス,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,整備室コード,前工程コード,前工程工場コード,拠点所番地,結合キー,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,日量数,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態,設計値_検収入庫LT,設計値_入庫出庫LT,設計値_出庫回収LT,設計値_出庫回収LT（基準在庫枚数込み）,差分_検収入庫LT,差分_入庫出庫LT,差分_出庫回収LT,差分_出庫回収LT（基準在庫枚数込み）
13291,57008,1Z23F00025446,XBTD160,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,2023/6/12 0:00,1,回収済,2023/6/9 7:05,2023/6/9 9:01,2023/6/12 7:15,2023/6/12 10:00,2023/6/12 16:05,2023/6/12 19:56,0.08,3.01,3.12,3.38,3.54,2023/6/16 13:23,1Y,2017,3,50446,1Z23F00025446XBTD160G9201ECE010    50446,2.93,0.11,0.26,0.16,0.53,583,543.5454545,0.044154541,1,2,1.82,1Y,ｻﾝﾎﾞｯｸｽ＃20Bﾌﾀﾅｼ,0.027,7.806,0.74,3,手配,0.784154541,0.53,正常3,0.43,0.2,0.11,0.154154541,-0.32,0.06,0.05,0.005845459
13292,57009,1Z23F00025447,XBTD160,G9201ECE010    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,2023/6/12 0:00,1,回収済,2023/6/9 7:05,2023/6/9 9:01,2023/6/12 7:15,2023/6/12 11:48,2023/6/13 16:07,2023/6/13 23:24,0.08,3.01,3.2,4.38,4.68,2023/6/16 13:23,1Y,2017,3,50446,1Z23F00025447XBTD160G9201ECE010    50446,2.93,0.19,1.18,0.3,1.67,510,543.5454545,0.044154541,1,2,1.82,1Y,ｻﾝﾎﾞｯｸｽ＃20Bﾌﾀﾅｼ,0.027,7.806,0.74,3,手配,0.784154541,1.67,異常4,0.43,0.2,0.11,0.154154541,-0.24,0.98,0.19,0.145845459
13294,57011,1Z23F00025508,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:14,2023/6/13 4:46,2023/6/13 9:16,0.31,3.17,3.65,4.05,4.24,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025508XBTD4409010508A014    20380,2.86,0.48,0.4,0.19,1.07,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,1.07,異常2,0.43,0.18,0.11,0.151132515,0.05,0.22,0.08,0.038867485
13295,57012,1Z23F00025509,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:13,2023/6/13 4:27,2023/6/13 6:42,0.31,3.17,3.65,4.04,4.13,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025509XBTD4409010508A014    20380,2.86,0.48,0.39,0.09,0.96,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,0.96,異常1,0.43,0.18,0.11,0.151132515,0.05,0.21,-0.02,-0.061132515
13296,57013,1Z23F00025510,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:15,2023/6/13 5:17,2023/6/13 9:16,0.31,3.17,3.65,4.07,4.24,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025510XBTD4409010508A014    20380,2.86,0.48,0.42,0.17,1.07,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,1.07,異常2,0.43,0.18,0.11,0.151132515,0.05,0.24,0.06,0.018867485
13297,57014,1Z23F00025511,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:23,2023/6/13 3:55,2023/6/13 6:42,0.31,3.17,3.66,4.01,4.13,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025511XBTD4409010508A014    20380,2.86,0.49,0.35,0.12,0.96,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,0.96,異常1,0.43,0.18,0.11,0.151132515,0.06,0.17,0.01,-0.031132515
13298,57015,1Z23F00025512,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:21,2023/6/13 1:05,2023/6/13 4:17,0.31,3.17,3.66,3.89,4.03,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025512XBTD4409010508A014    20380,2.86,0.49,0.23,0.14,0.86,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,0.86,異常1,0.43,0.18,0.11,0.151132515,0.06,0.05,0.03,-0.011132515
13299,57016,1Z23F00025513,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:35,2023/6/13 1:05,2023/6/13 10:40,0.31,3.17,3.67,3.89,4.29,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025513XBTD4409010508A014    20380,2.86,0.5,0.22,0.4,1.12,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,1.12,異常2,0.43,0.18,0.11,0.151132515,0.07,0.04,0.29,0.248867485
13300,57017,1Z23F00025514,XBTD440,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 18:55,2023/6/13 1:37,2023/6/13 4:17,0.31,3.17,3.64,3.92,4.03,2023/6/16 13:23,1Y,24,1,20380,1Z23F00025514XBTD4409010508A014    20380,2.86,0.47,0.28,0.11,0.86,"34,750",36467.5,0.041132515,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,8.83,0.74,3,手配,0.781132515,0.86,異常1,0.43,0.18,0.11,0.151132515,0.04,0.1,3.19E-16,-0.041132515
13301,57018,1Z23F00025515,XBTD440,9010508A042    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,300,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:51,2023/6/13 5:57,2023/6/13 9:16,0.31,3.17,3.68,4.1,4.24,2023/6/16 13:23,1Y,24,1,20368,1Z23F00025515XBTD4409010508A042    20368,2.86,0.51,0.42,0.14,1.07,"2,050",2103.409091,0.427876823,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,10.22,0.74,3,手配,1.167876823,1.07,正常4,0.43,0.18,0.11,0.537876823,0.08,0.24,0.03,-0.397876823
13302,57019,1Z23F00025517,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 20:12,2023/6/12 22:44,2023/6/13 1:03,0.31,3.17,3.69,3.8,3.89,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025517XBTD4409010512A018    20389,2.86,0.52,0.11,0.09,0.72,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.72,正常4,0.43,0.18,0.11,0.155269353,0.09,-0.07,-0.02,-0.065269353
13303,57020,1Z23F00025518,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:40,2023/6/13 1:13,2023/6/13 4:17,0.31,3.17,3.67,3.9,4.03,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025518XBTD4409010512A018    20389,2.86,0.5,0.23,0.13,0.86,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.86,異常1,0.43,0.18,0.11,0.155269353,0.07,0.05,0.02,-0.025269353
13304,57021,1Z23F00025519,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:36,2023/6/12 23:19,2023/6/13 1:44,0.31,3.17,3.67,3.82,3.92,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025519XBTD4409010512A018    20389,2.86,0.5,0.15,0.1,0.75,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.75,正常4,0.43,0.18,0.11,0.155269353,0.07,-0.03,-0.01,-0.055269353
13305,57022,1Z23F00025520,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:15,2023/6/12 23:58,2023/6/13 3:32,0.31,3.17,3.65,3.85,4,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025520XBTD4409010512A018    20389,2.86,0.48,0.2,0.15,0.83,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.83,異常1,0.43,0.18,0.11,0.155269353,0.05,0.02,0.04,-0.005269353
13306,57023,1Z23F00025521,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:10,2023/6/12 23:19,2023/6/13 1:44,0.31,3.17,3.65,3.82,3.92,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025521XBTD4409010512A018    20389,2.86,0.48,0.17,0.1,0.75,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.75,正常4,0.43,0.18,0.11,0.155269353,0.05,-0.01,-0.01,-0.055269353
13307,57024,1Z23F00025522,XBTD440,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:00,2023/6/12 22:45,2023/6/13 1:03,0.31,3.17,3.64,3.8,3.89,2023/6/16 13:23,1Y,24,1,20389,1Z23F00025522XBTD4409010512A018    20389,2.86,0.47,0.16,0.09,0.72,"12,680",13254,0.045269353,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.85,0.74,3,手配,0.785269353,0.72,正常4,0.43,0.18,0.11,0.155269353,0.04,-0.02,-0.02,-0.065269353
13308,57025,1Z23F00025523,XBTD440,9015906A021    ,ｽｸﾘｭｰW/ﾜｯｼｬｰ                  ,1200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:16,2023/6/13 4:27,2023/6/13 7:38,0.31,3.17,3.65,4.03,4.17,2023/6/16 13:23,1Y,24,1,20383,1Z23F00025523XBTD4409015906A021    20383,2.86,0.48,0.38,0.14,1,"7,770",8133.318182,0.442623775,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,9.71,0.74,3,手配,1.182623775,1,正常4,0.43,0.18,0.11,0.552623775,0.05,0.2,0.03,-0.412623775
13309,57026,1Z23F00025524,XBTD440,9034118A024    ,ﾌﾟﾗｸﾞS/AW/ﾍｯﾄﾞｽﾄﾚｰﾄｽｸﾘｭｰ      ,200,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 18:54,2023/6/13 1:55,2023/6/13 4:17,0.31,3.17,3.64,3.93,4.03,2023/6/16 13:23,1Y,24,1,10374,1Z23F00025524XBTD4409034118A024    10374,2.86,0.47,0.29,0.1,0.86,510,543.5909091,1.103771218,1,6,5.76,1Y,TP131ﾌﾀﾅｼ,0.006,6.27,0.74,3,手配,1.843771218,0.86,正常2,0.43,0.18,0.11,1.213771218,0.04,0.11,-0.01,-1.113771218
13310,57027,1Z23F00025525,XBTD440,9161140614,ﾎﾞﾙﾄｳｲｽﾞﾜﾂｼﾔ                  ,2500,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 20:12,2023/6/13 9:33,2023/6/13 18:13,0.31,3.17,3.69,4.25,4.61,2023/6/16 13:23,1Y,24,1,20378,1Z23F00025525XBTD4409161140614     20378,2.86,0.52,0.56,0.36,1.44,"14,720",15428.36364,0.486117658,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,13.08,0.74,3,手配,1.226117658,1.44,異常1,0.43,0.18,0.11,0.596117658,0.09,0.38,0.25,-0.236117658
13311,57028,1Z23F00025526,XBTD440,G1163ECB010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",80,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:03,2023/6/13 3:12,2023/6/13 10:40,0.31,3.17,3.64,3.98,4.29,2023/6/16 13:23,1Y,24,1,20365,1Z23F00025526XBTD440G1163ECB010    20365,2.86,0.47,0.34,0.31,1.12,672,705.9545455,0.339965231,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,7.438,0.74,3,手配,1.079965231,1.12,異常1,0.43,0.18,0.11,0.449965231,0.04,0.16,0.2,-0.139965231
13312,57029,1Z23F00025527,XBTD440,G1163ECB010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",80,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 18:57,2023/6/12 22:14,2023/6/13 4:17,0.31,3.17,3.64,3.78,4.03,2023/6/16 13:23,1Y,24,1,20365,1Z23F00025527XBTD440G1163ECB010    20365,2.86,0.47,0.14,0.25,0.86,672,705.9545455,0.339965231,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,7.438,0.74,3,手配,1.079965231,0.86,正常4,0.43,0.18,0.11,0.449965231,0.04,-0.04,0.14,-0.199965231
13313,57030,1Z23F00025528,XBTD440,G1163ECE010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",100,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:32,2023/6/13 0:17,2023/6/13 3:32,0.31,3.17,3.66,3.86,4,2023/6/16 13:23,1Y,24,1,20372,1Z23F00025528XBTD440G1163ECE010    20372,2.86,0.49,0.2,0.14,0.83,"2,088",2186.863636,0.137182765,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,7.77,0.74,3,手配,0.877182765,0.83,正常4,0.43,0.18,0.11,0.247182765,0.06,0.02,0.03,-0.107182765
13314,57031,1Z23F00025529,XBTD440,G1163ECE010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",100,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:39,2023/6/12 22:42,2023/6/13 1:44,0.31,3.17,3.67,3.8,3.92,2023/6/16 13:23,1Y,24,1,20372,1Z23F00025529XBTD440G1163ECE010    20372,2.86,0.5,0.13,0.12,0.75,"2,088",2186.863636,0.137182765,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,7.77,0.74,3,手配,0.877182765,0.75,正常4,0.43,0.18,0.11,0.247182765,0.07,-0.05,0.01,-0.127182765
13315,57032,1Z23F00025530,XBTD440,G1163ECE010    ,"ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ             ",100,（株）青山製作所,,2023/6/12 0:00,1,回収済,2023/6/9 3:37,2023/6/9 11:01,2023/6/12 7:42,2023/6/12 19:52,2023/6/13 12:06,2023/6/13 17:10,0.31,3.17,3.68,4.35,4.56,2023/6/16 13:23,1Y,24,1,20372,1Z23F00025530XBTD440G1163ECE010    20372,2.86,0.51,0.67,0.21,1.39,"2,088",2186.863636,0.137182765,1,6,5.76,1Y,TP331ﾌﾀﾅｼ,0.012,7.77,0.74,3,手配,0.877182765,1.39,異常3,0.43,0.18,0.11,0.247182765,0.08,0.49,0.1,-0.037182765
13316,57033,1Z23F00025532,XBTD340,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,2023/6/12 0:00,3,回収済,2023/6/9 3:37,2023/6/9 10:33,2023/6/12 21:39,2023/6/13 3:51,2023/6/13 9:13,2023/6/13 11:46,0.29,3.75,4.01,4.23,4.34,2023/6/16 13:23,1Y,30,1,30391,1Z23F00025532XBTD34035174ECB010    30391,3.46,0.26,0.22,0.11,0.59,410,420.6818182,0.142625608,1,4,6.88,1Y,TP332ﾌﾀﾅｼ,0.022,3.52,0.87,3,手配,1.012625608,0.59,正常3,0.43,0.33,0.11,0.252625608,-0.17,-0.11,-5.69E-16,-0.142625608
13317,57034,1Z23F00025544,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:16,2023/6/12 22:59,2023/6/13 0:23,0.4,3.36,3.57,3.81,3.87,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025544XBTD35041310ECB010    60123,2.96,0.21,0.24,0.06,0.51,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.51,正常2,0.43,0.18,0.09,0.104262561,-0.22,0.06,-0.03,-0.044262561
13318,57035,1Z23F00025545,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:10,2023/6/13 8:16,2023/6/13 10:40,0.4,3.36,3.56,4.19,4.29,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025545XBTD35041310ECB010    60123,2.96,0.2,0.63,0.1,0.93,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.93,正常4,0.43,0.18,0.09,0.104262561,-0.23,0.45,0.01,-0.004262561
13319,57036,1Z23F00025546,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/13 3:12,2023/6/13 4:37,2023/6/13 6:08,0.4,3.36,3.98,4.04,4.11,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025546XBTD35041310ECB010    60123,2.96,0.62,0.06,0.07,0.75,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.75,正常3,0.43,0.18,0.09,0.104262561,0.19,-0.12,-0.02,-0.034262561
13320,57037,1Z23F00025547,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 16:38,2023/6/13 6:49,2023/6/13 9:16,0.4,3.36,3.54,4.13,4.24,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025547XBTD35041310ECB010    60123,2.96,0.18,0.59,0.11,0.88,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.88,正常4,0.43,0.18,0.09,0.104262561,-0.25,0.41,0.02,0.005737439
13321,57038,1Z23F00025548,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:13,2023/6/13 8:29,2023/6/13 10:40,0.4,3.36,3.57,4.2,4.29,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025548XBTD35041310ECB010    60123,2.96,0.21,0.63,0.09,0.93,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.93,正常4,0.43,0.18,0.09,0.104262561,-0.22,0.45,-1.39E-16,-0.014262561
13322,57039,1Z23F00025549,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:14,2023/6/12 23:23,2023/6/13 1:03,0.4,3.36,3.57,3.82,3.89,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025549XBTD35041310ECB010    60123,2.96,0.21,0.25,0.07,0.53,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.53,正常2,0.43,0.18,0.09,0.104262561,-0.22,0.07,-0.02,-0.034262561
13323,57040,1Z23F00025550,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:09,2023/6/13 5:17,2023/6/13 6:42,0.4,3.36,3.56,4.07,4.13,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025550XBTD35041310ECB010    60123,2.96,0.2,0.51,0.06,0.77,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.77,正常3,0.43,0.18,0.09,0.104262561,-0.23,0.33,-0.03,-0.044262561
13324,57041,1Z23F00025551,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:08,2023/6/13 8:06,2023/6/13 10:40,0.4,3.36,3.56,4.19,4.29,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025551XBTD35041310ECB010    60123,2.96,0.2,0.63,0.1,0.93,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.93,正常4,0.43,0.18,0.09,0.104262561,-0.23,0.45,0.01,-0.004262561
13325,57042,1Z23F00025552,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 16:57,2023/6/13 5:17,2023/6/13 6:42,0.4,3.36,3.56,4.07,4.13,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025552XBTD35041310ECB010    60123,2.96,0.2,0.51,0.06,0.77,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.77,正常3,0.43,0.18,0.09,0.104262561,-0.23,0.33,-0.03,-0.044262561
13326,57043,1Z23F00025553,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:03,2023/6/13 7:28,2023/6/13 9:16,0.4,3.36,3.56,4.16,4.24,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025553XBTD35041310ECB010    60123,2.96,0.2,0.6,0.08,0.88,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.88,正常4,0.43,0.18,0.09,0.104262561,-0.23,0.42,-0.01,-0.024262561
13327,57044,1Z23F00025554,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 16:37,2023/6/13 5:13,2023/6/13 6:42,0.4,3.36,3.54,4.07,4.13,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025554XBTD35041310ECB010    60123,2.96,0.18,0.53,0.06,0.77,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.77,正常3,0.43,0.18,0.09,0.104262561,-0.25,0.35,-0.03,-0.044262561
13328,57045,1Z23F00025555,XBTD350,41310ECB010    ,ﾃﾞﾌｹｰｽS/A                     ,2,（株）オンド,本社工場,2023/6/12 0:00,2,回収済,2023/6/9 3:37,2023/6/9 13:13,2023/6/12 12:12,2023/6/12 17:11,2023/6/13 5:41,2023/6/13 6:42,0.4,3.36,3.57,4.09,4.13,2023/6/16 13:23,1Y,930,1,60123,1Z23F00025555XBTD35041310ECB010    60123,2.96,0.21,0.52,0.04,0.77,410,420.6818182,0.014262561,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,16.99,1.1,3,手配,1.114262561,0.77,正常3,0.43,0.18,0.09,0.104262561,-0.22,0.34,-0.05,-0.064262561
