かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23H00089457,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:50,2023/9/6 10:17,2023/9/6 12:22,0.32,4.29,4.39,5.4,5.49,2023/9/9 13:23,3.97,0.1,1.01,0.09,1.2,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.2,異常2
1Z23H00089458,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:45,2023/9/6 10:17,2023/9/6 12:22,0.32,4.29,4.38,5.4,5.49,2023/9/9 13:23,3.97,0.09,1.02,0.09,1.2,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.2,異常2
1Z23H00089459,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:42,2023/9/6 4:22,2023/9/6 7:15,0.32,4.29,4.38,5.16,5.28,2023/9/9 13:23,3.97,0.09,0.78,0.12,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23H00089460,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:59,2023/9/6 7:00,2023/9/6 10:49,0.32,4.29,4.39,5.27,5.43,2023/9/9 13:23,3.97,0.1,0.88,0.16,1.14,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.14,異常2
1Z23H00089532,XCEN920,30391,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,回収済,2023/9/4,2,2023/8/31 18:46,2023/9/1 8:12,2023/9/4 15:38,2023/9/4 22:31,2023/9/5 11:52,2023/9/5 15:45,0.56,3.87,4.16,4.71,4.87,2023/9/8 13:23,3.31,0.29,0.55,0.16,1,390.3809524,0.051232008,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,0.87,1,手配,0.921232008,1,異常1
1Z23H00089533,XCEN920,30391,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,回収済,2023/9/4,2,2023/8/31 18:46,2023/9/1 8:12,2023/9/4 15:38,2023/9/4 22:22,2023/9/5 10:20,2023/9/5 14:12,0.56,3.87,4.15,4.65,4.81,2023/9/8 13:23,3.31,0.28,0.5,0.16,0.94,390.3809524,0.051232008,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,0.87,1,手配,0.921232008,0.94,異常1
1Z23H00089598,XCEN190,40134,9036628A007    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,72,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:18,2023/9/6 4:32,2023/9/6 10:06,0.09,4.01,4.27,4.82,5.05,2023/9/9 13:23,3.92,0.26,0.55,0.23,1.04,497.1428571,0.144827586,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,11.644,0.57,1,手配,0.714827586,1.04,異常2
1Z23H00089599,XCEN190,40132,9036628A008    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,100,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:20,2023/9/5 22:49,2023/9/6 4:32,0.09,4.01,4.27,4.58,4.82,2023/9/9 13:23,3.92,0.26,0.31,0.24,0.81,497.1428571,0.201149425,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,10.1,0.58,1,手配,0.781149425,0.81,異常1
1Z23H00089601,XCEN190,40497,9036630A018    ,ﾚｰｽ ﾃｰﾊﾟｰﾄﾞﾛｰﾗｰ ﾍﾞｱﾘﾝｸﾞ ｲﾝﾅｰ  ,38,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:36,2023/9/5 17:21,2023/9/5 23:30,0.09,4.01,4.28,4.35,4.61,2023/9/8 13:23,3.92,0.27,0.07,0.26,0.6,887.5238095,0.128447258,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.51,0.34,3,手配,0.468447258,0.6,異常2
1Z23H00089604,XCEN190,40129,9036658A001    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,45,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 14:42,2023/9/6 3:25,2023/9/6 7:15,0.09,4.01,4.24,4.77,4.93,2023/9/9 13:23,3.92,0.23,0.53,0.16,0.92,390.3809524,0.115272018,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.79,0.57,1,手配,0.685272018,0.92,異常2
1Z23H00089607,XCEN190,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:47,2023/9/6 4:55,2023/9/6 7:15,0.09,4.01,4.29,4.83,4.93,2023/9/9 13:23,3.92,0.28,0.54,0.1,0.92,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.92,異常2
1Z23H00089608,XCEN190,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:41,2023/9/5 23:34,2023/9/6 1:52,0.09,4.01,4.28,4.61,4.71,2023/9/9 13:23,3.92,0.27,0.33,0.1,0.7,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.7,異常1
1Z23H00089651,XCEM780,20452,G1144ECB010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,< NULL >,回収済,2023/9/5,1,2023/9/1 4:29,2023/9/4 6:19,2023/9/5 13:12,2023/9/6 1:19,2023/9/6 7:04,2023/9/6 10:49,3.08,4.36,4.87,5.11,5.26,2023/9/9 13:23,1.28,0.51,0.24,0.15,0.9,390.3809524,0.030739205,1,1,2.28,1Y,ＴＰ３３１フタナシ,0.012,2.288,0.63,2,手配,0.660739205,0.9,異常2
1Z23H00089667,XCEN940,30143,G1250ECE010    ,"ﾊﾟｲﾌﾟASSY,ﾓｰﾀｰｸｰﾘﾝｸﾞ          ",60,（株）バルカー,豊田営業所,回収済,2023/9/6,1,2023/9/1 3:41,2023/9/1 12:41,2023/9/6 9:18,2023/9/6 17:31,2023/9/7 9:09,2023/9/7 14:52,0.38,5.23,5.58,6.23,6.47,2023/9/10 13:22,4.85,0.35,0.65,0.24,1.24,497.1428571,0.120689655,1,2,6.2,1Y,ＴＰ３３２フタナシ,0.022,1.64,0.88,1,手配,1.000689655,1.24,異常1
1Z23H00089831,XCEN580,10127,1040043104R    ,ﾋﾟﾝｽﾄﾚ-ﾄ                      ,1000,（株）ギフ加藤製作所,本社工場（ＡＷ発行拠点）,回収済,2023/9/4,2,2023/9/1 1:14,2023/9/1 6:57,2023/9/5 0:49,2023/9/5 10:29,2023/9/6 17:04,2023/9/8 6:01,0.24,3.98,4.39,5.66,7.2,2023/9/11 13:23,3.74,0.41,1.27,1.54,3.22,1775.047619,1.690095504,1,2,3.8,1Y,AW131ﾌﾀﾅｼ,0.005,13.4,0.75,3,手配,2.440095504,3.22,異常2
1Z23H00089833,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:12,2023/9/6 3:12,2023/9/6 5:28,0.32,4.29,4.4,5.11,5.2,2023/9/9 13:23,3.97,0.11,0.71,0.09,0.91,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.91,異常1
1Z23H00089835,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:04,2023/9/6 4:02,2023/9/6 7:15,0.32,4.29,4.4,5.14,5.28,2023/9/9 13:23,3.97,0.11,0.74,0.14,0.99,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.99,異常1
1Z23H00089836,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:21,2023/9/6 5:18,2023/9/6 7:15,0.32,4.29,4.41,5.2,5.28,2023/9/9 13:23,3.97,0.12,0.79,0.08,0.99,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.99,異常1
1Z23H00089837,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:49,2023/9/6 8:49,2023/9/6 12:22,0.32,4.29,4.39,5.34,5.49,2023/9/9 13:23,3.97,0.1,0.95,0.15,1.2,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.2,異常2
1Z23H00089840,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:50,2023/9/6 4:55,2023/9/6 7:15,0.32,4.29,4.39,5.18,5.28,2023/9/9 13:23,3.97,0.1,0.79,0.1,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23H00089842,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:43,2023/9/6 4:21,2023/9/6 7:15,0.32,4.29,4.38,5.16,5.28,2023/9/9 13:23,3.97,0.09,0.78,0.12,0.99,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.99,異常1
1Z23H00089849,XCEN190,40131,9036658A002    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:45,2023/9/5 23:52,2023/9/6 6:33,0.09,4.01,4.28,4.62,4.9,2023/9/9 13:23,3.92,0.27,0.34,0.28,0.89,390.3809524,0.092217614,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,5.668,0.59,1,手配,0.682217614,0.89,異常2
1Z23H00089860,XCEM780,20452,G1144ECB010    ,"ﾀｰﾐﾅﾙ,ﾓｰﾀｰｹｰﾌﾞﾙ               ",6,住友電気工業（株）,< NULL >,回収済,2023/9/5,1,2023/9/1 4:29,2023/9/4 6:19,2023/9/5 13:12,2023/9/6 1:19,2023/9/6 4:09,2023/9/6 6:33,3.08,4.36,4.87,4.99,5.09,2023/9/9 13:23,1.28,0.51,0.12,0.1,0.73,390.3809524,0.030739205,1,1,2.28,1Y,ＴＰ３３１フタナシ,0.012,2.288,0.63,2,手配,0.660739205,0.73,異常1
1Z23H00089862,XCEN460,30468,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,< NULL >,回収済,2023/9/6,1,2023/9/1 10:50,2023/9/1 13:02,2023/9/6 13:14,2023/9/6 18:08,2023/9/7 12:08,2023/9/7 16:01,0.09,5.1,5.3,6.05,6.22,2023/9/10 13:22,5.01,0.2,0.75,0.17,1.12,887.5238095,0.020281146,1,1,3.05,1Y,ＴＰ３３１．５フタナシ,0.017,4.11,0.85,1,手配,0.870281146,1.12,異常2
1Z23H00089872,XCEN480,20490,82824ECB020    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,40,矢崎総業（株）,< NULL >,回収済,2023/9/5,1,2023/9/1 10:50,2023/9/1 14:04,2023/9/5 10:26,2023/9/5 14:20,2023/9/6 0:02,2023/9/6 3:41,0.14,3.98,4.15,4.55,4.7,2023/9/9 13:23,3.84,0.17,0.4,0.15,0.72,887.5238095,0.045069213,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,5.7,0.58,1,手配,0.625069213,0.72,異常1
1Z23H00089873,XCEN230,30355,35847ECB020    ,ﾁｭｰﾌﾞT/Aﾙｰﾌﾞｱﾌﾟﾗｲ             ,70,（株）メタルテック,< NULL >,回収済,2023/9/5,1,2023/9/1 6:47,2023/9/1 8:53,2023/9/5 7:17,2023/9/5 9:53,2023/9/5 23:02,2023/9/6 4:32,0.09,4.02,4.13,4.68,4.91,2023/9/9 13:23,3.93,0.11,0.55,0.23,0.89,390.3809524,0.179312027,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,2.74,0.5,1,手配,0.679312027,0.89,異常2
1Z23H00089905,XCEN200,50495,G9201ECB030    ,ｶﾊﾞｰｲﾝﾊﾞｰﾀｰ                   ,8,佐藤工業（株）,藤塗装,回収済,2023/9/5,2,2023/8/31 17:19,2023/9/5 8:04,2023/9/5 19:05,2023/9/6 7:36,2023/9/6 16:59,2023/9/7 0:30,4.61,5.07,5.59,5.99,6.3,2023/9/10 13:22,0.46,0.52,0.4,0.31,1.23,390.3333333,0.040990606,1,2,5.82,1Y,Ｔ２０３フタナシ,0.027,7.806,0.78,2,手配,0.820990606,1.23,異常2
1Z23H00090071,XCEN670,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 9:30,2023/9/6 1:33,2023/9/6 3:41,0.32,4.29,4.37,5.04,5.13,2023/9/9 13:23,3.97,0.08,0.67,0.09,0.84,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.84,異常1
1Z23H00090073,XCEN190,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 15:59,2023/9/5 23:02,2023/9/6 1:28,0.09,4.01,4.29,4.59,4.69,2023/9/9 13:23,3.92,0.28,0.3,0.1,0.68,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.68,異常1
1Z23H00090074,XCEN190,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 14:34,2023/9/6 1:50,2023/9/6 5:28,0.09,4.01,4.24,4.7,4.86,2023/9/9 13:23,3.92,0.23,0.46,0.16,0.85,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.85,異常2
1Z23H00090145,XCEP320,20359,35312ECB010    ,"ｶﾊﾞｰS/A,T/MO/P                ",63,（株）旭工業所,本社工場,回収済,2023/9/5,1,2023/9/1 16:51,2023/9/4 8:37,2023/9/5 17:01,2023/9/5 22:45,2023/9/6 5:27,2023/9/6 12:22,2.66,4.01,4.25,4.52,4.81,2023/9/9 13:23,1.35,0.24,0.27,0.29,0.8,390.3809524,0.161380825,1,1,1.9,1Y,ＴＰ３３１フタアリ,0.014,4.718,0.59,1,手配,0.751380825,0.8,異常1
1Z23H00090180,XCEN190,40137,9036659A010    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/5,1,2023/9/1 8:55,2023/9/1 11:04,2023/9/5 9:12,2023/9/5 14:33,2023/9/6 1:12,2023/9/6 4:32,0.09,4.01,4.23,4.68,4.82,2023/9/9 13:23,3.92,0.22,0.45,0.14,0.81,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,7.144,0.59,1,手配,0.630562292,0.81,異常2
1Z23H00090200,XCEM770,50453,G1174ECB010    ,"ﾜｲﾔ-,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝｾﾝｻｰ        ",50,住友電装（株）,< NULL >,回収済,2023/9/5,1,2023/9/1 4:29,2023/9/4 6:34,2023/9/5 13:13,2023/9/6 6:06,2023/9/6 9:07,2023/9/6 15:46,3.09,4.36,5.07,5.19,5.47,2023/9/9 13:23,1.27,0.71,0.12,0.28,1.11,390.3809524,0.12808002,1,1,2.28,1Y,ＴＰ３６２フタナシ,0.044,6.25,0.85,1,手配,0.97808002,1.11,異常1
1Z23H00090207,XCEN460,30468,G117362010     ,"ｾﾝｻｰ,ﾓｰﾀｰﾚﾎﾞﾘｭｰｼｮﾝ            ",18,多摩川精機販売（株）,< NULL >,回収済,2023/9/6,1,2023/9/1 10:50,2023/9/1 13:02,2023/9/6 13:14,2023/9/6 18:10,2023/9/7 16:02,2023/9/7 18:12,0.09,5.1,5.31,6.22,6.31,2023/9/10 13:22,5.01,0.21,0.91,0.09,1.21,887.5238095,0.020281146,1,1,3.05,1Y,ＴＰ３３１．５フタナシ,0.017,4.11,0.85,1,手配,0.870281146,1.21,異常2
1Z23H00090210,XCEN710,10478,35505ECB010    ,ﾚﾊﾞｰS/Aﾊﾟｰｷﾝｸﾞﾛｯｸ             ,24,中庸スプリング（株）,< NULL >,回収済,2023/9/4,1,2023/9/1 1:57,2023/9/1 9:29,2023/9/4 7:22,2023/9/4 11:09,2023/9/5 3:58,2023/9/5 12:18,0.31,3.23,3.38,4.08,4.43,2023/9/8 13:23,2.92,0.15,0.7,0.35,1.2,390.3809524,0.061478409,1,2,2.34,1Y,ＴＰ１３１フタナシ,0.009,2.45,0.81,1,手配,0.871478409,1.2,異常2
1Z23H00090229,XCEN230,30356,35882ECB010    ,ﾁｭｰﾌﾞﾃﾞﾌｷﾞﾔﾘｭｰﾌﾞｱﾌﾟﾗｲ         ,50,（株）メタルテック,< NULL >,回収済,2023/9/5,1,2023/9/1 6:47,2023/9/1 8:53,2023/9/5 7:17,2023/9/5 9:51,2023/9/6 1:14,2023/9/6 5:28,0.09,4.02,4.13,4.77,4.94,2023/9/9 13:23,3.93,0.11,0.64,0.17,0.92,390.3809524,0.12808002,1,1,1.9,1Y,ＴＰ３３２フタナシ,0.022,2.5,0.5,1,手配,0.62808002,0.92,異常2
1Z23J00000014,XCEP380,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 10:59,2023/9/5 0:41,2023/9/5 4:18,0.31,3.19,3.3,3.88,4.03,2023/9/8 13:23,2.88,0.11,0.58,0.15,0.84,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.84,異常2
1Z23J00000015,XCEP380,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 10:57,2023/9/5 1:17,2023/9/5 3:35,0.31,3.19,3.3,3.9,4,2023/9/8 13:23,2.88,0.11,0.6,0.1,0.81,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.81,異常2
1Z23J00000017,XCEP380,20368,9010508A042    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,300,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:18,2023/9/5 0:43,2023/9/5 3:35,0.31,3.19,3.32,3.88,4,2023/9/8 13:23,2.88,0.13,0.56,0.12,0.81,1951.904762,0.153696023,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,10.22,0.53,1,手配,0.683696023,0.81,異常1
1Z23J00000018,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:12,2023/9/5 6:13,2023/9/5 10:50,0.31,3.19,3.31,4.11,4.3,2023/9/8 13:23,2.88,0.12,0.8,0.19,1.11,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.11,異常2
1Z23J00000019,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:06,2023/9/5 2:21,2023/9/5 7:16,0.31,3.19,3.31,3.94,4.15,2023/9/8 13:23,2.88,0.12,0.63,0.21,0.96,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.96,異常1
1Z23J00000020,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:25,2023/9/5 6:49,2023/9/5 11:33,0.31,3.19,3.32,4.13,4.33,2023/9/8 13:23,2.88,0.13,0.81,0.2,1.14,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.14,異常2
1Z23J00000021,XCEP380,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/4,1,2023/9/1 3:41,2023/9/1 11:03,2023/9/4 8:18,2023/9/4 11:26,2023/9/5 9:37,2023/9/5 12:18,0.31,3.19,3.32,4.25,4.36,2023/9/8 13:23,2.88,0.13,0.93,0.11,1.17,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,1.17,異常2
1Z23J00000024,XCEP310,30391,35174ECB010    ,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ            ,20,（株）浅賀井製作所,安城工場,回収済,2023/9/4,3,2023/9/1 3:41,2023/9/1 10:30,2023/9/4 21:54,2023/9/5 3:11,2023/9/5 16:38,2023/9/5 23:30,0.28,3.76,3.98,4.54,4.83,2023/9/8 13:23,3.48,0.22,0.56,0.29,1.07,390.3809524,0.051232008,1,4,6.88,1Y,ＴＰ３３２フタナシ,0.022,3.52,0.87,1,手配,0.921232008,1.07,異常1
1Z23J00000059,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:16,2023/9/6 4:22,2023/9/6 7:15,0.32,4.29,4.4,5.16,5.28,2023/9/9 13:23,3.97,0.11,0.76,0.12,0.99,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.99,異常1
1Z23J00000060,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:13,2023/9/6 5:47,2023/9/6 10:49,0.32,4.29,4.4,5.22,5.43,2023/9/9 13:23,3.97,0.11,0.82,0.21,1.14,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.14,異常2
1Z23J00000062,XCEN670,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/5,1,2023/9/1 0:35,2023/9/1 8:22,2023/9/5 7:37,2023/9/5 10:14,2023/9/6 4:02,2023/9/6 7:15,0.32,4.29,4.4,5.14,5.28,2023/9/9 13:23,3.97,0.11,0.74,0.14,0.99,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.99,異常1
