かんばんシリアル,伝票番号,拠点所番地,品番,品名,収容数,仕入先名,仕入先工場名,ステータス,納入日,納入便,発注日時,印刷日時,検収日時,順立装置入庫日時,順立装置出庫日時,回収日時,発注印刷LT,発注検収LT,発注順立装置入庫LT,発注順立装置出庫LT,発注回収LT,更新日時,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT,平均日量数,基準在庫枚数日数,A,B,C,整備室,箱種,箱サイズ,箱重量,基準在庫日数,基準在庫枚数,手配区分,基準在庫日数（基準在庫枚数込み）,実績在庫日数,在庫状態
1Z23J00004510,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:48,2023/9/6 2:13,2023/9/6 4:32,2.12,3.1,3.78,3.8,3.9,2023/9/9 13:23,0.98,0.68,0.02,0.1,0.8,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.8,異常1
1Z23J00004513,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:54,2023/9/6 9:03,2023/9/6 10:49,2.12,3.1,3.79,4.08,4.16,2023/9/9 13:23,0.98,0.69,0.29,0.08,1.06,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.06,異常2
1Z23J00004514,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:42,2023/9/6 5:04,2023/9/6 7:15,2.12,3.1,3.65,3.92,4.01,2023/9/9 13:23,0.98,0.55,0.27,0.09,0.91,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.91,異常2
1Z23J00004516,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:56,2023/9/6 9:08,2023/9/6 10:49,2.12,3.1,3.79,4.09,4.16,2023/9/9 13:23,0.98,0.69,0.3,0.07,1.06,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.06,異常2
1Z23J00004517,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:55,2023/9/6 3:32,2023/9/6 5:28,2.12,3.1,3.79,3.85,3.93,2023/9/9 13:23,0.98,0.69,0.06,0.08,0.83,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.83,異常1
1Z23J00004518,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:35,2023/9/6 7:02,2023/9/6 10:49,2.12,3.1,3.65,4,4.16,2023/9/9 13:23,0.98,0.55,0.35,0.16,1.06,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.06,異常2
1Z23J00004519,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:53,2023/9/6 8:47,2023/9/6 10:49,2.12,3.1,3.79,4.07,4.16,2023/9/9 13:23,0.98,0.69,0.28,0.09,1.06,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.06,異常2
1Z23J00004520,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:57,2023/9/6 3:56,2023/9/6 5:28,2.12,3.1,3.79,3.87,3.93,2023/9/9 13:23,0.98,0.69,0.08,0.06,0.83,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.83,異常1
1Z23J00004521,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:35,2023/9/6 4:52,2023/9/6 7:15,2.12,3.1,3.65,3.91,4.01,2023/9/9 13:23,0.98,0.55,0.26,0.1,0.91,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.91,異常2
1Z23J00004522,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/5 22:07,2023/9/5 22:17,2023/9/6 10:06,2.12,3.1,3.63,3.64,4.13,2023/9/9 13:23,0.98,0.53,0.01,0.49,1.03,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.03,異常2
1Z23J00004522,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 5:54,2023/9/6 6:20,2023/9/6 10:06,2.12,3.1,3.95,3.97,4.13,2023/9/9 13:23,0.98,0.85,0.02,0.16,1.03,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,1.03,異常2
1Z23J00004523,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:13,2023/9/6 3:55,2023/9/6 5:28,2.12,3.1,3.76,3.87,3.93,2023/9/9 13:23,0.98,0.66,0.11,0.06,0.83,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.83,異常1
1Z23J00004524,XCER650,60124,41310ECE010    ,ｷﾞﾔﾃﾞﾌﾘﾝｸﾞ                    ,2,（株）オンド,本社工場,回収済,2023/9/5,1,2023/9/2 7:02,2023/9/4 9:53,2023/9/5 9:28,2023/9/6 1:08,2023/9/6 1:22,2023/9/6 3:41,2.12,3.1,3.75,3.76,3.86,2023/9/9 13:23,0.98,0.65,0.01,0.1,0.76,497.1428571,0.012068966,1,4,4,1Y,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,0.033,14.51,0.7,3,手配,0.712068966,0.76,異常1
1Z23J00004526,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:20,2023/9/7 12:01,2023/9/7 14:52,0.14,2.1,2.52,3.05,3.17,2023/9/10 13:22,1.96,0.42,0.53,0.12,1.07,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.07,異常2
1Z23J00004527,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:16,2023/9/7 14:11,2023/9/7 18:12,0.14,2.1,2.52,3.14,3.31,2023/9/10 13:22,1.96,0.42,0.62,0.17,1.21,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.21,異常2
1Z23J00004528,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:12,2023/9/7 12:22,2023/9/7 14:52,0.14,2.1,2.52,3.06,3.17,2023/9/10 13:22,1.96,0.42,0.54,0.11,1.07,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.07,異常2
1Z23J00004529,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:07,2023/9/7 11:15,2023/9/7 14:52,0.14,2.1,2.51,3.02,3.17,2023/9/10 13:22,1.96,0.41,0.51,0.15,1.07,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.07,異常2
1Z23J00004530,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:06,2023/9/7 6:14,2023/9/7 12:18,0.14,2.1,2.51,2.81,3.06,2023/9/10 13:22,1.96,0.41,0.3,0.25,0.96,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,0.96,異常1
1Z23J00004531,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:11,2023/9/7 9:27,2023/9/7 14:11,0.14,2.1,2.51,2.94,3.14,2023/9/10 13:22,1.96,0.41,0.43,0.2,1.04,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.04,異常1
1Z23J00004532,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:15,2023/9/7 13:53,2023/9/7 18:12,0.14,2.1,2.52,3.13,3.31,2023/9/10 13:22,1.96,0.42,0.61,0.18,1.21,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.21,異常2
1Z23J00004533,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:20,2023/9/7 13:52,2023/9/7 18:12,0.14,2.1,2.52,3.13,3.31,2023/9/10 13:22,1.96,0.42,0.61,0.18,1.21,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.21,異常2
1Z23J00004534,XCER660,30439,33490ECB010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 23:14,2023/9/7 11:15,2023/9/7 14:52,0.14,2.1,2.52,3.02,3.17,2023/9/10 13:22,1.96,0.42,0.5,0.15,1.07,390.3809524,0.030739205,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.82,3,手配,0.850739205,1.07,異常2
1Z23J00004535,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:43,2023/9/7 11:15,2023/9/7 14:11,0.14,2.1,2.37,3.02,3.14,2023/9/10 13:22,1.96,0.27,0.65,0.12,1.04,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.04,異常1
1Z23J00004536,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:49,2023/9/7 14:11,2023/9/7 16:34,0.14,2.1,2.37,3.14,3.24,2023/9/10 13:22,1.96,0.27,0.77,0.1,1.14,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.14,異常2
1Z23J00004539,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:41,2023/9/7 10:06,2023/9/7 12:18,0.14,2.1,2.37,2.97,3.06,2023/9/10 13:22,1.96,0.27,0.6,0.09,0.96,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.96,異常1
1Z23J00004540,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:36,2023/9/7 9:03,2023/9/7 12:18,0.14,2.1,2.37,2.93,3.06,2023/9/10 13:22,1.96,0.27,0.56,0.13,0.96,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.96,異常1
1Z23J00004541,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 22:15,2023/9/7 13:53,2023/9/7 16:34,0.14,2.1,2.48,3.13,3.24,2023/9/10 13:22,1.96,0.38,0.65,0.11,1.14,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.14,異常2
1Z23J00004542,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:32,2023/9/7 15:29,2023/9/7 18:12,0.14,2.1,2.36,3.19,3.31,2023/9/10 13:22,1.96,0.26,0.83,0.12,1.21,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.21,異常2
1Z23J00004543,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:46,2023/9/7 12:02,2023/9/7 14:52,0.14,2.1,2.37,3.05,3.17,2023/9/10 13:22,1.96,0.27,0.68,0.12,1.07,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.07,異常2
1Z23J00004544,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:41,2023/9/7 11:01,2023/9/7 14:11,0.14,2.1,2.37,3.01,3.14,2023/9/10 13:22,1.96,0.27,0.64,0.13,1.04,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,1.04,異常1
1Z23J00004545,XCER660,30440,33490ECE010    ,ｵｲﾙｸｰﾗｰASSY                   ,4,マレリ（株）,澁澤倉庫,回収済,2023/9/6,2,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 13:09,2023/9/6 19:37,2023/9/7 9:27,2023/9/7 12:18,0.14,2.1,2.37,2.94,3.06,2023/9/10 13:22,1.96,0.27,0.57,0.12,0.96,497.1428571,0.024137931,1,2,3.92,1Y,ＴＰ３３１．５フタアリ,0.019,0.019,0.81,3,手配,0.834137931,0.96,異常1
1Z23J00004548,XCEQ240,40136,9036630A017    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｱｳﾀｰ     ,72,（株）ジェイテクト,香川工場,回収済,2023/9/6,1,2023/9/4 8:43,2023/9/4 11:04,2023/9/6 9:10,2023/9/6 23:41,2023/9/7 0:04,2023/9/7 3:40,0.1,2.02,2.62,2.64,2.79,2023/9/10 13:22,1.92,0.6,0.02,0.15,0.77,887.5238095,0.081124584,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,10.492,0.6,1,手配,0.681124584,0.77,異常1
1Z23J00004551,XCEQ240,40139,9036659A009    ,ﾚｰｽﾃｰﾊﾟｰﾄﾞﾛｰﾗｰﾍﾞｱﾘﾝｸﾞｲﾝﾅｰ     ,36,（株）ジェイテクト,香川工場,回収済,2023/9/6,1,2023/9/4 8:43,2023/9/4 11:04,2023/9/6 9:10,2023/9/6 15:41,2023/9/7 3:39,2023/9/7 6:25,0.1,2.02,2.29,2.79,2.9,2023/9/10 13:22,1.92,0.27,0.5,0.11,0.88,887.5238095,0.040562292,1,1,1.9,1Y,サンボックス＃９Ｆフタナシ,0.013,9.88,0.59,1,手配,0.630562292,0.88,異常2
1Z23J00004584,XCER680,50420,9031150A015    ,ｼｰﾙﾀｲﾌﾟTｵｲﾙ                   ,84,ＮＯＫ（株）,< NULL >,回収済,2023/9/6,1,2023/9/4 11:35,2023/9/4 15:01,2023/9/6 10:28,2023/9/6 15:30,2023/9/6 17:19,2023/9/7 1:55,0.14,1.95,2.16,2.24,2.6,2023/9/10 13:22,1.81,0.21,0.08,0.36,0.65,887.5238095,0.094645348,1,2,3.52,1Y,サンボックス＃２４Ｂフタナシ,0.021,5.56,0.53,1,手配,0.624645348,0.65,異常1
1Z23J00004586,XCER800,40481,9036324A003    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/5,2,2023/9/2 6:07,2023/9/4 9:17,2023/9/5 11:25,2023/9/5 14:36,2023/9/6 5:12,2023/9/6 10:06,2.13,3.22,3.35,3.96,4.17,2023/9/9 13:23,1.09,0.13,0.61,0.21,0.95,390.3809524,0.056355209,1,8,9,1Y,テンバコ１０フタナシ,0.015,12.85,0.74,1,手配,0.796355209,0.95,異常1
1Z23J00004588,XCER800,40484,9036324A004    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,30,日本精工（株）,三河分室,回収済,2023/9/5,2,2023/9/2 6:07,2023/9/4 9:17,2023/9/5 11:25,2023/9/5 14:37,2023/9/6 4:31,2023/9/6 6:33,2.13,3.22,3.35,3.93,4.02,2023/9/9 13:23,1.09,0.13,0.58,0.09,0.8,887.5238095,0.03380191,1,8,9,1Y,テンバコ１０フタナシ,0.015,9.978,0.74,1,手配,0.77380191,0.8,異常1
1Z23J00004589,XCER800,40482,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/5,2,2023/9/2 6:07,2023/9/4 9:17,2023/9/5 11:25,2023/9/5 14:34,2023/9/6 3:57,2023/9/6 5:28,2.13,3.22,3.35,3.91,3.97,2023/9/9 13:23,1.09,0.13,0.56,0.06,0.75,497.1428571,0.044252874,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,0.69,1,手配,0.734252874,0.75,異常1
1Z23J00004590,XCER800,40482,9036324A005    ,ﾍﾞｱﾘﾝｸﾞﾗｼﾞｱﾙﾎﾞｰﾙ              ,22,日本精工（株）,三河分室,回収済,2023/9/5,2,2023/9/2 6:07,2023/9/4 9:17,2023/9/5 11:25,2023/9/5 14:34,2023/9/6 2:15,2023/9/6 5:28,2.13,3.22,3.35,3.84,3.97,2023/9/9 13:23,1.09,0.13,0.49,0.13,0.75,497.1428571,0.044252874,1,8,9,1Y,サンボックス＃Ｋ１０Ｂフタナシ,0.015,11.86,0.69,1,手配,0.734252874,0.75,異常1
1Z23J00004591,XCER800,40503,9036340A010    ,ﾍﾞｱﾘﾝｸﾞ ﾗｼﾞｱﾙﾎﾞｰﾙ             ,80,日本精工（株）,三河分室,回収済,2023/9/5,2,2023/9/2 6:07,2023/9/4 9:17,2023/9/5 11:25,2023/9/5 14:42,2023/9/6 3:55,2023/9/6 11:32,2.13,3.22,3.36,3.91,4.23,2023/9/9 13:23,1.09,0.14,0.55,0.32,1.01,1775.047619,0.13520764,1,8,9,1Y,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,0.015,9.301,0.74,3,手配,0.87520764,1.01,異常1
1Z23J00004596,XCEQ570,20490,82824ECB020    ,ﾜｲﾔﾘﾝｸﾞﾊｰﾈｽｺﾈｸﾀ               ,40,矢崎総業（株）,< NULL >,回収済,2023/9/6,1,2023/9/4 10:49,2023/9/4 14:05,2023/9/6 10:22,2023/9/6 14:56,2023/9/6 22:50,2023/9/7 1:55,0.14,1.98,2.17,2.5,2.63,2023/9/10 13:22,1.84,0.19,0.33,0.13,0.65,887.5238095,0.045069213,1,1,1.79,1Y,ＴＰ３３１フタアリ,0.014,5.7,0.58,1,手配,0.625069213,0.65,異常1
1Z23J00004705,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:21,2023/9/6 11:12,2023/9/6 16:31,2.16,3.19,4.13,4.21,4.43,2023/9/9 13:23,1.03,0.94,0.08,0.22,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004706,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:25,2023/9/6 9:33,2023/9/6 12:22,2.16,3.19,4.14,4.14,4.26,2023/9/9 13:23,1.03,0.95,0,0.12,1.07,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.07,異常1
1Z23J00004707,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:21,2023/9/6 11:12,2023/9/6 16:31,2.16,3.19,4.13,4.21,4.43,2023/9/9 13:23,1.03,0.94,0.08,0.22,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004708,XCER520,50501,35580ECB011    ,"ｱｷｭｴｰﾀｰASSY,ｼﾌﾄ ｺﾝﾄﾛｰﾙ        ",6,アイシン精機（株）,半田工場,回収済,2023/9/5,1,2023/9/2 6:07,2023/9/4 10:04,2023/9/5 10:40,2023/9/6 9:25,2023/9/6 12:11,2023/9/6 16:31,2.16,3.19,4.14,4.25,4.43,2023/9/9 13:23,1.03,0.95,0.11,0.18,1.24,390.3333333,0.046114432,1,4,8.04,1Y,ＴＰ３４２フタアリ,0.036,10.68,0.9,3,手配,0.946114432,1.24,異常2
1Z23J00004710,XCER710,20380,9010508A014    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,500,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:08,2023/9/6 4:53,2023/9/6 6:33,2.32,3.21,3.42,3.91,3.98,2023/9/9 13:23,0.89,0.21,0.49,0.07,0.77,33549.04762,0.044710658,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,8.83,0.54,3,手配,0.584710658,0.77,異常2
1Z23J00004719,XCER710,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:10,2023/9/6 9:21,2023/9/6 11:32,2.32,3.21,3.42,4.1,4.19,2023/9/9 13:23,0.89,0.21,0.68,0.09,0.98,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.98,異常1
1Z23J00004720,XCER710,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:08,2023/9/6 9:22,2023/9/6 11:32,2.32,3.21,3.42,4.1,4.19,2023/9/9 13:23,0.89,0.21,0.68,0.09,0.98,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.98,異常1
1Z23J00004722,XCER710,20389,9010512A018    ,ﾎﾞﾙﾄﾌﾗﾝｼﾞ                     ,200,（株）青山製作所,< NULL >,回収済,2023/9/5,2,2023/9/2 7:02,2023/9/4 14:37,2023/9/5 12:07,2023/9/5 17:10,2023/9/6 5:16,2023/9/6 10:06,2.32,3.21,3.42,3.93,4.13,2023/9/9 13:23,0.89,0.21,0.51,0.2,0.92,12211.80952,0.049132768,1,6,5.76,1Y,ＴＰ３３１フタナシ,0.012,9.85,0.74,3,手配,0.789132768,0.92,異常1
