品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金),当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金)
90564-63A041,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A042,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A043,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A044,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A045,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A046,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A047,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A048,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A049,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A050,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A051,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A052,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A053,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A054,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A055,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-63A056,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82125-ECB010,, A,"WIRE, TRANSMISSION",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,100,0.58,3,1,01,1.79,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
82125-ECE010,,,"WIRE, TRANSMISSION",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,100,0.58,3,1,01,1.79,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
82824-ECB010,, A,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,32,0.57,3,1,01,1.79,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
82824-ECB020,,,"CONNECTOR, WIRING HARNESS",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ｾﾝﾖｳ,40,0.58,3,1,01,1.79,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
G1144-ECE010,,,"TERMINAL, MOTOR CABLE",使用中,かんばん,1Y,第１工場,手配,Ｐ,7002,矢崎総業（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,8,0.58,3,1,01,1.79,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35847-ECB010,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,80,0.51,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35847-ECB020,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,70,0.5,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35847-ECE010,, A,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,40,0.5,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35847-ECE020,,,"TUBE, TRANSAXLE LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,60,0.49,3,1,01,1.9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35882-ECB010,,,"TUBE, DIFFERENTIAL GEAR LUBE APPLY",使用中,かんばん,1Y,第１工場,手配,Ｐ,7042,（株）メタルテック,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-332 ﾊﾝﾖｳ,50,0.5,3,1,01,1.9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35441-ECB010,,,"STRAINER, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,9407,（株）ニフコ,01,名古屋事業所,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,48,0.67,3,1,01,2.14,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
35441-TFA010,, A,"STRAINER, OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,9407,（株）ニフコ,01,名古屋事業所,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,100,0.67,3,1,01,2.14,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35409-ECB010,,,"SPRING SUB-ASSY, MANUAL DETENT",使用中,かんばん,1Y,第１工場,手配,Ｐ,9470,サンコール（株）,01,豊田,――,Ｍ,01,第１,1Y,安城第１工場,AW-131 ｾﾝﾖｳ,200,0.66,3,1,01,2.26,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35312-ECF010,,,"(CA), TRANSMISSION OIL PUMP COVER",使用中,かんばん,1Y,第１工場,直送,Ｐ,3008,ダイキャスト東和産業（株）,01,,――,Ｐ,0038,（株）旭工業所,02,丸共通運,ﾎﾟﾘﾊﾞｺ ﾊﾝﾖｳ,200,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35351-ECB010,,,"ROTOR, TRANSMISSION OIL PUMP DRIVE",使用中,かんばん,1Y,第１工場,直送,Ｐ,1821,五興商事（株）,01,,――,Ｐ,0810,（株）オーハシテクニカ,01,,TP-331 ﾊﾝﾖｳ,704,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90501-13A083,,,"SPRING, COMPRESSION",使用中,かんばん,1Y,第１工場,直送,Ｐ,3836,（株）東郷製作所,01,,――,Ｐ,0816,大橋鉄工（株）,01,,AW-131 ﾊﾝﾖｳ,250,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90208-43A001,,,"WASHER, CONICAL SPRING",使用中,かんばん,1Y,第１工場,直送,Ｐ,3236,中庸スプリング（株）,01,,――,Ｐ,0930,（株）オンド,01,本社工場,TP-131 ﾊﾝﾖｳ,400,1.25,3,1,01,1,,,,,"42,742",23.0,"35,252",20.0,"37,274",18.0,"46,260",22.0,"1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732","42,742","35,252","37,274","46,260","1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732"
35288-ECB020,,,"DAMPER, RUBBER",使用中,かんばん,1Y,第１工場,直送,Ｐ,4228,日昌（株）,01,名古屋支店,――,Ｐ,2017,佐藤工業（株）,03,藤塗装,TP-341 ｾﾝﾖｳ,120,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35288-ECE010,,,"DAMPER, RUBBER",使用中,かんばん,1Y,第１工場,直送,Ｐ,4228,日昌（株）,01,名古屋支店,――,Ｐ,2017,佐藤工業（株）,03,藤塗装,TP-331 ﾊﾝﾖｳ,30,1.25,3,1,01,1,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35771-ECF010,, A,"(FO), OUTPUT SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,0008,愛知製鋼（株）,01,,――,Ｐ,2038,アイシン機工（株）,06,吉良工場,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,64,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35771-ECF020,, A,"(FO), OUTPUT SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,0008,愛知製鋼（株）,01,,――,Ｐ,2038,アイシン機工（株）,06,吉良工場,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,64,1.25,3,1,01,1,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
G1131-ECF010,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,01,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,06,吉良工場,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,130,1.25,3,1,01,1,,,,,"6,103",23.0,"3,851",20.0,"4,042",18.0,"6,056",22.0,261,261,267,0,0,331,331,331,330,336,0,0,252,252,252,264,258,0,0,247,241,253,259,253,0,0,229,223,229,239,204,"6,103","3,851","4,042","6,056",261,261,267,0,0,331,331,331,330,336,0,0,252,252,252,264,258,0,0,247,241,253,259,253,0,0,229,223,229,239,204
G1131-ECF020,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,01,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,06,吉良工場,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,130,1.25,3,1,01,1,,,,,"3,389",23.0,"3,219",20.0,"3,894",18.0,"4,534",22.0,140,145,145,0,0,169,162,168,168,168,0,0,138,144,144,144,138,0,0,150,144,144,156,138,0,0,126,132,138,150,138,"3,389","3,219","3,894","4,534",140,145,145,0,0,169,162,168,168,168,0,0,138,144,144,144,138,0,0,150,144,144,156,138,0,0,126,132,138,150,138
G1131-ECF030,, A,"(FO), ROTOR SHAFT",使用中,かんばん,1Y,第１工場,直送,Ｐ,1825,（株）コタニ,01,丸共通運発行,――,Ｐ,2038,アイシン機工（株）,06,吉良工場,ｼﾞﾕｼﾊﾟﾚ ﾊﾝﾖｳ,170,1.25,3,1,01,1,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35141-ECD020,, C,"(CA), TRANSAXLE CASE",使用中,かんばん,1Y,第１工場,直送,Ｐ,0005,アイシン軽金属（株）,01,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,01,本社工場,Aﾊﾟﾚ ﾊﾝﾖｳ,20,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
35141-ECD030,, C,"(CA), TRANSAXLE CASE",使用中,かんばん,1Y,第１工場,直送,Ｐ,0005,アイシン軽金属（株）,01,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,01,本社工場,Aﾊﾟﾚ ﾊﾝﾖｳ,36,1.25,3,1,01,1,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
39171-ECD010,,,"(CA), MOTOR HOUSING COVER",使用中,かんばん,1Y,第１工場,直送,Ｐ,0005,アイシン軽金属（株）,01,本社工場（大和高速分）,――,Ｐ,2041,（株）アイシン福井,01,本社工場,Aﾊﾟﾚ ﾊﾝﾖｳ,30,1.25,3,1,01,1,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
