部品品番,合計最小値,合計最大値,外れ値超過有無
35141ECA050,0.0,6.0,True
35141ECD050,0.0,6.0,True
9033106A006,0.0,6.0,True
35145ECA040,0.0,6.0,True
A0033157T,0.0,6.0,True
35257ECA030,0.0,6.0,True
A0033160T,0.0,6.0,True
EC12(01)K003,0.0,6.0,True
33490ECA020,0.0,6.0,True
35174ECA050,0.0,6.0,True
A0033159T,0.0,6.0,True
35257ECA010,0.0,6.0,True
A0033153T,0.0,6.0,True
EC12(01)P004,0.0,6.0,True
G9210ECA041,0.0,6.0,True
82125ECA010,0.0,6.0,True
82125ECA100,0.0,6.0,True
G9201ECA010,0.0,6.0,True
G9221ECA010,0.0,6.0,True
A0173184T,0.0,6.0,True
33141TFE010,0.0,6.0,True
9941300108,0.0,6.0,True
EC12(01)Z003,0.0,6.0,True
01912ECA020,0.0,6.0,True
