,JIKANWARI_KBN,KUMI_CD,LINE_DATE,LINE_DATE_修正済,PLAN_PRODUCT_CNT,PRODUCT_CNT,TYOKU_KBN(1),時間割区分_開始時刻,生産台数_加重平均済,計画生産台数_加重平均済,調整日時,計画達成率_加重平均済,日時
5009,5,NH11,2024-01-05,2024-01-06,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-01-06 01:00:00
5013,6,NH11,2024-01-05,2024-01-06,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-06 02:00:00
5017,7,NH11,2024-01-05,2024-01-06,100.0,0.0,2,3:00,0.0,100.0,03:00:00,0.0,2024-01-06 03:00:00
5021,8,NH11,2024-01-05,2024-01-06,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-01-06 04:00:00
5025,9,NH11,2024-01-05,2024-01-06,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-01-06 05:00:00
5029,10,NH11,2024-01-05,2024-01-06,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-01-06 06:00:00
5033,11,NH11,2024-01-05,2024-01-06,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-06 07:00:00
5046,1,NH12,2024-01-06,2024-01-06,100.0,0.0,1,8:30,0.0,50.0,08:00:00,0.0,2024-01-06 08:00:00
5050,2,NH12,2024-01-06,2024-01-06,108.0,0.0,1,9:30,0.0,54.0,09:00:00,0.0,2024-01-06 09:00:00
5054,3,NH12,2024-01-06,2024-01-06,88.0,0.0,1,10:30,0.0,94.0,10:00:00,0.0,2024-01-06 10:00:00
5058,4,NH12,2024-01-06,2024-01-06,108.0,0.0,1,11:30,0.0,108.0,11:00:00,0.0,2024-01-06 11:00:00
5062,5,NH12,2024-01-06,2024-01-06,0.0,0.0,1,12:30,0.0,17.0,12:00:00,0.0,2024-01-06 12:00:00
5066,6,NH12,2024-01-06,2024-01-06,26.0,0.0,1,13:25,0.0,67.0,13:00:00,0.0,2024-01-06 13:00:00
5070,7,NH12,2024-01-06,2024-01-06,108.0,0.0,1,14:20,0.0,72.0,14:00:00,0.0,2024-01-06 14:00:00
5074,8,NH12,2024-01-06,2024-01-06,90.0,0.0,1,15:20,0.0,93.33333333333333,15:00:00,0.0,2024-01-06 15:00:00
5078,9,NH12,2024-01-06,2024-01-06,98.0,0.0,1,16:20,0.0,100.66666666666666,16:00:00,0.0,2024-01-06 16:00:00
5082,10,NH12,2024-01-06,2024-01-06,0.0,0.0,1,17:20,0.0,30.0,17:00:00,0.0,2024-01-06 17:00:00
5086,11,NH12,2024-01-06,2024-01-06,0.0,0.0,1,18:30,0.0,40.0,18:00:00,0.0,2024-01-06 18:00:00
5090,12,NH12,2024-01-06,2024-01-06,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-01-06 19:00:00
5094,13,NH12,2024-01-06,2024-01-06,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-01-06 20:00:00
5045,1,NH11,2024-01-06,2024-01-06,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-06 21:00:00
5049,2,NH11,2024-01-06,2024-01-06,100.0,0.0,2,22:00,0.0,100.0,22:00:00,0.0,2024-01-06 22:00:00
5053,3,NH11,2024-01-06,2024-01-06,108.0,0.0,2,23:00,0.0,108.0,23:00:00,0.0,2024-01-06 23:00:00
5057,4,NH11,2024-01-06,2024-01-07,34.0,0.0,2,0:00,0.0,34.0,00:00:00,0.0,2024-01-07 00:00:00
5061,5,NH11,2024-01-06,2024-01-07,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-01-07 01:00:00
5065,6,NH11,2024-01-06,2024-01-07,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-07 02:00:00
5069,7,NH11,2024-01-06,2024-01-07,100.0,0.0,2,3:00,0.0,100.0,03:00:00,0.0,2024-01-07 03:00:00
5073,8,NH11,2024-01-06,2024-01-07,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-01-07 04:00:00
5077,9,NH11,2024-01-06,2024-01-07,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-01-07 05:00:00
5081,10,NH11,2024-01-06,2024-01-07,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-01-07 06:00:00
5085,11,NH11,2024-01-06,2024-01-07,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-07 07:00:00
5098,1,NH12,2024-01-07,2024-01-07,100.0,0.0,1,8:30,0.0,50.0,08:00:00,0.0,2024-01-07 08:00:00
5102,2,NH12,2024-01-07,2024-01-07,108.0,0.0,1,9:30,0.0,54.0,09:00:00,0.0,2024-01-07 09:00:00
5106,3,NH12,2024-01-07,2024-01-07,88.0,0.0,1,10:30,0.0,94.0,10:00:00,0.0,2024-01-07 10:00:00
5110,4,NH12,2024-01-07,2024-01-07,108.0,0.0,1,11:30,0.0,108.0,11:00:00,0.0,2024-01-07 11:00:00
5114,5,NH12,2024-01-07,2024-01-07,0.0,0.0,1,12:30,0.0,17.0,12:00:00,0.0,2024-01-07 12:00:00
5118,6,NH12,2024-01-07,2024-01-07,26.0,0.0,1,13:25,0.0,67.0,13:00:00,0.0,2024-01-07 13:00:00
5122,7,NH12,2024-01-07,2024-01-07,108.0,0.0,1,14:20,0.0,72.0,14:00:00,0.0,2024-01-07 14:00:00
5126,8,NH12,2024-01-07,2024-01-07,90.0,0.0,1,15:20,0.0,93.33333333333333,15:00:00,0.0,2024-01-07 15:00:00
5130,9,NH12,2024-01-07,2024-01-07,98.0,0.0,1,16:20,0.0,100.66666666666666,16:00:00,0.0,2024-01-07 16:00:00
5134,10,NH12,2024-01-07,2024-01-07,0.0,0.0,1,17:20,0.0,30.0,17:00:00,0.0,2024-01-07 17:00:00
5138,11,NH12,2024-01-07,2024-01-07,0.0,0.0,1,18:30,0.0,40.0,18:00:00,0.0,2024-01-07 18:00:00
5142,12,NH12,2024-01-07,2024-01-07,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-01-07 19:00:00
5146,13,NH12,2024-01-07,2024-01-07,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-01-07 20:00:00
5097,1,NH11,2024-01-07,2024-01-07,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-07 21:00:00
5101,2,NH11,2024-01-07,2024-01-07,100.0,0.0,2,22:00,0.0,100.0,22:00:00,0.0,2024-01-07 22:00:00
5105,3,NH11,2024-01-07,2024-01-07,108.0,0.0,2,23:00,0.0,108.0,23:00:00,0.0,2024-01-07 23:00:00
5109,4,NH11,2024-01-07,2024-01-08,34.0,0.0,2,0:00,0.0,34.0,00:00:00,0.0,2024-01-08 00:00:00
5113,5,NH11,2024-01-07,2024-01-08,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-01-08 01:00:00
5117,6,NH11,2024-01-07,2024-01-08,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-08 02:00:00
5121,7,NH11,2024-01-07,2024-01-08,100.0,0.0,2,3:00,0.0,100.0,03:00:00,0.0,2024-01-08 03:00:00
5125,8,NH11,2024-01-07,2024-01-08,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-01-08 04:00:00
5129,9,NH11,2024-01-07,2024-01-08,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-01-08 05:00:00
5133,10,NH11,2024-01-07,2024-01-08,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-01-08 06:00:00
5137,11,NH11,2024-01-07,2024-01-08,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-08 07:00:00
5150,1,NH12,2024-01-08,2024-01-08,0.0,0.0,1,8:30,0.0,0.0,08:00:00,,2024-01-08 08:00:00
5154,2,NH12,2024-01-08,2024-01-08,108.0,100.0,1,9:30,50.0,54.0,09:00:00,0.9259259259259259,2024-01-08 09:00:00
5158,3,NH12,2024-01-08,2024-01-08,88.0,88.0,1,10:30,92.0,94.0,10:00:00,0.9787234042553191,2024-01-08 10:00:00
5162,4,NH12,2024-01-08,2024-01-08,108.0,104.0,1,11:30,106.0,108.0,11:00:00,0.9814814814814815,2024-01-08 11:00:00
5166,5,NH12,2024-01-08,2024-01-08,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-01-08 12:00:00
5170,6,NH12,2024-01-08,2024-01-08,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-01-08 13:00:00
5174,7,NH12,2024-01-08,2024-01-08,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-01-08 14:00:00
5178,8,NH12,2024-01-08,2024-01-08,90.0,90.0,1,15:20,93.33333333333333,93.33333333333333,15:00:00,1.0,2024-01-08 15:00:00
5182,9,NH12,2024-01-08,2024-01-08,98.0,76.0,1,16:20,86.0,100.66666666666666,16:00:00,0.8543046357615894,2024-01-08 16:00:00
5186,10,NH12,2024-01-08,2024-01-08,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-01-08 17:00:00
5190,11,NH12,2024-01-08,2024-01-08,0.0,0.0,1,18:30,45.0,45.0,18:00:00,1.0,2024-01-08 18:00:00
5194,12,NH12,2024-01-08,2024-01-08,0.0,0.0,1,19:30,44.0,44.0,19:00:00,1.0,2024-01-08 19:00:00
5198,13,NH12,2024-01-08,2024-01-08,0.0,0.0,1,20:30,18.0,18.0,20:00:00,1.0,2024-01-08 20:00:00
5149,1,NH11,2024-01-08,2024-01-08,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-08 21:00:00
5153,2,NH11,2024-01-08,2024-01-08,100.0,96.0,2,22:00,96.0,100.0,22:00:00,0.96,2024-01-08 22:00:00
5157,3,NH11,2024-01-08,2024-01-08,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-01-08 23:00:00
5161,4,NH11,2024-01-08,2024-01-09,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-01-09 00:00:00
5165,5,NH11,2024-01-08,2024-01-09,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-01-09 01:00:00
5169,6,NH11,2024-01-08,2024-01-09,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-09 02:00:00
5173,7,NH11,2024-01-08,2024-01-09,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-01-09 03:00:00
5177,8,NH11,2024-01-08,2024-01-09,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-01-09 04:00:00
5181,9,NH11,2024-01-08,2024-01-09,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-01-09 05:00:00
5185,10,NH11,2024-01-08,2024-01-09,90.0,90.0,2,6:00,90.0,90.0,06:00:00,1.0,2024-01-09 06:00:00
5189,11,NH11,2024-01-08,2024-01-09,88.0,88.0,2,7:00,88.0,88.0,07:00:00,1.0,2024-01-09 07:00:00
5202,1,NH12,2024-01-09,2024-01-09,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-01-09 08:00:00
5206,2,NH12,2024-01-09,2024-01-09,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-01-09 09:00:00
5210,3,NH12,2024-01-09,2024-01-09,88.0,88.0,1,10:30,94.0,94.0,10:00:00,1.0,2024-01-09 10:00:00
5214,4,NH12,2024-01-09,2024-01-09,108.0,108.0,1,11:30,108.0,108.0,11:00:00,1.0,2024-01-09 11:00:00
5218,5,NH12,2024-01-09,2024-01-09,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-01-09 12:00:00
5222,6,NH12,2024-01-09,2024-01-09,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-01-09 13:00:00
5226,7,NH12,2024-01-09,2024-01-09,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-01-09 14:00:00
5230,8,NH12,2024-01-09,2024-01-09,90.0,90.0,1,15:20,93.33333333333333,93.33333333333333,15:00:00,1.0,2024-01-09 15:00:00
5234,9,NH12,2024-01-09,2024-01-09,98.0,98.0,1,16:20,100.66666666666666,100.66666666666666,16:00:00,1.0,2024-01-09 16:00:00
5238,10,NH12,2024-01-09,2024-01-09,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-01-09 17:00:00
5242,11,NH12,2024-01-09,2024-01-09,0.0,0.0,1,18:30,44.5,45.0,18:00:00,0.9888888888888889,2024-01-09 18:00:00
5246,12,NH12,2024-01-09,2024-01-09,0.0,0.0,1,19:30,45.5,44.0,19:00:00,1.0340909090909092,2024-01-09 19:00:00
5250,13,NH12,2024-01-09,2024-01-09,0.0,0.0,1,20:30,17.0,18.0,20:00:00,0.9444444444444444,2024-01-09 20:00:00
5201,1,NH11,2024-01-09,2024-01-09,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-09 21:00:00
5205,2,NH11,2024-01-09,2024-01-09,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-01-09 22:00:00
5209,3,NH11,2024-01-09,2024-01-09,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-01-09 23:00:00
5213,4,NH11,2024-01-09,2024-01-10,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-01-10 00:00:00
5217,5,NH11,2024-01-09,2024-01-10,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-01-10 01:00:00
5221,6,NH11,2024-01-09,2024-01-10,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-10 02:00:00
5225,7,NH11,2024-01-09,2024-01-10,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-01-10 03:00:00
5229,8,NH11,2024-01-09,2024-01-10,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-01-10 04:00:00
5233,9,NH11,2024-01-09,2024-01-10,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-01-10 05:00:00
5237,10,NH11,2024-01-09,2024-01-10,90.0,89.0,2,6:00,89.0,90.0,06:00:00,0.9888888888888889,2024-01-10 06:00:00
5241,11,NH11,2024-01-09,2024-01-10,88.0,91.0,2,7:00,91.0,88.0,07:00:00,1.0340909090909092,2024-01-10 07:00:00
5254,1,NH12,2024-01-10,2024-01-10,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-01-10 08:00:00
5258,2,NH12,2024-01-10,2024-01-10,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-01-10 09:00:00
5262,3,NH12,2024-01-10,2024-01-10,88.0,88.0,1,10:30,94.0,94.0,10:00:00,1.0,2024-01-10 10:00:00
5266,4,NH12,2024-01-10,2024-01-10,108.0,108.0,1,11:30,108.0,108.0,11:00:00,1.0,2024-01-10 11:00:00
5270,5,NH12,2024-01-10,2024-01-10,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-01-10 12:00:00
5274,6,NH12,2024-01-10,2024-01-10,0.0,0.0,1,13:25,54.0,54.0,13:00:00,1.0,2024-01-10 13:00:00
5278,7,NH12,2024-01-10,2024-01-10,80.0,80.0,1,14:20,53.33333333333333,53.33333333333333,14:00:00,1.0,2024-01-10 14:00:00
5282,8,NH12,2024-01-10,2024-01-10,88.0,88.0,1,15:20,92.0,92.0,15:00:00,1.0,2024-01-10 15:00:00
5286,9,NH12,2024-01-10,2024-01-10,108.0,108.0,1,16:20,107.33333333333333,107.33333333333333,16:00:00,1.0,2024-01-10 16:00:00
5290,10,NH12,2024-01-10,2024-01-10,98.0,98.0,1,17:20,95.33333333333333,95.33333333333333,17:00:00,1.0,2024-01-10 17:00:00
5294,11,NH12,2024-01-10,2024-01-10,0.0,0.0,1,18:30,40.0,40.0,18:00:00,1.0,2024-01-10 18:00:00
5298,12,NH12,2024-01-10,2024-01-10,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-01-10 19:00:00
5302,13,NH12,2024-01-10,2024-01-10,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-01-10 20:00:00
5253,1,NH11,2024-01-10,2024-01-10,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-10 21:00:00
5257,2,NH11,2024-01-10,2024-01-10,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-01-10 22:00:00
5261,3,NH11,2024-01-10,2024-01-10,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-01-10 23:00:00
5265,4,NH11,2024-01-10,2024-01-11,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-01-11 00:00:00
5269,5,NH11,2024-01-10,2024-01-11,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-01-11 01:00:00
5273,6,NH11,2024-01-10,2024-01-11,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-11 02:00:00
5277,7,NH11,2024-01-10,2024-01-11,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-01-11 03:00:00
5281,8,NH11,2024-01-10,2024-01-11,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-01-11 04:00:00
5285,9,NH11,2024-01-10,2024-01-11,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-01-11 05:00:00
5289,10,NH11,2024-01-10,2024-01-11,80.0,80.0,2,6:00,80.0,80.0,06:00:00,1.0,2024-01-11 06:00:00
5293,11,NH11,2024-01-10,2024-01-11,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-11 07:00:00
5306,1,NH12,2024-01-11,2024-01-11,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-01-11 08:00:00
5310,2,NH12,2024-01-11,2024-01-11,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-01-11 09:00:00
5314,3,NH12,2024-01-11,2024-01-11,88.0,88.0,1,10:30,94.0,94.0,10:00:00,1.0,2024-01-11 10:00:00
5318,4,NH12,2024-01-11,2024-01-11,108.0,108.0,1,11:30,108.0,108.0,11:00:00,1.0,2024-01-11 11:00:00
5322,5,NH12,2024-01-11,2024-01-11,0.0,0.0,1,12:30,44.0,44.0,12:00:00,1.0,2024-01-11 12:00:00
5326,6,NH12,2024-01-11,2024-01-11,82.0,82.0,1,13:25,95.0,95.0,13:00:00,1.0,2024-01-11 13:00:00
5330,7,NH12,2024-01-11,2024-01-11,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-01-11 14:00:00
5334,8,NH12,2024-01-11,2024-01-11,90.0,90.0,1,15:20,93.33333333333333,93.33333333333333,15:00:00,1.0,2024-01-11 15:00:00
5338,9,NH12,2024-01-11,2024-01-11,98.0,98.0,1,16:20,100.66666666666666,100.66666666666666,16:00:00,1.0,2024-01-11 16:00:00
5342,10,NH12,2024-01-11,2024-01-11,0.0,0.0,1,17:20,30.0,30.0,17:00:00,1.0,2024-01-11 17:00:00
5346,11,NH12,2024-01-11,2024-01-11,0.0,0.0,1,18:30,45.0,45.0,18:00:00,1.0,2024-01-11 18:00:00
5350,12,NH12,2024-01-11,2024-01-11,0.0,0.0,1,19:30,44.0,44.0,19:00:00,1.0,2024-01-11 19:00:00
5354,13,NH12,2024-01-11,2024-01-11,0.0,0.0,1,20:30,18.0,18.0,20:00:00,1.0,2024-01-11 20:00:00
5305,1,NH11,2024-01-11,2024-01-11,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-11 21:00:00
5309,2,NH11,2024-01-11,2024-01-11,100.0,100.0,2,22:00,100.0,100.0,22:00:00,1.0,2024-01-11 22:00:00
5313,3,NH11,2024-01-11,2024-01-11,108.0,108.0,2,23:00,108.0,108.0,23:00:00,1.0,2024-01-11 23:00:00
5317,4,NH11,2024-01-11,2024-01-12,88.0,88.0,2,0:00,88.0,88.0,00:00:00,1.0,2024-01-12 00:00:00
5321,5,NH11,2024-01-11,2024-01-12,108.0,108.0,2,1:00,108.0,108.0,01:00:00,1.0,2024-01-12 01:00:00
5325,6,NH11,2024-01-11,2024-01-12,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-12 02:00:00
5329,7,NH11,2024-01-11,2024-01-12,100.0,100.0,2,3:00,100.0,100.0,03:00:00,1.0,2024-01-12 03:00:00
5333,8,NH11,2024-01-11,2024-01-12,106.0,106.0,2,4:00,106.0,106.0,04:00:00,1.0,2024-01-12 04:00:00
5337,9,NH11,2024-01-11,2024-01-12,90.0,90.0,2,5:00,90.0,90.0,05:00:00,1.0,2024-01-12 05:00:00
5341,10,NH11,2024-01-11,2024-01-12,90.0,90.0,2,6:00,90.0,90.0,06:00:00,1.0,2024-01-12 06:00:00
5345,11,NH11,2024-01-11,2024-01-12,88.0,88.0,2,7:00,88.0,88.0,07:00:00,1.0,2024-01-12 07:00:00
5358,1,NH12,2024-01-12,2024-01-12,100.0,100.0,1,8:30,50.0,50.0,08:00:00,1.0,2024-01-12 08:00:00
5362,2,NH12,2024-01-12,2024-01-12,108.0,108.0,1,9:30,54.0,54.0,09:00:00,1.0,2024-01-12 09:00:00
5366,3,NH12,2024-01-12,2024-01-12,88.0,68.0,1,10:30,83.0,94.0,10:00:00,0.8829787234042553,2024-01-12 10:00:00
5370,4,NH12,2024-01-12,2024-01-12,108.0,94.0,1,11:30,66.0,108.0,11:00:00,0.6111111111111112,2024-01-12 11:00:00
5374,5,NH12,2024-01-12,2024-01-12,0.0,0.0,1,12:30,1.5,44.0,12:00:00,0.03409090909090909,2024-01-12 12:00:00
5378,6,NH12,2024-01-12,2024-01-12,82.0,82.0,1,13:25,43.0,95.0,13:00:00,0.45263157894736844,2024-01-12 13:00:00
5382,7,NH12,2024-01-12,2024-01-12,106.0,106.0,1,14:20,70.66666666666666,70.66666666666666,14:00:00,1.0,2024-01-12 14:00:00
5386,8,NH12,2024-01-12,2024-01-12,90.0,90.0,1,15:20,93.0,93.33333333333333,15:00:00,0.9964285714285714,2024-01-12 15:00:00
5390,9,NH12,2024-01-12,2024-01-12,98.0,98.0,1,16:20,99.66666666666666,100.66666666666666,16:00:00,0.9900662251655629,2024-01-12 16:00:00
5394,10,NH12,2024-01-12,2024-01-12,0.0,0.0,1,17:20,29.333333333333332,30.0,17:00:00,0.9777777777777777,2024-01-12 17:00:00
5398,11,NH12,2024-01-12,2024-01-12,0.0,0.0,1,18:30,35.5,40.0,18:00:00,0.8875,2024-01-12 18:00:00
5402,12,NH12,2024-01-12,2024-01-12,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-01-12 19:00:00
5406,13,NH12,2024-01-12,2024-01-12,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-01-12 20:00:00
5357,1,NH11,2024-01-12,2024-01-12,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-12 21:00:00
5361,2,NH11,2024-01-12,2024-01-12,100.0,98.0,2,22:00,98.0,100.0,22:00:00,0.98,2024-01-12 22:00:00
5365,3,NH11,2024-01-12,2024-01-12,108.0,38.0,2,23:00,38.0,108.0,23:00:00,0.35185185185185186,2024-01-12 23:00:00
5369,4,NH11,2024-01-12,2024-01-13,88.0,3.0,2,0:00,3.0,88.0,00:00:00,0.03409090909090909,2024-01-13 00:00:00
5373,5,NH11,2024-01-12,2024-01-13,108.0,4.0,2,1:00,4.0,108.0,01:00:00,0.037037037037037035,2024-01-13 01:00:00
5377,6,NH11,2024-01-12,2024-01-13,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-13 02:00:00
5381,7,NH11,2024-01-12,2024-01-13,100.0,99.0,2,3:00,99.0,100.0,03:00:00,0.99,2024-01-13 03:00:00
5385,8,NH11,2024-01-12,2024-01-13,106.0,103.0,2,4:00,103.0,106.0,04:00:00,0.9716981132075472,2024-01-13 04:00:00
5389,9,NH11,2024-01-12,2024-01-13,90.0,88.0,2,5:00,88.0,90.0,05:00:00,0.9777777777777777,2024-01-13 05:00:00
5393,10,NH11,2024-01-12,2024-01-13,80.0,71.0,2,6:00,71.0,80.0,06:00:00,0.8875,2024-01-13 06:00:00
5397,11,NH11,2024-01-12,2024-01-13,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-13 07:00:00
5410,1,NH12,2024-01-13,2024-01-13,100.0,0.0,1,8:30,0.0,50.0,08:00:00,0.0,2024-01-13 08:00:00
5414,2,NH12,2024-01-13,2024-01-13,108.0,0.0,1,9:30,0.0,54.0,09:00:00,0.0,2024-01-13 09:00:00
5418,3,NH12,2024-01-13,2024-01-13,88.0,0.0,1,10:30,0.0,94.0,10:00:00,0.0,2024-01-13 10:00:00
5422,4,NH12,2024-01-13,2024-01-13,108.0,0.0,1,11:30,0.0,108.0,11:00:00,0.0,2024-01-13 11:00:00
5426,5,NH12,2024-01-13,2024-01-13,0.0,0.0,1,12:30,0.0,44.0,12:00:00,0.0,2024-01-13 12:00:00
5430,6,NH12,2024-01-13,2024-01-13,82.0,0.0,1,13:25,0.0,95.0,13:00:00,0.0,2024-01-13 13:00:00
5434,7,NH12,2024-01-13,2024-01-13,106.0,0.0,1,14:20,0.0,70.66666666666666,14:00:00,0.0,2024-01-13 14:00:00
5438,8,NH12,2024-01-13,2024-01-13,90.0,0.0,1,15:20,0.0,93.33333333333333,15:00:00,0.0,2024-01-13 15:00:00
5442,9,NH12,2024-01-13,2024-01-13,98.0,0.0,1,16:20,0.0,100.66666666666666,16:00:00,0.0,2024-01-13 16:00:00
5446,10,NH12,2024-01-13,2024-01-13,0.0,0.0,1,17:20,0.0,30.0,17:00:00,0.0,2024-01-13 17:00:00
5450,11,NH12,2024-01-13,2024-01-13,0.0,0.0,1,18:30,0.0,40.0,18:00:00,0.0,2024-01-13 18:00:00
5454,12,NH12,2024-01-13,2024-01-13,0.0,0.0,1,19:30,0.0,0.0,19:00:00,,2024-01-13 19:00:00
5458,13,NH12,2024-01-13,2024-01-13,0.0,0.0,1,20:30,0.0,0.0,20:00:00,,2024-01-13 20:00:00
5409,1,NH11,2024-01-13,2024-01-13,0.0,0.0,2,21:00,0.0,0.0,21:00:00,,2024-01-13 21:00:00
5413,2,NH11,2024-01-13,2024-01-13,100.0,0.0,2,22:00,0.0,100.0,22:00:00,0.0,2024-01-13 22:00:00
5417,3,NH11,2024-01-13,2024-01-13,108.0,0.0,2,23:00,0.0,108.0,23:00:00,0.0,2024-01-13 23:00:00
5421,4,NH11,2024-01-13,2024-01-14,88.0,0.0,2,0:00,0.0,88.0,00:00:00,0.0,2024-01-14 00:00:00
5425,5,NH11,2024-01-13,2024-01-14,108.0,0.0,2,1:00,0.0,108.0,01:00:00,0.0,2024-01-14 01:00:00
5429,6,NH11,2024-01-13,2024-01-14,0.0,0.0,2,2:00,0.0,0.0,02:00:00,,2024-01-14 02:00:00
5433,7,NH11,2024-01-13,2024-01-14,100.0,0.0,2,3:00,0.0,100.0,03:00:00,0.0,2024-01-14 03:00:00
5437,8,NH11,2024-01-13,2024-01-14,106.0,0.0,2,4:00,0.0,106.0,04:00:00,0.0,2024-01-14 04:00:00
5441,9,NH11,2024-01-13,2024-01-14,90.0,0.0,2,5:00,0.0,90.0,05:00:00,0.0,2024-01-14 05:00:00
5445,10,NH11,2024-01-13,2024-01-14,80.0,0.0,2,6:00,0.0,80.0,06:00:00,0.0,2024-01-14 06:00:00
5449,11,NH11,2024-01-13,2024-01-14,0.0,0.0,2,7:00,0.0,0.0,07:00:00,,2024-01-14 07:00:00
5460,1,NH11,2024-01-14,2024-01-14,0.0,0.0,1,8:30,0.0,0.0,08:00:00,,2024-01-14 08:00:00
5464,2,NH11,2024-01-14,2024-01-14,0.0,0.0,1,9:30,0.0,0.0,09:00:00,,2024-01-14 09:00:00
