,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量-設計値MIN,不等ピッチ,順立装置在庫量-設計値MAX,AVAILABLE_RATE
93,9033904A003    ,2023,36,3.191666666666667,0.016666666666666666,0.025,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,9.933333333333334,0.389,サトープレス工業（株）,3,16.555555555555557,0.10814200000000002,0.0,0.516592,95.28500000000001
94,9034108A006    ,2023,36,3.0840336134453783,0.12605042016806722,0.14285714285714285,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.4705882352941178,2.755882352941176,3.3509411764705885,（株）杉浦製作所,17,5.199778024417313,0.34514694117647066,0.12,2.1881645882352943,95.28500000000001
95,9034108A010    ,2023,36,1.34,0.04,0.03,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,5.065,0.6164999999999999,（株）杉浦製作所,4,10.776595744680852,0.0634995,0.12,0.40257449999999995,95.28500000000001
96,9034114A004    ,2023,36,1.0786516853932584,0.033707865168539325,0.02247191011235955,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.5,3.6225,0.8255,（株）青山製作所,4,7.245,0.09300633333333334,0.08,0.2718646666666667,95.28500000000001
97,9034118A024    ,2023,36,4.525,0.09166666666666666,0.1,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.9166666666666665,3.234545454545454,2.3677272727272727,（株）青山製作所,12,6.220279720279719,0.2667639393939394,0.08,0.7797715151515151,95.28500000000001
98,9036324A003    ,2023,36,7.291666666666667,0.7166666666666667,0.7,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.423913043478261,0.9379761904761904,16.6672077922078,日本精工（株）,92,1.2675353925353925,2.083400974025975,0.09,5.00016233766234,95.28500000000001
99,9036324A004    ,2023,36,18.825,1.225,1.2083333333333333,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,4.519230769230769,1.0924475524475523,28.31655011655011,日本精工（株）,156,1.4762804762804762,3.539568764568764,0.09,8.494965034965034,95.28500000000001
100,9036324A005    ,2023,36,18.0,0.9333333333333333,0.9416666666666667,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,4.541666666666667,1.3192660550458706,21.66472060050043,日本精工（株）,120,1.9119797899215518,2.708090075062554,0.09,6.49941618015013,95.28500000000001
101,9036340A010    ,2023,36,15.208333333333334,0.9083333333333333,0.8833333333333333,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,4.6,1.3323584905660373,21.118396226415115,日本精工（株）,115,1.8004844467108612,2.6397995283018894,0.09,6.3355188679245344,95.28500000000001
102,9036345A004    ,2023,36,15.733333333333333,0.2916666666666667,0.39166666666666666,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.2016666666666667,9.223379629629632,岡谷鋼機（株）,48,3.4401041666666665,3.034491898148149,0.0,12.719040509259262,95.28500000000001
103,9036628A005    ,2023,36,7.441666666666666,0.25,0.25833333333333336,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.9143333333333343,5.91333333333333,（株）ジェイテクト,30,3.087634408602152,1.7148666666666657,0.0,7.923866666666663,95.28500000000001
104,9036628A006    ,2023,36,6.675,0.16666666666666666,0.19166666666666668,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,2.46,4.605357142857144,（株）ジェイテクト,21,3.967741935483871,1.3355535714285718,0.0,6.171178571428573,95.28500000000001
105,9036628A007    ,2023,36,10.483333333333333,0.275,0.275,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.486363636363636,6.609427609427609,（株）ジェイテクト,33,4.362041467304625,1.9167340067340068,0.0,8.856632996632996,95.28500000000001
106,9036628A008    ,2023,36,8.308333333333334,0.2,0.2,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.7758333333333334,4.774583333333335,（株）ジェイテクト,24,4.7859195402298855,1.3846291666666672,0.0,6.397941666666669,95.28500000000001
107,9036630A017    ,2023,36,14.291666666666666,0.5,0.48333333333333334,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.0283333333333333,11.895138888888892,（株）ジェイテクト,60,3.3805555555555555,3.4495902777777787,0.0,15.939486111111115,95.28500000000001
108,9036630A018    ,2023,36,21.783333333333335,0.9666666666666667,0.9333333333333333,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.5768421052631576,22.219759926131143,（株）ジェイテクト,115,4.637770897832816,6.4437303785780315,0.0,29.774478301015733,95.28500000000001
109,9036652A003    ,2023,36,11.891666666666667,0.3416666666666667,0.3333333333333333,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.3826829268292675,7.897967479674798,（株）ジェイテクト,41,4.180145485665382,2.2904105691056915,0.0,10.583276422764229,95.28500000000001
110,9036652A004    ,2023,36,9.95,0.31666666666666665,0.30833333333333335,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,2.035526315789474,7.444862155388471,（株）ジェイテクト,38,3.5710987996306565,2.1590100250626563,0.0,9.97611528822055,95.28500000000001
111,9036658A001    ,2023,36,8.591666666666667,0.3333333333333333,0.3333333333333333,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.5300000000000011,8.184444444444443,（株）ジェイテクト,40,2.6842105263157916,2.3734888888888888,0.0,10.967155555555554,95.28500000000001
112,9036658A002    ,2023,36,9.398305084745763,0.4067796610169492,0.423728813559322,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6833333333333336,10.161458333333334,（株）ジェイテクト,48,2.853107344632769,2.946822916666667,0.0,13.616354166666667,95.28500000000001
113,9036659A009    ,2023,36,26.341666666666665,0.9833333333333333,0.9666666666666667,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6876666666666655,23.35300925925927,（株）ジェイテクト,121,2.8604519774011283,6.772372685185188,0.0,31.293032407407424,95.28500000000001
114,9036659A010    ,2023,36,27.658333333333335,1.0083333333333333,0.975,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.8259504132231397,23.35422405876952,（株）ジェイテクト,121,3.094831208852779,6.772724977043161,0.0,31.29466023875116,95.28500000000001
115,9050827A011    ,2023,36,3.075,0.075,0.075,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,5.2,2.497777777777778,1.7922222222222222,（株）東郷製作所,10,3.202279202279202,0.27152166666666666,0.08,0.5851605555555556,95.28500000000001
116,9052409A003    ,2023,36,1.6416666666666666,0.025,0.03333333333333333,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.666666666666667,5.8500000000000005,0.7693333333333333,（株）東郷製作所,3,7.5,0.11655399999999999,0.08,0.2511873333333333,95.28500000000001
117,9056439A004    ,2023,36,12.483333333333333,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,95.28500000000001
118,9056439A005    ,2023,36,10.4,0.15,0.15833333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.777777777777777,3.041111111111112,（株）ムロコーポレーション,22,5.137395459976104,0.5261122222222224,0.0,3.71927888888889,95.28500000000001
119,9056439A006    ,2023,36,6.091666666666667,0.016666666666666666,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.595000000000001,1.19,（株）ムロコーポレーション,2,7.091397849462366,0.20587,0.0,1.4553699999999998,95.28500000000001
120,9056450A001    ,2023,36,3.783333333333333,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,95.28500000000001
121,9056450A002    ,2023,36,5.825,0.10833333333333334,0.13333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.812307692307693,0.7553846153846153,（株）ムロコーポレーション,17,3.0239867659222504,0.13068153846153846,0.0,0.9238353846153846,95.28500000000001
122,9056450A003    ,2023,36,10.441666666666666,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,21.745,2.42,（株）ムロコーポレーション,2,23.381720430107528,0.41866,0.0,2.95966,95.28500000000001
123,9056451A082    ,2023,36,2.6416666666666666,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,95.28500000000001
124,9056451A083    ,2023,36,6.95,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,5,,,0.0,,95.28500000000001
125,9056451A084    ,2023,36,8.091666666666667,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,10.129999999999999,0.89,（株）ムロコーポレーション,6,10.892473118279568,0.15397000000000002,0.0,1.08847,95.28500000000001
126,9056451A085    ,2023,36,8.875,0.03333333333333333,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,17.7475,0.71,（株）ムロコーポレーション,5,19.083333333333332,0.12283,0.0,0.8683299999999999,95.28500000000001
127,9056451A086    ,2023,36,9.616666666666667,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,20.755000000000003,0.53,（株）ムロコーポレーション,2,22.31720430107527,0.09169000000000001,0.0,0.64819,95.28500000000001
128,9056451A087    ,2023,36,5.208333333333333,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,18.18,0.16,（株）ムロコーポレーション,1,19.548387096774192,0.02768,0.0,0.19568000000000002,95.28500000000001
129,9056451A089    ,2023,36,4.308333333333334,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
130,9056455A040    ,2023,36,8.5,0.008333333333333333,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
131,9056455A041    ,2023,36,9.233333333333333,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,95.28500000000001
132,9056455A042    ,2023,36,10.366666666666667,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,3,,,0.0,,95.28500000000001
133,9056455A043    ,2023,36,9.0,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,24.793333333333333,0.3666666666666667,（株）ムロコーポレーション,4,26.659498207885303,0.06343333333333334,0.0,0.44843333333333335,95.28500000000001
134,9056455A044    ,2023,36,5.891666666666667,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,16.356666666666666,0.4666666666666666,（株）ムロコーポレーション,4,17.58781362007168,0.08073333333333332,0.0,0.5707333333333332,95.28500000000001
135,9056455A045    ,2023,36,3.4833333333333334,0.016666666666666666,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,27.245,0.52,（株）ムロコーポレーション,3,29.295698924731184,0.08996000000000001,0.0,0.6359600000000001,95.28500000000001
136,9056455A046    ,2023,36,2.2,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
137,9056455A047    ,2023,36,1.025,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
138,9056457A133    ,2023,36,2.2,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
139,9056457A134    ,2023,36,7.475,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,16.57,1.14,（株）ムロコーポレーション,2,17.817204301075268,0.19721999999999998,0.0,1.3942199999999998,95.28500000000001
140,9056457A135    ,2023,36,10.841666666666667,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,18.166666666666668,1.71,（株）ムロコーポレーション,4,19.53405017921147,0.29583,0.0,2.09133,95.28500000000001
141,9056457A136    ,2023,36,4.866666666666666,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.034000000000001,0.9640000000000001,（株）ムロコーポレーション,7,6.488172043010753,0.16677200000000003,0.0,1.1789720000000001,95.28500000000001
142,9056457A137    ,2023,36,1.7916666666666667,0.041666666666666664,0.058333333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.7339999999999995,0.492,（株）ムロコーポレーション,7,2.9397849462365584,0.08511600000000001,0.0,0.6017159999999999,95.28500000000001
143,9056457A138    ,2023,36,1.4482758620689655,0.02586206896551724,0.02586206896551724,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.36,0.12666666666666668,（株）ムロコーポレーション,4,4.688172043010753,0.021913333333333337,0.0,0.15491333333333335,95.28500000000001
144,9056457A139    ,2023,36,2.183333333333333,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,95.28500000000001
145,9056463A028    ,2023,36,1.0,0.058823529411764705,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
146,9056463A029    ,2023,36,2.3333333333333335,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
147,9056463A030    ,2023,36,5.5,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
148,9056463A031    ,2023,36,7.633333333333334,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
149,9056463A032    ,2023,36,5.008333333333334,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,13.586666666666666,0.36000000000000004,（株）ムロコーポレーション,3,14.60931899641577,0.06228,0.0,0.44028000000000006,95.28500000000001
150,9056463A033    ,2023,36,2.216666666666667,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.62,0.10600000000000001,（株）ムロコーポレーション,6,6.043010752688172,0.018338000000000004,0.0,0.12963800000000003,95.28500000000001
151,9056463A034    ,2023,36,1.9083333333333334,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.318,0.046,（株）ムロコーポレーション,6,3.5677419354838706,0.007958,0.0,0.056258,95.28500000000001
152,9056463A035    ,2023,36,1.4083333333333334,0.03333333333333333,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.0275,0.0,（株）ムロコーポレーション,5,4.330645161290322,0.0,0.0,0.0,95.28500000000001
153,9056463A036    ,2023,36,1.054054054054054,0.02702702702702703,0.013513513513513514,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.78,0.0,（株）ムロコーポレーション,2,5.139784946236559,0.0,0.0,0.0,95.28500000000001
154,9056463A037    ,2023,36,1.0,0.013157894736842105,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,12.63,0.0,（株）ムロコーポレーション,1,13.580645161290322,0.0,0.0,0.0,95.28500000000001
155,9056463A039    ,2023,36,1.0,0.025,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,95.28500000000001
156,9094906A012    ,2023,36,7.233333333333333,0.23333333333333334,0.24166666666666667,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.4,2.2980000000000005,6.1213333333333315,中庸スプリング（株）,30,3.894915254237289,1.0222626666666663,0.1,4.388995999999999,95.28500000000001
157,G1144ECB010    ,2023,36,47.641666666666666,2.058333333333333,2.566666666666667,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.6896855345911947,61.707547169811335,住友電気工業（株）,318,2.6820405310971345,20.24007547169812,0.0,85.03300000000002,95.28500000000001
158,G1144ECE010    ,2023,36,75.75833333333334,2.558333333333333,2.4916666666666667,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.9741479099678476,59.353697749196144,矢崎総業（株）,311,3.4037032930480136,16.559681672025725,0.0,78.88106430868167,95.28500000000001
159,G1163ECB010    ,2023,36,2.0707070707070705,0.40404040404040403,0.3434343434343434,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.42,0.8808510638297874,8.709574468085108,（株）青山製作所,50,1.6312056737588654,0.9812787234042555,0.08,2.868353191489362,95.28500000000001
160,G1163ECE010    ,2023,36,8.833333333333334,0.75,0.7666666666666667,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.4757281553398056,1.0651515151515154,18.56666666666667,（株）青山製作所,103,2.0097198399085197,2.091844444444445,0.08,6.1146222222222235,95.28500000000001
161,G117362010     ,2023,36,66.55833333333334,1.9416666666666667,1.9833333333333334,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,2.4869230769230772,46.731006647673176,多摩川精機販売（株）,234,2.92579185520362,18.926057692307634,0.0,67.99361467236446,95.28500000000001
162,G1174ECB010    ,2023,36,10.116666666666667,0.225,0.3,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.363428571428571,7.233714285714287,住友電装（株）,35,2.780504201680672,2.372658285714286,0.0,9.968058285714287,95.28500000000001
163,G1174ECE010    ,2023,36,17.641666666666666,0.3,0.4083333333333333,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,3.127708333333333,9.529583333333333,住友電装（株）,48,3.5950670498084287,3.1257033333333335,0.0,13.131765833333334,95.28500000000001
164,G1250ECB010    ,2023,36,5.541666666666667,0.15,0.15833333333333333,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.4444444444444444,2.4500000000000006,3.6657407407407416,（株）バルカー,18,2.816091954022989,1.3196666666666672,0.24,3.335824074074075,95.28500000000001
165,G1250ECC010    ,2023,36,4.783333333333333,0.08333333333333333,0.09166666666666666,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.6363636363636365,3.821818181818182,2.395454545454546,（株）バルカー,11,4.392894461859979,0.8623636363636366,0.24,2.1798636363636366,95.28500000000001
166,G1250ECE010    ,2023,36,14.883333333333333,0.3416666666666667,0.3333333333333333,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.4878048780487805,2.870731707317073,7.617886178861791,（株）バルカー,41,3.2621951219512195,2.742439024390245,0.24,6.93227642276423,95.28500000000001
167,G9201ECB030    ,2023,36,39.625,2.3833333333333333,1.9,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.4335443037974684,4.17629746835444,46.78243670886076,佐藤工業（株）,316,5.354227523531333,15.95281091772152,0.05,41.68315110759494,95.28500000000001
168,G9201ECE010    ,2023,36,38.675,2.55,2.4833333333333334,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.4148148148148147,5.470617283950635,59.965123456790124,佐藤工業（株）,405,6.361182888314692,20.448107098765433,0.05,53.428925,95.28500000000001
169,019128GA010    ,2023,37,40.166666666666664,0.7333333333333333,0.6833333333333333,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50,1.5,3.549347826086955,16.1404347826087,石黒ゴム工業（株）,92,3.3171475010158455,3.744580869565219,0.29,12.621820000000005,90.551
170,01912ECB010    ,2023,37,12.9,0.23333333333333334,0.23333333333333334,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300,1.4666666666666666,3.6086666666666667,5.328666666666668,石黒ゴム工業（株）,30,4.245490196078432,1.236250666666667,0.29,4.167017333333335,90.551
171,01912ECB040    ,2023,37,26.675,0.7666666666666667,0.675,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50,1.0,2.2734408602150538,16.244086021505403,愛産樹脂工業（株）,93,9.093763440860215,5.068154838709686,0.0,22.12444516129036,90.551
172,01912ECB060    ,2023,37,1.6333333333333333,0.041666666666666664,0.03333333333333333,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400,1.0,4.078,0.9390000000000001,新光ゴム工業（株）,5,5.228205128205128,0.39907500000000007,0.0,1.3850250000000002,90.551
173,1040043104R    ,2023,37,3.375,0.08333333333333333,0.06666666666666667,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000,1.5,5.3028571428571425,1.4962857142857142,（株）ギフ加藤製作所,10,7.07047619047619,0.35910857142857144,0.12,1.1820657142857143,90.551
174,1040052001Z    ,2023,37,3.1083333333333334,0.07083333333333333,0.07083333333333333,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.9166666666666665,3.619999999999999,2.25125,（株）青山製作所,12,6.830188679245281,0.25364083333333337,0.08,0.7414116666666667,90.551
175,1040183011P    ,2023,37,1.0,0.1774193548387097,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.0833333333333335,1.4816666666666667,2.109,（株）青山製作所,12,2.743827160493827,0.237614,0.08,0.694564,90.551
176,2030044001J    ,2023,37,1.0085470085470085,0.03418803418803419,0.02564102564102564,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400,2.0,4.898,0.9595,ＮＯＫ（株）,5,9.07037037037037,0.21684699999999998,0.03,0.744572,90.551
177,2030045013L    ,2023,37,2.466666666666667,0.03333333333333333,0.058333333333333334,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000,1.0,6.621666666666667,1.1115,伊藤金属工業（株）,6,12.4937106918239,0.329004,0.0,1.496079,90.551
178,2030052002N    ,2023,37,2.3916666666666666,0.13333333333333333,0.125,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.4444444444444444,2.976111111111111,2.628148148148148,（株）杉浦製作所,18,5.952222222222222,0.27069925925925925,0.12,1.7161807407407406,90.551
179,3040052001B    ,2023,37,2.094488188976378,0.23622047244094488,0.18110236220472442,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.1875,1.3820689655172411,7.713517241379306,（株）青山製作所,32,2.657824933687002,0.8690562758620685,0.08,2.5403183448275852,90.551
180,33490ECB010    ,2023,37,39.28813559322034,3.76271186440678,3.694915254237288,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.503968253968254,1.1830616302186885,88.22067594433399,マレリ（株）,504,1.442758085632547,21.70228628230616,0.23,70.22365805168985,90.551
181,33490ECE010    ,2023,37,77.775,4.933333333333334,4.9,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.501497005988024,1.483193403298353,115.29010494752623,マレリ（株）,668,1.8311029670350034,28.361365817091453,0.23,91.77092353823087,90.551
182,34989ECB010    ,2023,37,2.191666666666667,0.016666666666666666,0.016666666666666666,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,8.055,0.234,（株）槌屋,2,9.944444444444443,0.077922,0.0,0.323622,90.551
183,34989ECB020    ,2023,37,5.8,0.06666666666666667,0.075,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,6.7829999999999995,1.5614,（株）槌屋,10,8.374074074074073,0.5199462,0.0,2.1594162,90.551
184,34989ECB030    ,2023,37,3.55,0.03333333333333333,0.03333333333333333,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000,1.0,7.286,0.7078,（株）槌屋,5,9.107499999999998,0.23569740000000003,0.0,0.9788874000000001,90.551
185,34989ECC010    ,2023,37,2.716666666666667,0.008333333333333333,0.008333333333333333,0.78,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,16.28,0.0,（株）槌屋,1,20.871794871794872,0.0,0.0,0.0,90.551
186,34989ECE010    ,2023,37,2.1166666666666667,0.008333333333333333,0.008333333333333333,0.72,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,22.86,0.338,（株）槌屋,1,31.75,0.11255400000000003,0.0,0.4674540000000001,90.551
187,34989ECE020    ,2023,37,1.7166666666666666,0.025,0.016666666666666666,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,9.323333333333332,0.3,（株）槌屋,3,11.369918699186991,0.0999,0.0,0.4149,90.551
188,34989ECE030    ,2023,37,1.8,0.008333333333333333,0.008333333333333333,0.8,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,,,（株）槌屋,1,,,0.0,,90.551
189,35145ECB010    ,2023,37,6.808333333333334,0.175,0.14166666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,3.0666666666666673,3.4177777777777774,三共鋼業（株）,21,4.946236559139786,0.9364711111111111,0.0,4.525137777777777,90.551
190,35145ECE010    ,2023,37,6.691666666666666,0.21666666666666667,0.19166666666666668,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,2.602857142857143,4.745238095238095,三共鋼業（株）,26,4.004395604395604,1.3001952380952382,0.0,6.282695238095238,90.551
191,35145ECE020    ,2023,37,4.825,0.2,0.19166666666666668,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,2.3846153846153846,2.3134615384615382,4.619999999999999,（株）浅賀井製作所,26,3.5591715976331355,0.9101399999999998,0.13,2.2961399999999994,90.551
192,35165ECE010    ,2023,37,4.166666666666667,0.09166666666666666,0.09166666666666666,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.0,3.42923076923077,2.294615384615385,（株）松尾製作所,13,5.443223443223444,0.5071100000000002,0.0,2.916456153846154,90.551
