,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量-設計値MIN,不等ピッチ,順立装置在庫量-設計値MAX,AVAILABLE_RATE
290,9056439A005    ,2023,37,12.633333333333333,0.10833333333333334,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,8.35,3.0599999999999996,（株）ムロコーポレーション,16,8.978494623655914,0.52938,0.0,3.7423799999999994,90.551
291,9056439A006    ,2023,37,3.6333333333333333,0.058333333333333334,0.08333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8350000000000002,0.525,（株）ムロコーポレーション,12,1.9731182795698925,0.090825,0.0,0.6420750000000001,90.551
292,9056450A001    ,2023,37,4.733333333333333,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
293,9056450A002    ,2023,37,6.383333333333334,0.11666666666666667,0.11666666666666667,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.924285714285715,0.7185714285714286,（株）ムロコーポレーション,17,4.219662058371736,0.12431285714285717,0.0,0.8788128571428572,90.551
294,9056450A003    ,2023,37,7.35,0.008333333333333333,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.05,2.64,（株）ムロコーポレーション,2,15.10752688172043,0.45672000000000007,0.0,3.2287200000000005,90.551
295,9056451A082    ,2023,37,4.55,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
296,9056451A083    ,2023,37,10.641666666666667,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.870000000000001,0.91,（株）ムロコーポレーション,4,15.989247311827958,0.15743000000000001,0.0,1.1129300000000002,90.551
297,9056451A084    ,2023,37,10.75,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4799999999999995,0.85,（株）ムロコーポレーション,6,4.817204301075268,0.14705,0.0,1.03955,90.551
298,9056451A085    ,2023,37,10.483333333333333,0.03333333333333333,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,17.455000000000002,0.78,（株）ムロコーポレーション,5,18.768817204301076,0.13494,0.0,0.9539400000000001,90.551
299,9056451A086    ,2023,37,8.091666666666667,0.016666666666666666,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,14.4,0.45,（株）ムロコーポレーション,3,15.483870967741934,0.07785,0.0,0.55035,90.551
300,9056455A040    ,2023,37,7.0,0.0,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
301,9056455A041    ,2023,37,8.808333333333334,0.008333333333333333,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
302,9056455A042    ,2023,37,11.091666666666667,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,11.4,0.53,（株）ムロコーポレーション,2,12.258064516129032,0.09169000000000001,0.0,0.64819,90.551
303,9056455A043    ,2023,37,11.091666666666667,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,3,,,0.0,,90.551
304,9056455A044    ,2023,37,7.783333333333333,0.03333333333333333,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,13.615,0.45999999999999996,（株）ムロコーポレーション,4,14.639784946236558,0.07958,0.0,0.56258,90.551
305,9056455A045    ,2023,37,5.7,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.34,0.48,（株）ムロコーポレーション,4,6.817204301075268,0.08304,0.0,0.58704,90.551
306,9056455A046    ,2023,37,3.9,0.016666666666666666,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,3,,,0.0,,90.551
307,9056455A047    ,2023,37,1.55,0.008333333333333333,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,90.551
308,9056455A048    ,2023,37,1.0,0.0,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
309,9056457A134    ,2023,37,7.483333333333333,0.008333333333333333,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,90.551
310,9056457A135    ,2023,37,10.3,0.025,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,20.330000000000002,1.9,（株）ムロコーポレーション,4,21.86021505376344,0.3287,0.0,2.3237,90.551
311,9056457A136    ,2023,37,5.125,0.041666666666666664,0.05,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.220000000000001,0.8999999999999999,（株）ムロコーポレーション,7,7.763440860215054,0.1557,0.0,1.1006999999999998,90.551
312,9056457A137    ,2023,37,2.308333333333333,0.05,0.058333333333333334,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.9766666666666666,0.3133333333333333,（株）ムロコーポレーション,7,3.200716845878136,0.05420666666666666,0.0,0.38320666666666664,90.551
313,9056457A138    ,2023,37,1.8666666666666667,0.03333333333333333,0.03333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.085000000000001,0.065,（株）ムロコーポレーション,5,7.618279569892474,0.011245000000000002,0.0,0.07949500000000001,90.551
314,9056457A139    ,2023,37,2.683333333333333,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
315,9056463A031    ,2023,37,7.758333333333334,0.008333333333333333,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,1,,,0.0,,90.551
316,9056463A032    ,2023,37,6.291666666666667,0.016666666666666666,0.008333333333333333,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,,,（株）ムロコーポレーション,2,,,0.0,,90.551
317,9056463A033    ,2023,37,3.125,0.025,0.025,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,3.56,0.13,（株）ムロコーポレーション,3,3.8279569892473115,0.022490000000000003,0.0,0.15899000000000002,90.551
318,9056463A034    ,2023,37,2.408333333333333,0.041666666666666664,0.041666666666666664,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,4.4399999999999995,0.05,（株）ムロコーポレーション,6,4.774193548387096,0.008650000000000001,0.0,0.06115000000000001,90.551
319,9056463A035    ,2023,37,1.4105263157894736,0.042105263157894736,0.031578947368421054,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.775,0.0,（株）ムロコーポレーション,5,2.983870967741935,0.0,0.0,0.0,90.551
320,9056463A036    ,2023,37,1.0,0.05660377358490566,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.25,0.0,（株）ムロコーポレーション,4,1.3440860215053763,0.0,0.0,0.0,90.551
321,9056463A037    ,2023,37,1.3333333333333333,0.016666666666666666,0.016666666666666666,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.19,0.0,（株）ムロコーポレーション,2,7.731182795698925,0.0,0.0,0.0,90.551
322,9056463A038    ,2023,37,1.0,0.023809523809523808,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,21.64,0.0,（株）ムロコーポレーション,1,23.268817204301076,0.0,0.0,0.0,90.551
323,9094906A012    ,2023,37,6.3,0.26666666666666666,0.24166666666666667,0.59,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,2.34,500,1.393939393939394,1.9354545454545458,5.54581818181818,中庸スプリング（株）,33,3.2804314329738067,0.9261516363636361,0.1,3.976351636363635,90.551
324,G1144ECB010    ,2023,37,33.94166666666667,2.183333333333333,2.4833333333333334,0.63,2.0,ＴＰ３３１フタナシ,1.0,1.0,2.28,6,1.0,1.6429253731343283,58.9910447761194,住友電気工業（株）,335,2.6078180525941717,19.349062686567166,0.0,81.28965970149254,90.551
325,G1144ECE010    ,2023,37,65.63333333333334,2.716666666666667,2.375,0.58,2.0,ＴＰ３３１フタアリ,1.0,1.0,1.79,8,1.0,1.9146319018404903,57.202837423312886,矢崎総業（株）,326,3.30108948593188,15.959591641104296,0.0,76.02257093558282,90.551
326,G1163ECB010    ,2023,37,2.611111111111111,0.3425925925925926,0.3148148148148148,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,80,3.4545454545454546,0.9946341463414633,7.930792682926834,（株）青山製作所,44,1.8419150858175246,0.8935359756097565,0.08,2.6118743902439037,90.551
327,G1163ECE010    ,2023,37,10.5,0.75,0.75,0.53,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,100,3.443396226415094,1.3740624999999997,17.912187499999984,（株）青山製作所,106,2.5925707547169807,2.0181064583333312,0.08,5.899080416666662,90.551
328,G117362010     ,2023,37,54.38333333333333,1.7666666666666666,1.9083333333333334,0.85,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,3.05,18,1.0,2.3294615384615374,45.01944444444448,多摩川精機販売（株）,260,2.7405429864253383,18.232875000000014,0.0,65.50329166666673,90.551
329,G1174ECB010    ,2023,37,6.8474576271186445,0.2711864406779661,0.288135593220339,0.85,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,2.3978048780487797,6.92048780487805,住友電装（株）,41,2.8209469153515054,2.2699200000000004,0.0,9.536432195121954,90.551
330,G1174ECE010    ,2023,37,13.566666666666666,0.325,0.375,0.87,1.0,ＴＰ３６２フタナシ,1.0,1.0,2.28,50,1.0,3.064705882352942,9.016470588235292,住友電装（株）,51,3.52265043948614,2.9574023529411755,0.0,12.42469647058823,90.551
331,G1250ECB010    ,2023,37,4.25,0.15,0.15,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,2.071,3.540833333333333,（株）バルカー,20,2.3804597701149426,1.2747000000000002,0.24,3.2221583333333337,90.551
332,G1250ECC010    ,2023,37,2.5294117647058822,0.10084033613445378,0.10084033613445378,0.87,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.4615384615384615,2.46,2.3589743589743586,（株）バルカー,13,2.8275862068965516,0.8492307692307691,0.24,2.1466666666666665,90.551
333,G1250ECE010    ,2023,37,12.533333333333333,0.325,0.31666666666666665,0.88,1.0,ＴＰ３３２フタナシ,1.0,2.0,6.2,60,1.5,3.017142857142857,7.521825396825396,（株）バルカー,42,3.4285714285714284,2.7078571428571427,0.24,6.844861111111111,90.551
334,G9201ECB030    ,2023,37,38.90833333333333,1.6416666666666666,1.8416666666666666,0.78,2.0,Ｔ２０３フタナシ,1.0,2.0,5.82,8,1.425,3.8214285714285716,42.605,佐藤工業（株）,200,4.8992673992674,14.528305000000001,0.05,37.961054999999995,90.551
335,G9201ECE010    ,2023,37,28.470588235294116,2.6134453781512605,2.3781512605042017,0.86,2.0,サンボックス＃２０Ｂフタナシ,1.0,2.0,5.82,8,1.4086021505376345,3.8652789699570866,54.076716738197426,佐藤工業（株）,279,4.494510430182659,18.440160407725326,0.05,48.182354613733914,90.551
336,019128GA010    ,2023,38,36.766666666666666,0.6166666666666667,0.65,1.07,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,50,1.5238095238095237,3.5833333333333326,16.14547619047617,石黒ゴム工業（株）,84,3.3489096573208714,3.7457504761904725,0.29,12.625762380952366,94.16
337,01912ECB010    ,2023,38,11.633333333333333,0.20833333333333334,0.21666666666666667,0.85,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,300,1.5,3.6086666666666667,5.469111111111113,石黒ゴム工業（株）,30,4.245490196078432,1.2688337777777785,0.29,4.27684488888889,94.16
338,01912ECB040    ,2023,38,27.116666666666667,0.6916666666666667,0.6583333333333333,0.25,1.0,ＴＰ３４２フタナシ,1.0,1.0,2.12,50,1.0,2.4073809523809526,16.005952380952355,愛産樹脂工業（株）,84,9.62952380952381,4.993857142857135,0.0,21.800107142857108,94.16
339,01912ECB060    ,2023,38,1.4705882352941178,0.049019607843137254,0.029411764705882353,0.78,1.0,ＴＰ３３１フタナシ,1.0,1.0,3.25,400,1.0,5.4559999999999995,0.5925,新光ゴム工業（株）,5,6.994871794871794,0.2518125,0.0,0.8739375,94.16
340,1040043104R    ,2023,38,3.85,0.06666666666666667,0.06666666666666667,0.75,3.0,AW131ﾌﾀﾅｼ,1.0,2.0,3.8,1000,1.5,5.648571428571429,1.7882857142857145,（株）ギフ加藤製作所,8,7.531428571428571,0.4291885714285715,0.12,1.4127457142857143,94.16
341,1040052001Z    ,2023,38,2.8375,0.07916666666666666,0.07083333333333333,0.53,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,3.4615384615384617,3.6766666666666663,2.06,（株）青山製作所,13,6.937106918238992,0.23209333333333332,0.08,0.6784266666666666,94.16
342,1040183011P    ,2023,38,1.4416666666666667,0.08333333333333333,0.08333333333333333,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.5,1.9200000000000002,2.1075000000000004,（株）青山製作所,12,3.555555555555556,0.23744500000000004,0.08,0.6940700000000001,94.16
343,2030044001J    ,2023,38,1.3083333333333333,0.03333333333333333,0.03333333333333333,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400,1.6,2.6975000000000002,0.9381249999999999,ＮＯＫ（株）,5,4.99537037037037,0.21201625,0.03,0.727985,94.16
344,2030045013L    ,2023,38,2.158333333333333,0.041666666666666664,0.041666666666666664,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000,1.0,5.34,0.9122,伊藤金属工業（株）,5,10.075471698113207,0.2700112,0.0,1.2278212,94.16
345,2030052002N    ,2023,38,4.541666666666667,0.10833333333333334,0.10833333333333334,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300,1.4615384615384615,2.924615384615384,2.6976923076923076,（株）杉浦製作所,13,5.849230769230768,0.2778623076923077,0.12,1.7615930769230768,94.16
346,3040052001B    ,2023,38,2.4541484716157207,0.1615720524017467,0.13537117903930132,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,3.025,2.1079999999999997,7.325500000000005,（株）青山製作所,40,4.053846153846153,0.8253396666666672,0.08,2.412531333333335,94.16
347,33490ECB010    ,2023,38,44.625,3.4166666666666665,3.6,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.5129310344827587,1.1859482758620703,86.70474137931035,マレリ（株）,464,1.4462783851976468,21.329366379310347,0.23,69.01697413793103,94.16
348,33490ECE010    ,2023,38,92.025,4.55,4.783333333333333,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4,1.5065573770491802,1.504967213114755,113.13770491803278,マレリ（株）,610,1.8579842137219196,27.831875409836062,0.23,90.05761311475409,94.16
349,34989ECB010    ,2023,38,1.525,0.016666666666666666,0.016666666666666666,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,7.23,0.486,（株）槌屋,2,8.925925925925926,0.161838,0.0,0.672138,94.16
350,34989ECB020    ,2023,38,6.033333333333333,0.058333333333333334,0.075,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,5.581999999999999,1.6280000000000001,（株）槌屋,10,6.891358024691356,0.542124,0.0,2.2515240000000003,94.16
351,34989ECB030    ,2023,38,3.25,0.016666666666666666,0.03333333333333333,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000,1.0,5.4425,0.8787499999999999,（株）槌屋,4,6.803125,0.29262374999999996,0.0,1.2153112499999998,94.16
352,34989ECC010    ,2023,38,2.433333333333333,0.008333333333333333,0.008333333333333333,0.78,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,17.23,0.312,（株）槌屋,1,22.08974358974359,0.10389600000000002,0.0,0.43149600000000005,94.16
353,34989ECE010    ,2023,38,2.25,0.008333333333333333,0.008333333333333333,0.72,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,,,（株）槌屋,2,,,0.0,,94.16
354,34989ECE020    ,2023,38,2.066666666666667,0.016666666666666666,0.016666666666666666,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,11.135000000000002,0.46299999999999997,（株）槌屋,2,13.57926829268293,0.154179,0.0,0.6403289999999999,94.16
355,34989ECE030    ,2023,38,1.975,0.016666666666666666,0.008333333333333333,0.8,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500,1.0,16.84,0.264,（株）槌屋,2,21.049999999999997,0.087912,0.0,0.365112,94.16
356,35145ECB010    ,2023,38,6.766666666666667,0.16666666666666666,0.16666666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,3.155499999999999,3.4455000000000005,三共鋼業（株）,20,5.089516129032257,0.9440670000000003,0.0,4.561842,94.16
357,35145ECE010    ,2023,38,5.958333333333333,0.2,0.18333333333333332,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100,1.0,2.6237500000000002,4.516666666666665,三共鋼業（株）,24,4.036538461538462,1.2375666666666663,0.0,5.980066666666664,94.16
358,35145ECE020    ,2023,38,5.1,0.18333333333333332,0.18333333333333332,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100,2.6538461538461537,2.212800000000001,4.539999999999998,（株）浅賀井製作所,26,3.4043076923076936,0.8943799999999996,0.13,2.256379999999999,94.16
359,35165ECE010    ,2023,38,4.791666666666667,0.10833333333333334,0.1,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200,1.0,3.5246153846153847,2.2915384615384617,（株）松尾製作所,13,5.594627594627594,0.50643,0.0,2.9125453846153846,94.16
360,35174ECB010    ,2023,38,12.916666666666666,0.675,0.7166666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,20,2.510869565217391,1.537391304347826,17.515217391304365,（株）浅賀井製作所,92,1.7671164417791103,3.45049782608696,0.13,8.705063043478269,94.16
361,35174ECE010    ,2023,38,14.716666666666667,0.425,0.4666666666666667,0.87,1.0,ＴＰ３３２フタナシ,1.0,4.0,6.88,40,2.55,2.4410000000000003,11.47208333333334,（株）浅賀井製作所,60,2.805747126436782,2.260000416666668,0.13,5.70162541666667,94.16
362,35174ECE020    ,2023,38,8.508333333333333,0.225,0.20833333333333334,0.63,3.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,90,2.607142857142857,2.7742857142857145,5.087301587301589,（株）浅賀井製作所,28,4.403628117913833,1.002198412698413,0.13,2.5283888888888897,94.16
363,3519510A010    ,2023,38,2.466666666666667,0.025,0.025,0.63,1.0,ＡＷ１３１フタナシ,1.0,2.0,2.34,600,1.6666666666666667,7.86,0.4283333333333334,中庸スプリング（株）,3,12.476190476190476,0.07153166666666667,0.1,0.3071150000000001,94.16
364,35195ECE010    ,2023,38,6.516666666666667,0.10833333333333334,0.09166666666666666,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,4.596153846153847,1.8980769230769232,三共鋼業（株）,13,7.413151364764269,0.520073076923077,0.0,2.5130538461538463,94.16
365,35195TFG010    ,2023,38,4.683333333333334,0.10833333333333334,0.09166666666666666,0.62,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,400,1.0,3.641538461538462,2.1023076923076927,三共鋼業（株）,13,5.873449131513648,0.5760323076923078,0.0,2.783455384615385,94.16
366,35198ECE010    ,2023,38,5.633333333333334,0.10833333333333334,0.09166666666666666,0.58,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,200,1.0,3.7630769230769237,2.2746153846153847,サトープレス工業（株）,13,6.488063660477455,0.632343076923077,0.0,3.020689230769231,94.16
367,35300ECB010    ,2023,38,129.96666666666667,2.25,2.7583333333333333,0.91,3.0,TP341ﾌﾀﾅｼ,1.0,4.0,8.04,12,2.444126074498567,3.250773638968482,67.98543457497594,アイシン精機（株）,349,3.5722787241411886,15.364708213944562,0.14,35.76033858643734,94.16
368,35312ECB010    ,2023,38,4.975,0.25833333333333336,0.225,0.59,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.9,63,1.0,1.9135483870967744,5.642089093701996,（株）旭工業所,31,3.2433023510114825,1.6362058371735788,0.0,7.560399385560674,94.16
369,35352ECB010    ,2023,38,2.35,0.03333333333333333,0.025,0.64,1.0,ＴＰ３３１フタアリ,1.0,1.0,1.97,504,1.0,6.845000000000001,0.7916666666666667,五興商事（株）,4,10.6953125,0.235125,0.0,1.066375,94.16
370,3539450A010    ,2023,38,2.9125,0.020833333333333332,0.025,0.71,3.0,サンボックスＣ３フタナシ,1.0,1.0,1.88,2000,1.0,6.4399999999999995,0.8904,ミズショー（株）,5,9.070422535211268,0.25643520000000003,0.0,1.1913551999999998,94.16
371,35409ECB010    ,2023,38,2.8833333333333333,0.08333333333333333,0.075,0.66,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.26,200,1.0,3.1370000000000005,1.733,サンコール（株）,10,4.753030303030304,0.5649580000000001,0.0,2.3846080000000005,94.16
372,35441ECB010    ,2023,38,24.975,0.7333333333333333,0.6833333333333333,0.67,3.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,48,1.0,2.34784090909091,16.909801136363622,（株）ニフコ,88,3.5042401628222533,5.309677556818178,0.0,23.06496874999998,94.16
373,35441TFA010    ,2023,38,3.408333333333333,0.15833333333333333,0.14166666666666666,0.67,1.0,ＴＰ３３１フタナシ,1.0,1.0,2.14,100,1.0,2.3131578947368423,3.62,（株）ニフコ,19,3.452474469756481,1.1366800000000001,0.0,4.93768,94.16
374,3548255A010    ,2023,38,4.333333333333333,0.058333333333333334,0.06666666666666667,0.57,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,300,1.0,3.5828571428571427,1.399047619047619,サトープレス工業（株）,7,6.2857142857142865,0.38893523809523817,0.0,1.8579352380952383,94.16
375,35482TFA010    ,2023,38,1.0,0.05555555555555555,0.0,0.66,1.0,ＡＷ１３１フタナシ,1.0,1.0,1.78,1000,1.0,9.355,0.21,サトープレス工業（株）,2,14.174242424242424,0.05838,0.0,0.27888,94.16
376,35501ECB010    ,2023,38,4.183333333333334,0.175,0.15,0.6,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.38,100,1.0,2.623333333333334,3.677619047619049,大橋鉄工（株）,21,4.372222222222224,0.8752733333333338,0.0,4.736773333333335,94.16
377,35505ECB010    ,2023,38,10.633333333333333,0.5833333333333334,0.6083333333333333,0.81,1.0,ＴＰ１３１フタナシ,1.0,2.0,2.34,24,1.4743589743589745,1.5681818181818186,14.709415584415579,中庸スプリング（株）,78,1.9360269360269364,2.456472402597402,0.1,10.54665097402597,94.16
378,35556ECB010    ,2023,38,2.9916666666666667,0.15,0.14166666666666666,0.75,1.0,ＡＷ１３１フタナシ,1.0,2.0,3.8,100,1.5263157894736843,1.9118750000000002,3.5143750000000002,（株）ギフ加藤製作所,19,2.549166666666667,0.84345,0.12,2.7763562500000005,94.16
379,35557ECB010    ,2023,38,8.258333333333333,0.30833333333333335,0.325,0.89,1.0,ＴＰ１３１フタナシ,1.0,2.0,4.94,46,1.4761904761904763,1.8216216216216214,7.539365452408927,小川工業（株）,42,2.0467658669905857,2.2391915393654513,0.05,6.385842538190362,94.16
380,35580ECB011    ,2023,38,76.45833333333333,2.575,2.3666666666666667,0.9,3.0,ＴＰ３４２フタアリ,1.0,4.0,8.04,6,2.4466019417475726,2.8604530744336576,59.39590075512416,アイシン精機（株）,309,3.178281193815175,13.423473570658059,0.14,31.242243797195307,94.16
381,35595ECB010    ,2023,38,7.875,0.39166666666666666,0.35833333333333334,0.57,1.0,ＴＰ３３１フタナシ,1.0,1.0,1.78,40,1.0,1.5721276595744682,8.628191489361702,サトープレス工業（株）,47,2.7581187010078394,2.3986372340425537,0.0,11.458238297872342,94.16
382,3559850A010    ,2023,38,2.245833333333333,0.07916666666666666,0.07083333333333333,0.9,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.92,100,1.5263157894736843,2.033684210526316,3.617368421052632,アイコー（株）,19,2.259649122807018,0.8898726315789475,0.32,2.879425263157895,94.16
383,35771ECB010    ,2023,38,25.933333333333334,3.591666666666667,3.6083333333333334,0.79,3.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,4,3.5527426160337554,0.8141189427312787,86.76101321585904,アイシン機工（株）,474,1.0305303072547831,8.560419970631425,0.12,27.358639500734217,94.16
384,35771ECE010    ,2023,38,54.09166666666667,3.033333333333333,3.1,0.79,2.0,ＴＰ３４１フタナシ,1.0,6.0,4.92,6,3.547979797979798,1.2996344647519602,75.71366405570065,アイシン機工（株）,396,1.6451069174075446,7.470414853495798,0.12,23.875042065564273,94.16
385,35847ECB010    ,2023,38,4.75,0.23333333333333334,0.225,0.51,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,80,1.0,2.108275862068966,4.582327586206895,（株）メタルテック,29,4.133874239350914,1.3288749999999996,0.0,6.140318965517238,94.16
386,35847ECB020    ,2023,38,6.375,0.225,0.2,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,70,1.0,1.8492592592592596,5.010052910052911,（株）メタルテック,27,3.698518518518519,1.4529153439153442,0.0,6.7134708994709005,94.16
387,35847ECE010    ,2023,38,17.991666666666667,0.5083333333333333,0.4666666666666667,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,40,1.0,2.3398360655737704,11.282377049180333,（株）メタルテック,61,4.679672131147541,3.2718893442622967,0.0,15.118385245901646,94.16
388,35847ECE020    ,2023,38,13.916666666666666,0.3333333333333333,0.31666666666666665,0.49,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,60,1.0,2.6334999999999997,7.584999999999999,（株）メタルテック,40,5.374489795918367,2.1996499999999997,0.0,10.1639,94.16
389,35882ECB010    ,2023,38,7.316666666666666,0.3333333333333333,0.325,0.5,1.0,ＴＰ３３２フタナシ,1.0,1.0,1.9,50,1.0,1.7036585365853658,6.976097560975614,（株）メタルテック,41,3.4073170731707316,2.023068292682928,0.0,9.347970731707324,94.16
390,36108ECB010    ,2023,38,3.275,0.10833333333333334,0.1,0.64,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150,1.0,2.7646153846153845,2.371282051282051,（株）オーハシテクニカ,13,4.319711538461538,0.704270769230769,0.0,3.1941169230769226,94.16
